League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Att,Live_Pass_Types,Dead_Pass_Types,FK_Pass_Types,TB_Pass_Types,Sw_Pass_Types,Crs_Pass_Types,TI_Pass_Types,CK_Pass_Types,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes
Championnat de France de Football Féminin,2023-11-05,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,1,1.3,Julie Dufour · 29&rsquor;,0,0,Lyon,4-3-3,6,3.4,Eugénie Le Sommer · 1&rsquor; Ada Hegerberg · 38&rsquor; Eugénie Le Sommer · 40&rsquor; Ada Hegerberg · 48&rsquor; Sara Däbritz · 68&rsquor; Kadidiatou Diani · 90+1&rsquor;,1,0,Paris FC,Home,NA,990,510,453,55,9,1,0,8,19,8,0,0,4,390,2,14
Championnat de France de Football Féminin,2023-11-05,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,1,1.3,Julie Dufour · 29&rsquor;,0,0,Lyon,4-3-3,6,3.4,Eugénie Le Sommer · 1&rsquor; Ada Hegerberg · 38&rsquor; Eugénie Le Sommer · 40&rsquor; Ada Hegerberg · 48&rsquor; Sara Däbritz · 68&rsquor; Kadidiatou Diani · 90+1&rsquor;,1,0,Lyon,Away,NA,990,500,451,45,10,2,0,12,21,4,3,1,0,395,4,16
Championnat de France de Football Féminin,2023-11-10,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,3.8,Maelys Mpomé (OG) · 14&rsquor; Kadidiatou Diani · 17&rsquor; Celeste Boureille (OG) · 60&rsquor; Maëlle Lakrar (OG) · 76&rsquor; Wendie Renard · 90+5&rsquor;,0,0,Montpellier,3-4-3,0,0.6,NA,2,0,Lyon,Home,NA,990,565,517,48,10,3,0,33,25,9,6,0,0,452,0,7
Championnat de France de Football Féminin,2023-11-10,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,3.8,Maelys Mpomé (OG) · 14&rsquor; Kadidiatou Diani · 17&rsquor; Celeste Boureille (OG) · 60&rsquor; Maëlle Lakrar (OG) · 76&rsquor; Wendie Renard · 90+5&rsquor;,0,0,Montpellier,3-4-3,0,0.6,NA,2,0,Montpellier,Away,NA,990,341,286,54,11,0,0,6,22,2,1,1,0,219,1,14
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,1.4,Airine Fontaine · 50&rsquor; Léa Le Garrec · 67&rsquor;,2,0,Bordeaux,4-3-3,1,1.2,Hawa Sangare · 39&rsquor;,1,0,Fleury,Home,NA,990,524,469,53,10,1,0,23,29,8,5,1,0,394,2,16
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,1.4,Airine Fontaine · 50&rsquor; Léa Le Garrec · 67&rsquor;,2,0,Bordeaux,4-3-3,1,1.2,Hawa Sangare · 39&rsquor;,1,0,Bordeaux,Away,NA,990,362,308,54,11,1,1,13,25,2,2,0,0,256,0,6
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-3-3,0,0.3,NA,2,0,Le Havre,4-2-3-1,0,0.4,Nadjma Ali Nadjim · 70&rsquor;,1,1,Stade de Reims,Home,NA,990,397,354,41,13,1,0,4,22,2,2,0,0,294,2,10
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-3-3,0,0.3,NA,2,0,Le Havre,4-2-3-1,0,0.4,Nadjma Ali Nadjim · 70&rsquor;,1,1,Le Havre,Away,NA,969,579,518,60,9,0,1,7,41,2,1,0,0,463,1,10
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-2-2,1,0.6,Alexandria Lamontagne · 19&rsquor;,3,0,Paris FC,4-3-3,6,3,Louna Ribadeira · 14&rsquor; Clara Matéo · 35&rsquor; Louise Fleury · 44&rsquor; Louise Fleury · 67&rsquor; Louise Fleury · 70&rsquor; Julie Dufour · 86&rsquor;,3,0,Saint-Étienne,Home,NA,990,281,229,51,20,0,0,16,15,5,0,1,3,178,1,13
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-2-2,1,0.6,Alexandria Lamontagne · 19&rsquor;,3,0,Paris FC,4-3-3,6,3,Louna Ribadeira · 14&rsquor; Clara Matéo · 35&rsquor; Louise Fleury · 44&rsquor; Louise Fleury · 67&rsquor; Louise Fleury · 70&rsquor; Julie Dufour · 86&rsquor;,3,0,Paris FC,Away,NA,990,417,362,51,15,4,0,21,27,3,3,0,0,282,4,10
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,4,2.7,Emmy Jezequel · 26&rsquor; Laurie Teinturier · 30&rsquor; Laurie Teinturier · 56&rsquor; Agathe Donnary · 68&rsquor;,1,0,Lille,4-2-3-1,3,2.4,Lorena Azzaro (P) · 17&rsquor; Aurore Paprzycki · 20&rsquor; Julie Machart (P) · 73&rsquor;,1,0,Guingamp,Home,NA,990,371,313,56,10,3,1,16,31,4,2,2,0,249,2,9
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,4,2.7,Emmy Jezequel · 26&rsquor; Laurie Teinturier · 30&rsquor; Laurie Teinturier · 56&rsquor; Agathe Donnary · 68&rsquor;,1,0,Lille,4-2-3-1,3,2.4,Lorena Azzaro (P) · 17&rsquor; Aurore Paprzycki · 20&rsquor; Julie Machart (P) · 73&rsquor;,1,0,Lille,Away,NA,990,506,447,59,6,0,0,18,39,3,0,0,3,372,0,10
Championnat de France de Football Féminin,2023-11-12,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,2,0.6,Malou Rylov · 59&rsquor; Wu Chengshu · 65&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,5,3.4,Grace Geyoro · 12&rsquor; Tabitha Chawinga · 25&rsquor; Tabitha Chawinga · 47&rsquor; Tabitha Chawinga · 71&rsquor; Amalie Vangsgaard · 73&rsquor;,0,0,Dijon,Home,NA,990,265,229,36,6,0,0,5,18,0,0,0,0,178,0,4
Championnat de France de Football Féminin,2023-11-12,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,2,0.6,Malou Rylov · 59&rsquor; Wu Chengshu · 65&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,5,3.4,Grace Geyoro · 12&rsquor; Tabitha Chawinga · 25&rsquor; Tabitha Chawinga · 47&rsquor; Tabitha Chawinga · 71&rsquor; Amalie Vangsgaard · 73&rsquor;,0,0,Paris Saint-Germain,Away,NA,990,769,732,37,5,1,0,14,23,2,1,1,0,688,0,10
Championnat de France de Football Féminin,2023-11-17,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,4,Alice Sombath · 34&rsquor; Melchie Dumornay · 70&rsquor; Ada Hegerberg · 73&rsquor; Sara Däbritz · 89&rsquor;,1,0,Dijon,5-4-1,1,0.1,Maria Diaz · 25&rsquor;,1,0,Lyon,Home,NA,990,756,707,48,6,2,0,41,27,12,7,1,1,633,1,9
Championnat de France de Football Féminin,2023-11-17,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,4,Alice Sombath · 34&rsquor; Melchie Dumornay · 70&rsquor; Ada Hegerberg · 73&rsquor; Sara Däbritz · 89&rsquor;,1,0,Dijon,5-4-1,1,0.1,Maria Diaz · 25&rsquor;,1,0,Dijon,Away,NA,990,251,211,40,9,0,0,4,19,0,0,0,0,131,0,10
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Le Havre,4-2-3-1,2,2.3,Inès Benyahia (P) · 30&rsquor; Deja Davis · 44&rsquor;,2,0,Guingamp,4-4-2,0,0.2,NA,2,0,Le Havre,Home,NA,990,464,402,59,9,1,1,21,35,9,2,6,0,341,3,13
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Le Havre,4-2-3-1,2,2.3,Inès Benyahia (P) · 30&rsquor; Deja Davis · 44&rsquor;,2,0,Guingamp,4-4-2,0,0.2,NA,2,0,Guingamp,Away,NA,990,408,353,54,15,0,0,8,24,1,0,1,0,272,1,12
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Montpellier,3-4-3,2,2,Kethna Louis · 51&rsquor; Sonia Ouchene · 53&rsquor;,3,0,Stade de Reims,4-3-3,1,1.2,Rofiat Imuran · 69&rsquor;,2,0,Montpellier,Home,NA,990,480,430,47,19,0,1,27,16,7,1,0,5,366,3,6
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Montpellier,3-4-3,2,2,Kethna Louis · 51&rsquor; Sonia Ouchene · 53&rsquor;,3,0,Stade de Reims,4-3-3,1,1.2,Rofiat Imuran · 69&rsquor;,2,0,Stade de Reims,Away,NA,990,247,185,61,22,0,0,13,21,5,2,3,0,137,1,3
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,1,0.7,Jessy Roux · 2&rsquor;,0,0,Saint-Étienne,4-4-2,2,1.8,Phornetia Browne (P) · 57&rsquor; Kess Elmore · 72&rsquor;,0,0,Lille,Home,NA,990,496,441,53,10,3,1,7,30,2,0,0,2,379,2,9
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,1,0.7,Jessy Roux · 2&rsquor;,0,0,Saint-Étienne,4-4-2,2,1.8,Phornetia Browne (P) · 57&rsquor; Kess Elmore · 72&rsquor;,0,0,Saint-Étienne,Away,NA,990,392,346,43,9,2,0,15,21,5,3,0,0,279,3,5
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,2,1.7,Marie-Antoinette Katoto · 13&rsquor; Jackie Groenen · 90+7&rsquor;,3,0,Fleury,4-2-3-1,1,1.2,Ewelina Kamczyk · 40&rsquor;,1,0,Paris Saint-Germain,Home,NA,990,696,625,71,12,0,1,25,45,6,4,2,0,589,0,17
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,2,1.7,Marie-Antoinette Katoto · 13&rsquor; Jackie Groenen · 90+7&rsquor;,3,0,Fleury,4-2-3-1,1,1.2,Ewelina Kamczyk · 40&rsquor;,1,0,Fleury,Away,NA,990,266,218,48,17,0,2,10,16,2,2,0,0,161,0,10
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris FC,4-4-1-1,1,1.9,Clara Matéo · 41&rsquor;,0,0,Bordeaux,4-3-3,0,0.1,NA,0,0,Paris FC,Home,NA,990,669,611,56,11,4,0,18,37,6,0,0,6,523,2,13
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris FC,4-4-1-1,1,1.9,Clara Matéo · 41&rsquor;,0,0,Bordeaux,4-3-3,0,0.1,NA,0,0,Bordeaux,Away,NA,990,276,232,42,9,0,0,4,23,2,1,1,0,145,2,6
Championnat de France de Football Féminin,2023-11-24,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,NA,0,Ewelina Kamczyk · 8&rsquor; Dominika Grabowska · 25&rsquor;,2,0,Le Havre,4-2-3-1,0,0,Inès Benyahia · 33&rsquor; Inès Benyahia (P) · 58&rsquor;,2,0,Fleury,Home,NA,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Championnat de France de Football Féminin,2023-11-24,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,NA,0,Ewelina Kamczyk · 8&rsquor; Dominika Grabowska · 25&rsquor;,2,0,Le Havre,4-2-3-1,0,0,Inès Benyahia · 33&rsquor; Inès Benyahia (P) · 58&rsquor;,2,0,Le Havre,Away,NA,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,3,1.3,Abi Kim · 21&rsquor; Hawa Sangare · 62&rsquor; Abi Kim · 66&rsquor;,3,0,Lille,4-2-3-1,0,0.6,NA,1,0,Bordeaux,Home,NA,990,305,257,47,14,0,0,16,22,3,1,2,0,183,1,9
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,3,1.3,Abi Kim · 21&rsquor; Hawa Sangare · 62&rsquor; Abi Kim · 66&rsquor;,3,0,Lille,4-2-3-1,0,0.6,NA,1,0,Lille,Away,NA,990,394,318,76,19,0,1,14,40,4,0,0,3,253,0,11
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,3,2.8,Maria Diaz · 47&rsquor; Léa Declercq (P) · 51&rsquor; Klaudia Jedlińska · 58&rsquor;,3,0,Saint-Étienne,4-1-3-2,2,1.2,Kess Elmore · 30&rsquor; Cindy Caputo · 65&rsquor;,3,0,Dijon,Home,NA,990,394,337,53,10,2,0,19,25,7,6,1,0,270,4,6
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,3,2.8,Maria Diaz · 47&rsquor; Léa Declercq (P) · 51&rsquor; Klaudia Jedlińska · 58&rsquor;,3,0,Saint-Étienne,4-1-3-2,2,1.2,Kess Elmore · 30&rsquor; Cindy Caputo · 65&rsquor;,3,0,Saint-Étienne,Away,NA,990,417,359,57,12,1,1,18,26,3,0,0,3,302,1,7
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,0.8,Rachel Corboz (P) · 8&rsquor;,2,0,Paris FC,4-2-3-1,1,2.3,Margaux Le Mouël · 75&rsquor;,2,0,Stade de Reims,Home,NA,990,271,216,54,15,0,1,5,22,2,2,0,0,139,1,12
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,0.8,Rachel Corboz (P) · 8&rsquor;,2,0,Paris FC,4-2-3-1,1,2.3,Margaux Le Mouël · 75&rsquor;,2,0,Paris FC,Away,NA,990,616,544,71,11,0,1,40,44,10,3,7,0,457,1,18
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,4,4.1,Marie-Antoinette Katoto · 2&rsquor; Grace Geyoro · 42&rsquor; Amalie Vangsgaard · 65&rsquor; Tabitha Chawinga · 90+3&rsquor;,1,0,Montpellier,4-2-3-1,1,2.4,Faustine Robert (P) · 27&rsquor;,0,0,Paris Saint-Germain,Home,NA,990,582,526,53,12,1,1,20,27,5,1,3,0,491,3,10
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,4,4.1,Marie-Antoinette Katoto · 2&rsquor; Grace Geyoro · 42&rsquor; Amalie Vangsgaard · 65&rsquor; Tabitha Chawinga · 90+3&rsquor;,1,0,Montpellier,4-2-3-1,1,2.4,Faustine Robert (P) · 27&rsquor;,0,0,Montpellier,Away,NA,990,409,362,46,11,1,2,17,16,5,3,2,0,307,1,11
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Guingamp,5-4-1,1,0.1,Sarah Cambot · 45+1&rsquor;,1,0,Lyon,4-3-3,5,4,Lindsey Heaps · 4&rsquor; Emmy Jezequel (OG) · 15&rsquor; Daniëlle van de Donk · 29&rsquor; Ada Hegerberg · 71&rsquor; Ada Hegerberg · 90+5&rsquor;,1,0,Guingamp,Home,NA,990,342,286,55,14,0,1,3,24,0,0,0,0,241,1,11
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Guingamp,5-4-1,1,0.1,Sarah Cambot · 45+1&rsquor;,1,0,Lyon,4-3-3,5,4,Lindsey Heaps · 4&rsquor; Emmy Jezequel (OG) · 15&rsquor; Daniëlle van de Donk · 29&rsquor; Ada Hegerberg · 71&rsquor; Ada Hegerberg · 90+5&rsquor;,1,0,Lyon,Away,NA,990,661,605,54,7,1,3,51,27,17,15,0,0,534,2,9
Championnat de France de Football Féminin,2023-12-08,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,4,Wendie Renard · 17&rsquor; Ada Hegerberg (P) · 28&rsquor; Damaris Egurrola · 57&rsquor; Griedge Mbock Bathy · 59&rsquor; Amel Majri · 90+2&rsquor;,1,0,Lille,5-4-1,0,0,NA,0,0,Lyon,Home,NA,990,673,626,42,8,0,2,39,22,9,6,2,0,575,5,7
Championnat de France de Football Féminin,2023-12-08,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,4,Wendie Renard · 17&rsquor; Ada Hegerberg (P) · 28&rsquor; Damaris Egurrola · 57&rsquor; Griedge Mbock Bathy · 59&rsquor; Amel Majri · 90+2&rsquor;,1,0,Lille,5-4-1,0,0,NA,0,0,Lille,Away,NA,990,386,336,50,13,0,0,2,22,0,0,0,0,282,0,9
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-1-4-1,2,1.4,Solene Champagnac · 33&rsquor; Cindy Caputo · 61&rsquor;,1,0,Guingamp,4-4-2,1,0.7,Laurie Teinturier · 57&rsquor;,2,0,Saint-Étienne,Home,NA,990,390,339,50,16,2,0,17,21,4,0,0,4,273,1,10
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-1-4-1,2,1.4,Solene Champagnac · 33&rsquor; Cindy Caputo · 61&rsquor;,1,0,Guingamp,4-4-2,1,0.7,Laurie Teinturier · 57&rsquor;,2,0,Guingamp,Away,NA,990,484,431,50,9,3,0,21,27,6,0,0,5,364,3,9
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,0.9,Nérilia Mondésir · 62&rsquor;,3,0,Paris FC,4-2-3-1,4,3.5,Gaëtane Thiney · 12&rsquor; Daphne Corboz · 24&rsquor; Mathilde Bourdieu · 41&rsquor; Louna Ribadeira · 87&rsquor;,1,0,Montpellier,Home,NA,990,379,323,55,12,0,1,24,25,8,8,0,0,243,1,19
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,0.9,Nérilia Mondésir · 62&rsquor;,3,0,Paris FC,4-2-3-1,4,3.5,Gaëtane Thiney · 12&rsquor; Daphne Corboz · 24&rsquor; Mathilde Bourdieu · 41&rsquor; Louna Ribadeira · 87&rsquor;,1,0,Paris FC,Away,NA,990,512,459,49,15,1,5,10,21,6,1,1,0,397,4,9
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,2,2.4,Mélissa Gomes (P) · 61&rsquor; Noémie Mouchon · 67&rsquor;,0,0,Fleury,3-4-1-2,0,1.6,NA,3,0,Stade de Reims,Home,NA,990,328,264,62,13,0,2,13,27,5,0,5,0,232,2,17
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,2,2.4,Mélissa Gomes (P) · 61&rsquor; Noémie Mouchon · 67&rsquor;,0,0,Fleury,3-4-1-2,0,1.6,NA,3,0,Fleury,Away,NA,990,510,457,52,7,0,0,26,30,7,3,0,2,398,1,14
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,1,1.7,Océane Picard · 90+4&rsquor;,1,0,Bordeaux,4-3-3,0,0.7,Maëlle Seguin · 66&rsquor;,0,1,Dijon,Home,NA,990,493,435,54,9,1,3,26,27,12,12,0,0,331,4,15
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,1,1.7,Océane Picard · 90+4&rsquor;,1,0,Bordeaux,4-3-3,0,0.7,Maëlle Seguin · 66&rsquor;,0,1,Bordeaux,Away,NA,965,403,354,48,10,0,1,11,20,2,2,0,0,254,1,12
Championnat de France de Football Féminin,2023-12-10,Championnat de France de Football Féminin (Regular season),Le Havre,4-4-1-1,1,0.5,Inès Benyahia · 19&rsquor;,2,0,Paris Saint-Germain,4-2-3-1,1,1.4,Grace Geyoro · 90+5&rsquor;,1,0,Le Havre,Home,NA,990,310,259,50,15,0,1,4,17,1,0,0,1,201,1,3
Championnat de France de Football Féminin,2023-12-10,Championnat de France de Football Féminin (Regular season),Le Havre,4-4-1-1,1,0.5,Inès Benyahia · 19&rsquor;,2,0,Paris Saint-Germain,4-2-3-1,1,1.4,Grace Geyoro · 90+5&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,686,631,54,12,2,1,30,31,7,1,2,1,575,1,9
Championnat de France de Football Féminin,2023-12-15,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,2,2.1,Lea Khelifi · 13&rsquor; Faustine Robert · 75&rsquor;,2,0,Le Havre,4-1-4-1,1,2,Salomé Elisor · 72&rsquor;,0,0,Montpellier,Home,NA,990,498,454,42,12,0,1,14,20,2,2,0,0,388,2,8
Championnat de France de Football Féminin,2023-12-15,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,2,2.1,Lea Khelifi · 13&rsquor; Faustine Robert · 75&rsquor;,2,0,Le Havre,4-1-4-1,1,2,Salomé Elisor · 72&rsquor;,0,0,Le Havre,Away,NA,990,459,390,69,19,0,0,13,39,1,0,1,0,324,0,9
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Fleury,5-3-2,1,0.2,Ewelina Kamczyk · 32&rsquor;,1,0,Lyon,4-3-3,3,2.7,Damaris Egurrola · 43&rsquor; Ada Hegerberg · 47&rsquor; Lindsey Heaps · 80&rsquor;,0,0,Fleury,Home,NA,990,301,258,42,5,1,2,3,19,1,1,0,0,197,1,10
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Fleury,5-3-2,1,0.2,Ewelina Kamczyk · 32&rsquor;,1,0,Lyon,4-3-3,3,2.7,Damaris Egurrola · 43&rsquor; Ada Hegerberg · 47&rsquor; Lindsey Heaps · 80&rsquor;,0,0,Lyon,Away,NA,990,760,703,57,8,1,5,40,33,11,8,3,0,638,0,8
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,1,1,Sarah Cambot · 46&rsquor;,2,0,Dijon,4-2-3-1,1,0.5,Emmy Jezequel (OG) · 43&rsquor;,2,0,Guingamp,Home,NA,990,389,316,71,17,0,1,15,41,6,5,1,0,261,2,12
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,1,1,Sarah Cambot · 46&rsquor;,2,0,Dijon,4-2-3-1,1,0.5,Emmy Jezequel (OG) · 43&rsquor;,2,0,Dijon,Away,NA,990,392,332,56,14,0,1,20,25,8,5,2,0,266,4,9
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Lille,3-4-3,2,1.3,Maïté Boucly · 63&rsquor; Julie Machart (P) · 86&rsquor;,3,0,Stade de Reims,4-2-3-1,5,4.6,Rachel Corboz · 33&rsquor; Noémie Mouchon · 56&rsquor; Blessing Demehin · 62&rsquor; Rofiat Imuran · 79&rsquor; Shana Chossenotte · 90+3&rsquor;,1,0,Lille,Home,NA,990,500,439,60,12,0,1,16,34,1,1,0,0,385,1,8
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Lille,3-4-3,2,1.3,Maïté Boucly · 63&rsquor; Julie Machart (P) · 86&rsquor;,3,0,Stade de Reims,4-2-3-1,5,4.6,Rachel Corboz · 33&rsquor; Noémie Mouchon · 56&rsquor; Blessing Demehin · 62&rsquor; Rofiat Imuran · 79&rsquor; Shana Chossenotte · 90+3&rsquor;,1,0,Stade de Reims,Away,NA,990,338,287,50,15,1,0,16,23,6,3,3,0,242,1,7
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,1.5,Hawa Sangare · 8&rsquor;,2,0,Saint-Étienne,4-2-3-1,4,2.8,Cindy Caputo · 13&rsquor; Faustine Bataillard · 51&rsquor; Phornetia Browne · 74&rsquor; Kess Elmore · 81&rsquor;,5,0,Bordeaux,Home,NA,990,389,323,58,12,0,0,17,34,6,1,5,0,277,8,11
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,1.5,Hawa Sangare · 8&rsquor;,2,0,Saint-Étienne,4-2-3-1,4,2.8,Cindy Caputo · 13&rsquor; Faustine Bataillard · 51&rsquor; Phornetia Browne · 74&rsquor; Kess Elmore · 81&rsquor;,5,0,Saint-Étienne,Away,NA,990,337,279,56,18,0,0,7,25,3,1,1,1,215,2,10
Championnat de France de Football Féminin,2023-12-17,Championnat de France de Football Féminin (Regular season),Paris FC,4-3-3,1,1.7,Gaëtane Thiney (P) · 4&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,2,1.8,Sandy Baltimore (P) · 36&rsquor; Marie-Antoinette Katoto · 44&rsquor;,1,0,Paris FC,Home,NA,990,436,381,55,8,0,0,14,31,6,3,1,0,322,0,10
Championnat de France de Football Féminin,2023-12-17,Championnat de France de Football Féminin (Regular season),Paris FC,4-3-3,1,1.7,Gaëtane Thiney (P) · 4&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,2,1.8,Sandy Baltimore (P) · 36&rsquor; Marie-Antoinette Katoto · 44&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,422,377,43,8,2,2,12,25,3,3,0,0,311,2,9
Championnat de France de Football Féminin,2024-01-09,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-3-3,6,2.9,Marie-Antoinette Katoto · 26&rsquor; Sandy Baltimore · 37&rsquor; Tabitha Chawinga · 55&rsquor; Sandy Baltimore · 57&rsquor; Grace Geyoro · 60&rsquor; Lieke Martens · 86&rsquor;,1,0,Lille,4-1-4-1,0,1.1,NA,2,0,Paris Saint-Germain,Home,NA,990,663,625,33,10,2,0,13,17,3,1,2,0,588,5,6
Championnat de France de Football Féminin,2024-01-09,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-3-3,6,2.9,Marie-Antoinette Katoto · 26&rsquor; Sandy Baltimore · 37&rsquor; Tabitha Chawinga · 55&rsquor; Sandy Baltimore · 57&rsquor; Grace Geyoro · 60&rsquor; Lieke Martens · 86&rsquor;,1,0,Lille,4-1-4-1,0,1.1,NA,2,0,Lille,Away,NA,990,360,319,41,11,0,1,12,13,3,3,0,0,277,0,10
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Guingamp,3-4-1-2,0,0.7,Jeannette Yango · 66&rsquor;,4,1,Montpellier,4-2-3-1,1,0.9,Lea Khelifi · 40&rsquor; Maelys Mpomé · 83&rsquor;,5,1,Guingamp,Home,NA,965,366,315,50,16,0,0,18,25,2,0,1,1,260,1,11
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Guingamp,3-4-1-2,0,0.7,Jeannette Yango · 66&rsquor;,4,1,Montpellier,4-2-3-1,1,0.9,Lea Khelifi · 40&rsquor; Maelys Mpomé · 83&rsquor;,5,1,Montpellier,Away,NA,982,544,485,56,9,0,2,27,35,9,6,0,1,429,3,16
