League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon
Frauen-Bundesliga,2025-03-15,Frauen-Bundesliga (Matchweek 17),FC Carl Zeiss Jena,5-3-2,1.0,0.9,Noemi Gentile · 51&rsquor;,4,0,RB Leipzig,3-4-3,1.0,1.3,Giovanna Hoffmann (P) · 73&rsquor;,2,0,RB Leipzig,Away,,990.0,1,0,1,1,18,6,2,0,705.0,17.0,7,10.0,1.4,0.6,0.5,33.0,2.0,488.0,605.0,80.7,69.0,403.0,14.0,9.0,5.0,,,,,,,,
Frauen-Bundesliga,2025-03-15,Frauen-Bundesliga (Matchweek 17),TSG 1899 Hoffenheim,4-4-2,5.0,3.2,Lisann Kaut · 11&rsquor; Marta Cazalla (P) · 33&rsquor; Selina Cerci · 37&rsquor; Selina Cerci · 48&rsquor; Fabienne Dongus · 74&rsquor;,3,0,FC Köln,4-4-2,1.0,0.2,Dóra Zeller · 14&rsquor; Anna Gerhardt · 32&rsquor;,1,1,TSG 1899 Hoffenheim,Home,,990.0,5,3,1,1,20,13,3,0,698.0,23.0,7,10.0,3.3,2.6,1.7,34.0,6.0,496.0,610.0,81.3,66.0,363.0,19.0,20.0,11.0,,,,,,,,
Frauen-Bundesliga,2025-03-15,Frauen-Bundesliga (Matchweek 17),TSG 1899 Hoffenheim,4-4-2,5.0,3.2,Lisann Kaut · 11&rsquor; Marta Cazalla (P) · 33&rsquor; Selina Cerci · 37&rsquor; Selina Cerci · 48&rsquor; Fabienne Dongus · 74&rsquor;,3,0,FC Köln,4-4-2,1.0,0.2,Dóra Zeller · 14&rsquor; Anna Gerhardt · 32&rsquor;,1,1,FC Köln,Away,,931.0,1,1,0,0,3,2,1,1,469.0,20.0,17,14.0,0.2,0.2,0.2,6.0,2.0,264.0,369.0,71.5,9.0,237.0,10.0,6.0,3.0,,,,,,,,
Frauen-Bundesliga,2025-03-16,Frauen-Bundesliga (Matchweek 17),Bayer Leverkusen,4-4-2,6.0,2.7,Sofija Ņesterova (OG) · 2&rsquor; Loreen Bender · 39&rsquor; Caroline Kehrer · 50&rsquor; Caroline Kehrer · 55&rsquor; Cornelia Kramer · 76&rsquor; Delice Boboy · 79&rsquor;,1,0,Werder Bremen,3-1-4-2,0.0,0.2,,0,0,Bayer Leverkusen,Home,,990.0,5,5,0,0,14,6,1,0,632.0,20.0,5,12.0,2.9,2.9,2.1,25.0,10.0,405.0,535.0,75.7,50.0,243.0,10.0,14.0,10.0,,,,,,,,
Frauen-Bundesliga,2025-03-16,Frauen-Bundesliga (Matchweek 17),Bayer Leverkusen,4-4-2,6.0,2.7,Sofija Ņesterova (OG) · 2&rsquor; Loreen Bender · 39&rsquor; Caroline Kehrer · 50&rsquor; Caroline Kehrer · 55&rsquor; Cornelia Kramer · 76&rsquor; Delice Boboy · 79&rsquor;,1,0,Werder Bremen,3-1-4-2,0.0,0.2,,0,0,Werder Bremen,Away,,990.0,0,0,0,0,6,2,0,0,442.0,16.0,12,12.0,0.2,0.2,0.1,7.0,0.0,197.0,332.0,59.3,23.0,105.0,4.0,14.0,8.0,,,,,,,,
Frauen-Bundesliga,2025-03-16,Frauen-Bundesliga (Matchweek 17),SGS Essen,4-3-3,2.0,2.7,Natasha Kowalski (P) · 43&rsquor; Natasha Kowalski (P) · 81&rsquor;,1,0,Turbine Potsdam,5-3-2,1.0,1.2,Irena Kuznezov · 5&rsquor;,1,0,SGS Essen,Home,,990.0,2,0,2,2,16,3,1,0,636.0,15.0,14,13.0,2.8,1.3,1.1,29.0,3.0,392.0,522.0,75.1,45.0,368.0,19.0,18.0,8.0,,,,,,,,
Frauen-Bundesliga,2025-03-16,Frauen-Bundesliga (Matchweek 17),SGS Essen,4-3-3,2.0,2.7,Natasha Kowalski (P) · 43&rsquor; Natasha Kowalski (P) · 81&rsquor;,1,0,Turbine Potsdam,5-3-2,1.0,1.2,Irena Kuznezov · 5&rsquor;,1,0,Turbine Potsdam,Away,,990.0,1,1,0,0,11,4,1,0,470.0,29.0,11,16.0,1.3,1.3,0.9,19.0,2.0,207.0,334.0,62.0,27.0,120.0,4.0,12.0,4.0,,,,,,,,
Frauen-Bundesliga,2025-03-17,Frauen-Bundesliga (Matchweek 17),Freiburg,4-2-3-1,3.0,0.6,Cora Zical · 35&rsquor; Lisa Karl · 90+1&rsquor; Leela Egli · 90+2&rsquor;,0,0,Eintracht Frankfurt,4-3-1-2,2.0,2.8,Lara Prašnikar · 44&rsquor; Nicole Anyomi · 63&rsquor;,0,0,Freiburg,Home,,990.0,3,3,0,0,8,3,0,0,641.0,17.0,13,20.0,0.6,0.6,0.5,15.0,6.0,352.0,483.0,72.9,27.0,289.0,11.0,18.0,8.0,,,,,,,,
Frauen-Bundesliga,2025-03-17,Frauen-Bundesliga (Matchweek 17),Freiburg,4-2-3-1,3.0,0.6,Cora Zical · 35&rsquor; Lisa Karl · 90+1&rsquor; Leela Egli · 90+2&rsquor;,0,0,Eintracht Frankfurt,4-3-1-2,2.0,2.8,Lara Prašnikar · 44&rsquor; Nicole Anyomi · 63&rsquor;,0,0,Eintracht Frankfurt,Away,,990.0,2,1,0,0,16,9,0,0,730.0,17.0,10,14.0,2.8,2.8,2.3,23.0,2.0,449.0,594.0,75.6,49.0,344.0,15.0,24.0,14.0,,,,,,,,
Frauen-Bundesliga,2025-03-28,Frauen-Bundesliga (Matchweek 18),FC Köln,4-4-2,0.0,2.6,,1,0,FC Carl Zeiss Jena,3-4-3,1.0,0.8,Melina Reuter · 56&rsquor; Fiona Gaißer · 67&rsquor;,5,1,FC Köln,Home,,990.0,0,0,0,0,29,13,1,0,679.0,16.0,5,11.0,2.8,2.8,2.1,50.0,0.0,444.0,583.0,76.2,65.0,396.0,22.0,15.0,7.0,,,,,,,,
Frauen-Bundesliga,2025-03-28,Frauen-Bundesliga (Matchweek 18),FC Köln,4-4-2,0.0,2.6,,1,0,FC Carl Zeiss Jena,3-4-3,1.0,0.8,Melina Reuter · 56&rsquor; Fiona Gaißer · 67&rsquor;,5,1,FC Carl Zeiss Jena,Away,,966.0,1,1,0,0,9,2,4,1,395.0,15.0,16,18.0,0.8,0.8,0.3,13.0,1.0,147.0,281.0,52.3,11.0,131.0,5.0,2.0,1.0,,,,,,,,
Frauen-Bundesliga,2025-03-29,Frauen-Bundesliga (Matchweek 18),Werder Bremen,5-3-2,1.0,0.4,Reena Wichmann · 8&rsquor; Kaylie Ronan · 39&rsquor;,0,1,Eintracht Frankfurt,4-3-1-2,4.0,4.3,Lisanne Gräwe · 44&rsquor; Carlotta Wamser · 45+1&rsquor; Nicole Anyomi · 62&rsquor; Remina Chiba · 90+5&rsquor;,1,0,Werder Bremen,Home,,907.0,1,1,0,0,3,2,0,1,362.0,13.0,10,15.0,0.4,0.4,0.3,6.0,2.0,148.0,258.0,57.4,20.0,179.0,5.0,8.0,5.0,,,,,,,,
Frauen-Bundesliga,2025-03-29,Frauen-Bundesliga (Matchweek 18),Werder Bremen,5-3-2,1.0,0.4,Reena Wichmann · 8&rsquor; Kaylie Ronan · 39&rsquor;,0,1,Eintracht Frankfurt,4-3-1-2,4.0,4.3,Lisanne Gräwe · 44&rsquor; Carlotta Wamser · 45+1&rsquor; Nicole Anyomi · 62&rsquor; Remina Chiba · 90+5&rsquor;,1,0,Eintracht Frankfurt,Away,,990.0,4,2,0,0,26,8,1,0,810.0,19.0,9,5.0,4.3,4.3,3.5,49.0,8.0,606.0,720.0,84.2,74.0,455.0,18.0,21.0,15.0,,,,,,,,
Frauen-Bundesliga,2025-03-29,Frauen-Bundesliga (Matchweek 18),Turbine Potsdam,5-3-2,0.0,0.2,,2,0,TSG 1899 Hoffenheim,4-4-2,7.0,4.1,Ereleta Memeti · 9&rsquor; Selina Cerci · 19&rsquor; Jill Janssens · 32&rsquor; Selina Cerci · 58&rsquor; Féli Delacauw · 60&rsquor; Féli Delacauw · 82&rsquor; Féli Delacauw · 87&rsquor;,0,0,Turbine Potsdam,Home,,990.0,0,0,0,0,4,1,2,0,383.0,23.0,18,29.0,0.2,0.2,0.1,5.0,0.0,145.0,253.0,57.3,9.0,152.0,7.0,13.0,7.0,,,,,,,,
Frauen-Bundesliga,2025-03-29,Frauen-Bundesliga (Matchweek 18),Turbine Potsdam,5-3-2,0.0,0.2,,2,0,TSG 1899 Hoffenheim,4-4-2,7.0,4.1,Ereleta Memeti · 9&rsquor; Selina Cerci · 19&rsquor; Jill Janssens · 32&rsquor; Selina Cerci · 58&rsquor; Féli Delacauw · 60&rsquor; Féli Delacauw · 82&rsquor; Féli Delacauw · 87&rsquor;,0,0,TSG 1899 Hoffenheim,Away,,990.0,7,3,0,0,28,15,0,0,798.0,15.0,11,9.0,4.1,4.1,2.3,46.0,11.0,569.0,674.0,84.4,60.0,511.0,16.0,20.0,8.0,,,,,,,,
Frauen-Bundesliga,2025-03-30,Frauen-Bundesliga (Matchweek 18),RB Leipzig,3-4-3,1.0,1.5,Giovanna Hoffmann · 90+2&rsquor;,0,0,Freiburg,4-2-3-1,1.0,1.2,Lisa Karl · 43&rsquor;,1,0,RB Leipzig,Home,,990.0,1,0,0,0,13,3,0,0,648.0,13.0,13,18.0,1.5,1.5,0.5,24.0,2.0,429.0,546.0,78.6,41.0,264.0,18.0,11.0,1.0,,,,,,,,
Frauen-Bundesliga,2025-03-30,Frauen-Bundesliga (Matchweek 18),RB Leipzig,3-4-3,1.0,1.5,Giovanna Hoffmann · 90+2&rsquor;,0,0,Freiburg,4-2-3-1,1.0,1.2,Lisa Karl · 43&rsquor;,1,0,Freiburg,Away,,990.0,1,0,0,0,16,4,1,0,612.0,23.0,14,13.0,1.2,1.2,0.9,23.0,2.0,386.0,495.0,78.0,32.0,313.0,12.0,6.0,2.0,,,,,,,,
Frauen-Bundesliga,2025-03-30,Frauen-Bundesliga (Matchweek 18),Bayern München,4-2-3-1,2.0,1.4,Klara Bühl · 56&rsquor; Lea Schüller · 68&rsquor;,1,0,Bayer Leverkusen,4-4-2,0.0,0.2,,1,0,Bayern München,Home,,990.0,2,2,0,0,15,4,1,0,694.0,16.0,6,11.0,1.4,1.4,1.2,28.0,4.0,490.0,604.0,81.1,46.0,222.0,14.0,12.0,6.0,,,,,,,,
Frauen-Bundesliga,2025-03-30,Frauen-Bundesliga (Matchweek 18),Bayern München,4-2-3-1,2.0,1.4,Klara Bühl · 56&rsquor; Lea Schüller · 68&rsquor;,1,0,Bayer Leverkusen,4-4-2,0.0,0.2,,1,0,Bayer Leverkusen,Away,,990.0,0,0,0,0,5,3,1,0,454.0,17.0,12,19.0,0.2,0.2,0.1,7.0,0.0,248.0,368.0,67.4,19.0,202.0,9.0,5.0,5.0,,,,,,,,
Frauen-Bundesliga,2025-03-30,Frauen-Bundesliga (Matchweek 18),VfL Wolfsburg,4-2-3-1,5.0,3.7,Marina Hegering · 10&rsquor; Lineth Beerensteyn · 41&rsquor; Lineth Beerensteyn · 56&rsquor; Lineth Beerensteyn · 66&rsquor; Lineth Beerensteyn · 84&rsquor;,0,0,SGS Essen,4-3-3,1.0,0.1,Lilli Purtscheller · 26&rsquor;,0,0,VfL Wolfsburg,Home,,990.0,5,3,0,1,20,9,0,0,787.0,16.0,3,7.0,3.7,3.0,1.6,36.0,9.0,577.0,685.0,84.2,67.0,492.0,20.0,28.0,12.0,,,,,,,,
Frauen-Bundesliga,2025-03-30,Frauen-Bundesliga (Matchweek 18),VfL Wolfsburg,4-2-3-1,5.0,3.7,Marina Hegering · 10&rsquor; Lineth Beerensteyn · 41&rsquor; Lineth Beerensteyn · 56&rsquor; Lineth Beerensteyn · 66&rsquor; Lineth Beerensteyn · 84&rsquor;,0,0,SGS Essen,4-3-3,1.0,0.1,Lilli Purtscheller · 26&rsquor;,0,0,SGS Essen,Away,,990.0,1,1,0,0,2,2,0,0,376.0,35.0,12,22.0,0.1,0.1,0.1,4.0,2.0,147.0,256.0,57.4,13.0,144.0,13.0,7.0,1.0,,,,,,,,
Frauen-Bundesliga,2025-04-11,Frauen-Bundesliga (Matchweek 19),SGS Essen,4-2-3-1,0.0,1.0,,0,0,Werder Bremen,4-4-2,1.0,1.0,Larissa Mühlhaus · 72&rsquor;,2,0,SGS Essen,Home,,990.0,0,0,0,0,17,10,0,0,576.0,11.0,13,8.0,1.0,1.0,1.0,28.0,0.0,367.0,488.0,75.2,32.0,309.0,14.0,8.0,4.0,,,,,,,,
Frauen-Bundesliga,2025-04-11,Frauen-Bundesliga (Matchweek 19),SGS Essen,4-2-3-1,0.0,1.0,,0,0,Werder Bremen,4-4-2,1.0,1.0,Larissa Mühlhaus · 72&rsquor;,2,0,Werder Bremen,Away,,990.0,1,1,0,0,11,2,2,0,480.0,19.0,9,3.0,1.0,1.0,0.8,16.0,2.0,258.0,381.0,67.7,31.0,177.0,13.0,7.0,6.0,,,,,,,,
Frauen-Bundesliga,2025-04-12,Frauen-Bundesliga (Matchweek 19),FC Carl Zeiss Jena,3-4-3,1.0,1.0,Isabella Jaron · 64&rsquor;,1,0,Turbine Potsdam,5-3-2,0.0,0.9,,3,0,FC Carl Zeiss Jena,Home,,990.0,1,1,0,0,15,4,1,0,508.0,15.0,12,13.0,1.0,1.0,0.9,22.0,2.0,234.0,379.0,61.7,25.0,205.0,10.0,20.0,6.0,,,,,,,,
Frauen-Bundesliga,2025-04-12,Frauen-Bundesliga (Matchweek 19),FC Carl Zeiss Jena,3-4-3,1.0,1.0,Isabella Jaron · 64&rsquor;,1,0,Turbine Potsdam,5-3-2,0.0,0.9,,3,0,Turbine Potsdam,Away,,990.0,0,0,0,0,16,4,3,0,516.0,23.0,14,19.0,0.9,0.9,0.4,26.0,0.0,249.0,394.0,63.2,32.0,186.0,6.0,13.0,6.0,,,,,,,,
Frauen-Bundesliga,2025-04-12,Frauen-Bundesliga (Matchweek 19),Eintracht Frankfurt,4-3-1-2,0.0,1.4,,0,0,Bayern München,4-2-3-1,3.0,1.4,Lea Schüller · 12&rsquor; Klara Bühl · 29&rsquor; Pernille Harder · 48&rsquor;,0,0,Eintracht Frankfurt,Home,,990.0,0,0,0,0,15,3,0,0,623.0,14.0,10,5.0,1.5,1.5,1.3,23.0,0.0,458.0,549.0,83.4,28.0,472.0,18.0,6.0,6.0,,,,,,,,
Frauen-Bundesliga,2025-04-12,Frauen-Bundesliga (Matchweek 19),Eintracht Frankfurt,4-3-1-2,0.0,1.4,,0,0,Bayern München,4-2-3-1,3.0,1.4,Lea Schüller · 12&rsquor; Klara Bühl · 29&rsquor; Pernille Harder · 48&rsquor;,0,0,Bayern München,Away,,990.0,3,2,0,0,9,5,0,0,485.0,9.0,5,9.0,1.4,1.4,1.2,13.0,5.0,324.0,413.0,78.5,34.0,253.0,13.0,11.0,6.0,,,,,,,,
Frauen-Bundesliga,2025-04-13,Frauen-Bundesliga (Matchweek 19),Freiburg,4-2-3-1,1.0,1.4,Annabel Schasching · 89&rsquor;,1,0,VfL Wolfsburg,4-2-3-1,1.0,1.1,Joelle Wedemeyer · 72&rsquor;,0,0,Freiburg,Home,,990.0,1,1,0,0,12,4,1,0,548.0,20.0,5,20.0,1.4,1.4,1.3,20.0,2.0,302.0,430.0,70.2,40.0,300.0,14.0,13.0,7.0,,,,,,,,
Frauen-Bundesliga,2025-04-13,Frauen-Bundesliga (Matchweek 19),Freiburg,4-2-3-1,1.0,1.4,Annabel Schasching · 89&rsquor;,1,0,VfL Wolfsburg,4-2-3-1,1.0,1.1,Joelle Wedemeyer · 72&rsquor;,0,0,VfL Wolfsburg,Away,,990.0,1,1,0,0,15,6,0,0,606.0,24.0,16,14.0,1.1,1.1,1.0,26.0,2.0,350.0,473.0,74.0,32.0,248.0,18.0,16.0,10.0,,,,,,,,
Frauen-Bundesliga,2025-04-13,Frauen-Bundesliga (Matchweek 19),TSG 1899 Hoffenheim,4-4-2,5.0,1.8,Selina Cerci · 30&rsquor; Melissa Kössler · 32&rsquor; Julia Landenberger (OG) · 48&rsquor; Julia Hickelsberger-Füller · 67&rsquor; Marie Steiner · 90+5&rsquor;,0,0,RB Leipzig,3-4-3,2.0,0.8,Giovanna Hoffmann · 59&rsquor; Vanessa Fudalla · 78&rsquor;,2,0,TSG 1899 Hoffenheim,Home,,990.0,4,4,0,0,21,11,0,0,736.0,24.0,10,10.0,1.8,1.8,1.5,34.0,7.0,535.0,649.0,82.4,44.0,468.0,20.0,17.0,11.0,,,,,,,,
Frauen-Bundesliga,2025-04-13,Frauen-Bundesliga (Matchweek 19),TSG 1899 Hoffenheim,4-4-2,5.0,1.8,Selina Cerci · 30&rsquor; Melissa Kössler · 32&rsquor; Julia Landenberger (OG) · 48&rsquor; Julia Hickelsberger-Füller · 67&rsquor; Marie Steiner · 90+5&rsquor;,0,0,RB Leipzig,3-4-3,2.0,0.8,Giovanna Hoffmann · 59&rsquor; Vanessa Fudalla · 78&rsquor;,2,0,RB Leipzig,Away,,990.0,2,2,0,0,9,4,2,0,503.0,19.0,19,15.0,0.8,0.8,0.5,14.0,4.0,307.0,406.0,75.6,25.0,259.0,12.0,5.0,1.0,,,,,,,,
Frauen-Bundesliga,2025-04-14,Frauen-Bundesliga (Matchweek 19),Bayer Leverkusen,4-4-2,1.0,1.3,Cornelia Kramer · 53&rsquor;,1,0,FC Köln,4-4-2,1.0,0.5,Taylor Ziemer · 35&rsquor;,2,0,Bayer Leverkusen,Home,,990.0,1,1,0,0,19,6,1,0,593.0,12.0,15,18.0,1.3,1.3,1.0,35.0,2.0,341.0,493.0,69.2,23.0,153.0,13.0,17.0,7.0,,,,,,,,
Frauen-Bundesliga,2025-04-14,Frauen-Bundesliga (Matchweek 19),Bayer Leverkusen,4-4-2,1.0,1.3,Cornelia Kramer · 53&rsquor;,1,0,FC Köln,4-4-2,1.0,0.5,Taylor Ziemer · 35&rsquor;,2,0,FC Köln,Away,,990.0,1,1,0,0,12,3,2,0,484.0,23.0,17,22.0,0.5,0.5,0.4,18.0,2.0,218.0,344.0,63.4,21.0,192.0,10.0,12.0,9.0,,,,,,,,
Frauen-Bundesliga,2025-04-25,Frauen-Bundesliga (Matchweek 20),Turbine Potsdam,5-3-2,1.0,0.7,Maya Hahn · 31&rsquor; Viktoria Schwalm · 90&rsquor;,3,1,Bayer Leverkusen,4-4-2,3.0,2.2,Delice Boboy · 26&rsquor; Cornelia Kramer (P) · 61&rsquor; Karólína Lea Vilhjálmsdóttir · 89&rsquor;,0,0,Turbine Potsdam,Home,,930.0,1,0,0,0,5,1,2,1,338.0,21.0,8,13.0,0.7,0.7,0.0,8.0,2.0,97.0,205.0,47.3,3.0,83.0,6.0,18.0,10.0,,,,,,,,
Frauen-Bundesliga,2025-04-25,Frauen-Bundesliga (Matchweek 20),Turbine Potsdam,5-3-2,1.0,0.7,Maya Hahn · 31&rsquor; Viktoria Schwalm · 90&rsquor;,3,1,Bayer Leverkusen,4-4-2,3.0,2.2,Delice Boboy · 26&rsquor; Cornelia Kramer (P) · 61&rsquor; Karólína Lea Vilhjálmsdóttir · 89&rsquor;,0,0,Bayer Leverkusen,Away,,990.0,3,2,1,1,17,5,0,0,736.0,12.0,13,11.0,2.2,1.5,1.0,29.0,5.0,512.0,638.0,80.3,81.0,286.0,16.0,23.0,11.0,,,,,,,,
Frauen-Bundesliga,2025-04-26,Frauen-Bundesliga (Matchweek 20),RB Leipzig,4-2-3-1,0.0,0.1,,1,0,SGS Essen,4-2-3-1,3.0,1.6,Julie Terlinden · 13&rsquor; Annalena Rieke · 31&rsquor; Ramona Maier · 69&rsquor;,0,0,RB Leipzig,Home,,990.0,0,0,0,0,5,1,1,0,570.0,22.0,21,20.0,0.1,0.1,0.1,9.0,0.0,340.0,468.0,72.6,22.0,231.0,10.0,12.0,4.0,,,,,,,,
Frauen-Bundesliga,2025-04-26,Frauen-Bundesliga (Matchweek 20),RB Leipzig,4-2-3-1,0.0,0.1,,1,0,SGS Essen,4-2-3-1,3.0,1.6,Julie Terlinden · 13&rsquor; Annalena Rieke · 31&rsquor; Ramona Maier · 69&rsquor;,0,0,SGS Essen,Away,,990.0,3,2,0,0,11,6,0,0,618.0,23.0,14,22.0,1.6,1.6,1.4,19.0,5.0,373.0,513.0,72.7,28.0,364.0,13.0,17.0,7.0,,,,,,,,
Frauen-Bundesliga,2025-04-26,Frauen-Bundesliga (Matchweek 20),Werder Bremen,4-4-2,3.0,2.2,Larissa Mühlhaus · 39&rsquor; Saskia Matheis · 87&rsquor; Emőke Pápai · 89&rsquor;,2,0,FC Carl Zeiss Jena,3-4-3,0.0,1.7,,1,0,Werder Bremen,Home,,990.0,3,3,0,0,16,5,2,0,591.0,16.0,14,10.0,2.2,2.2,2.1,31.0,6.0,337.0,469.0,71.9,52.0,233.0,13.0,17.0,12.0,,,,,,,,
Frauen-Bundesliga,2025-04-26,Frauen-Bundesliga (Matchweek 20),Werder Bremen,4-4-2,3.0,2.2,Larissa Mühlhaus · 39&rsquor; Saskia Matheis · 87&rsquor; Emőke Pápai · 89&rsquor;,2,0,FC Carl Zeiss Jena,3-4-3,0.0,1.7,,1,0,FC Carl Zeiss Jena,Away,,990.0,0,0,0,0,10,4,1,0,482.0,16.0,7,15.0,1.7,1.7,0.6,17.0,0.0,239.0,375.0,63.7,23.0,179.0,13.0,25.0,11.0,,,,,,,,
Frauen-Bundesliga,2025-04-27,Frauen-Bundesliga (Matchweek 20),Bayern München,4-2-3-1,3.0,2.0,Lea Schüller · 21&rsquor; Pernille Harder · 67&rsquor; Glódís Perla Viggósdóttir · 79&rsquor;,1,0,Freiburg,4-2-3-1,1.0,0.6,Svenja Fölmli · 28&rsquor;,0,0,Bayern München,Home,,990.0,3,2,0,0,20,9,1,0,596.0,21.0,4,8.0,2.1,2.1,1.1,31.0,4.0,377.0,491.0,76.8,39.0,372.0,19.0,5.0,2.0,,,,,,,,
Frauen-Bundesliga,2025-04-27,Frauen-Bundesliga (Matchweek 20),Bayern München,4-2-3-1,3.0,2.0,Lea Schüller · 21&rsquor; Pernille Harder · 67&rsquor; Glódís Perla Viggósdóttir · 79&rsquor;,1,0,Freiburg,4-2-3-1,1.0,0.6,Svenja Fölmli · 28&rsquor;,0,0,Freiburg,Away,,990.0,1,1,0,0,6,2,0,0,518.0,12.0,2,14.0,0.6,0.6,0.6,9.0,1.0,310.0,426.0,72.8,21.0,314.0,11.0,1.0,1.0,,,,,,,,
Frauen-Bundesliga,2025-04-27,Frauen-Bundesliga (Matchweek 20),FC Köln,4-4-2,0.0,0.2,,2,0,Eintracht Frankfurt,4-3-1-2,4.0,3.5,Laura Freigang · 6&rsquor; Nicole Anyomi · 16&rsquor; Laura Freigang · 53&rsquor; Elisa Senß · 90+1&rsquor;,0,0,FC Köln,Home,,990.0,0,0,0,0,3,0,2,0,400.0,17.0,11,9.0,0.2,0.2,0.2,4.0,0.0,205.0,300.0,68.3,8.0,191.0,6.0,9.0,2.0,,,,,,,,
Frauen-Bundesliga,2025-04-27,Frauen-Bundesliga (Matchweek 20),FC Köln,4-4-2,0.0,0.2,,2,0,Eintracht Frankfurt,4-3-1-2,4.0,3.5,Laura Freigang · 6&rsquor; Nicole Anyomi · 16&rsquor; Laura Freigang · 53&rsquor; Elisa Senß · 90+1&rsquor;,0,0,Eintracht Frankfurt,Away,,990.0,4,4,0,0,17,9,0,0,770.0,9.0,11,6.0,3.6,3.6,1.8,28.0,8.0,586.0,703.0,83.4,60.0,414.0,21.0,14.0,6.0,,,,,,,,
Frauen-Bundesliga,2025-04-28,Frauen-Bundesliga (Matchweek 20),VfL Wolfsburg,4-3-3,2.0,1.3,Alexandra Popp · 74&rsquor; Jule Brand · 90+3&rsquor;,0,0,TSG 1899 Hoffenheim,4-4-2,1.0,0.6,Vanessa Diehm · 65&rsquor;,3,0,VfL Wolfsburg,Home,,990.0,2,2,0,0,13,4,0,0,586.0,24.0,8,15.0,1.3,1.3,1.3,25.0,4.0,381.0,478.0,79.7,39.0,205.0,11.0,19.0,5.0,,,,,,,,
Frauen-Bundesliga,2025-04-28,Frauen-Bundesliga (Matchweek 20),VfL Wolfsburg,4-3-3,2.0,1.3,Alexandra Popp · 74&rsquor; Jule Brand · 90+3&rsquor;,0,0,TSG 1899 Hoffenheim,4-4-2,1.0,0.6,Vanessa Diehm · 65&rsquor;,3,0,TSG 1899 Hoffenheim,Away,,990.0,1,1,0,0,13,5,3,0,481.0,30.0,5,16.0,0.6,0.6,0.5,21.0,2.0,267.0,368.0,72.6,32.0,210.0,10.0,18.0,6.0,,,,,,,,
Frauen-Bundesliga,2025-05-02,Frauen-Bundesliga (Matchweek 21),SGS Essen,4-2-3-1,0.0,0.6,,0,0,Freiburg,4-2-3-1,0.0,0.7,,0,0,SGS Essen,Home,,990.0,0,0,0,0,7,5,0,0,499.0,34.0,9,17.0,0.6,0.6,0.3,9.0,0.0,242.0,375.0,64.5,24.0,208.0,9.0,14.0,5.0,,,,,,,,
Frauen-Bundesliga,2025-05-02,Frauen-Bundesliga (Matchweek 21),SGS Essen,4-2-3-1,0.0,0.6,,0,0,Freiburg,4-2-3-1,0.0,0.7,,0,0,Freiburg,Away,,990.0,0,0,0,0,10,1,0,0,636.0,32.0,14,19.0,0.7,0.7,0.5,19.0,0.0,378.0,518.0,73.0,43.0,360.0,10.0,21.0,8.0,,,,,,,,
Frauen-Bundesliga,2025-05-03,Frauen-Bundesliga (Matchweek 21),Bayer Leverkusen,4-4-2,1.0,3.5,Cornelia Kramer · 32&rsquor;,1,0,RB Leipzig,3-4-3,0.0,0.9,,2,0,Bayer Leverkusen,Home,,990.0,1,1,0,0,24,7,1,0,638.0,25.0,9,12.0,3.5,3.5,3.0,36.0,2.0,382.0,514.0,74.3,34.0,278.0,11.0,11.0,6.0,,,,,,,,
Frauen-Bundesliga,2025-05-03,Frauen-Bundesliga (Matchweek 21),Bayer Leverkusen,4-4-2,1.0,3.5,Cornelia Kramer · 32&rsquor;,1,0,RB Leipzig,3-4-3,0.0,0.9,,2,0,RB Leipzig,Away,,990.0,0,0,0,0,15,4,2,0,521.0,23.0,13,16.0,0.9,0.9,0.6,22.0,0.0,261.0,380.0,68.7,15.0,282.0,6.0,16.0,3.0,,,,,,,,
Frauen-Bundesliga,2025-05-03,Frauen-Bundesliga (Matchweek 21),Turbine Potsdam,5-3-2,0.0,0.4,,0,0,VfL Wolfsburg,4-3-3,4.0,2.0,Vivien Endemann · 36&rsquor; Justine Kielland · 47&rsquor; Lena Lattwein · 68&rsquor; Lynn Wilms · 90+3&rsquor;,1,0,Turbine Potsdam,Home,,990.0,0,0,0,0,7,3,0,0,418.0,19.0,19,17.0,0.4,0.4,0.4,14.0,0.0,173.0,281.0,61.6,10.0,142.0,6.0,10.0,6.0,,,,,,,,
