League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon
Frauen-Bundesliga,2024-02-02,Frauen-Bundesliga (Matchweek 12),MSV Duisburg,4-2-3-1,0.0,0.3,,0,0,TSG 1899 Hoffenheim,4-3-3,2.0,1.5,Gia Corley · 19&rsquor; Paulina Krumbiegel · 84&rsquor;,1,0,MSV Duisburg,Home,,990.0,0,0,0,0,7,3,0,0,437.0,31.0,11,17.0,0.3,0.3,0.2,13.0,0.0,195.0,304.0,64.1,14.0,177.0,6.0,4.0,3.0,,,,,,,,
Frauen-Bundesliga,2024-02-02,Frauen-Bundesliga (Matchweek 12),MSV Duisburg,4-2-3-1,0.0,0.3,,0,0,TSG 1899 Hoffenheim,4-3-3,2.0,1.5,Gia Corley · 19&rsquor; Paulina Krumbiegel · 84&rsquor;,1,0,TSG 1899 Hoffenheim,Away,,990.0,2,2,0,0,18,3,1,0,760.0,3.0,6,8.0,1.6,1.6,0.9,32.0,4.0,540.0,652.0,82.8,86.0,367.0,29.0,26.0,9.0,,,,,,,,
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),RB Leipzig,4-4-2,2.0,0.9,Vanessa Fudalla · 8&rsquor; Marlene Müller · 75&rsquor;,4,0,FC Köln,4-2-3-1,1.0,1.7,Martyna Wiankowska (P) · 90+1&rsquor;,1,0,RB Leipzig,Home,,990.0,2,1,0,0,13,4,4,0,548.0,27.0,23,23.0,0.9,0.9,0.4,19.0,4.0,257.0,398.0,64.6,27.0,223.0,6.0,16.0,11.0,,,,,,,,
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),RB Leipzig,4-4-2,2.0,0.9,Vanessa Fudalla · 8&rsquor; Marlene Müller · 75&rsquor;,4,0,FC Köln,4-2-3-1,1.0,1.7,Martyna Wiankowska (P) · 90+1&rsquor;,1,0,FC Köln,Away,,990.0,1,0,1,1,11,3,1,0,671.0,33.0,21,17.0,1.7,0.9,0.6,17.0,1.0,380.0,538.0,70.6,35.0,348.0,15.0,20.0,12.0,,,,,,,,
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),Werder Bremen,5-3-2,4.0,2.7,Michelle Ulbrich (P) · 62&rsquor; Michelle Ulbrich · 72&rsquor; Juliane Wirtz · 82&rsquor; Lara Schmidt (OG) · 89&rsquor;,5,0,1. FC Nürnberg,5-3-2,0.0,1.1,,1,0,Werder Bremen,Home,,990.0,3,2,1,1,24,6,5,0,466.0,4.0,7,7.0,2.8,2.0,1.3,38.0,4.0,277.0,392.0,70.7,32.0,235.0,20.0,9.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),Werder Bremen,5-3-2,4.0,2.7,Michelle Ulbrich (P) · 62&rsquor; Michelle Ulbrich · 72&rsquor; Juliane Wirtz · 82&rsquor; Lara Schmidt (OG) · 89&rsquor;,5,0,1. FC Nürnberg,5-3-2,0.0,1.1,,1,0,1. FC Nürnberg,Away,,990.0,0,0,0,0,5,2,1,0,405.0,13.0,3,24.0,1.1,1.1,0.9,6.0,0.0,206.0,309.0,66.7,8.0,215.0,4.0,2.0,2.0,,,,,,,,
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Bayer Leverkusen,4-1-4-1,1.0,0.5,Emilie Bragstad · 73&rsquor;,0,0,VfL Wolfsburg,4-3-3,1.0,2.3,Alexandra Popp · 37&rsquor; Marina Hegering · 72&rsquor;,4,1,Bayer Leverkusen,Home,,990.0,1,0,0,0,8,4,0,0,410.0,8.0,10,12.0,0.5,0.5,0.1,9.0,1.0,180.0,300.0,60.0,15.0,189.0,4.0,9.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Bayer Leverkusen,4-1-4-1,1.0,0.5,Emilie Bragstad · 73&rsquor;,0,0,VfL Wolfsburg,4-3-3,1.0,2.3,Alexandra Popp · 37&rsquor; Marina Hegering · 72&rsquor;,4,1,VfL Wolfsburg,Away,,971.0,1,1,0,0,18,5,3,1,630.0,15.0,17,10.0,2.3,2.3,1.9,32.0,1.0,395.0,528.0,74.8,56.0,339.0,18.0,8.0,5.0,,,,,,,,
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Eintracht Frankfurt,4-3-3,1.0,1.0,Sara Doorsoun · 62&rsquor;,3,0,SGS Essen,4-2-3-1,0.0,0.4,,1,0,Eintracht Frankfurt,Home,,990.0,1,1,0,0,11,5,3,0,703.0,24.0,15,14.0,1.0,1.0,0.7,15.0,1.0,447.0,565.0,79.1,54.0,388.0,17.0,22.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Eintracht Frankfurt,4-3-3,1.0,1.0,Sara Doorsoun · 62&rsquor;,3,0,SGS Essen,4-2-3-1,0.0,0.4,,1,0,SGS Essen,Away,,990.0,0,0,0,0,7,1,1,0,471.0,34.0,8,9.0,0.4,0.4,0.4,11.0,0.0,200.0,324.0,61.7,20.0,186.0,9.0,21.0,8.0,,,,,,,,
Frauen-Bundesliga,2024-02-05,Frauen-Bundesliga (Matchweek 12),Bayern München,4-2-3-1,4.0,1.6,Linda Sembrant · 6&rsquor; Lea Schüller · 19&rsquor; Linda Dallmann · 58&rsquor; Katharina Naschenweng · 60&rsquor;,0,0,Freiburg,4-2-3-1,0.0,0.0,,0,0,Bayern München,Home,,990.0,4,4,0,0,18,7,0,0,808.0,17.0,8,13.0,1.6,1.6,1.0,32.0,8.0,587.0,694.0,84.6,80.0,497.0,23.0,24.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-02-05,Frauen-Bundesliga (Matchweek 12),Bayern München,4-2-3-1,4.0,1.6,Linda Sembrant · 6&rsquor; Lea Schüller · 19&rsquor; Linda Dallmann · 58&rsquor; Katharina Naschenweng · 60&rsquor;,0,0,Freiburg,4-2-3-1,0.0,0.0,,0,0,Freiburg,Away,,990.0,0,0,0,0,0,0,0,0,489.0,20.0,9,13.0,0.0,0.0,0.0,0.0,0.0,268.0,377.0,71.1,18.0,275.0,1.0,18.0,6.0,,,,,,,,
Frauen-Bundesliga,2024-02-09,Frauen-Bundesliga (Matchweek 13),SGS Essen,4-2-3-1,4.0,3.9,Laureta Elmazi · 3&rsquor; Natasha Kowalski (P) · 25&rsquor; Natasha Kowalski · 51&rsquor; Annalena Rieke · 59&rsquor;,1,0,RB Leipzig,4-4-2,4.0,0.7,Mimmi Larsson · 14&rsquor; Vanessa Fudalla · 26&rsquor; Vanessa Fudalla · 28&rsquor; Frederike Kempe · 39&rsquor;,4,0,SGS Essen,Home,,990.0,4,3,1,1,19,9,1,0,602.0,26.0,12,20.0,4.0,3.2,1.4,34.0,8.0,296.0,438.0,67.6,45.0,254.0,9.0,43.0,19.0,,,,,,,,
Frauen-Bundesliga,2024-02-09,Frauen-Bundesliga (Matchweek 13),SGS Essen,4-2-3-1,4.0,3.9,Laureta Elmazi · 3&rsquor; Natasha Kowalski (P) · 25&rsquor; Natasha Kowalski · 51&rsquor; Annalena Rieke · 59&rsquor;,1,0,RB Leipzig,4-4-2,4.0,0.7,Mimmi Larsson · 14&rsquor; Vanessa Fudalla · 26&rsquor; Vanessa Fudalla · 28&rsquor; Frederike Kempe · 39&rsquor;,4,0,RB Leipzig,Away,,990.0,4,2,0,0,10,6,4,0,502.0,39.0,8,16.0,0.7,0.7,0.5,16.0,6.0,200.0,332.0,60.2,25.0,204.0,6.0,13.0,3.0,,,,,,,,
Frauen-Bundesliga,2024-02-10,Frauen-Bundesliga (Matchweek 13),TSG 1899 Hoffenheim,4-2-3-1,1.0,1.5,Jill Janssens · 45+4&rsquor;,1,0,Werder Bremen,3-5-2,1.0,1.4,Rieke Dieckmann · 45&rsquor;,2,0,TSG 1899 Hoffenheim,Home,,990.0,1,0,0,1,15,6,1,0,551.0,18.0,6,15.0,1.5,0.6,0.3,21.0,1.0,300.0,430.0,69.8,20.0,223.0,9.0,15.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-02-10,Frauen-Bundesliga (Matchweek 13),TSG 1899 Hoffenheim,4-2-3-1,1.0,1.5,Jill Janssens · 45+4&rsquor;,1,0,Werder Bremen,3-5-2,1.0,1.4,Rieke Dieckmann · 45&rsquor;,2,0,Werder Bremen,Away,,990.0,1,1,0,0,13,4,2,0,504.0,18.0,10,15.0,1.5,1.5,0.3,20.0,2.0,252.0,396.0,63.6,44.0,148.0,4.0,17.0,2.0,,,,,,,,
Frauen-Bundesliga,2024-02-10,Frauen-Bundesliga (Matchweek 13),FC Köln,4-2-3-1,0.0,0.3,,1,0,Bayern München,4-2-3-1,5.0,3.0,Linda Dallmann · 18&rsquor; Janina Hechler (OG) · 34&rsquor; Lea Schüller · 45+3&rsquor; Georgia Stanway · 52&rsquor; Jovana Damnjanović · 64&rsquor;,2,0,FC Köln,Home,,990.0,0,0,0,0,4,0,1,0,459.0,21.0,8,10.0,0.3,0.3,0.3,8.0,0.0,247.0,357.0,69.2,35.0,209.0,12.0,9.0,6.0,,,,,,,,
Frauen-Bundesliga,2024-02-10,Frauen-Bundesliga (Matchweek 13),FC Köln,4-2-3-1,0.0,0.3,,1,0,Bayern München,4-2-3-1,5.0,3.0,Linda Dallmann · 18&rsquor; Janina Hechler (OG) · 34&rsquor; Lea Schüller · 45+3&rsquor; Georgia Stanway · 52&rsquor; Jovana Damnjanović · 64&rsquor;,2,0,Bayern München,Away,,990.0,4,3,0,0,21,10,2,0,759.0,15.0,15,12.0,3.3,3.3,2.7,34.0,7.0,567.0,669.0,84.8,60.0,399.0,16.0,13.0,9.0,,,,,,,,
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),VfL Wolfsburg,4-3-3,3.0,1.4,Stina Johannes (OG) · 57&rsquor; Lena Lattwein · 85&rsquor; Vivien Endemann · 90+3&rsquor;,2,0,Eintracht Frankfurt,4-1-3-2,0.0,0.6,,1,0,VfL Wolfsburg,Home,,990.0,2,2,0,0,14,5,2,0,566.0,19.0,11,19.0,1.4,1.4,1.1,22.0,4.0,332.0,457.0,72.6,43.0,299.0,14.0,3.0,0.0,,,,,,,,
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),VfL Wolfsburg,4-3-3,3.0,1.4,Stina Johannes (OG) · 57&rsquor; Lena Lattwein · 85&rsquor; Vivien Endemann · 90+3&rsquor;,2,0,Eintracht Frankfurt,4-1-3-2,0.0,0.6,,1,0,Eintracht Frankfurt,Away,,990.0,0,0,0,0,7,2,1,0,555.0,10.0,13,15.0,0.6,0.6,0.3,10.0,0.0,328.0,447.0,73.4,39.0,317.0,12.0,18.0,11.0,,,,,,,,
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),Freiburg,4-3-3,1.0,2.5,Janina Minge · 90+4&rsquor;,1,0,MSV Duisburg,4-2-3-1,1.0,0.3,Taryn Ries · 65&rsquor; Natalie Muth · 90+6&rsquor;,5,1,Freiburg,Home,,990.0,1,1,0,0,19,6,1,0,715.0,17.0,8,9.0,2.6,2.6,1.9,35.0,2.0,471.0,611.0,77.1,53.0,482.0,26.0,16.0,8.0,,,,,,,,
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),Freiburg,4-3-3,1.0,2.5,Janina Minge · 90+4&rsquor;,1,0,MSV Duisburg,4-2-3-1,1.0,0.3,Taryn Ries · 65&rsquor; Natalie Muth · 90+6&rsquor;,5,1,MSV Duisburg,Away,,989.0,1,0,0,0,9,4,4,1,483.0,18.0,17,9.0,0.3,0.3,0.2,13.0,1.0,228.0,340.0,67.1,14.0,218.0,5.0,17.0,9.0,,,,,,,,
Frauen-Bundesliga,2024-02-12,Frauen-Bundesliga (Matchweek 13),1. FC Nürnberg,3-4-1-2,1.0,0.5,Selma Sól Magnúsdóttir · 49&rsquor;,4,0,Bayer Leverkusen,4-1-4-1,2.0,0.8,Melissa Friedrich · 28&rsquor; Emilie Bragstad · 59&rsquor;,2,0,1. FC Nürnberg,Home,,990.0,1,1,0,0,7,1,4,0,487.0,15.0,9,8.0,0.5,0.5,0.4,14.0,2.0,271.0,394.0,68.8,21.0,272.0,6.0,9.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-02-12,Frauen-Bundesliga (Matchweek 13),1. FC Nürnberg,3-4-1-2,1.0,0.5,Selma Sól Magnúsdóttir · 49&rsquor;,4,0,Bayer Leverkusen,4-1-4-1,2.0,0.8,Melissa Friedrich · 28&rsquor; Emilie Bragstad · 59&rsquor;,2,0,Bayer Leverkusen,Away,,990.0,2,2,0,0,11,4,2,0,539.0,11.0,10,12.0,0.8,0.8,0.7,17.0,4.0,320.0,436.0,73.4,24.0,349.0,15.0,10.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-02-16,Frauen-Bundesliga (Matchweek 14),RB Leipzig,4-4-2,2.0,0.5,Vanessa Fudalla · 11&rsquor; Vanessa Fudalla · 90+1&rsquor;,0,0,Eintracht Frankfurt,4-1-3-2,1.0,2.3,Remina Chiba · 90+2&rsquor;,1,0,RB Leipzig,Home,,990.0,2,2,0,0,8,6,0,0,482.0,15.0,11,13.0,0.5,0.5,0.5,16.0,4.0,220.0,359.0,61.3,27.0,217.0,15.0,19.0,10.0,,,,,,,,
Frauen-Bundesliga,2024-02-16,Frauen-Bundesliga (Matchweek 14),RB Leipzig,4-4-2,2.0,0.5,Vanessa Fudalla · 11&rsquor; Vanessa Fudalla · 90+1&rsquor;,0,0,Eintracht Frankfurt,4-1-3-2,1.0,2.3,Remina Chiba · 90+2&rsquor;,1,0,Eintracht Frankfurt,Away,,990.0,1,0,0,0,16,8,1,0,728.0,11.0,10,12.0,2.4,2.4,1.9,29.0,1.0,472.0,627.0,75.3,54.0,454.0,18.0,19.0,9.0,,,,,,,,
Frauen-Bundesliga,2024-02-17,Frauen-Bundesliga (Matchweek 14),1. FC Nürnberg,5-3-2,1.0,0.7,Vanessa Haim · 12&rsquor;,4,0,VfL Wolfsburg,4-3-3,9.0,5.3,Vivien Endemann · 7&rsquor; Alexandra Popp · 34&rsquor; Ewa Pajor · 36&rsquor; Alexandra Popp · 38&rsquor; Chantal Hagel · 52&rsquor; Ewa Pajor (P) · 71&rsquor; Ewa Pajor · 79&rsquor; Fenna Kalma · 81&rsquor; Ewa Pajor · 90+1&rsquor;,2,0,1. FC Nürnberg,Home,,990.0,1,1,0,0,6,4,4,0,324.0,19.0,6,8.0,0.7,0.7,0.7,7.0,2.0,146.0,230.0,63.5,5.0,158.0,2.0,5.0,3.0,,,,,,,,
Frauen-Bundesliga,2024-02-17,Frauen-Bundesliga (Matchweek 14),1. FC Nürnberg,5-3-2,1.0,0.7,Vanessa Haim · 12&rsquor;,4,0,VfL Wolfsburg,4-3-3,9.0,5.3,Vivien Endemann · 7&rsquor; Alexandra Popp · 34&rsquor; Ewa Pajor · 36&rsquor; Alexandra Popp · 38&rsquor; Chantal Hagel · 52&rsquor; Ewa Pajor (P) · 71&rsquor; Ewa Pajor · 79&rsquor; Fenna Kalma · 81&rsquor; Ewa Pajor · 90+1&rsquor;,2,0,VfL Wolfsburg,Away,,990.0,9,6,1,1,23,12,2,0,609.0,8.0,6,5.0,5.9,5.1,3.6,44.0,16.0,435.0,533.0,81.6,54.0,398.0,20.0,24.0,10.0,,,,,,,,
Frauen-Bundesliga,2024-02-17,Frauen-Bundesliga (Matchweek 14),Werder Bremen,3-5-2,0.0,0.6,,1,0,Freiburg,4-3-3,3.0,1.5,Samantha Steuerwald · 33&rsquor; Lisa Kolb · 35&rsquor; Eileen Campbell · 50&rsquor;,2,0,Werder Bremen,Home,,990.0,0,0,0,0,6,2,1,0,455.0,23.0,12,8.0,0.6,0.6,0.6,10.0,0.0,205.0,345.0,59.4,20.0,139.0,11.0,10.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-02-17,Frauen-Bundesliga (Matchweek 14),Werder Bremen,3-5-2,0.0,0.6,,1,0,Freiburg,4-3-3,3.0,1.5,Samantha Steuerwald · 33&rsquor; Lisa Kolb · 35&rsquor; Eileen Campbell · 50&rsquor;,2,0,Freiburg,Away,,990.0,3,0,0,0,14,7,2,0,545.0,13.0,16,12.0,1.5,1.5,0.7,19.0,5.0,304.0,439.0,69.2,32.0,258.0,12.0,23.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),Bayer Leverkusen,3-4-3,1.0,0.7,Nikola Karczewska · 38&rsquor;,0,0,TSG 1899 Hoffenheim,4-2-3-1,2.0,1.1,Sylwia Matysik (OG) · 1&rsquor; Fabienne Dongus · 75&rsquor;,3,0,Bayer Leverkusen,Home,,990.0,1,1,0,0,9,2,0,0,672.0,14.0,13,9.0,0.7,0.7,0.7,17.0,2.0,456.0,583.0,78.2,35.0,260.0,14.0,17.0,13.0,,,,,,,,
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),Bayer Leverkusen,3-4-3,1.0,0.7,Nikola Karczewska · 38&rsquor;,0,0,TSG 1899 Hoffenheim,4-2-3-1,2.0,1.1,Sylwia Matysik (OG) · 1&rsquor; Fabienne Dongus · 75&rsquor;,3,0,TSG 1899 Hoffenheim,Away,,990.0,1,1,0,0,13,5,3,0,572.0,16.0,18,19.0,1.1,1.1,0.7,23.0,2.0,351.0,460.0,76.3,36.0,293.0,18.0,18.0,8.0,,,,,,,,
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),Bayern München,4-2-3-1,2.0,2.6,Glódís Perla Viggósdóttir · 54&rsquor; Jovana Damnjanović · 79&rsquor;,0,0,SGS Essen,4-3-3,0.0,0.4,,1,0,Bayern München,Home,,990.0,2,2,0,0,10,4,0,0,649.0,30.0,8,13.0,2.6,2.6,2.6,19.0,3.0,392.0,513.0,76.4,43.0,342.0,12.0,17.0,10.0,,,,,,,,
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),Bayern München,4-2-3-1,2.0,2.6,Glódís Perla Viggósdóttir · 54&rsquor; Jovana Damnjanović · 79&rsquor;,0,0,SGS Essen,4-3-3,0.0,0.4,,1,0,SGS Essen,Away,,990.0,0,0,0,0,9,5,1,0,504.0,24.0,14,13.0,0.4,0.4,0.4,15.0,0.0,258.0,403.0,64.0,27.0,256.0,9.0,18.0,10.0,,,,,,,,
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),MSV Duisburg,4-4-2,0.0,0.1,,1,0,FC Köln,4-2-3-1,0.0,1.3,,2,0,MSV Duisburg,Home,,990.0,0,0,0,0,3,1,1,0,546.0,25.0,25,14.0,0.1,0.1,0.0,6.0,0.0,286.0,416.0,68.8,14.0,284.0,8.0,18.0,11.0,,,,,,,,
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),MSV Duisburg,4-4-2,0.0,0.1,,1,0,FC Köln,4-2-3-1,0.0,1.3,,2,0,FC Köln,Away,,990.0,0,0,0,0,17,8,2,0,682.0,16.0,13,9.0,1.4,1.4,1.3,29.0,0.0,438.0,569.0,77.0,40.0,402.0,17.0,27.0,12.0,,,,,,,,
Frauen-Bundesliga,2024-03-08,Frauen-Bundesliga (Matchweek 15),SGS Essen,3-5-2,4.0,2.3,Natasha Kowalski (P) · 24&rsquor; Beke Sterner · 57&rsquor; Ramona Maier · 72&rsquor; Annika Enderle · 90+2&rsquor;,1,0,MSV Duisburg,4-3-3,1.0,0.9,Natalie Muth · 76&rsquor;,1,0,SGS Essen,Home,,990.0,4,2,1,1,11,6,1,0,618.0,12.0,11,15.0,2.3,1.5,1.2,19.0,7.0,382.0,517.0,73.9,41.0,343.0,18.0,15.0,9.0,,,,,,,,
Frauen-Bundesliga,2024-03-08,Frauen-Bundesliga (Matchweek 15),SGS Essen,3-5-2,4.0,2.3,Natasha Kowalski (P) · 24&rsquor; Beke Sterner · 57&rsquor; Ramona Maier · 72&rsquor; Annika Enderle · 90+2&rsquor;,1,0,MSV Duisburg,4-3-3,1.0,0.9,Natalie Muth · 76&rsquor;,1,0,MSV Duisburg,Away,,990.0,1,1,0,0,17,6,1,0,481.0,22.0,18,9.0,0.9,0.9,0.4,24.0,2.0,224.0,353.0,63.5,15.0,246.0,9.0,14.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-03-09,Frauen-Bundesliga (Matchweek 15),Eintracht Frankfurt,4-3-1-2,1.0,1.5,Laura Freigang · 67&rsquor;,1,0,Bayern München,4-2-3-1,2.0,1.3,Klara Bühl · 21&rsquor; Lea Schüller · 77&rsquor;,1,0,Eintracht Frankfurt,Home,,990.0,1,1,0,0,16,3,1,0,596.0,17.0,12,8.0,1.5,1.5,1.1,25.0,2.0,378.0,502.0,75.3,43.0,374.0,15.0,13.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-03-09,Frauen-Bundesliga (Matchweek 15),Eintracht Frankfurt,4-3-1-2,1.0,1.5,Laura Freigang · 67&rsquor;,1,0,Bayern München,4-2-3-1,2.0,1.3,Klara Bühl · 21&rsquor; Lea Schüller · 77&rsquor;,1,0,Bayern München,Away,,990.0,2,2,0,0,11,5,1,0,513.0,28.0,14,25.0,1.3,1.3,1.3,19.0,4.0,280.0,392.0,71.4,37.0,219.0,9.0,14.0,2.0,,,,,,,,
Frauen-Bundesliga,2024-03-09,Frauen-Bundesliga (Matchweek 15),TSG 1899 Hoffenheim,4-3-3,2.0,2.2,Mara Alber · 14&rsquor; Mara Alber · 39&rsquor;,1,0,1. FC Nürnberg,5-3-2,0.0,0.7,,1,0,TSG 1899 Hoffenheim,Home,,990.0,2,2,0,0,18,5,1,0,627.0,13.0,1,11.0,2.3,2.3,1.7,31.0,4.0,448.0,560.0,80.0,69.0,410.0,20.0,8.0,5.0,,,,,,,,
Frauen-Bundesliga,2024-03-09,Frauen-Bundesliga (Matchweek 15),TSG 1899 Hoffenheim,4-3-3,2.0,2.2,Mara Alber · 14&rsquor; Mara Alber · 39&rsquor;,1,0,1. FC Nürnberg,5-3-2,0.0,0.7,,1,0,1. FC Nürnberg,Away,,990.0,0,0,0,0,12,3,1,0,398.0,15.0,4,16.0,0.7,0.7,0.5,19.0,0.0,208.0,304.0,68.4,19.0,231.0,13.0,10.0,4.0,,,,,,,,
Frauen-Bundesliga,2024-03-10,Frauen-Bundesliga (Matchweek 15),FC Köln,4-2-3-1,2.0,2.5,Marleen Schimmer (P) · 32&rsquor; Carlotta Wamser · 81&rsquor;,1,0,Werder Bremen,4-4-2,1.0,2.4,Jasmin Sehan · 76&rsquor;,3,0,FC Köln,Home,,990.0,2,1,1,1,16,5,1,0,498.0,22.0,14,14.0,2.6,1.8,1.5,25.0,4.0,215.0,322.0,66.8,26.0,225.0,12.0,38.0,17.0,,,,,,,,
Frauen-Bundesliga,2024-03-10,Frauen-Bundesliga (Matchweek 15),FC Köln,4-2-3-1,2.0,2.5,Marleen Schimmer (P) · 32&rsquor; Carlotta Wamser · 81&rsquor;,1,0,Werder Bremen,4-4-2,1.0,2.4,Jasmin Sehan · 76&rsquor;,3,0,Werder Bremen,Away,,990.0,1,1,0,0,14,5,3,0,529.0,30.0,9,12.0,2.5,2.5,1.4,19.0,2.0,246.0,375.0,65.6,40.0,193.0,10.0,25.0,9.0,,,,,,,,
Frauen-Bundesliga,2024-03-10,Frauen-Bundesliga (Matchweek 15),Freiburg,4-3-3,0.0,0.7,,1,0,Bayer Leverkusen,3-4-3,0.0,0.7,,0,0,Freiburg,Home,,990.0,0,0,0,0,13,0,1,0,640.0,20.0,16,13.0,0.7,0.7,0.6,19.0,0.0,374.0,531.0,70.4,44.0,236.0,10.0,14.0,3.0,,,,,,,,
Frauen-Bundesliga,2024-03-10,Frauen-Bundesliga (Matchweek 15),Freiburg,4-3-3,0.0,0.7,,1,0,Bayer Leverkusen,3-4-3,0.0,0.7,,0,0,Bayer Leverkusen,Away,,990.0,0,0,0,0,12,5,0,0,606.0,26.0,21,18.0,0.8,0.8,0.6,21.0,0.0,360.0,467.0,77.1,33.0,248.0,14.0,13.0,5.0,,,,,,,,
Frauen-Bundesliga,2024-03-11,Frauen-Bundesliga (Matchweek 15),VfL Wolfsburg,4-3-3,4.0,3.9,Marina Hegering · 24&rsquor; Jule Brand · 40&rsquor; Sveindís Jane Jónsdóttir · 56&rsquor; Jule Brand · 89&rsquor;,1,0,RB Leipzig,4-4-2,0.0,0.2,,1,0,VfL Wolfsburg,Home,,990.0,4,4,0,0,18,6,1,0,720.0,22.0,15,13.0,3.9,3.9,3.0,30.0,7.0,452.0,596.0,75.8,36.0,435.0,19.0,29.0,11.0,,,,,,,,
Frauen-Bundesliga,2024-03-11,Frauen-Bundesliga (Matchweek 15),VfL Wolfsburg,4-3-3,4.0,3.9,Marina Hegering · 24&rsquor; Jule Brand · 40&rsquor; Sveindís Jane Jónsdóttir · 56&rsquor; Jule Brand · 89&rsquor;,1,0,RB Leipzig,4-4-2,0.0,0.2,,1,0,RB Leipzig,Away,,990.0,0,0,0,0,4,1,1,0,499.0,23.0,10,14.0,0.2,0.2,0.1,7.0,0.0,240.0,392.0,61.2,21.0,212.0,12.0,17.0,5.0,,,,,,,,
Frauen-Bundesliga,2024-03-15,Frauen-Bundesliga (Matchweek 16),TSG 1899 Hoffenheim,4-2-3-1,2.0,1.1,Paulina Krumbiegel · 21&rsquor; Michaela Specht (P) · 70&rsquor; Franziska Harsch · 77&rsquor;,4,1,VfL Wolfsburg,4-3-3,1.0,2.5,Jule Brand · 88&rsquor;,3,0,TSG 1899 Hoffenheim,Home,,976.0,2,0,1,1,7,3,3,1,463.0,21.0,9,15.0,1.2,0.5,0.2,11.0,3.0,202.0,319.0,63.3,12.0,188.0,4.0,10.0,7.0,,,,,,,,
Frauen-Bundesliga,2024-03-15,Frauen-Bundesliga (Matchweek 16),TSG 1899 Hoffenheim,4-2-3-1,2.0,1.1,Paulina Krumbiegel · 21&rsquor; Michaela Specht (P) · 70&rsquor; Franziska Harsch · 77&rsquor;,4,1,VfL Wolfsburg,4-3-3,1.0,2.5,Jule Brand · 88&rsquor;,3,0,VfL Wolfsburg,Away,,990.0,1,1,0,0,34,8,3,0,656.0,25.0,7,10.0,2.5,2.5,1.7,59.0,2.0,378.0,511.0,74.0,61.0,321.0,27.0,20.0,8.0,,,,,,,,
Frauen-Bundesliga,2024-03-16,Frauen-Bundesliga (Matchweek 16),Bayern München,4-2-3-1,5.0,4.0,Pernille Harder · 2&rsquor; Lea Schüller · 4&rsquor; Lea Schüller · 19&rsquor; Pernille Harder · 64&rsquor; Linda Dallmann · 90+2&rsquor;,2,0,RB Leipzig,4-4-2,0.0,0.9,,2,0,Bayern München,Home,,990.0,5,3,0,0,23,10,2,0,777.0,13.0,6,17.0,4.1,4.1,2.5,39.0,8.0,549.0,666.0,82.4,53.0,272.0,21.0,18.0,12.0,,,,,,,,
