matchId,matchDate,homeTeamId,homeTeamName,awayTeamId,awayTeamName,isFinished,homeGoals,awayGoals,home_BallPossesion,away_BallPossesion,home_total_shots,away_total_shots,home_ShotsOnTarget,away_ShotsOnTarget,home_big_chance,away_big_chance,home_big_chance_missed_title,away_big_chance_missed_title,home_accurate_passes,away_accurate_passes,home_fouls,away_fouls,home_corners,away_corners,home_ShotsOffTarget,away_ShotsOffTarget,home_blocked_shots,away_blocked_shots,home_shots_woodwork,away_shots_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half_passes,away_own_half_passes,home_opposition_half_passes,away_opposition_half_passes,home_long_balls_accurate,away_long_balls_accurate,home_accurate_crosses,away_accurate_crosses,home_player_throws,away_player_throws,home_touches_opp_box,away_touches_opp_box,home_Offsides,away_Offsides,home_matchstats_headers_tackles,away_matchstats_headers_tackles,home_interceptions,away_interceptions,home_shot_blocks,away_shot_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duel_won,away_duel_won,home_ground_duels_won,away_ground_duels_won,home_aerials_won,away_aerials_won,home_dribbles_succeeded,away_dribbles_succeeded,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,season
3952625,2023-01-15 13:00:00+00:00,258663,Everton,231483,Reading FC Women,True,3,2,50,50,15,14,5,5,0,1,0,0,294,271,12,15,3,2,7,7,3,2,0,0,10,7,5,7,384,375,185,150,109,121,18,38,2,8,32,28,25.0,22.0,2,1,15,23,13,20,2,3,10,9,3,2,41,47,35,38,6,9,5,3,0,1,0,0,2022-2023
3952623,2023-01-15 14:05:00+00:00,954396,Manchester United,258665,Liverpool,True,6,0,72,28,19,4,6,0,2,0,0,0,501,125,10,10,3,2,9,3,4,1,0,0,15,2,4,2,580,220,234,71,267,54,23,11,7,3,19,14,30.0,9.0,1,1,16,23,7,12,1,4,16,25,0,1,47,45,32,35,15,10,8,2,1,2,0,0,2022-2023
3952624,2023-01-15 15:00:00+00:00,614954,Leicester City,231505,Brighton,True,3,0,50,50,14,17,3,6,2,1,0,1,252,259,12,8,6,4,7,7,4,4,0,0,9,5,5,12,353,360,132,136,120,123,26,19,4,2,22,53,23.0,10.0,1,1,23,21,17,1,4,4,20,15,6,0,47,39,38,34,9,5,7,2,1,0,0,0,2022-2023
3952622,2023-01-15 18:45:00+00:00,231497,West Ham United,231488,Manchester City,True,0,1,32,68,7,24,2,6,0,4,0,3,180,482,7,6,3,12,2,9,3,9,0,1,5,21,2,3,278,591,119,259,61,223,17,19,1,13,23,19,13.0,37.0,0,2,24,17,20,12,8,4,23,11,5,1,35,39,31,30,4,9,2,7,0,1,0,0,2022-2023
3952617,2023-01-21 11:30:00+00:00,231488,Manchester City,231494,Aston Villa,True,1,1,51,49,17,11,5,2,4,0,3,0,349,321,5,7,7,4,4,6,8,3,0,1,14,7,3,4,415,397,219,227,130,94,19,16,6,3,22,25,30.0,12.0,0,7,18,25,9,5,3,8,16,14,1,4,40,41,31,38,9,3,6,8,0,0,0,0,2022-2023
3952629,2023-01-22 14:00:00+00:00,231483,Reading FC Women,954396,Manchester United,True,0,1,32,68,8,25,5,10,0,1,0,1,129,397,14,9,5,8,3,9,0,6,0,1,5,17,3,8,234,495,63,191,66,206,19,17,4,7,15,39,17.0,52.0,2,5,32,18,12,8,5,0,28,10,9,5,56,53,43,38,13,15,2,6,0,0,0,0,2022-2023
3952616,2023-01-22 14:00:00+00:00,258663,Everton,231497,West Ham United,True,3,0,42,58,10,12,5,4,1,1,0,1,276,399,12,11,7,8,3,3,2,5,0,1,7,6,3,6,368,493,174,211,102,188,13,45,3,4,20,27,17.0,17.0,5,5,21,21,8,11,4,2,30,13,4,2,41,39,36,36,5,3,5,3,0,0,0,0,2022-2023
3952608,2023-02-04 11:30:00+00:00,614954,Leicester City,231488,Manchester City,True,0,2,26,74,4,32,2,18,1,6,1,5,140,533,13,2,6,9,2,9,0,5,0,0,3,25,1,7,210,608,107,262,33,271,12,21,3,15,8,30,6.0,59.0,1,4,17,14,15,8,6,0,30,5,15,2,22,43,19,34,3,9,0,7,1,0,0,0,2022-2023
3952609,2023-02-04 12:30:00+00:00,231494,Aston Villa,231505,Brighton,True,1,1,61,39,11,5,4,3,1,1,1,1,431,244,8,13,6,2,3,2,4,0,1,0,4,4,7,1,540,353,258,149,173,95,30,19,3,1,29,30,19.0,15.0,5,0,20,20,22,15,0,3,7,28,2,4,47,38,37,35,10,3,4,8,1,1,0,0,2022-2023
3952606,2023-02-05 12:00:00+00:00,954396,Manchester United,258663,Everton,True,0,0,67,33,25,5,4,1,2,1,2,1,478,190,5,8,10,3,12,3,9,1,2,0,22,4,3,1,577,277,229,137,249,53,36,13,5,2,37,12,68.0,6.0,5,1,20,25,8,22,1,8,8,41,1,4,49,52,39,36,10,16,12,6,0,1,0,0,2022-2023
3952605,2023-02-05 12:30:00+00:00,628117,Tottenham Hotspur,258661,Chelsea,True,2,3,41,59,6,9,2,5,1,1,0,0,241,369,13,9,4,6,2,3,2,1,0,0,5,7,1,2,326,475,164,205,77,164,23,29,0,1,29,25,11.0,17.0,4,4,18,11,11,9,1,2,9,8,2,0,34,38,27,29,7,9,1,6,0,2,0,0,2022-2023
3952607,2023-02-05 14:00:00+00:00,258665,Liverpool,231483,Reading FC Women,True,2,0,46,54,8,11,4,2,1,0,0,0,268,332,9,5,4,5,3,5,1,4,0,1,5,4,3,7,382,456,172,200,96,132,22,39,2,2,25,26,25.0,14.0,1,4,21,19,11,14,5,1,10,13,1,2,44,48,33,35,11,13,7,7,0,0,0,0,2022-2023
3952604,2023-02-05 18:45:00+00:00,231497,West Ham United,258657,Arsenal,True,0,0,31,69,2,21,1,9,0,2,0,2,191,541,9,5,1,8,1,6,0,6,0,0,0,17,2,4,288,646,135,235,56,306,27,28,0,4,10,31,4.0,54.0,1,6,19,13,20,10,6,0,26,3,9,1,30,37,25,33,5,4,1,11,1,0,0,0,2022-2023
3952578,2023-02-11 12:30:00+00:00,231488,Manchester City,258657,Arsenal,True,2,1,53,47,17,7,6,2,3,0,1,0,350,309,8,9,9,2,8,3,3,2,1,1,9,5,8,2,447,406,194,212,156,97,17,24,5,3,20,28,27.0,12.0,2,6,22,22,20,16,2,3,6,22,1,4,47,48,41,38,6,10,10,8,2,2,0,0,2022-2023
3952591,2023-02-12 12:00:00+00:00,628117,Tottenham Hotspur,954396,Manchester United,True,1,2,39,61,5,11,1,4,0,1,0,0,244,456,13,6,1,2,3,6,1,1,0,1,4,8,1,3,347,539,174,268,70,188,19,24,1,1,24,27,16.0,34.0,3,3,25,18,15,15,1,1,16,7,3,0,43,48,38,40,5,8,7,9,2,0,0,1,2022-2023
3952575,2023-02-12 14:00:00+00:00,231505,Brighton,231494,Aston Villa,True,2,6,45,55,7,17,4,8,1,5,0,1,307,399,6,6,2,6,3,4,0,5,0,0,5,11,2,6,413,491,209,274,98,125,15,25,1,7,19,22,11.0,29.0,4,9,28,21,24,25,5,0,16,5,2,2,38,40,36,37,2,3,5,10,0,1,0,0,2022-2023
3952618,2023-02-12 14:00:00+00:00,258665,Liverpool,614954,Leicester City,True,0,1,58,42,10,9,5,4,0,1,0,1,290,177,11,14,4,4,3,4,2,1,0,0,8,5,2,4,396,284,182,97,108,80,30,16,1,4,48,24,20.0,14.0,1,2,18,19,11,23,1,3,13,35,3,4,39,33,34,30,5,3,2,1,1,3,0,0,2022-2023
3952611,2023-03-05 12:30:00+00:00,954396,Manchester United,614954,Leicester City,True,5,1,70,30,33,2,15,1,3,0,1,0,471,150,5,12,8,1,10,1,8,0,1,0,24,1,9,1,554,233,282,109,189,41,37,14,8,1,30,18,51.0,9.0,2,2,13,20,16,22,0,8,10,22,0,10,37,32,32,29,5,3,8,4,0,3,0,0,2022-2023
3952613,2023-03-05 13:00:00+00:00,258663,Everton,231494,Aston Villa,True,0,2,53,47,7,12,3,3,0,0,0,0,335,276,11,10,5,5,3,7,1,2,0,0,3,10,4,2,435,378,223,135,112,141,13,18,3,4,31,27,8.0,24.0,1,0,16,18,14,16,2,1,13,4,2,3,41,39,32,33,9,6,6,4,1,2,0,0,2022-2023
3952610,2023-03-05 14:00:00+00:00,231483,Reading FC Women,231497,West Ham United,True,2,1,49,51,13,14,6,6,1,1,1,0,256,273,9,10,5,8,5,3,2,5,0,1,7,10,6,4,383,383,166,137,90,136,13,15,2,8,24,32,21.0,24.0,3,2,28,16,17,13,5,2,20,10,5,4,48,32,43,26,5,6,5,1,0,1,0,0,2022-2023
3952612,2023-03-05 14:00:00+00:00,231488,Manchester City,628117,Tottenham Hotspur,True,3,1,66,34,29,7,9,2,2,2,0,2,523,243,8,15,14,0,11,4,9,1,0,1,17,5,12,2,599,319,236,180,287,63,28,16,7,2,20,9,55.0,5.0,1,3,23,20,17,17,1,9,3,34,1,6,71,39,59,31,12,8,21,3,3,1,0,0,2022-2023
3952630,2023-03-08 19:15:00+00:00,258657,Arsenal,258665,Liverpool,True,2,0,63,37,22,6,6,1,1,0,0,0,451,227,8,7,8,2,10,4,6,1,1,0,14,2,8,4,528,306,250,160,201,67,29,18,7,1,19,15,33.0,6.0,2,2,10,20,11,13,1,6,6,23,1,4,41,35,31,31,10,4,14,3,1,2,0,0,2022-2023
3952614,2023-03-08 19:30:00+00:00,258661,Chelsea,231505,Brighton,True,3,1,73,27,14,7,4,4,4,1,1,0,557,155,4,13,15,0,7,2,3,1,1,1,12,4,2,3,653,246,349,119,208,36,38,10,8,1,17,24,38.0,8.0,5,3,10,17,14,8,1,3,8,25,3,1,36,35,28,26,8,9,5,6,0,1,0,0,2022-2023
3952647,2023-03-12 12:30:00+00:00,258661,Chelsea,954396,Manchester United,True,1,0,37,63,9,8,3,3,1,0,0,0,180,383,8,4,1,2,4,4,2,1,1,0,7,5,2,3,298,507,90,221,90,162,26,35,1,4,35,37,17.0,19.0,3,1,18,20,15,6,1,2,8,6,3,2,40,46,25,34,15,12,3,6,1,0,0,0,2022-2023
3952645,2023-03-12 14:00:00+00:00,258665,Liverpool,628117,Tottenham Hotspur,True,2,1,42,58,13,11,5,4,3,0,2,0,233,336,6,6,3,2,4,5,4,2,0,0,8,8,5,3,346,458,119,186,114,150,20,27,4,5,24,39,21.0,22.0,2,1,23,20,10,18,2,4,24,12,3,3,47,45,38,34,9,11,9,8,2,1,0,0,2022-2023
3952648,2023-03-12 14:00:00+00:00,231505,Brighton,231488,Manchester City,True,1,2,39,61,6,25,2,9,0,4,0,3,186,372,10,7,3,8,3,6,1,10,0,0,3,22,3,3,294,467,138,150,48,222,15,22,1,8,17,36,7.0,61.0,6,2,23,14,6,6,9,1,27,7,7,1,37,36,30,32,7,4,1,9,0,0,0,0,2022-2023
3952646,2023-03-12 15:00:00+00:00,614954,Leicester City,258663,Everton,True,0,0,39,61,7,13,1,2,2,1,2,1,210,366,12,5,0,9,4,5,2,6,0,0,6,11,1,2,309,475,114,201,96,165,27,16,3,9,23,28,19.0,27.0,4,3,21,28,32,9,6,2,14,10,2,1,33,46,28,44,5,2,2,4,2,0,0,0,2022-2023
3952631,2023-03-12 15:00:00+00:00,231497,West Ham United,231494,Aston Villa,True,1,2,40,60,8,10,5,2,2,1,1,0,213,413,11,10,5,6,2,3,1,5,2,0,4,5,4,5,337,523,138,215,75,198,19,31,2,5,37,20,9.0,24.0,1,2,25,19,19,14,5,1,14,11,0,4,52,52,46,40,6,12,12,11,1,2,0,0,2022-2023
3952649,2023-03-12 18:45:00+00:00,258657,Arsenal,231483,Reading FC Women,True,4,0,71,29,26,3,15,0,4,0,1,0,512,150,1,12,8,0,7,2,4,1,0,1,23,2,3,1,597,250,251,113,261,37,43,23,10,1,29,16,52.0,5.0,5,1,14,19,8,11,1,4,2,19,0,12,34,22,0,0,2,0,6,2,0,2,0,0,2022-2023
3952628,2023-03-15 19:00:00+00:00,628117,Tottenham Hotspur,614954,Leicester City,True,1,0,48,52,11,10,4,5,1,1,1,1,268,308,14,9,3,3,6,5,1,0,0,1,6,5,5,5,391,422,175,188,93,120,25,17,3,3,34,28,14.0,16.0,2,0,23,21,5,10,1,1,17,7,4,3,46,43,38,41,8,2,6,7,1,0,0,0,2022-2023
3952654,2023-03-24 19:30:00+00:00,258663,Everton,258665,Liverpool,True,1,1,63,37,13,17,3,7,1,3,1,2,433,215,8,11,6,8,5,5,5,5,0,0,8,10,5,7,515,297,297,122,136,93,19,19,4,4,22,22,20.0,21.0,0,3,11,18,7,7,5,6,23,22,5,1,56,45,36,34,20,11,14,9,1,2,0,0,2022-2023
3952650,2023-03-25 15:00:00+00:00,628117,Tottenham Hotspur,258657,Arsenal,True,1,5,37,63,5,23,1,13,1,4,0,2,253,465,13,5,0,13,2,8,2,2,0,1,4,16,1,7,334,546,195,290,58,175,8,32,1,9,10,31,11.0,45.0,0,0,23,14,11,5,2,1,33,5,8,0,34,49,30,38,4,11,3,11,1,0,0,0,2022-2023
3952652,2023-03-25 17:30:00+00:00,954396,Manchester United,231497,West Ham United,True,4,0,68,32,12,8,7,4,5,0,2,0,557,199,8,7,2,1,4,3,1,1,0,0,11,6,1,2,656,303,366,115,191,84,23,18,4,4,22,28,24.0,11.0,4,3,20,14,9,13,1,1,11,9,4,3,55,41,40,32,15,9,13,10,0,0,0,0,2022-2023
3952653,2023-03-26 11:40:00+00:00,231488,Manchester City,258661,Chelsea,True,2,0,49,51,16,9,3,4,0,1,0,1,314,326,8,6,10,4,3,3,10,2,0,1,12,4,4,5,415,436,173,203,141,123,20,30,4,3,19,23,28.0,25.0,0,5,17,24,21,10,2,10,19,20,4,1,49,63,32,42,17,21,9,10,2,0,0,0,2022-2023
3952655,2023-03-26 13:00:00+00:00,231494,Aston Villa,614954,Leicester City,True,5,0,49,51,11,12,7,3,3,1,0,1,297,319,11,8,6,3,3,5,1,4,0,0,10,10,1,2,392,406,206,165,91,154,19,18,3,4,20,20,15.0,28.0,2,2,11,18,6,17,4,1,15,10,3,2,29,36,25,33,4,3,7,5,0,0,0,0,2022-2023
3952651,2023-03-26 13:00:00+00:00,231483,Reading FC Women,231505,Brighton,True,2,2,41,59,21,14,5,6,2,5,1,3,123,261,11,8,13,1,10,6,6,2,0,1,17,12,4,2,254,390,56,133,67,128,15,18,9,5,25,34,36.0,23.0,1,2,14,15,17,10,2,6,2,21,4,3,36,39,26,33,10,6,6,7,1,1,0,0,2022-2023
3952633,2023-04-01 10:30:00+00:00,231505,Brighton,954396,Manchester United,True,0,4,41,59,8,17,2,9,0,4,0,1,210,352,11,7,3,4,3,2,3,6,0,0,5,15,3,2,309,461,134,206,76,146,23,33,5,9,17,30,7.0,28.0,4,6,20,20,11,9,6,3,12,4,5,2,37,45,33,36,4,9,6,5,2,0,0,0,2022-2023
3952635,2023-04-02 11:30:00+00:00,258657,Arsenal,231488,Manchester City,True,2,1,37,63,9,14,4,5,3,1,2,1,226,422,10,9,4,5,3,7,2,2,0,0,8,9,1,5,308,515,139,233,87,189,25,23,1,6,22,35,19.0,21.0,3,2,24,20,19,10,2,2,14,10,4,2,55,52,44,42,11,10,11,12,2,0,0,0,2022-2023
3952632,2023-04-02 12:00:00+00:00,258663,Everton,628117,Tottenham Hotspur,True,2,1,63,37,11,6,4,3,1,0,0,0,581,323,6,12,4,0,3,2,4,1,0,0,7,4,4,2,668,395,407,218,174,105,19,27,4,2,21,27,13.0,14.0,1,1,19,24,13,14,1,4,7,15,2,2,40,39,34,33,6,6,5,3,1,0,0,0,2022-2023
3952643,2023-04-02 14:00:00+00:00,614954,Leicester City,231483,Reading FC Women,True,2,1,59,41,19,9,8,2,1,2,1,1,204,96,15,8,3,11,7,3,4,4,2,0,16,4,3,5,341,228,90,53,114,43,20,17,8,5,24,40,30.0,15.0,4,0,10,13,4,8,4,3,22,24,1,6,26,38,19,31,7,7,2,3,2,2,0,0,2022-2023
3952644,2023-04-02 16:00:00+00:00,231497,West Ham United,258665,Liverpool,True,0,0,43,57,4,9,0,1,1,1,1,1,217,330,11,8,4,3,4,4,0,4,0,1,1,6,3,3,325,443,133,188,84,142,29,22,2,3,21,36,8.0,17.0,3,3,14,22,17,8,4,0,24,19,1,0,45,50,27,38,18,12,5,6,0,2,0,0,2022-2023
3952634,2023-04-02 17:45:00+00:00,231494,Aston Villa,258661,Chelsea,True,0,3,57,43,12,14,4,7,1,3,1,2,456,321,7,6,3,3,5,4,3,3,0,1,10,13,2,1,568,432,309,146,147,175,24,30,4,4,14,20,18.0,40.0,4,3,13,21,10,9,3,3,14,14,4,4,47,52,34,38,13,14,15,10,0,1,0,0,2022-2023
3952620,2023-04-19 18:00:00+00:00,231505,Brighton,258663,Everton,True,3,2,36,64,14,13,6,5,2,4,0,2,194,415,6,7,5,2,5,5,3,3,1,1,4,10,10,3,294,514,109,281,85,134,20,12,1,3,34,29,12.0,17.0,1,1,21,12,14,16,3,3,8,14,3,3,38,38,32,26,6,12,5,9,3,0,0,0,2022-2023
3952638,2023-04-19 18:15:00+00:00,954396,Manchester United,258657,Arsenal,True,1,0,54,46,7,10,3,2,0,0,0,0,368,294,11,12,1,3,3,4,1,4,0,0,6,7,1,3,476,397,240,184,128,110,19,20,3,0,20,30,14.0,21.0,1,3,24,9,9,11,4,1,13,13,2,2,59,49,44,34,15,15,9,15,4,1,0,0,2022-2023
3952640,2023-04-23 13:00:00+00:00,258665,Liverpool,231505,Brighton,True,2,1,48,52,11,10,6,6,1,0,0,0,287,311,11,7,4,9,4,3,1,1,0,0,6,7,5,3,386,411,175,184,112,127,27,31,3,4,22,36,15.0,22.0,1,3,26,23,19,19,1,1,17,17,5,4,51,53,45,42,6,11,12,9,1,1,0,0,2022-2023
3952636,2023-04-23 13:00:00+00:00,628117,Tottenham Hotspur,231494,Aston Villa,True,3,3,35,65,11,11,5,7,2,3,0,0,172,389,6,4,2,7,6,3,0,1,0,0,8,8,3,3,267,483,110,201,62,188,16,16,2,1,24,40,18.0,19.0,0,5,18,8,22,7,1,0,20,6,4,2,36,29,24,22,12,7,2,8,0,1,0,0,2022-2023
3952637,2023-04-23 13:00:00+00:00,231483,Reading FC Women,258663,Everton,True,2,3,36,64,9,18,4,8,2,7,0,5,154,355,13,9,4,5,3,8,2,2,0,1,5,16,4,2,248,447,65,233,89,122,15,22,2,3,32,23,20.0,37.0,2,5,13,11,7,5,2,2,13,24,5,2,34,41,28,38,6,3,6,14,1,0,0,0,2022-2023
3952639,2023-04-23 17:45:00+00:00,231488,Manchester City,231497,West Ham United,True,6,2,67,33,19,9,10,4,6,2,4,2,551,229,3,4,10,3,5,3,4,2,1,0,12,6,7,3,632,306,280,152,271,77,20,19,7,4,17,24,43.0,9.0,3,5,8,18,8,7,2,4,11,21,2,4,27,34,21,28,6,6,9,7,0,1,0,0,2022-2023
3952664,2023-04-28 18:15:00+00:00,231494,Aston Villa Women,954396,Man United Women,True,2,3,46,54,8,15,2,7,1,3,1,1,239,309,10,12,6,5,4,5,2,3,2,0,7,10,1,5,339,401,128,154,111,155,30,23,6,10,24,22,,,8,2,15,13,10,6,3,2,16,7,4,0,38,41,33,32,5,9,6,9,0,0,0,0,2022-2023
3952666,2023-04-29 11:30:00+00:00,614954,Leicester City WFC,258665,Liverpool Women,True,4,0,51,49,20,16,7,8,2,1,1,1,266,238,10,6,8,5,4,3,9,5,0,0,16,12,4,4,356,356,120,135,146,103,23,29,7,4,32,31,,,2,2,18,23,17,13,5,10,10,17,8,2,43,47,29,35,14,12,5,3,2,0,0,0,2022-2023
3952656,2023-04-29 16:15:00+00:00,628117,Tottenham Women,231505,Brighton Women,True,2,2,52,48,12,16,4,8,3,1,1,0,300,279,5,9,3,5,6,4,2,4,0,0,7,9,5,7,403,373,210,152,90,127,19,12,2,3,21,34,,,3,1,17,5,10,5,4,2,8,8,6,2,34,22,31,18,3,4,6,8,0,0,0,0,2022-2023
3952667,2023-04-30 13:00:00+00:00,231488,Man City Women,231483,Reading FC Women,True,4,1,70,30,37,7,13,2,5,0,3,0,537,162,4,15,8,2,14,4,10,1,1,0,24,3,13,4,590,252,308,113,229,49,18,10,9,1,22,16,,,3,1,10,20,12,7,1,10,6,24,1,9,39,29,33,26,6,3,10,2,0,2,0,0,2022-2023
3952615,2023-05-03 18:15:00+00:00,258661,Chelsea Women,258665,Liverpool Women,True,2,1,67,33,25,4,5,3,1,3,0,2,430,154,1,6,8,0,12,0,8,1,1,0,16,3,9,1,542,276,187,104,243,50,15,14,10,0,42,25,,,5,2,10,23,8,13,1,8,6,25,2,3,52,41,28,29,24,12,12,6,0,0,0,0,2022-2023
3952658,2023-05-05 18:30:00+00:00,258657,Arsenal Women,614954,Leicester City WFC,True,1,0,54,46,15,7,7,5,2,2,2,2,359,274,6,15,6,3,3,0,5,2,1,0,9,6,6,1,474,393,213,179,146,95,26,27,1,2,32,24,,,3,3,14,26,10,20,2,5,9,15,5,6,58,49,41,36,17,13,14,4,1,2,0,0,2022-2023
3952662,2023-05-07 11:30:00+00:00,954396,Man United Women,628117,Tottenham Women,True,3,0,76,24,18,10,7,3,4,0,1,0,553,115,4,9,14,3,6,3,5,4,0,1,16,9,2,1,624,195,308,89,245,26,45,13,7,4,23,11,,,2,0,14,16,6,12,4,5,2,13,3,4,36,31,31,26,5,5,7,6,0,2,0,0,2022-2023
3952659,2023-05-07 13:00:00+00:00,231505,Brighton Women,231497,West Ham Women,True,1,0,47,53,7,4,3,1,2,0,1,0,186,228,10,9,4,2,3,2,1,1,0,0,6,3,1,1,294,331,117,159,69,69,21,33,4,2,39,41,,,7,4,12,15,14,13,2,1,25,12,0,2,35,40,27,32,8,8,6,7,2,1,0,0,2022-2023
3952661,2023-05-07 13:00:00+00:00,258665,Liverpool Women,231488,Man City Women,True,2,1,32,68,6,17,4,3,2,0,1,0,156,434,6,8,3,11,0,10,2,4,0,1,3,15,3,2,255,525,107,206,49,228,24,30,3,7,27,32,,,2,1,26,12,7,5,4,1,24,7,2,2,51,36,36,29,15,7,4,11,1,2,0,0,2022-2023
3952663,2023-05-07 13:00:00+00:00,231483,Reading FC Women,231494,Aston Villa Women,True,0,5,35,65,3,13,1,8,0,5,0,0,212,475,13,6,4,2,2,4,0,1,0,0,1,10,2,3,294,559,149,284,63,191,17,22,2,5,15,30,,,0,6,23,19,13,4,1,0,11,10,3,1,30,35,29,31,1,4,2,0,2,0,0,0,2022-2023
3952660,2023-05-07 17:45:00+00:00,258661,Chelsea Women,258663,Everton Women,True,7,0,54,46,17,8,11,3,4,0,1,0,473,387,2,8,4,2,5,3,1,2,1,0,14,3,3,5,552,457,284,257,189,130,39,14,3,4,20,23,,,4,1,16,11,9,12,2,1,7,19,3,4,36,24,29,21,7,3,5,8,0,0,0,0,2022-2023
3952641,2023-05-10 18:00:00+00:00,258661,Chelsea Women,614954,Leicester City WFC,True,6,0,66,34,22,6,11,0,3,0,0,0,465,197,8,6,9,0,7,4,4,2,0,0,21,4,1,2,545,286,300,129,165,68,40,21,8,3,19,25,,,1,3,8,15,7,19,2,4,11,13,0,5,40,31,28,26,12,5,14,3,1,1,0,0,2022-2023
3952603,2023-05-10 18:30:00+00:00,231505,Brighton Women,258657,Arsenal Women,True,0,4,33,67,12,17,2,8,1,5,1,4,219,534,5,1,3,5,4,7,6,2,0,1,9,15,3,2,298,614,149,395,70,139,10,33,2,4,25,30,,,3,3,27,10,12,11,2,6,14,6,5,2,39,36,36,27,3,9,8,12,0,0,0,0,2022-2023
3952665,2023-05-17 17:15:00+00:00,258663,Everton Women,258657,Arsenal Women,True,1,4,46,54,4,20,1,12,0,5,0,2,360,458,8,8,1,5,1,6,2,2,0,1,3,14,1,6,447,508,281,229,79,229,14,35,2,6,8,17,,,0,6,15,9,11,13,2,2,12,5,8,0,38,27,33,24,5,3,11,7,1,0,1,0,2022-2023
3952642,2023-05-17 19:15:00+00:00,231497,West Ham Women,258661,Chelsea Women,True,0,4,28,72,5,20,2,7,2,4,2,1,147,559,15,9,0,6,2,8,1,5,0,0,4,14,1,6,256,677,82,303,65,256,15,21,2,5,14,25,,,3,1,19,15,18,5,5,2,19,6,3,1,46,51,32,36,14,15,4,6,1,0,0,0,2022-2023
3952657,2023-05-20 15:15:00+00:00,628117,Tottenham Women,231483,Reading FC Women,True,4,1,56,44,10,12,5,5,2,2,0,1,395,265,8,8,5,9,4,4,1,3,0,0,8,8,2,4,483,365,261,179,134,86,27,26,3,5,27,19,,,2,0,21,15,5,6,3,1,11,13,4,1,42,33,37,27,5,6,8,4,2,3,0,0,2022-2023
3952674,2023-05-21 11:30:00+00:00,258661,Chelsea Women,258657,Arsenal Women,True,2,0,45,55,17,12,8,8,4,3,2,3,287,385,4,10,4,4,5,3,4,1,0,1,12,4,5,8,389,470,136,250,151,135,26,38,6,2,13,29,,,6,3,32,11,17,8,1,4,13,16,7,6,63,35,48,24,15,11,6,10,0,2,0,0,2022-2023
3952675,2023-05-21 12:00:00+00:00,258663,Everton Women,231505,Brighton Women,True,2,1,62,38,19,17,5,9,0,1,0,0,422,245,6,8,13,2,11,8,3,0,0,0,14,5,5,12,503,319,267,135,155,110,30,24,12,4,20,24,,,2,3,17,28,6,16,0,3,6,17,8,3,34,42,29,39,5,3,4,5,0,2,0,0,2022-2023
3952673,2023-05-21 13:00:00+00:00,231494,Aston Villa Women,258665,Liverpool Women,True,3,3,52,48,15,15,6,7,1,3,1,0,333,322,4,7,11,7,3,6,6,2,1,0,11,8,4,7,414,392,192,190,141,132,19,21,4,3,18,19,,,0,2,11,16,9,16,1,7,20,13,4,1,34,24,31,22,3,2,14,2,1,0,0,0,2022-2023
3952676,2023-05-21 14:00:00+00:00,614954,Leicester City WFC,231497,West Ham Women,True,1,2,66,34,26,5,6,3,2,1,1,0,283,102,15,17,10,2,15,1,5,1,1,0,20,3,6,2,406,214,114,50,169,52,17,14,8,2,33,40,,,3,2,16,17,11,13,1,5,7,28,2,5,47,43,36,35,11,8,4,4,0,3,1,0,2022-2023
3952677,2023-05-21 17:45:00+00:00,954396,Man United Women,231488,Man City Women,True,2,1,54,46,16,13,6,3,3,2,2,2,317,249,15,6,6,6,6,3,4,7,0,1,11,11,5,2,417,350,170,130,147,119,29,28,7,10,22,23,,,2,1,15,17,9,4,7,4,17,16,2,4,49,50,33,33,16,17,12,2,3,1,0,1,2022-2023
3952669,2023-05-27 13:30:00+00:00,231488,Man City Women,258663,Everton Women,True,3,2,62,38,19,12,6,7,3,2,2,0,534,286,8,6,7,3,10,3,3,2,1,0,15,9,4,3,600,365,245,209,289,77,39,14,3,2,19,18,,,1,1,10,11,7,7,2,3,3,17,5,3,28,23,25,22,3,1,9,2,0,2,0,0,2022-2023
3952678,2023-05-27 13:30:00+00:00,258657,Arsenal Women,231494,Aston Villa Women,True,0,2,54,46,10,9,3,6,0,3,0,2,347,273,9,8,4,4,7,2,0,1,0,0,7,8,3,1,431,360,199,146,148,127,28,24,7,2,22,21,,,6,4,14,10,12,17,2,0,13,13,3,3,29,39,23,31,6,8,1,12,2,4,0,0,2022-2023
3952671,2023-05-27 13:30:00+00:00,231505,Brighton Women,614954,Leicester City WFC,True,0,1,53,47,11,15,2,4,0,4,0,3,205,189,10,12,3,5,5,9,4,2,0,1,9,13,2,2,332,298,122,90,83,99,21,23,3,4,31,33,,,1,5,24,12,12,6,1,4,7,5,3,2,45,30,41,24,4,6,6,2,2,1,0,0,2022-2023
3952672,2023-05-27 13:30:00+00:00,231497,West Ham Women,628117,Tottenham Women,True,2,2,47,53,16,7,7,4,0,2,0,0,299,355,9,6,7,5,5,2,4,1,0,0,10,5,6,2,397,453,168,220,131,135,28,45,5,6,26,18,,,1,2,17,14,10,14,1,4,14,19,2,6,39,36,32,28,7,8,9,6,0,3,0,0,2022-2023
