"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Home_xG","Away","AwayGoals","Away_xG","Attendance","Venue","Referee","Notes","MatchURL","Season"
"Frauen-Bundesliga","F","GER",2025,NA,"1","Fri",2025-09-05,"18:30","Eint Frankfurt",5,3.4,"Essen",0,0.5,NA,"Stadion am Brentanobad","Davina Lutz",NA,"https://fbref.com/en/matches/0ac03876/Eintracht-Frankfurt-Essen-September-5-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"1","Sat",2025-09-06,"14:00","Köln",0,0.8,"RB Leipzig",2,0.8,NA,"Franz-Kremer-Stadion","Karoline Wacker",NA,"https://fbref.com/en/matches/62254b60/Koln-RB-Leipzig-September-6-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"1","Sat",2025-09-06,"17:45","Bayern Munich",2,1.4,"Leverkusen",0,0.4,NA,"Allianz Arena","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/35ddae8a/Bayern-Munich-Bayer-Leverkusen-September-6-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"1","Sun",2025-09-07,"14:00","Werder Bremen",1,2,"Freiburg",1,0.8,NA,"Weserstadion Platz 11","Annika Kost",NA,"https://fbref.com/en/matches/46e997f8/Werder-Bremen-Freiburg-September-7-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"1","Sun",2025-09-07,"16:00","Hamburger SV",3,1.2,"Wolfsburg",3,2.1,11934,"Volksparkstadion","Angelika Söder",NA,"https://fbref.com/en/matches/2642f453/Hamburger-SV-Wolfsburg-September-7-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"1","Sun",2025-09-07,"18:30","Union Berlin",1,2.8,"1. FC Nürnberg",1,0.6,NA,"Stadion An der Alten Försterei","Riem Hussein",NA,"https://fbref.com/en/matches/87e41edd/Union-Berlin-1-FC-Nurnberg-September-7-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"1","Mon",2025-09-08,"18:00","Carl-Zeiss Jena",1,0.8,"Hoffenheim",4,2.8,NA,"Ernst-Abbe-Sportfeld","Lara Wolf",NA,"https://fbref.com/en/matches/9b24723d/Carl-Zeiss-Jena-Hoffenheim-September-8-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"10","Fri",2025-11-07,"18:30","Bayern Munich",NA,NA,"Union Berlin",NA,NA,NA,"FC Bayern Campus Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/51ec22be/31429172/Bayern-Munich-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"10","Sat",2025-11-08,"14:00","Wolfsburg",NA,NA,"Eint Frankfurt",NA,NA,NA,"AOK Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/97b7c0e8/Wolfsburg-vs-Eintracht-Frankfurt-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"10","Sun",2025-11-09,"12:00","Carl-Zeiss Jena",NA,NA,"Essen",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/becc1dd0/Carl-Zeiss-Jena-vs-Essen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"10","Sun",2025-11-09,"14:00","Hamburger SV",NA,NA,"1. FC Nürnberg",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/623bb13e/Nurnberg-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"10","Sun",2025-11-09,"16:00","Köln",NA,NA,"Hoffenheim",NA,NA,NA,"Franz-Kremer-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/88ddc98e/87705c62/Koln-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"10","Sun",2025-11-09,"18:30","Werder Bremen",NA,NA,"RB Leipzig",NA,NA,NA,"Weserstadion Platz 11","",NA,"https://fbref.com/en/stathead/matchup/teams/9224f982/7adbf480/RB-Leipzig-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"10","Mon",2025-11-10,"18:00","Freiburg",NA,NA,"Leverkusen",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/b4de690d/Leverkusen-vs-Freiburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"11","Fri",2025-11-21,"","Hoffenheim",NA,NA,"Bayern Munich",NA,NA,NA,"Dietmar-Hopp-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/87705c62/51ec22be/Hoffenheim-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"11","Fri",2025-11-21,"","Freiburg",NA,NA,"Carl-Zeiss Jena",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/b4de690d/Carl-Zeiss-Jena-vs-Freiburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"11","Fri",2025-11-21,"","1. FC Nürnberg",NA,NA,"Eint Frankfurt",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/97b7c0e8/Nurnberg-vs-Eintracht-Frankfurt-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"11","Fri",2025-11-21,"","Leverkusen",NA,NA,"Essen",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/becc1dd0/Leverkusen-vs-Essen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"11","Fri",2025-11-21,"","RB Leipzig",NA,NA,"Wolfsburg",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/9224f982/Wolfsburg-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"11","Fri",2025-11-21,"","Union Berlin",NA,NA,"Hamburger SV",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/623bb13e/31429172/Hamburger-SV-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"11","Fri",2025-11-21,"","Werder Bremen",NA,NA,"Köln",NA,NA,NA,"Weserstadion Platz 11","",NA,"https://fbref.com/en/stathead/matchup/teams/88ddc98e/7adbf480/Koln-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"12","Fri",2025-12-05,"","Hamburger SV",NA,NA,"Köln",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/88ddc98e/623bb13e/Koln-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"12","Fri",2025-12-05,"","Carl-Zeiss Jena",NA,NA,"Werder Bremen",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/7adbf480/Carl-Zeiss-Jena-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"12","Fri",2025-12-05,"","Leverkusen",NA,NA,"RB Leipzig",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/9224f982/Leverkusen-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"12","Fri",2025-12-05,"","Essen",NA,NA,"1. FC Nürnberg",NA,NA,NA,"Stadion an der Hafenstraße","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/b6d83168/Essen-vs-Nurnberg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"12","Fri",2025-12-05,"","Eint Frankfurt",NA,NA,"Bayern Munich",NA,NA,NA,"Stadion am Brentanobad","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/51ec22be/Eintracht-Frankfurt-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"12","Fri",2025-12-05,"","Wolfsburg",NA,NA,"Freiburg",NA,NA,NA,"AOK Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/a1393014/Freiburg-vs-Wolfsburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"12","Fri",2025-12-05,"","Hoffenheim",NA,NA,"Union Berlin",NA,NA,NA,"Dietmar-Hopp-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/87705c62/31429172/Hoffenheim-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"13","Fri",2025-12-12,"","RB Leipzig",NA,NA,"Hoffenheim",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/9224f982/87705c62/RB-Leipzig-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"13","Fri",2025-12-12,"","1. FC Nürnberg",NA,NA,"Wolfsburg",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/a1393014/Nurnberg-vs-Wolfsburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"13","Fri",2025-12-12,"","Union Berlin",NA,NA,"Eint Frankfurt",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/31429172/Eintracht-Frankfurt-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"13","Fri",2025-12-12,"","Freiburg",NA,NA,"Essen",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/b4de690d/Essen-vs-Freiburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"13","Fri",2025-12-12,"","Bayern Munich",NA,NA,"Hamburger SV",NA,NA,NA,"FC Bayern Campus Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/623bb13e/51ec22be/Hamburger-SV-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"13","Fri",2025-12-12,"","Werder Bremen",NA,NA,"Leverkusen",NA,NA,NA,"Weserstadion Platz 11","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/7adbf480/Leverkusen-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"13","Fri",2025-12-12,"","Köln",NA,NA,"Carl-Zeiss Jena",NA,NA,NA,"Franz-Kremer-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/88ddc98e/Carl-Zeiss-Jena-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"14","Fri",2025-12-19,"","Wolfsburg",NA,NA,"Hamburger SV",NA,NA,NA,"AOK Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/623bb13e/Wolfsburg-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"14","Fri",2025-12-19,"","Hoffenheim",NA,NA,"Carl-Zeiss Jena",NA,NA,NA,"Dietmar-Hopp-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/87705c62/Carl-Zeiss-Jena-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"14","Fri",2025-12-19,"","Leverkusen",NA,NA,"Bayern Munich",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/51ec22be/Leverkusen-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"14","Fri",2025-12-19,"","1. FC Nürnberg",NA,NA,"Union Berlin",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/31429172/Nurnberg-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"14","Fri",2025-12-19,"","RB Leipzig",NA,NA,"Köln",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/9224f982/88ddc98e/RB-Leipzig-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"14","Fri",2025-12-19,"","Freiburg",NA,NA,"Werder Bremen",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/7adbf480/Freiburg-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"14","Fri",2025-12-19,"","Essen",NA,NA,"Eint Frankfurt",NA,NA,NA,"Stadion an der Hafenstraße","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/97b7c0e8/Essen-vs-Eintracht-Frankfurt-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"15","Fri",2026-01-23,"","Köln",NA,NA,"Freiburg",NA,NA,NA,"Franz-Kremer-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/88ddc98e/Freiburg-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"15","Fri",2026-01-23,"","Hamburger SV",NA,NA,"Essen",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/623bb13e/Essen-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"15","Fri",2026-01-23,"","Eint Frankfurt",NA,NA,"Hoffenheim",NA,NA,NA,"Stadion am Brentanobad","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/87705c62/Eintracht-Frankfurt-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"15","Fri",2026-01-23,"","Union Berlin",NA,NA,"Leverkusen",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/31429172/Leverkusen-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"15","Fri",2026-01-23,"","Bayern Munich",NA,NA,"RB Leipzig",NA,NA,NA,"FC Bayern Campus Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/9224f982/51ec22be/RB-Leipzig-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"15","Fri",2026-01-23,"","Carl-Zeiss Jena",NA,NA,"Wolfsburg",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/a1393014/Carl-Zeiss-Jena-vs-Wolfsburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"15","Fri",2026-01-23,"","Werder Bremen",NA,NA,"1. FC Nürnberg",NA,NA,NA,"Weserstadion Platz 11","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/7adbf480/Nurnberg-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"16","Fri",2026-01-30,"","Hoffenheim",NA,NA,"Werder Bremen",NA,NA,NA,"Dietmar-Hopp-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/87705c62/7adbf480/Hoffenheim-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"16","Fri",2026-01-30,"","Essen",NA,NA,"Union Berlin",NA,NA,NA,"Stadion an der Hafenstraße","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/31429172/Essen-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"16","Fri",2026-01-30,"","Wolfsburg",NA,NA,"Köln",NA,NA,NA,"AOK Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/88ddc98e/Wolfsburg-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"16","Fri",2026-01-30,"","RB Leipzig",NA,NA,"Eint Frankfurt",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/9224f982/Eintracht-Frankfurt-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"16","Fri",2026-01-30,"","Carl-Zeiss Jena",NA,NA,"Bayern Munich",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/51ec22be/Carl-Zeiss-Jena-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"16","Fri",2026-01-30,"","Hamburger SV",NA,NA,"Freiburg",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/623bb13e/Freiburg-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"16","Fri",2026-01-30,"","Leverkusen",NA,NA,"1. FC Nürnberg",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/b6d83168/Leverkusen-vs-Nurnberg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"17","Fri",2026-02-06,"","Köln",NA,NA,"Essen",NA,NA,NA,"Franz-Kremer-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/88ddc98e/Essen-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"17","Fri",2026-02-06,"","Union Berlin",NA,NA,"Carl-Zeiss Jena",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/31429172/Carl-Zeiss-Jena-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"17","Fri",2026-02-06,"","Eint Frankfurt",NA,NA,"Leverkusen",NA,NA,NA,"Stadion am Brentanobad","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/97b7c0e8/Leverkusen-vs-Eintracht-Frankfurt-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"17","Fri",2026-02-06,"","Werder Bremen",NA,NA,"Wolfsburg",NA,NA,NA,"Weserstadion Platz 11","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/7adbf480/Wolfsburg-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"17","Fri",2026-02-06,"","1. FC Nürnberg",NA,NA,"Hoffenheim",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/87705c62/Nurnberg-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"17","Fri",2026-02-06,"","Hamburger SV",NA,NA,"RB Leipzig",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/9224f982/623bb13e/RB-Leipzig-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"17","Fri",2026-02-06,"","Freiburg",NA,NA,"Bayern Munich",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/51ec22be/Freiburg-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"18","Fri",2026-02-13,"","Leverkusen",NA,NA,"Köln",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/88ddc98e/Leverkusen-vs-Koln-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"18","Fri",2026-02-13,"","Werder Bremen",NA,NA,"Bayern Munich",NA,NA,NA,"Weserstadion Platz 11","",NA,"https://fbref.com/en/stathead/matchup/teams/7adbf480/51ec22be/Werder-Bremen-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"18","Fri",2026-02-13,"","Hoffenheim",NA,NA,"Hamburger SV",NA,NA,NA,"Dietmar-Hopp-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/87705c62/623bb13e/Hoffenheim-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"18","Fri",2026-02-13,"","Carl-Zeiss Jena",NA,NA,"Eint Frankfurt",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/97b7c0e8/Carl-Zeiss-Jena-vs-Eintracht-Frankfurt-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"18","Fri",2026-02-13,"","RB Leipzig",NA,NA,"1. FC Nürnberg",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/9224f982/Nurnberg-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"18","Fri",2026-02-13,"","Wolfsburg",NA,NA,"Essen",NA,NA,NA,"AOK Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/a1393014/Essen-vs-Wolfsburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"18","Fri",2026-02-13,"","Freiburg",NA,NA,"Union Berlin",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/31429172/Freiburg-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"19","Fri",2026-02-20,"","Eint Frankfurt",NA,NA,"Freiburg",NA,NA,NA,"Stadion am Brentanobad","",NA,"https://fbref.com/en/stathead/matchup/teams/b4de690d/97b7c0e8/Freiburg-vs-Eintracht-Frankfurt-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"19","Fri",2026-02-20,"","Union Berlin",NA,NA,"Köln",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/88ddc98e/31429172/Koln-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"19","Fri",2026-02-20,"","Bayern Munich",NA,NA,"Wolfsburg",NA,NA,NA,"FC Bayern Campus Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/51ec22be/Wolfsburg-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"19","Fri",2026-02-20,"","1. FC Nürnberg",NA,NA,"Carl-Zeiss Jena",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/b6d83168/Carl-Zeiss-Jena-vs-Nurnberg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"19","Fri",2026-02-20,"","Leverkusen",NA,NA,"Hoffenheim",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/87705c62/Leverkusen-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"19","Fri",2026-02-20,"","Essen",NA,NA,"RB Leipzig",NA,NA,NA,"Stadion an der Hafenstraße","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/9224f982/Essen-vs-RB-Leipzig-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"19","Fri",2026-02-20,"","Hamburger SV",NA,NA,"Werder Bremen",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/7adbf480/623bb13e/Werder-Bremen-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"2","Fri",2025-09-12,"18:30","Freiburg",1,0.7,"Köln",0,1.7,2540,"Dreisamstadion","Julia Boike",NA,"https://fbref.com/en/matches/26cbaa61/Freiburg-Koln-September-12-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"2","Sat",2025-09-13,"12:00","1. FC Nürnberg",1,1.6,"Werder Bremen",4,1.9,NA,"Max-Morlock-Stadion","Miriam Schwermer",NA,"https://fbref.com/en/matches/d3720ce7/1-FC-Nurnberg-Werder-Bremen-September-13-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"2","Sat",2025-09-13,"14:00","Essen",0,0.4,"Hamburger SV",0,0.5,1825,"Stadion an der Hafenstraße","Riem Hussein",NA,"https://fbref.com/en/matches/4e580ce5/Essen-Hamburger-SV-September-13-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"2","Sun",2025-09-14,"14:00","RB Leipzig",0,0.2,"Bayern Munich",3,1.6,10287,"Red Bull Arena","Naemi Breier",NA,"https://fbref.com/en/matches/df00a2e3/RB-Leipzig-Bayern-Munich-September-14-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"2","Sun",2025-09-14,"16:00","Wolfsburg",3,2.7,"Carl-Zeiss Jena",1,0.4,3420,"AOK Stadion","Nadine Westerhoff",NA,"https://fbref.com/en/matches/97fbd143/Wolfsburg-Carl-Zeiss-Jena-September-14-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"2","Sun",2025-09-14,"18:30","Hoffenheim",3,1.1,"Eint Frankfurt",0,1.2,1412,"Dietmar-Hopp-Stadion","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/4aa06a65/Hoffenheim-Eintracht-Frankfurt-September-14-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"2","Mon",2025-09-15,"18:00","Leverkusen",3,1,"Union Berlin",2,1.7,NA,"Ulrich-Haberland-Stadion","Anna-Lena Heidenreich",NA,"https://fbref.com/en/matches/cc926012/Bayer-Leverkusen-Union-Berlin-September-15-2025-Frauen-Bundesliga","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"20","Fri",2026-03-13,"","Köln",NA,NA,"Bayern Munich",NA,NA,NA,"Franz-Kremer-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/88ddc98e/51ec22be/Koln-vs-Bayern-Munich-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"20","Fri",2026-03-13,"","Carl-Zeiss Jena",NA,NA,"Hamburger SV",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/623bb13e/Carl-Zeiss-Jena-vs-Hamburger-SV-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"20","Fri",2026-03-13,"","Hoffenheim",NA,NA,"Essen",NA,NA,NA,"Dietmar-Hopp-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/becc1dd0/87705c62/Essen-vs-Hoffenheim-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"20","Fri",2026-03-13,"","Freiburg",NA,NA,"1. FC Nürnberg",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/b4de690d/Nurnberg-vs-Freiburg-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"20","Fri",2026-03-13,"","Werder Bremen",NA,NA,"Eint Frankfurt",NA,NA,NA,"Weserstadion Platz 11","",NA,"https://fbref.com/en/stathead/matchup/teams/97b7c0e8/7adbf480/Eintracht-Frankfurt-vs-Werder-Bremen-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"20","Fri",2026-03-13,"","RB Leipzig",NA,NA,"Union Berlin",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/9224f982/31429172/RB-Leipzig-vs-Union-Berlin-History","2024-2025"
"Frauen-Bundesliga","F","GER",2025,NA,"20","Fri",2026-03-13,"","Wolfsburg",NA,NA,"Leverkusen",NA,NA,NA,"AOK Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/a1393014/Leverkusen-vs-Wolfsburg-History","2024-2025"
