"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Home_xG","Away","AwayGoals","Away_xG","Attendance","Venue","Referee","Notes","MatchURL","Season"
"Frauen-Bundesliga","F","GER",2022,NA,"2","Fri",2021-09-03,"19:15","Turbine Potsdam",5,NA,"Carl-Zeiss Jena",0,NA,1034,"Karl-Liebknecht-Stadion","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/facf8454/Turbine-Potsdam-Carl-Zeiss-Jena-September-3-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"2","Sat",2021-09-04,"13:00","Sand",0,NA,"Bayern Munich",3,NA,664,"Adams Arena","Karoline Wacker",NA,"https://fbref.com/en/matches/9d028bdb/Sand-Bayern-Munich-September-4-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"2","Sat",2021-09-04,"16:00","Werder Bremen",0,NA,"Wolfsburg",2,NA,150,"Weserstadion Platz 11","Riem Hussein",NA,"https://fbref.com/en/matches/cc3f24c8/Werder-Bremen-Wolfsburg-September-4-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"2","Sun",2021-09-05,"13:00","Freiburg",0,NA,"Eint Frankfurt",1,NA,932,"Möslestadion","Nadine Westerhoff",NA,"https://fbref.com/en/matches/7d2a5bcb/Freiburg-Eintracht-Frankfurt-September-5-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"2","Sun",2021-09-05,"14:30","Leverkusen",1,NA,"Essen",2,NA,243,"Ulrich-Haberland-Stadion","Anna-Lena Heidenreich",NA,"https://fbref.com/en/matches/d025611d/Bayer-Leverkusen-Essen-September-5-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"2","Sun",2021-09-05,"16:00","Köln",1,NA,"Hoffenheim",2,NA,650,"Franz-Kremer-Stadion","Miriam Schwermer",NA,"https://fbref.com/en/matches/b7e3c966/Koln-Hoffenheim-September-5-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"20","Fri",2022-04-22,"19:15","Carl-Zeiss Jena",0,NA,"Bayern Munich",4,NA,252,"Ernst-Abbe-Sportfeld","Nadine Westerhoff",NA,"https://fbref.com/en/matches/9b682481/Carl-Zeiss-Jena-Bayern-Munich-April-22-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"20","Sat",2022-04-23,"14:00","Hoffenheim",1,NA,"Turbine Potsdam",2,NA,750,"Dietmar-Hopp-Stadion","Karoline Wacker",NA,"https://fbref.com/en/matches/e7cefc97/Hoffenheim-Turbine-Potsdam-April-23-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"20","Sun",2022-04-24,"13:00","Eint Frankfurt",2,NA,"Leverkusen",1,NA,1510,"Stadion am Brentanobad","Mirka Derlin",NA,"https://fbref.com/en/matches/7675c3fc/Eintracht-Frankfurt-Bayer-Leverkusen-April-24-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"20","Sun",2022-04-24,"16:00","Köln",1,NA,"Werder Bremen",1,NA,1009,"Franz-Kremer-Stadion","Annika Kost",NA,"https://fbref.com/en/matches/6f38985d/Koln-Werder-Bremen-April-24-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"20","Sun",2022-04-24,"18:00","Freiburg",7,NA,"Sand",1,NA,760,"Schwarzwald-Stadion","Fabienne Michel",NA,"https://fbref.com/en/matches/279e82ca/Freiburg-Sand-April-24-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"20","Wed",2022-05-04,"19:15","Essen",1,NA,"Wolfsburg",5,NA,942,"Stadion Essen","Kathrin Heimann",NA,"https://fbref.com/en/matches/4705829b/Essen-Wolfsburg-May-4-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"21","Fri",2022-05-06,"19:15","Leverkusen",0,NA,"Bayern Munich",3,NA,790,"Ulrich-Haberland-Stadion","Vanessa Arlt",NA,"https://fbref.com/en/matches/0d0eaf71/Bayer-Leverkusen-Bayern-Munich-May-6-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"21","Sat",2022-05-07,"14:00","Turbine Potsdam",0,NA,"Eint Frankfurt",2,NA,2586,"Karl-Liebknecht-Stadion","Angelika Söder",NA,"https://fbref.com/en/matches/15cbd9c0/Turbine-Potsdam-Eintracht-Frankfurt-May-7-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"21","Sun",2022-05-08,"13:00","Sand",1,NA,"Köln",0,NA,680,"Adams Arena","Melissa Joos",NA,"https://fbref.com/en/matches/44e53bc7/Sand-Koln-May-8-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"21","Sun",2022-05-08,"13:00","Freiburg",3,NA,"Essen",0,NA,1406,"Schwarzwald-Stadion","Laura Duske",NA,"https://fbref.com/en/matches/9271d752/Freiburg-Essen-May-8-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"21","Sun",2022-05-08,"16:00","Carl-Zeiss Jena",1,NA,"Wolfsburg",10,NA,489,"Ernst-Abbe-Sportfeld","Miriam Schwermer",NA,"https://fbref.com/en/matches/b337c381/Carl-Zeiss-Jena-Wolfsburg-May-8-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"21","Sun",2022-05-08,"16:00","Werder Bremen",0,NA,"Hoffenheim",1,NA,453,"Weserstadion Platz 11","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/8a175c5e/Werder-Bremen-Hoffenheim-May-8-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"22","Sun",2022-05-15,"14:00","Hoffenheim",3,NA,"Sand",3,NA,650,"Dietmar-Hopp-Stadion","Ines Appelmann",NA,"https://fbref.com/en/matches/dae7f887/Hoffenheim-Sand-May-15-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"22","Sun",2022-05-15,"14:00","Eint Frankfurt",4,NA,"Werder Bremen",0,NA,4520,"Stadion am Brentanobad","Sina Diekmann",NA,"https://fbref.com/en/matches/a459f282/Eintracht-Frankfurt-Werder-Bremen-May-15-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"22","Sun",2022-05-15,"14:00","Bayern Munich",5,NA,"Turbine Potsdam",0,NA,1500,"FC Bayern Campus Platz 1","Kathrin Heimann",NA,"https://fbref.com/en/matches/5207126e/Bayern-Munich-Turbine-Potsdam-May-15-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"22","Sun",2022-05-15,"14:00","Wolfsburg",7,NA,"Leverkusen",1,NA,3689,"AOK Stadion","Mirka Derlin",NA,"https://fbref.com/en/matches/1f472752/Wolfsburg-Bayer-Leverkusen-May-15-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"22","Sun",2022-05-15,"14:00","Essen",3,NA,"Carl-Zeiss Jena",0,NA,912,"Stadion Essen","Vanessa Arlt",NA,"https://fbref.com/en/matches/53a69d8b/Essen-Carl-Zeiss-Jena-May-15-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"22","Sun",2022-05-15,"14:00","Köln",0,NA,"Freiburg",0,NA,1049,"Franz-Kremer-Stadion","Nadine Westerhoff",NA,"https://fbref.com/en/matches/9b58b9a6/Koln-Freiburg-May-15-2022-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"3","Fri",2021-09-10,"19:15","Leverkusen",2,NA,"Turbine Potsdam",0,NA,222,"Ulrich-Haberland-Stadion","Melissa Joos",NA,"https://fbref.com/en/matches/8956e4c7/Bayer-Leverkusen-Turbine-Potsdam-September-10-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"3","Sat",2021-09-11,"14:00","Eint Frankfurt",4,NA,"Köln",0,NA,1020,"Stadion am Brentanobad","Naemi Breier",NA,"https://fbref.com/en/matches/1fb74f57/Eintracht-Frankfurt-Koln-September-11-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"3","Sat",2021-09-11,"19:30","Bayern Munich",4,NA,"Freiburg",0,NA,619,"FC Bayern Campus Platz 1","Laura Duske",NA,"https://fbref.com/en/matches/aa43cd1e/Bayern-Munich-Freiburg-September-11-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"3","Sun",2021-09-12,"13:00","Carl-Zeiss Jena",1,NA,"Werder Bremen",1,NA,325,"Ernst-Abbe-Sportfeld","Karoline Wacker",NA,"https://fbref.com/en/matches/555eb457/Carl-Zeiss-Jena-Werder-Bremen-September-12-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"3","Sun",2021-09-12,"13:00","Wolfsburg",4,NA,"Sand",0,NA,775,"AOK Stadion","Nadine Westerhoff",NA,"https://fbref.com/en/matches/1ffb1fbe/Wolfsburg-Sand-September-12-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"3","Sun",2021-09-12,"16:00","Essen",0,NA,"Hoffenheim",0,NA,613,"Stadion Essen","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/a3241c6b/Essen-Hoffenheim-September-12-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"4","Fri",2021-10-01,"19:15","Köln",0,NA,"Bayern Munich",6,NA,1111,"Franz-Kremer-Stadion","Sina Diekmann",NA,"https://fbref.com/en/matches/29a404f5/Koln-Bayern-Munich-October-1-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"4","Sat",2021-10-02,"13:00","Freiburg",2,NA,"Wolfsburg",2,NA,250,"Möslestadion","Karoline Wacker",NA,"https://fbref.com/en/matches/23a989a5/Freiburg-Wolfsburg-October-2-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"4","Sat",2021-10-02,"16:00","Hoffenheim",2,NA,"Eint Frankfurt",1,NA,377,"Dietmar-Hopp-Stadion","Anna-Lena Heidenreich",NA,"https://fbref.com/en/matches/399e3cec/Hoffenheim-Eintracht-Frankfurt-October-2-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"4","Sun",2021-10-03,"13:00","Sand",0,NA,"Carl-Zeiss Jena",0,NA,645,"Adams Arena","Fabienne Michel",NA,"https://fbref.com/en/matches/867b1a81/Sand-Carl-Zeiss-Jena-October-3-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"4","Sun",2021-10-03,"13:00","Turbine Potsdam",3,NA,"Essen",2,NA,1258,"Karl-Liebknecht-Stadion","Miriam Schwermer",NA,"https://fbref.com/en/matches/1b0fc591/Turbine-Potsdam-Essen-October-3-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"4","Sun",2021-10-03,"16:00","Werder Bremen",0,NA,"Leverkusen",3,NA,165,"Weserstadion Platz 11","Mirka Derlin",NA,"https://fbref.com/en/matches/ba3eb343/Werder-Bremen-Bayer-Leverkusen-October-3-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"5","Fri",2021-10-08,"19:15","Leverkusen",2,NA,"Sand",0,NA,306,"Ulrich-Haberland-Stadion","Vanessa Arlt",NA,"https://fbref.com/en/matches/a7464567/Bayer-Leverkusen-Sand-October-8-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"5","Sat",2021-10-09,"17:55","Bayern Munich",3,NA,"Hoffenheim",1,NA,1128,"FC Bayern Campus Platz 1","Riem Hussein",NA,"https://fbref.com/en/matches/f0970f18/Bayern-Munich-Hoffenheim-October-9-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"5","Sun",2021-10-10,"13:00","Turbine Potsdam",5,NA,"Werder Bremen",0,NA,1274,"Karl-Liebknecht-Stadion","Laura Duske",NA,"https://fbref.com/en/matches/1fe4d2dd/Turbine-Potsdam-Werder-Bremen-October-10-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"5","Sun",2021-10-10,"13:00","Carl-Zeiss Jena",1,NA,"Freiburg",5,NA,507,"Ernst-Abbe-Sportfeld","Annika Kost",NA,"https://fbref.com/en/matches/6065883d/Carl-Zeiss-Jena-Freiburg-October-10-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"5","Sun",2021-10-10,"16:00","Wolfsburg",3,NA,"Köln",0,NA,998,"AOK Stadion","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/707e4f68/Wolfsburg-Koln-October-10-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"5","Sun",2021-10-10,"16:00","Essen",0,NA,"Eint Frankfurt",2,NA,865,"Stadion Essen","Angelika Söder",NA,"https://fbref.com/en/matches/0307ed78/Essen-Eintracht-Frankfurt-October-10-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"6","Fri",2021-10-15,"19:15","Werder Bremen",1,NA,"Essen",0,NA,253,"Weserstadion Platz 11","Anna-Lena Heidenreich",NA,"https://fbref.com/en/matches/22e99ec0/Werder-Bremen-Essen-October-15-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"6","Sat",2021-10-16,"13:00","Freiburg",1,NA,"Leverkusen",2,NA,463,"Möslestadion","Melissa Joos",NA,"https://fbref.com/en/matches/56f8c2bf/Freiburg-Bayer-Leverkusen-October-16-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"6","Sun",2021-10-17,"13:00","Hoffenheim",2,NA,"Wolfsburg",1,NA,755,"Dietmar-Hopp-Stadion","Angelika Söder",NA,"https://fbref.com/en/matches/d5d7b3ec/Hoffenheim-Wolfsburg-October-17-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"6","Sun",2021-10-17,"13:00","Sand",0,NA,"Turbine Potsdam",1,NA,418,"Adams Arena","Katrin Rafalski",NA,"https://fbref.com/en/matches/1c709fc3/Sand-Turbine-Potsdam-October-17-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"6","Sun",2021-10-17,"16:00","Köln",2,NA,"Carl-Zeiss Jena",0,NA,444,"Franz-Kremer-Stadion","Nadine Westerhoff",NA,"https://fbref.com/en/matches/a47f69d1/Koln-Carl-Zeiss-Jena-October-17-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"6","Sun",2021-10-17,"16:00","Eint Frankfurt",3,NA,"Bayern Munich",2,NA,1700,"Stadion am Brentanobad","Fabienne Michel",NA,"https://fbref.com/en/matches/8112b251/Eintracht-Frankfurt-Bayern-Munich-October-17-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"7","Fri",2021-11-05,"19:15","Wolfsburg",3,NA,"Eint Frankfurt",2,NA,911,"AOK Stadion","Vanessa Arlt",NA,"https://fbref.com/en/matches/c9fe11a3/Wolfsburg-Eintracht-Frankfurt-November-5-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"7","Sat",2021-11-06,"13:00","Essen",1,NA,"Bayern Munich",2,NA,2368,"Stadion Essen","Mirka Derlin",NA,"https://fbref.com/en/matches/57282fc2/Essen-Bayern-Munich-November-6-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"7","Sun",2021-11-07,"13:00","Carl-Zeiss Jena",1,NA,"Hoffenheim",5,NA,315,"Ernst-Abbe-Sportfeld","Sina Diekmann",NA,"https://fbref.com/en/matches/924b7bbe/Carl-Zeiss-Jena-Hoffenheim-November-7-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"7","Sun",2021-11-07,"13:00","Werder Bremen",1,NA,"Sand",0,NA,160,"Weserstadion Platz 11","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/ca3b16ca/Werder-Bremen-Sand-November-7-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"7","Sun",2021-11-07,"16:00","Turbine Potsdam",2,NA,"Freiburg",1,NA,947,"Karl-Liebknecht-Stadion","Anke Hölscher",NA,"https://fbref.com/en/matches/21a4d55d/Turbine-Potsdam-Freiburg-November-7-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"7","Sun",2021-11-07,"16:00","Leverkusen",3,NA,"Köln",4,NA,846,"Ulrich-Haberland-Stadion","Angelika Söder",NA,"https://fbref.com/en/matches/812b2da8/Bayer-Leverkusen-Koln-November-7-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"8","Fri",2021-11-12,"19:15","Eint Frankfurt",6,NA,"Carl-Zeiss Jena",0,NA,1040,"Stadion am Brentanobad","Nadine Westerhoff",NA,"https://fbref.com/en/matches/204d9ece/Eintracht-Frankfurt-Carl-Zeiss-Jena-November-12-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"8","Sat",2021-11-13,"14:00","Bayern Munich",0,NA,"Wolfsburg",1,NA,1931,"FC Bayern Campus Platz 1","Karoline Wacker",NA,"https://fbref.com/en/matches/1e347220/Bayern-Munich-Wolfsburg-November-13-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"8","Sun",2021-11-14,"13:00","Freiburg",1,NA,"Werder Bremen",0,NA,624,"Möslestadion","Ines Appelmann",NA,"https://fbref.com/en/matches/be434540/Freiburg-Werder-Bremen-November-14-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"8","Sun",2021-11-14,"13:00","Hoffenheim",7,NA,"Leverkusen",1,NA,345,"Dietmar-Hopp-Stadion","Fabienne Michel",NA,"https://fbref.com/en/matches/5fe71762/Hoffenheim-Bayer-Leverkusen-November-14-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"8","Sun",2021-11-14,"16:00","Essen",4,NA,"Sand",1,NA,536,"Stadion Essen","Laura Duske",NA,"https://fbref.com/en/matches/6699b9fa/Essen-Sand-November-14-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"8","Sun",2021-11-14,"16:00","Köln",1,NA,"Turbine Potsdam",3,NA,1333,"Franz-Kremer-Stadion","Miriam Schwermer",NA,"https://fbref.com/en/matches/ec7202aa/Koln-Turbine-Potsdam-November-14-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"9","Fri",2021-11-19,"19:15","Werder Bremen",0,NA,"Köln",0,NA,246,"Weserstadion Platz 11","Riem Hussein",NA,"https://fbref.com/en/matches/9ef46a73/Werder-Bremen-Koln-November-19-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"9","Sat",2021-11-20,"13:00","Sand",0,NA,"Freiburg",2,NA,914,"Adams Arena","Mirka Derlin",NA,"https://fbref.com/en/matches/be60c211/Sand-Freiburg-November-20-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"9","Sun",2021-11-21,"13:00","Bayern Munich",3,NA,"Carl-Zeiss Jena",0,NA,535,"FC Bayern Campus Platz 1","Anna-Lena Heidenreich",NA,"https://fbref.com/en/matches/56bac6ff/Bayern-Munich-Carl-Zeiss-Jena-November-21-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"9","Sun",2021-11-21,"13:00","Turbine Potsdam",3,NA,"Hoffenheim",3,NA,1016,"Karl-Liebknecht-Stadion","Laura Duske",NA,"https://fbref.com/en/matches/4aa6b767/Turbine-Potsdam-Hoffenheim-November-21-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"9","Sun",2021-11-21,"18:00","Wolfsburg",5,NA,"Essen",1,NA,NA,"AOK Stadion","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/0b4879b3/Wolfsburg-Essen-November-21-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2022,NA,"9","Sun",2021-11-21,"18:00","Leverkusen",0,NA,"Eint Frankfurt",1,NA,229,"Ulrich-Haberland-Stadion","Vanessa Arlt",NA,"https://fbref.com/en/matches/93fac04c/Bayer-Leverkusen-Eintracht-Frankfurt-November-21-2021-Frauen-Bundesliga","2021-2022"
"Frauen-Bundesliga","F","GER",2026,NA,"1","Fri",2025-09-05,"18:30","Eint Frankfurt",5,3.4,"Essen",0,0.5,NA,"Stadion am Brentanobad","Davina Lutz",NA,"https://fbref.com/en/matches/0ac03876/Eintracht-Frankfurt-Essen-September-5-2025-Frauen-Bundesliga","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"1","Sat",2025-09-06,"14:00","Köln",0,0.8,"RB Leipzig",2,0.8,NA,"Franz-Kremer-Stadion","Karoline Wacker",NA,"https://fbref.com/en/matches/62254b60/Koln-RB-Leipzig-September-6-2025-Frauen-Bundesliga","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"1","Sat",2025-09-06,"17:45","Bayern Munich",2,1.4,"Leverkusen",0,0.4,NA,"Allianz Arena","Franziska Wildfeuer",NA,"https://fbref.com/en/matches/35ddae8a/Bayern-Munich-Bayer-Leverkusen-September-6-2025-Frauen-Bundesliga","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"1","Sun",2025-09-07,"14:00","Werder Bremen",1,2,"Freiburg",1,0.8,NA,"Weserstadion Platz 11","Annika Kost",NA,"https://fbref.com/en/matches/46e997f8/Werder-Bremen-Freiburg-September-7-2025-Frauen-Bundesliga","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"1","Sun",2025-09-07,"16:00","Hamburger SV",3,1.2,"Wolfsburg",3,2.1,11934,"Volksparkstadion","Angelika Söder",NA,"https://fbref.com/en/matches/2642f453/Hamburger-SV-Wolfsburg-September-7-2025-Frauen-Bundesliga","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"1","Sun",2025-09-07,"18:30","Union Berlin",1,2.8,"1. FC Nürnberg",1,0.6,NA,"Stadion An der Alten Försterei","Riem Hussein",NA,"https://fbref.com/en/matches/87e41edd/Union-Berlin-1-FC-Nurnberg-September-7-2025-Frauen-Bundesliga","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"1","Mon",2025-09-08,"18:00","Carl-Zeiss Jena",1,0.8,"Hoffenheim",4,2.8,NA,"Ernst-Abbe-Sportfeld","Lara Wolf",NA,"https://fbref.com/en/matches/9b24723d/Carl-Zeiss-Jena-Hoffenheim-September-8-2025-Frauen-Bundesliga","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"10","Fri",2025-11-07,"18:30","Bayern Munich",NA,NA,"Union Berlin",NA,NA,NA,"FC Bayern Campus Platz 1","",NA,"https://fbref.com/en/stathead/matchup/teams/51ec22be/31429172/Bayern-Munich-vs-Union-Berlin-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"10","Sat",2025-11-08,"14:00","Wolfsburg",NA,NA,"Eint Frankfurt",NA,NA,NA,"AOK Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/97b7c0e8/Wolfsburg-vs-Eintracht-Frankfurt-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"10","Sun",2025-11-09,"12:00","Carl-Zeiss Jena",NA,NA,"Essen",NA,NA,NA,"Ernst-Abbe-Sportfeld","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/becc1dd0/Carl-Zeiss-Jena-vs-Essen-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"10","Sun",2025-11-09,"14:00","Hamburger SV",NA,NA,"1. FC Nürnberg",NA,NA,NA,"Volksparkstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/623bb13e/Nurnberg-vs-Hamburger-SV-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"10","Sun",2025-11-09,"16:00","Köln",NA,NA,"Hoffenheim",NA,NA,NA,"Franz-Kremer-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/88ddc98e/87705c62/Koln-vs-Hoffenheim-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"10","Sun",2025-11-09,"18:30","Werder Bremen",NA,NA,"RB Leipzig",NA,NA,NA,"Weserstadion Platz 11","",NA,"https://fbref.com/en/stathead/matchup/teams/9224f982/7adbf480/RB-Leipzig-vs-Werder-Bremen-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"10","Mon",2025-11-10,"18:00","Freiburg",NA,NA,"Leverkusen",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/b4de690d/Leverkusen-vs-Freiburg-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"11","Fri",2025-11-21,"","Hoffenheim",NA,NA,"Bayern Munich",NA,NA,NA,"Dietmar-Hopp-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/87705c62/51ec22be/Hoffenheim-vs-Bayern-Munich-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"11","Fri",2025-11-21,"","Freiburg",NA,NA,"Carl-Zeiss Jena",NA,NA,NA,"Dreisamstadion","",NA,"https://fbref.com/en/stathead/matchup/teams/d1f3e535/b4de690d/Carl-Zeiss-Jena-vs-Freiburg-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"11","Fri",2025-11-21,"","1. FC Nürnberg",NA,NA,"Eint Frankfurt",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/b6d83168/97b7c0e8/Nurnberg-vs-Eintracht-Frankfurt-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"11","Fri",2025-11-21,"","Leverkusen",NA,NA,"Essen",NA,NA,NA,"Ulrich-Haberland-Stadion","",NA,"https://fbref.com/en/stathead/matchup/teams/c6d4860a/becc1dd0/Leverkusen-vs-Essen-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"11","Fri",2025-11-21,"","RB Leipzig",NA,NA,"Wolfsburg",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/a1393014/9224f982/Wolfsburg-vs-RB-Leipzig-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"11","Fri",2025-11-21,"","Union Berlin",NA,NA,"Hamburger SV",NA,NA,NA,"","",NA,"https://fbref.com/en/stathead/matchup/teams/623bb13e/31429172/Hamburger-SV-vs-Union-Berlin-History","2025-2026"
"Frauen-Bundesliga","F","GER",2026,NA,"11","Fri",2025-11-21,"","Werder Bremen",NA,NA,"Köln",NA,NA,NA,"Weserstadion Platz 11","",NA,"https://fbref.com/en/stathead/matchup/teams/88ddc98e/7adbf480/Koln-vs-Werder-Bremen-History","2025-2026"
