League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Att,Live_Pass_Types,Dead_Pass_Types,FK_Pass_Types,TB_Pass_Types,Sw_Pass_Types,Crs_Pass_Types,TI_Pass_Types,CK_Pass_Types,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes
Frauen-Bundesliga,2023-09-17,Frauen-Bundesliga (Matchweek 1),Essen,4-3-3,2,0.6,Annalena Rieke · 50&rsquor; Laureta Elmazi · 78&rsquor;,1,0,Eintracht Frankfurt,4-3-3,0,0.8,NA,2,0,Essen,Home,NA,990,270,209,60,9,0,1,22,26,9,0,9,0,142,1,10
Frauen-Bundesliga,2023-09-17,Frauen-Bundesliga (Matchweek 1),Essen,4-3-3,2,0.6,Annalena Rieke · 50&rsquor; Laureta Elmazi · 78&rsquor;,1,0,Eintracht Frankfurt,4-3-3,0,0.8,NA,2,0,Eintracht Frankfurt,Away,NA,990,649,590,54,9,1,0,21,28,7,6,0,0,514,5,24
Frauen-Bundesliga,2023-09-29,Frauen-Bundesliga (Matchweek 2),RB Leipzig,4-1-3-2,3,0.2,Vanessa Fudalla · 15&rsquor; Frederike Kempe · 23&rsquor; Vanessa Fudalla · 77&rsquor;,3,0,Essen,4-3-3,2,1.1,Natasha Kowalski · 6&rsquor; Ramona Maier · 90+7&rsquor;,1,0,RB Leipzig,Home,NA,990,364,307,53,10,0,1,7,28,3,3,0,0,238,4,6
Frauen-Bundesliga,2023-09-29,Frauen-Bundesliga (Matchweek 2),RB Leipzig,4-1-3-2,3,0.2,Vanessa Fudalla · 15&rsquor; Frederike Kempe · 23&rsquor; Vanessa Fudalla · 77&rsquor;,3,0,Essen,4-3-3,2,1.1,Natasha Kowalski · 6&rsquor; Ramona Maier · 90+7&rsquor;,1,0,Essen,Away,NA,990,511,448,60,12,0,4,26,32,7,3,4,0,380,3,9
Frauen-Bundesliga,2023-09-30,Frauen-Bundesliga (Matchweek 2),Bayer Leverkusen,3-4-1-2,6,3.1,Nikola Karczewska · 8&rsquor; Nikola Karczewska · 13&rsquor; Karólína Lea Vilhjálmsdóttir · 23&rsquor; Nikola Karczewska · 49&rsquor; Karólína Lea Vilhjálmsdóttir · 54&rsquor; Eva Van Deursen · 73&rsquor;,1,0,1. FC Nürnberg,3-4-1-2,0,0.2,NA,2,0,Bayer Leverkusen,Home,NA,990,521,472,47,13,0,2,26,17,11,7,0,1,433,2,13
Frauen-Bundesliga,2023-09-30,Frauen-Bundesliga (Matchweek 2),Bayer Leverkusen,3-4-1-2,6,3.1,Nikola Karczewska · 8&rsquor; Nikola Karczewska · 13&rsquor; Karólína Lea Vilhjálmsdóttir · 23&rsquor; Nikola Karczewska · 49&rsquor; Karólína Lea Vilhjálmsdóttir · 54&rsquor; Eva Van Deursen · 73&rsquor;,1,0,1. FC Nürnberg,3-4-1-2,0,0.2,NA,2,0,1. FC Nürnberg,Away,NA,990,286,233,52,16,0,0,4,20,0,0,0,0,210,1,11
Frauen-Bundesliga,2023-09-30,Frauen-Bundesliga (Matchweek 2),Werder Bremen,3-5-2,1,1.5,Michelle Ulbrich · 70&rsquor;,3,0,Hoffenheim,4-3-3,3,3.1,Melissa Kössler · 13&rsquor; Mara Alber · 74&rsquor; Jill Janssens · 90+4&rsquor;,2,0,Werder Bremen,Home,NA,990,407,341,66,9,0,1,35,35,13,6,7,0,244,0,16
Frauen-Bundesliga,2023-09-30,Frauen-Bundesliga (Matchweek 2),Werder Bremen,3-5-2,1,1.5,Michelle Ulbrich · 70&rsquor;,3,0,Hoffenheim,4-3-3,3,3.1,Melissa Kössler · 13&rsquor; Mara Alber · 74&rsquor; Jill Janssens · 90+4&rsquor;,2,0,Hoffenheim,Away,NA,990,378,309,67,15,0,0,12,34,5,2,2,0,235,2,8
Frauen-Bundesliga,2023-10-01,Frauen-Bundesliga (Matchweek 2),Eintracht Frankfurt,4-3-3,2,1.4,Laura Freigang (P) · 9&rsquor; Barbara Dunst · 46&rsquor;,0,0,Wolfsburg,4-2-3-1,4,1.8,Alexandra Popp · 28&rsquor; Lena Oberdorf · 53&rsquor; Joelle Wedemeyer · 73&rsquor; Ewa Pajor · 84&rsquor;,1,0,Eintracht Frankfurt,Home,NA,990,419,342,70,14,1,1,8,34,2,2,0,0,276,7,11
Frauen-Bundesliga,2023-10-01,Frauen-Bundesliga (Matchweek 2),Eintracht Frankfurt,4-3-3,2,1.4,Laura Freigang (P) · 9&rsquor; Barbara Dunst · 46&rsquor;,0,0,Wolfsburg,4-2-3-1,4,1.8,Alexandra Popp · 28&rsquor; Lena Oberdorf · 53&rsquor; Joelle Wedemeyer · 73&rsquor; Ewa Pajor · 84&rsquor;,1,0,Wolfsburg,Away,NA,990,479,421,57,16,0,2,17,31,2,2,0,0,341,1,9
Frauen-Bundesliga,2023-10-01,Frauen-Bundesliga (Matchweek 2),MSV Duisburg,4-3-3,2,0.3,Vanessa Furst · 37&rsquor; Antonia Halverkamps · 90+4&rsquor;,4,0,Freiburg,4-2-3-1,2,0.6,Cora Zical · 27&rsquor; Ena Mahmutovic (OG) · 73&rsquor;,0,0,MSV Duisburg,Home,NA,990,326,276,48,8,0,2,14,23,4,4,0,0,197,2,8
Frauen-Bundesliga,2023-10-01,Frauen-Bundesliga (Matchweek 2),MSV Duisburg,4-3-3,2,0.3,Vanessa Furst · 37&rsquor; Antonia Halverkamps · 90+4&rsquor;,4,0,Freiburg,4-2-3-1,2,0.6,Cora Zical · 27&rsquor; Ena Mahmutovic (OG) · 73&rsquor;,0,0,Freiburg,Away,NA,990,714,665,46,9,0,3,9,23,4,1,3,0,586,3,9
Frauen-Bundesliga,2023-10-02,Frauen-Bundesliga (Matchweek 2),Bayern Munich,4-2-3-1,2,1.6,Pernille Harder · 45&rsquor; Linda Dallmann · 57&rsquor;,1,0,Köln,4-2-3-1,0,0.3,NA,4,0,Bayern Munich,Home,NA,990,701,634,64,10,0,4,25,40,9,5,0,0,572,3,10
Frauen-Bundesliga,2023-10-02,Frauen-Bundesliga (Matchweek 2),Bayern Munich,4-2-3-1,2,1.6,Pernille Harder · 45&rsquor; Linda Dallmann · 57&rsquor;,1,0,Köln,4-2-3-1,0,0.3,NA,4,0,Köln,Away,NA,990,280,222,58,11,0,2,12,29,3,3,0,0,166,0,11
Frauen-Bundesliga,2023-10-06,Frauen-Bundesliga (Matchweek 3),Wolfsburg,4-2-3-1,1,1.5,Fenna Kalma · 12&rsquor;,0,0,1. FC Nürnberg,3-4-1-2,0,0.3,NA,2,0,Wolfsburg,Home,NA,990,602,546,55,14,0,3,30,32,7,7,0,0,466,1,21
Frauen-Bundesliga,2023-10-06,Frauen-Bundesliga (Matchweek 3),Wolfsburg,4-2-3-1,1,1.5,Fenna Kalma · 12&rsquor;,0,0,1. FC Nürnberg,3-4-1-2,0,0.3,NA,2,0,1. FC Nürnberg,Away,NA,990,327,270,56,5,0,1,5,32,1,0,0,1,202,1,14
Frauen-Bundesliga,2023-10-07,Frauen-Bundesliga (Matchweek 3),Köln,4-2-3-1,4,1.9,Sharon Beck · 29&rsquor; Martyna Wiankowska · 59&rsquor; Andrea Gavric · 69&rsquor; Martyna Wiankowska (P) · 78&rsquor;,2,0,MSV Duisburg,4-3-3,1,0.7,Yvonne Zielinski · 47&rsquor;,1,0,Köln,Home,NA,990,608,543,65,9,0,0,11,43,2,2,0,0,452,0,9
Frauen-Bundesliga,2023-10-07,Frauen-Bundesliga (Matchweek 3),Köln,4-2-3-1,4,1.9,Sharon Beck · 29&rsquor; Martyna Wiankowska · 59&rsquor; Andrea Gavric · 69&rsquor; Martyna Wiankowska (P) · 78&rsquor;,2,0,MSV Duisburg,4-3-3,1,0.7,Yvonne Zielinski · 47&rsquor;,1,0,MSV Duisburg,Away,NA,990,361,297,64,7,0,3,20,38,6,6,0,0,209,0,8
Frauen-Bundesliga,2023-10-07,Frauen-Bundesliga (Matchweek 3),Eintracht Frankfurt,4-3-3,3,3.7,Barbara Dunst · 71&rsquor; Laura Freigang (P) · 86&rsquor; Carlotta Wamser · 90+2&rsquor;,1,0,RB Leipzig,5-4-1,1,0.7,Lydia Andrade · 27&rsquor;,4,0,Eintracht Frankfurt,Home,NA,990,555,492,56,9,2,1,25,30,7,1,4,0,399,7,10
Frauen-Bundesliga,2023-10-07,Frauen-Bundesliga (Matchweek 3),Eintracht Frankfurt,4-3-3,3,3.7,Barbara Dunst · 71&rsquor; Laura Freigang (P) · 86&rsquor; Carlotta Wamser · 90+2&rsquor;,1,0,RB Leipzig,5-4-1,1,0.7,Lydia Andrade · 27&rsquor;,4,0,RB Leipzig,Away,NA,990,362,302,60,18,1,0,7,28,4,4,0,0,221,0,9
Frauen-Bundesliga,2023-10-08,Frauen-Bundesliga (Matchweek 3),Essen,4-2-3-1,0,0.2,NA,1,0,Bayern Munich,4-2-3-1,2,1.8,Pernille Harder · 13&rsquor; Lea Schüller · 24&rsquor;,4,0,Essen,Home,NA,990,355,299,55,17,1,0,5,25,1,0,1,0,255,1,13
Frauen-Bundesliga,2023-10-08,Frauen-Bundesliga (Matchweek 3),Essen,4-2-3-1,0,0.2,NA,1,0,Bayern Munich,4-2-3-1,2,1.8,Pernille Harder · 13&rsquor; Lea Schüller · 24&rsquor;,4,0,Bayern Munich,Away,NA,990,734,685,41,9,0,2,24,24,5,5,0,0,632,8,18
Frauen-Bundesliga,2023-10-08,Frauen-Bundesliga (Matchweek 3),Freiburg,4-2-3-1,2,0.6,Hanna Németh (OG) · 61&rsquor; Svenja Fölmli · 67&rsquor;,1,0,Werder Bremen,3-5-2,1,0.6,Sophie Weidauer · 25&rsquor;,3,0,Freiburg,Home,NA,990,409,343,64,14,0,2,12,30,4,2,2,0,277,2,11
Frauen-Bundesliga,2023-10-08,Frauen-Bundesliga (Matchweek 3),Freiburg,4-2-3-1,2,0.6,Hanna Németh (OG) · 61&rsquor; Svenja Fölmli · 67&rsquor;,1,0,Werder Bremen,3-5-2,1,0.6,Sophie Weidauer · 25&rsquor;,3,0,Werder Bremen,Away,NA,990,357,299,57,13,0,3,19,30,4,1,3,0,217,1,12
Frauen-Bundesliga,2023-10-09,Frauen-Bundesliga (Matchweek 3),Hoffenheim,4-3-3,2,2.3,Mara Alber · 74&rsquor; Ereleta Memeti · 78&rsquor;,1,0,Bayer Leverkusen,3-5-2,2,1.8,Karólína Lea Vilhjálmsdóttir · 34&rsquor; Kristin Kögel · 62&rsquor;,0,0,Hoffenheim,Home,NA,990,615,554,60,10,3,0,22,33,7,5,2,0,490,1,8
Frauen-Bundesliga,2023-10-09,Frauen-Bundesliga (Matchweek 3),Hoffenheim,4-3-3,2,2.3,Mara Alber · 74&rsquor; Ereleta Memeti · 78&rsquor;,1,0,Bayer Leverkusen,3-5-2,2,1.8,Karólína Lea Vilhjálmsdóttir · 34&rsquor; Kristin Kögel · 62&rsquor;,0,0,Bayer Leverkusen,Away,NA,990,341,277,63,9,1,3,12,36,3,3,0,0,221,1,12
Frauen-Bundesliga,2023-10-13,Frauen-Bundesliga (Matchweek 4),1. FC Nürnberg,3-4-1-2,0,0.2,NA,2,0,Hoffenheim,4-3-3,3,3.2,Jill Janssens · 24&rsquor; Jana Feldkamp (P) · 42&rsquor; Gia Corley · 72&rsquor;,0,0,1. FC Nürnberg,Home,NA,990,366,317,47,9,4,2,10,22,3,3,0,0,231,2,8
