League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won_Aerial_Duels,Lost_Aerial_Duels,Won_percent_Aerial_Duels
Championnat de France de Football Féminin,2023-10-22,Championnat de France de Football Féminin (Regular season),Stade de Reims,5-4-1,1,1,Rofiat Imuran · 27&rsquor;,0,0,Lyon,4-3-3,5,3.5,Alice Sombath · 20&rsquor; Eugénie Le Sommer · 43&rsquor; Melchie Dumornay · 45+1&rsquor; Lindsey Heaps · 87&rsquor; Amel Majri · 89&rsquor;,0,0,Lyon,Away,NA,990,0,0,0,13,12,0,39,10,13,0,0,0,70,10,2,83.3
Championnat de France de Football Féminin,2023-11-03,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.6,NA,1,0,Montpellier,4-2-3-1,0,1,NA,3,0,Lille,Home,NA,990,1,0,0,9,12,1,14,11,12,0,0,0,76,2,15,11.8
Championnat de France de Football Féminin,2023-11-03,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.6,NA,1,0,Montpellier,4-2-3-1,0,1,NA,3,0,Montpellier,Away,NA,990,3,0,0,12,9,4,17,10,17,0,0,0,73,15,2,88.2
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,0,1.1,NA,2,0,Stade de Reims,4-3-3,2,1.5,Mélissa Gomes · 61&rsquor; Noémie Mouchon · 90+1&rsquor;,1,0,Bordeaux,Home,NA,990,2,0,0,15,10,1,19,9,13,0,0,0,61,1,4,20
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,0,1.1,NA,2,0,Stade de Reims,4-3-3,2,1.5,Mélissa Gomes · 61&rsquor; Noémie Mouchon · 90+1&rsquor;,1,0,Stade de Reims,Away,NA,990,1,0,0,10,15,1,10,7,8,0,0,0,59,4,1,80
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,2,2.5,Batcheba Louis · 2&rsquor; Charlotte Fernandes · 71&rsquor;,3,0,Saint-Étienne,4-3-3,1,0.7,Solene Champagnac · 87&rsquor;,0,0,Fleury,Home,NA,990,3,0,0,15,15,5,14,17,13,0,0,0,75,2,6,25
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,2,2.5,Batcheba Louis · 2&rsquor; Charlotte Fernandes · 71&rsquor;,3,0,Saint-Étienne,4-3-3,1,0.7,Solene Champagnac · 87&rsquor;,0,0,Saint-Étienne,Away,NA,990,0,0,0,16,15,0,13,26,11,0,0,0,65,6,2,75
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Le Havre,4-3-3,3,1.8,Laurie Cance · 27&rsquor; Salomé Elisor · 37&rsquor; Mickaélla Cardia · 82&rsquor;,0,0,Dijon,4-3-3,3,2.2,Latifah Abdu · 60&rsquor; Léa Declercq (P) · 74&rsquor; Océane Picard · 90+2&rsquor;,0,0,Le Havre,Home,NA,990,0,0,0,12,6,0,18,22,17,0,1,0,63,2,3,40
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Le Havre,4-3-3,3,1.8,Laurie Cance · 27&rsquor; Salomé Elisor · 37&rsquor; Mickaélla Cardia · 82&rsquor;,0,0,Dijon,4-3-3,3,2.2,Latifah Abdu · 60&rsquor; Léa Declercq (P) · 74&rsquor; Océane Picard · 90+2&rsquor;,0,0,Dijon,Away,NA,990,0,0,0,7,10,2,7,14,15,1,0,0,53,3,2,60
Championnat de France de Football Féminin,2023-11-05,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,1,1.3,Julie Dufour · 29&rsquor;,0,0,Lyon,4-3-3,6,3.4,Eugénie Le Sommer · 1&rsquor; Ada Hegerberg · 38&rsquor; Eugénie Le Sommer · 40&rsquor; Ada Hegerberg · 48&rsquor; Sara Däbritz · 68&rsquor; Kadidiatou Diani · 90+1&rsquor;,1,0,Paris FC,Home,NA,990,0,0,0,8,6,2,8,13,10,0,0,0,59,4,2,66.7
Championnat de France de Football Féminin,2023-11-05,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,1,1.3,Julie Dufour · 29&rsquor;,0,0,Lyon,4-3-3,6,3.4,Eugénie Le Sommer · 1&rsquor; Ada Hegerberg · 38&rsquor; Eugénie Le Sommer · 40&rsquor; Ada Hegerberg · 48&rsquor; Sara Däbritz · 68&rsquor; Kadidiatou Diani · 90+1&rsquor;,1,0,Lyon,Away,NA,990,1,0,0,7,8,4,12,19,5,0,0,0,57,2,4,33.3
Championnat de France de Football Féminin,2023-11-10,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,3.8,Maelys Mpomé (OG) · 14&rsquor; Kadidiatou Diani · 17&rsquor; Celeste Boureille (OG) · 60&rsquor; Maëlle Lakrar (OG) · 76&rsquor; Wendie Renard · 90+5&rsquor;,0,0,Montpellier,3-4-3,0,0.6,NA,2,0,Lyon,Home,NA,990,0,0,0,11,11,0,33,23,9,0,0,0,66,7,8,46.7
Championnat de France de Football Féminin,2023-11-10,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,3.8,Maelys Mpomé (OG) · 14&rsquor; Kadidiatou Diani · 17&rsquor; Celeste Boureille (OG) · 60&rsquor; Maëlle Lakrar (OG) · 76&rsquor; Wendie Renard · 90+5&rsquor;,0,0,Montpellier,3-4-3,0,0.6,NA,2,0,Montpellier,Away,NA,990,2,0,0,11,11,1,6,17,10,0,0,3,58,8,7,53.3
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,1.4,Airine Fontaine · 50&rsquor; Léa Le Garrec · 67&rsquor;,2,0,Bordeaux,4-3-3,1,1.2,Hawa Sangare · 39&rsquor;,1,0,Fleury,Home,NA,990,2,0,0,10,11,2,23,10,16,0,0,0,59,5,4,55.6
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,1.4,Airine Fontaine · 50&rsquor; Léa Le Garrec · 67&rsquor;,2,0,Bordeaux,4-3-3,1,1.2,Hawa Sangare · 39&rsquor;,1,0,Bordeaux,Away,NA,990,1,0,0,11,10,0,13,18,15,0,0,0,42,4,5,44.4
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-3-3,0,0.3,NA,2,0,Le Havre,4-2-3-1,0,0.4,Nadjma Ali Nadjim · 70&rsquor;,1,1,Stade de Reims,Home,NA,990,2,0,0,7,11,2,4,21,18,0,0,0,76,3,2,60
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-3-3,0,0.3,NA,2,0,Le Havre,4-2-3-1,0,0.4,Nadjma Ali Nadjim · 70&rsquor;,1,1,Le Havre,Away,NA,969,1,1,0,12,7,1,7,6,17,0,0,0,72,2,3,40
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-2-2,1,0.6,Alexandria Lamontagne · 19&rsquor;,3,0,Paris FC,4-3-3,6,3,Louna Ribadeira · 14&rsquor; Clara Matéo · 35&rsquor; Louise Fleury · 44&rsquor; Louise Fleury · 67&rsquor; Louise Fleury · 70&rsquor; Julie Dufour · 86&rsquor;,3,0,Saint-Étienne,Home,NA,990,3,0,0,14,17,1,16,20,7,0,0,0,56,5,9,35.7
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-2-2,1,0.6,Alexandria Lamontagne · 19&rsquor;,3,0,Paris FC,4-3-3,6,3,Louna Ribadeira · 14&rsquor; Clara Matéo · 35&rsquor; Louise Fleury · 44&rsquor; Louise Fleury · 67&rsquor; Louise Fleury · 70&rsquor; Julie Dufour · 86&rsquor;,3,0,Paris FC,Away,NA,990,3,0,0,17,14,4,21,10,11,0,0,0,71,9,5,64.3
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,4,2.7,Emmy Jezequel · 26&rsquor; Laurie Teinturier · 30&rsquor; Laurie Teinturier · 56&rsquor; Agathe Donnary · 68&rsquor;,1,0,Lille,4-2-3-1,3,2.4,Lorena Azzaro (P) · 17&rsquor; Aurore Paprzycki · 20&rsquor; Julie Machart (P) · 73&rsquor;,1,0,Guingamp,Home,NA,990,1,0,0,7,9,2,16,25,13,0,2,0,63,5,5,50
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,4,2.7,Emmy Jezequel · 26&rsquor; Laurie Teinturier · 30&rsquor; Laurie Teinturier · 56&rsquor; Agathe Donnary · 68&rsquor;,1,0,Lille,4-2-3-1,3,2.4,Lorena Azzaro (P) · 17&rsquor; Aurore Paprzycki · 20&rsquor; Julie Machart (P) · 73&rsquor;,1,0,Lille,Away,NA,990,1,0,0,10,7,0,18,16,6,2,0,0,71,5,5,50
Championnat de France de Football Féminin,2023-11-12,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,2,0.6,Malou Rylov · 59&rsquor; Wu Chengshu · 65&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,5,3.4,Grace Geyoro · 12&rsquor; Tabitha Chawinga · 25&rsquor; Tabitha Chawinga · 47&rsquor; Tabitha Chawinga · 71&rsquor; Amalie Vangsgaard · 73&rsquor;,0,0,Dijon,Home,NA,990,1,0,0,5,6,0,5,12,26,0,0,0,69,4,4,50
Championnat de France de Football Féminin,2023-11-12,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,2,0.6,Malou Rylov · 59&rsquor; Wu Chengshu · 65&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,5,3.4,Grace Geyoro · 12&rsquor; Tabitha Chawinga · 25&rsquor; Tabitha Chawinga · 47&rsquor; Tabitha Chawinga · 71&rsquor; Amalie Vangsgaard · 73&rsquor;,0,0,Paris Saint-Germain,Away,NA,990,0,0,0,6,5,0,14,10,14,0,0,0,79,4,4,50
Championnat de France de Football Féminin,2023-11-17,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,4,Alice Sombath · 34&rsquor; Melchie Dumornay · 70&rsquor; Ada Hegerberg · 73&rsquor; Sara Däbritz · 89&rsquor;,1,0,Dijon,5-4-1,1,0.1,Maria Diaz · 25&rsquor;,1,0,Lyon,Home,NA,990,1,0,0,8,6,1,41,8,4,0,0,0,78,8,10,44.4
Championnat de France de Football Féminin,2023-11-17,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,4,Alice Sombath · 34&rsquor; Melchie Dumornay · 70&rsquor; Ada Hegerberg · 73&rsquor; Sara Däbritz · 89&rsquor;,1,0,Dijon,5-4-1,1,0.1,Maria Diaz · 25&rsquor;,1,0,Dijon,Away,NA,990,1,0,0,6,8,0,4,17,14,0,0,0,52,10,8,55.6
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Le Havre,4-2-3-1,2,2.3,Inès Benyahia (P) · 30&rsquor; Deja Davis · 44&rsquor;,2,0,Guingamp,4-4-2,0,0.2,NA,2,0,Le Havre,Home,NA,990,2,0,0,12,8,3,21,20,13,1,0,0,68,9,13,40.9
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Le Havre,4-2-3-1,2,2.3,Inès Benyahia (P) · 30&rsquor; Deja Davis · 44&rsquor;,2,0,Guingamp,4-4-2,0,0.2,NA,2,0,Guingamp,Away,NA,990,2,0,0,9,11,1,8,14,13,0,1,0,55,13,9,59.1
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Montpellier,3-4-3,2,2,Kethna Louis · 51&rsquor; Sonia Ouchene · 53&rsquor;,3,0,Stade de Reims,4-3-3,1,1.2,Rofiat Imuran · 69&rsquor;,2,0,Montpellier,Home,NA,990,3,0,0,19,17,3,27,10,15,0,0,0,72,16,9,64
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Montpellier,3-4-3,2,2,Kethna Louis · 51&rsquor; Sonia Ouchene · 53&rsquor;,3,0,Stade de Reims,4-3-3,1,1.2,Rofiat Imuran · 69&rsquor;,2,0,Stade de Reims,Away,NA,990,2,0,0,19,18,1,13,14,18,0,0,0,53,9,16,36
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,1,0.7,Jessy Roux · 2&rsquor;,0,0,Saint-Étienne,4-4-2,2,1.8,Phornetia Browne (P) · 57&rsquor; Kess Elmore · 72&rsquor;,0,0,Lille,Home,NA,990,0,0,0,8,7,2,7,18,8,0,1,0,64,3,5,37.5
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,1,0.7,Jessy Roux · 2&rsquor;,0,0,Saint-Étienne,4-4-2,2,1.8,Phornetia Browne (P) · 57&rsquor; Kess Elmore · 72&rsquor;,0,0,Saint-Étienne,Away,NA,990,0,0,0,8,8,3,15,17,16,1,0,0,61,5,3,62.5
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,2,1.7,Marie-Antoinette Katoto · 13&rsquor; Jackie Groenen · 90+7&rsquor;,3,0,Fleury,4-2-3-1,1,1.2,Ewelina Kamczyk · 40&rsquor;,1,0,Paris Saint-Germain,Home,NA,990,3,0,0,17,13,0,25,13,6,0,0,0,60,7,6,53.8
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,2,1.7,Marie-Antoinette Katoto · 13&rsquor; Jackie Groenen · 90+7&rsquor;,3,0,Fleury,4-2-3-1,1,1.2,Ewelina Kamczyk · 40&rsquor;,1,0,Fleury,Away,NA,990,1,0,0,13,16,0,10,12,21,0,0,0,57,6,7,46.2
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris FC,4-4-1-1,1,1.9,Clara Matéo · 41&rsquor;,0,0,Bordeaux,4-3-3,0,0.1,NA,0,0,Paris FC,Home,NA,990,0,0,0,7,9,2,18,12,18,0,0,0,88,10,9,52.6
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris FC,4-4-1-1,1,1.9,Clara Matéo · 41&rsquor;,0,0,Bordeaux,4-3-3,0,0.1,NA,0,0,Bordeaux,Away,NA,990,0,0,0,9,7,2,4,33,19,0,0,0,71,9,10,47.4
Championnat de France de Football Féminin,2023-11-24,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,NA,0,Ewelina Kamczyk · 8&rsquor; Dominika Grabowska · 25&rsquor;,2,0,Le Havre,4-2-3-1,0,0,Inès Benyahia · 33&rsquor; Inès Benyahia (P) · 58&rsquor;,2,0,Fleury,Home,NA,990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Championnat de France de Football Féminin,2023-11-24,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,NA,0,Ewelina Kamczyk · 8&rsquor; Dominika Grabowska · 25&rsquor;,2,0,Le Havre,4-2-3-1,0,0,Inès Benyahia · 33&rsquor; Inès Benyahia (P) · 58&rsquor;,2,0,Le Havre,Away,NA,990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,3,1.3,Abi Kim · 21&rsquor; Hawa Sangare · 62&rsquor; Abi Kim · 66&rsquor;,3,0,Lille,4-2-3-1,0,0.6,NA,1,0,Bordeaux,Home,NA,990,3,0,0,18,14,1,16,11,14,0,0,0,51,7,8,46.7
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,3,1.3,Abi Kim · 21&rsquor; Hawa Sangare · 62&rsquor; Abi Kim · 66&rsquor;,3,0,Lille,4-2-3-1,0,0.6,NA,1,0,Lille,Away,NA,990,1,0,0,15,18,0,14,12,11,0,0,0,61,8,7,53.3
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,3,2.8,Maria Diaz · 47&rsquor; Léa Declercq (P) · 51&rsquor; Klaudia Jedlińska · 58&rsquor;,3,0,Saint-Étienne,4-1-3-2,2,1.2,Kess Elmore · 30&rsquor; Cindy Caputo · 65&rsquor;,3,0,Dijon,Home,NA,990,3,0,0,8,11,4,19,18,8,1,0,0,65,4,10,28.6
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,3,2.8,Maria Diaz · 47&rsquor; Léa Declercq (P) · 51&rsquor; Klaudia Jedlińska · 58&rsquor;,3,0,Saint-Étienne,4-1-3-2,2,1.2,Kess Elmore · 30&rsquor; Cindy Caputo · 65&rsquor;,3,0,Saint-Étienne,Away,NA,990,3,0,0,11,8,1,18,20,13,0,1,0,56,10,4,71.4
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,0.8,Rachel Corboz (P) · 8&rsquor;,2,0,Paris FC,4-2-3-1,1,2.3,Margaux Le Mouël · 75&rsquor;,2,0,Stade de Reims,Home,NA,990,2,0,0,13,15,1,5,23,14,1,0,0,73,5,5,50
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,0.8,Rachel Corboz (P) · 8&rsquor;,2,0,Paris FC,4-2-3-1,1,2.3,Margaux Le Mouël · 75&rsquor;,2,0,Paris FC,Away,NA,990,2,0,0,15,12,1,40,12,15,0,1,0,84,5,5,50
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,4,4.1,Marie-Antoinette Katoto · 2&rsquor; Grace Geyoro · 42&rsquor; Amalie Vangsgaard · 65&rsquor; Tabitha Chawinga · 90+3&rsquor;,1,0,Montpellier,4-2-3-1,1,2.4,Faustine Robert (P) · 27&rsquor;,0,0,Paris Saint-Germain,Home,NA,990,1,0,0,9,12,3,20,12,7,1,1,0,58,4,4,50
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,4,4.1,Marie-Antoinette Katoto · 2&rsquor; Grace Geyoro · 42&rsquor; Amalie Vangsgaard · 65&rsquor; Tabitha Chawinga · 90+3&rsquor;,1,0,Montpellier,4-2-3-1,1,2.4,Faustine Robert (P) · 27&rsquor;,0,0,Montpellier,Away,NA,990,0,0,0,12,8,1,17,16,17,0,1,0,69,4,4,50
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Guingamp,5-4-1,1,0.1,Sarah Cambot · 45+1&rsquor;,1,0,Lyon,4-3-3,5,4,Lindsey Heaps · 4&rsquor; Emmy Jezequel (OG) · 15&rsquor; Daniëlle van de Donk · 29&rsquor; Ada Hegerberg · 71&rsquor; Ada Hegerberg · 90+5&rsquor;,1,0,Guingamp,Home,NA,990,1,0,0,7,9,1,3,14,5,0,0,1,43,11,20,35.5
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Guingamp,5-4-1,1,0.1,Sarah Cambot · 45+1&rsquor;,1,0,Lyon,4-3-3,5,4,Lindsey Heaps · 4&rsquor; Emmy Jezequel (OG) · 15&rsquor; Daniëlle van de Donk · 29&rsquor; Ada Hegerberg · 71&rsquor; Ada Hegerberg · 90+5&rsquor;,1,0,Lyon,Away,NA,990,1,0,0,12,7,2,51,15,3,0,0,0,67,20,11,64.5
Championnat de France de Football Féminin,2023-12-08,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,4,Wendie Renard · 17&rsquor; Ada Hegerberg (P) · 28&rsquor; Damaris Egurrola · 57&rsquor; Griedge Mbock Bathy · 59&rsquor; Amel Majri · 90+2&rsquor;,1,0,Lille,5-4-1,0,0,NA,0,0,Lyon,Home,NA,990,1,0,0,8,10,5,39,12,17,1,0,0,81,9,3,75
Championnat de France de Football Féminin,2023-12-08,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,4,Wendie Renard · 17&rsquor; Ada Hegerberg (P) · 28&rsquor; Damaris Egurrola · 57&rsquor; Griedge Mbock Bathy · 59&rsquor; Amel Majri · 90+2&rsquor;,1,0,Lille,5-4-1,0,0,NA,0,0,Lille,Away,NA,990,0,0,0,10,7,0,2,9,18,0,1,0,58,3,9,25
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-1-4-1,2,1.4,Solene Champagnac · 33&rsquor; Cindy Caputo · 61&rsquor;,1,0,Guingamp,4-4-2,1,0.7,Laurie Teinturier · 57&rsquor;,2,0,Saint-Étienne,Home,NA,990,1,0,0,9,12,1,17,9,11,0,0,0,58,5,1,83.3
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-1-4-1,2,1.4,Solene Champagnac · 33&rsquor; Cindy Caputo · 61&rsquor;,1,0,Guingamp,4-4-2,1,0.7,Laurie Teinturier · 57&rsquor;,2,0,Guingamp,Away,NA,990,2,0,0,13,8,3,21,8,9,0,0,0,55,1,5,16.7
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,0.9,Nérilia Mondésir · 62&rsquor;,3,0,Paris FC,4-2-3-1,4,3.5,Gaëtane Thiney · 12&rsquor; Daphne Corboz · 24&rsquor; Mathilde Bourdieu · 41&rsquor; Louna Ribadeira · 87&rsquor;,1,0,Montpellier,Home,NA,990,3,0,0,14,6,1,24,15,12,0,0,0,58,5,1,83.3
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,0.9,Nérilia Mondésir · 62&rsquor;,3,0,Paris FC,4-2-3-1,4,3.5,Gaëtane Thiney · 12&rsquor; Daphne Corboz · 24&rsquor; Mathilde Bourdieu · 41&rsquor; Louna Ribadeira · 87&rsquor;,1,0,Paris FC,Away,NA,990,1,0,0,8,14,3,10,10,14,0,0,0,54,1,5,16.7
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,2,2.4,Mélissa Gomes (P) · 61&rsquor; Noémie Mouchon · 67&rsquor;,0,0,Fleury,3-4-1-2,0,1.6,NA,3,0,Stade de Reims,Home,NA,990,0,0,0,7,13,2,13,17,13,1,0,0,45,5,4,55.6
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,2,2.4,Mélissa Gomes (P) · 61&rsquor; Noémie Mouchon · 67&rsquor;,0,0,Fleury,3-4-1-2,0,1.6,NA,3,0,Fleury,Away,NA,990,3,0,0,13,7,1,26,7,24,0,1,0,65,4,5,44.4
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,1,1.7,Océane Picard · 90+4&rsquor;,1,0,Bordeaux,4-3-3,0,0.7,Maëlle Seguin · 66&rsquor;,0,1,Dijon,Home,NA,990,1,0,0,7,7,4,26,10,13,0,0,0,82,9,14,39.1
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,1,1.7,Océane Picard · 90+4&rsquor;,1,0,Bordeaux,4-3-3,0,0.7,Maëlle Seguin · 66&rsquor;,0,1,Bordeaux,Away,NA,965,0,1,0,8,7,1,11,8,15,0,0,0,70,14,9,60.9
Championnat de France de Football Féminin,2023-12-10,Championnat de France de Football Féminin (Regular season),Le Havre,4-4-1-1,1,0.5,Inès Benyahia · 19&rsquor;,2,0,Paris Saint-Germain,4-2-3-1,1,1.4,Grace Geyoro · 90+5&rsquor;,1,0,Le Havre,Home,NA,990,2,0,0,11,13,1,4,22,15,0,0,0,55,16,17,48.5
Championnat de France de Football Féminin,2023-12-10,Championnat de France de Football Féminin (Regular season),Le Havre,4-4-1-1,1,0.5,Inès Benyahia · 19&rsquor;,2,0,Paris Saint-Germain,4-2-3-1,1,1.4,Grace Geyoro · 90+5&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,1,0,0,14,11,1,30,14,10,0,0,0,66,17,16,51.5
Championnat de France de Football Féminin,2023-12-15,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,2,2.1,Lea Khelifi · 13&rsquor; Faustine Robert · 75&rsquor;,2,0,Le Havre,4-1-4-1,1,2,Salomé Elisor · 72&rsquor;,0,0,Montpellier,Home,NA,990,2,0,0,17,11,2,14,17,17,0,0,0,73,10,3,76.9
Championnat de France de Football Féminin,2023-12-15,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,2,2.1,Lea Khelifi · 13&rsquor; Faustine Robert · 75&rsquor;,2,0,Le Havre,4-1-4-1,1,2,Salomé Elisor · 72&rsquor;,0,0,Le Havre,Away,NA,990,0,0,0,12,14,0,13,7,13,0,0,0,63,3,10,23.1
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Fleury,5-3-2,1,0.2,Ewelina Kamczyk · 32&rsquor;,1,0,Lyon,4-3-3,3,2.7,Damaris Egurrola · 43&rsquor; Ada Hegerberg · 47&rsquor; Lindsey Heaps · 80&rsquor;,0,0,Fleury,Home,NA,990,1,0,0,7,5,1,3,17,13,0,0,0,57,5,13,27.8
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Fleury,5-3-2,1,0.2,Ewelina Kamczyk · 32&rsquor;,1,0,Lyon,4-3-3,3,2.7,Damaris Egurrola · 43&rsquor; Ada Hegerberg · 47&rsquor; Lindsey Heaps · 80&rsquor;,0,0,Lyon,Away,NA,990,0,0,0,5,7,0,40,7,11,0,0,0,69,13,5,72.2
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,1,1,Sarah Cambot · 46&rsquor;,2,0,Dijon,4-2-3-1,1,0.5,Emmy Jezequel (OG) · 43&rsquor;,2,0,Guingamp,Home,NA,990,2,0,0,12,12,2,15,8,9,0,0,1,50,5,6,45.5
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,1,1,Sarah Cambot · 46&rsquor;,2,0,Dijon,4-2-3-1,1,0.5,Emmy Jezequel (OG) · 43&rsquor;,2,0,Dijon,Away,NA,990,2,0,0,13,12,4,20,16,8,0,0,0,52,6,5,54.5
Championnat de France de Football Féminin,2023-12-16,Championnat de France de Football Féminin (Regular season),Lille,3-4-3,2,1.3,Maïté Boucly · 63&rsquor; Julie Machart (P) · 86&rsquor;,3,0,Stade de Reims,4-2-3-1,5,4.6,Rachel Corboz · 33&rsquor; Noémie Mouchon · 56&rsquor; Blessing Demehin · 62&rsquor; Rofiat Imuran · 79&rsquor; Shana Chossenotte · 90+3&rsquor;,1,0,Lille,Home,NA,990,3,0,0,14,11,1,16,14,8,1,1,0,50,0,4,0
