League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,KP,Final_Third,PPA,CrsPA,PrgP
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),RB Leipzig,4-1-2-1-2,0,0.9,NA,0,0,Wolfsburg,4-3-3,2,1.7,Ewa Pajor · 38&rsquor; Vivien Endemann · 79&rsquor;,0,0,RB Leipzig,Home,NA,990,258,398,64.8,4716,2260,105,147,71.4,123,160,76.9,28,75,37.3,0,0.7,0.5,5,17,2,0,23
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),RB Leipzig,4-1-2-1-2,0,0.9,NA,0,0,Wolfsburg,4-3-3,2,1.7,Ewa Pajor · 38&rsquor; Vivien Endemann · 79&rsquor;,0,0,Wolfsburg,Away,NA,990,442,612,72.2,7709,3259,204,259,78.8,187,231,81,45,81,55.6,2,1.4,0.4,7,25,7,1,40
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),Bayer Leverkusen,4-2-3-1,3,0.9,Nikola Karczewska · 32&rsquor; Kristin Kögel · 45+1&rsquor; Karólína Lea Vilhjálmsdóttir · 60&rsquor;,2,0,Freiburg,4-2-3-1,0,0.7,NA,1,0,Bayer Leverkusen,Home,NA,990,351,482,72.8,7039,2626,116,149,77.9,181,225,80.4,51,84,60.7,2,0.7,1.1,5,24,7,0,41
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),Bayer Leverkusen,4-2-3-1,3,0.9,Nikola Karczewska · 32&rsquor; Kristin Kögel · 45+1&rsquor; Karólína Lea Vilhjálmsdóttir · 60&rsquor;,2,0,Freiburg,4-2-3-1,0,0.7,NA,1,0,Freiburg,Away,NA,990,394,529,74.5,6749,2431,160,201,79.6,197,237,83.1,26,61,42.6,0,0.4,0.5,4,16,5,1,30
Frauen-Bundesliga,2023-10-16,Frauen-Bundesliga (Matchweek 4),MSV Duisburg,5-4-1,0,0.4,NA,2,0,Essen,4-3-3,1,1.2,Annalena Rieke · 40&rsquor;,0,0,MSV Duisburg,Home,NA,990,218,352,61.9,4520,2312,72,93,77.4,111,168,66.1,34,80,42.5,0,0.1,0.2,4,17,3,0,27
Frauen-Bundesliga,2023-10-16,Frauen-Bundesliga (Matchweek 4),MSV Duisburg,5-4-1,0,0.4,NA,2,0,Essen,4-3-3,1,1.2,Annalena Rieke · 40&rsquor;,0,0,Essen,Away,NA,990,455,574,79.3,8648,3147,140,171,81.9,261,296,88.2,40,81,49.4,1,1.1,1,10,29,9,3,41
Frauen-Bundesliga,2023-10-20,Frauen-Bundesliga (Matchweek 5),Köln,4-2-3-1,0,0.3,NA,1,0,Bayer Leverkusen,4-2-3-1,1,1.4,Janou Levels · 36&rsquor;,1,0,Köln,Home,NA,990,333,471,70.7,6102,2506,125,173,72.3,171,209,81.8,31,63,49.2,0,0.2,0.4,5,22,3,1,29
Frauen-Bundesliga,2023-10-20,Frauen-Bundesliga (Matchweek 5),Köln,4-2-3-1,0,0.3,NA,1,0,Bayer Leverkusen,4-2-3-1,1,1.4,Janou Levels · 36&rsquor;,1,0,Bayer Leverkusen,Away,NA,990,329,465,70.8,6144,2268,139,171,81.3,140,185,75.7,44,84,52.4,1,0.8,0.4,11,14,9,2,32
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,0,2.4,NA,0,0,1. FC Nürnberg,3-4-3,2,1.9,Nadja Burkard · 6&rsquor; Weronika Kaczor · 90+4&rsquor;,5,0,Freiburg,Home,NA,990,388,550,70.5,7197,2804,154,199,77.4,160,207,77.3,57,109,52.3,0,1.5,1.4,21,40,16,6,55
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,0,2.4,NA,0,0,1. FC Nürnberg,3-4-3,2,1.9,Nadja Burkard · 6&rsquor; Weronika Kaczor · 90+4&rsquor;,5,0,1. FC Nürnberg,Away,NA,990,165,306,53.9,3106,1692,71,107,66.4,73,105,69.5,18,76,23.7,0,1,0.5,5,13,3,1,15
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Essen,4-3-3,1,1.1,Ramona Maier · 90&rsquor;,1,0,Werder Bremen,5-3-2,1,0.4,Lina Hausicke · 55&rsquor;,4,0,Essen,Home,NA,990,293,444,66,5499,2231,92,121,76,141,192,73.4,42,88,47.7,0,0.2,0.3,6,22,3,1,32
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Essen,4-3-3,1,1.1,Ramona Maier · 90&rsquor;,1,0,Werder Bremen,5-3-2,1,0.4,Lina Hausicke · 55&rsquor;,4,0,Werder Bremen,Away,NA,990,302,431,70.1,5732,2773,104,138,75.4,161,196,82.1,31,70,44.3,1,0.4,0.2,2,19,2,1,23
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Wolfsburg,4-2-3-1,2,2.5,Dominique Janssen (P) · 55&rsquor; Alexandra Popp · 89&rsquor;,2,0,Hoffenheim,4-3-3,2,0.9,Ereleta Memeti · 18&rsquor; Dominique Janssen (OG) · 45+1&rsquor;,2,0,Wolfsburg,Home,NA,990,374,517,72.3,7284,3361,131,171,76.6,194,245,79.2,48,82,58.5,1,1.1,2,19,36,8,3,43
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Wolfsburg,4-2-3-1,2,2.5,Dominique Janssen (P) · 55&rsquor; Alexandra Popp · 89&rsquor;,2,0,Hoffenheim,4-3-3,2,0.9,Ereleta Memeti · 18&rsquor; Dominique Janssen (OG) · 45+1&rsquor;,2,0,Hoffenheim,Away,NA,990,255,403,63.3,4654,2212,113,147,76.9,105,150,70,32,85,37.6,1,0.9,0.8,5,22,2,0,31
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Eintracht Frankfurt,4-3-3,5,4.6,Sara Doorsoun · 5&rsquor; Lara Prašnikar · 28&rsquor; Laura Freigang · 40&rsquor; Barbara Dunst · 42&rsquor; Laura Freigang (P) · 64&rsquor;,1,0,MSV Duisburg,4-3-3,1,1.5,Meret Günster (P) · 90+2&rsquor;,1,0,Eintracht Frankfurt,Home,NA,990,417,516,80.8,8449,3757,141,172,82,213,249,85.5,60,82,73.2,3,3.4,3.3,13,37,13,3,54
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Eintracht Frankfurt,4-3-3,5,4.6,Sara Doorsoun · 5&rsquor; Lara Prašnikar · 28&rsquor; Laura Freigang · 40&rsquor; Barbara Dunst · 42&rsquor; Laura Freigang (P) · 64&rsquor;,1,0,MSV Duisburg,4-3-3,1,1.5,Meret Günster (P) · 90+2&rsquor;,1,0,MSV Duisburg,Away,NA,990,286,399,71.7,5949,2515,90,111,81.1,144,184,78.3,49,83,59,0,0.6,0.4,7,19,2,1,29
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),RB Leipzig,4-1-2-1-2,0,0.4,NA,1,0,Bayern Munich,4-2-3-1,3,2.7,Giulia Gwinn · 8&rsquor; Jovana Damnjanović · 14&rsquor; Jovana Damnjanović · 42&rsquor;,1,0,RB Leipzig,Home,NA,990,225,353,63.7,4025,2012,91,131,69.5,116,149,77.9,16,57,28.1,0,0.3,0.4,2,10,2,0,17
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),RB Leipzig,4-1-2-1-2,0,0.4,NA,1,0,Bayern Munich,4-2-3-1,3,2.7,Giulia Gwinn · 8&rsquor; Jovana Damnjanović · 14&rsquor; Jovana Damnjanović · 42&rsquor;,1,0,Bayern Munich,Away,NA,990,540,662,81.6,12340,4351,118,142,83.1,313,359,87.2,108,145,74.5,2,2.1,1.8,11,56,12,3,60
Frauen-Bundesliga,2023-11-03,Frauen-Bundesliga (Matchweek 6),MSV Duisburg,4-2-3-1,1,0.7,Antonia Halverkamps · 90+1&rsquor;,2,0,RB Leipzig,4-3-1-2,1,0.7,Lydia Andrade · 9&rsquor;,2,0,MSV Duisburg,Home,NA,990,361,508,71.1,7384,2193,106,142,74.6,195,232,84.1,55,104,52.9,0,0.4,0.5,8,26,6,4,25
Frauen-Bundesliga,2023-11-03,Frauen-Bundesliga (Matchweek 6),MSV Duisburg,4-2-3-1,1,0.7,Antonia Halverkamps · 90+1&rsquor;,2,0,RB Leipzig,4-3-1-2,1,0.7,Lydia Andrade · 9&rsquor;,2,0,RB Leipzig,Away,NA,990,328,461,71.1,6609,3072,97,133,72.9,189,238,79.4,41,72,56.9,0,0.5,0.6,7,23,3,1,37
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Hoffenheim,4-3-3,2,1.4,Nicole Billa · 60&rsquor; Ereleta Memeti · 90+3&rsquor;,0,0,Freiburg,4-2-3-1,3,1.2,Svenja Fölmli · 14&rsquor; Hasret Kayikci · 47&rsquor; Cora Zical · 82&rsquor;,2,0,Hoffenheim,Home,NA,990,443,582,76.1,8601,3655,151,195,77.4,243,278,87.4,43,84,51.2,2,0.7,0.8,9,42,5,2,55
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Hoffenheim,4-3-3,2,1.4,Nicole Billa · 60&rsquor; Ereleta Memeti · 90+3&rsquor;,0,0,Freiburg,4-2-3-1,3,1.2,Svenja Fölmli · 14&rsquor; Hasret Kayikci · 47&rsquor; Cora Zical · 82&rsquor;,2,0,Freiburg,Away,NA,990,285,434,65.7,5468,2785,108,142,76.1,137,183,74.9,34,79,43,2,1,0.9,9,35,9,2,38
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Bayer Leverkusen,4-2-3-1,0,0.5,NA,1,0,Essen,4-3-3,0,1.2,NA,2,0,Bayer Leverkusen,Home,NA,990,365,504,72.4,6039,2667,164,210,78.1,157,182,86.3,30,62,48.4,0,0.5,0.5,5,20,4,0,28
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Bayer Leverkusen,4-2-3-1,0,0.5,NA,1,0,Essen,4-3-3,0,1.2,NA,2,0,Essen,Away,NA,990,214,348,61.5,4273,2090,69,97,71.1,106,141,75.2,33,86,38.4,0,0.4,0.7,6,23,7,4,22
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),Bayern Munich,4-2-3-1,2,2.1,Linda Dallmann · 29&rsquor; Klara Bühl · 37&rsquor;,2,0,Wolfsburg,4-2-3-1,1,0.6,Lena Oberdorf · 63&rsquor;,6,0,Bayern Munich,Home,NA,990,269,394,68.3,5569,2656,82,110,74.5,151,181,83.4,36,91,39.6,1,0.6,0.6,8,28,5,1,28
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),Bayern Munich,4-2-3-1,2,2.1,Linda Dallmann · 29&rsquor; Klara Bühl · 37&rsquor;,2,0,Wolfsburg,4-2-3-1,1,0.6,Lena Oberdorf · 63&rsquor;,6,0,Wolfsburg,Away,NA,990,284,424,67,5308,2607,110,142,77.5,120,160,75,44,89,49.4,1,0.4,0.5,4,23,4,1,29
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),1. FC Nürnberg,3-4-1-2,1,0.4,Vanessa Haim · 81&rsquor;,1,0,Köln,4-2-3-1,3,2.8,Dóra Zeller · 5&rsquor; Marleen Schimmer · 67&rsquor; Sharon Beck · 72&rsquor;,1,0,1. FC Nürnberg,Home,NA,990,297,409,72.6,5869,2689,100,130,76.9,164,195,84.1,32,80,40,1,0.2,0.4,3,20,4,0,23
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),1. FC Nürnberg,3-4-1-2,1,0.4,Vanessa Haim · 81&rsquor;,1,0,Köln,4-2-3-1,3,2.8,Dóra Zeller · 5&rsquor; Marleen Schimmer · 67&rsquor; Sharon Beck · 72&rsquor;,1,0,Köln,Away,NA,990,286,413,69.2,5479,2431,119,153,77.8,128,165,77.6,36,69,52.2,3,2,0.8,15,28,9,3,41
Frauen-Bundesliga,2023-11-06,Frauen-Bundesliga (Matchweek 6),Werder Bremen,5-3-2,0,0.2,NA,4,0,Eintracht Frankfurt,4-1-3-2,1,1.6,Nicole Anyomi · 26&rsquor;,0,0,Werder Bremen,Home,NA,990,265,375,70.7,5406,2264,95,123,77.2,110,138,79.7,51,90,56.7,0,0.2,0.2,3,14,0,0,21
Frauen-Bundesliga,2023-11-06,Frauen-Bundesliga (Matchweek 6),Werder Bremen,5-3-2,0,0.2,NA,4,0,Eintracht Frankfurt,4-1-3-2,1,1.6,Nicole Anyomi · 26&rsquor;,0,0,Eintracht Frankfurt,Away,NA,990,430,552,77.9,8114,3240,170,206,82.5,210,251,83.7,46,78,59,0,1.1,1.5,11,23,9,1,46
Frauen-Bundesliga,2023-11-10,Frauen-Bundesliga (Matchweek 7),Eintracht Frankfurt,4-3-1-2,2,0.8,Nicole Anyomi · 19&rsquor; Nicole Anyomi · 66&rsquor;,1,0,Bayer Leverkusen,4-2-3-1,2,1,Synne Hansen · 17&rsquor; Estrella Gonzalez · 88&rsquor;,2,0,Eintracht Frankfurt,Home,NA,990,410,535,76.6,7936,2998,146,178,82,217,265,81.9,43,75,57.3,1,0.7,0.6,8,36,11,2,52
Frauen-Bundesliga,2023-11-10,Frauen-Bundesliga (Matchweek 7),Eintracht Frankfurt,4-3-1-2,2,0.8,Nicole Anyomi · 19&rsquor; Nicole Anyomi · 66&rsquor;,1,0,Bayer Leverkusen,4-2-3-1,2,1,Synne Hansen · 17&rsquor; Estrella Gonzalez · 88&rsquor;,2,0,Bayer Leverkusen,Away,NA,990,275,394,69.8,4829,2071,134,160,83.8,99,141,70.2,36,70,51.4,2,1,1,7,17,2,1,26
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),RB Leipzig,3-4-1-2,0,0.4,NA,3,0,Werder Bremen,5-3-2,5,2.5,Saskia Matheis · 2&rsquor; Sophie Weidauer · 31&rsquor; Nina Lührßen · 40&rsquor; Sophie Weidauer · 81&rsquor; Sophie Weidauer · 86&rsquor;,0,0,RB Leipzig,Home,NA,990,226,367,61.6,4338,2102,77,116,66.4,114,150,76,31,76,40.8,0,0.3,0.5,6,20,2,0,26
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),RB Leipzig,3-4-1-2,0,0.4,NA,3,0,Werder Bremen,5-3-2,5,2.5,Saskia Matheis · 2&rsquor; Sophie Weidauer · 31&rsquor; Nina Lührßen · 40&rsquor; Sophie Weidauer · 81&rsquor; Sophie Weidauer · 86&rsquor;,0,0,Werder Bremen,Away,NA,990,311,453,68.7,6401,2730,108,151,71.5,151,189,79.9,51,92,55.4,3,2.2,0.8,6,23,2,1,24
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),Essen,4-2-3-1,5,2.8,Laureta Elmazi · 5&rsquor; Laureta Elmazi · 9&rsquor; Natasha Kowalski (P) · 28&rsquor; Natasha Kowalski · 36&rsquor; Ramona Maier · 64&rsquor;,4,0,1. FC Nürnberg,3-4-1-2,0,0.2,NA,3,0,Essen,Home,NA,990,369,473,78,6839,2643,150,174,86.2,165,195,84.6,43,76,56.6,3,1.4,1.7,19,23,17,7,48
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),Essen,4-2-3-1,5,2.8,Laureta Elmazi · 5&rsquor; Laureta Elmazi · 9&rsquor; Natasha Kowalski (P) · 28&rsquor; Natasha Kowalski · 36&rsquor; Ramona Maier · 64&rsquor;,4,0,1. FC Nürnberg,3-4-1-2,0,0.2,NA,3,0,1. FC Nürnberg,Away,NA,990,298,408,73,5326,2127,111,132,84.1,157,185,84.9,25,67,37.3,0,0.1,0.1,2,15,2,0,20
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Wolfsburg,4-2-3-1,4,3.4,Ewa Pajor · 36&rsquor; Vivien Endemann · 39&rsquor; Ewa Pajor · 50&rsquor; Lena Lattwein · 60&rsquor;,0,0,Freiburg,4-2-3-1,0,0.3,NA,2,0,Wolfsburg,Home,NA,990,415,555,74.8,7355,3263,189,215,87.9,178,229,77.7,40,75,53.3,4,2.8,2.1,20,34,12,7,57
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Wolfsburg,4-2-3-1,4,3.4,Ewa Pajor · 36&rsquor; Vivien Endemann · 39&rsquor; Ewa Pajor · 50&rsquor; Lena Lattwein · 60&rsquor;,0,0,Freiburg,4-2-3-1,0,0.3,NA,2,0,Freiburg,Away,NA,990,197,334,59,3679,1926,84,117,71.8,84,121,69.4,25,73,34.2,0,0.3,0.2,5,15,4,1,24
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Bayern Munich,4-2-3-1,2,4.2,Jovana Damnjanović · 8&rsquor; Georgia Stanway (P) · 72&rsquor;,0,0,MSV Duisburg,5-4-1,0,0,NA,2,0,Bayern Munich,Home,NA,990,691,796,86.8,12405,3747,284,314,90.4,346,379,91.3,52,75,69.3,1,2.7,2.2,12,71,13,2,95
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Bayern Munich,4-2-3-1,2,4.2,Jovana Damnjanović · 8&rsquor; Georgia Stanway (P) · 72&rsquor;,0,0,MSV Duisburg,5-4-1,0,0,NA,2,0,MSV Duisburg,Away,NA,990,178,284,62.7,3315,1383,75,95,78.9,75,103,72.8,25,69,36.2,0,0,0,1,4,0,0,7
Frauen-Bundesliga,2023-11-13,Frauen-Bundesliga (Matchweek 7),Köln,4-2-3-1,1,0.6,Dóra Zeller · 13&rsquor;,0,0,Hoffenheim,4-3-3,2,1,Mara Alber · 1&rsquor; Gia Corley · 62&rsquor;,1,0,Köln,Home,NA,990,226,345,65.5,5133,2438,47,80,58.8,131,175,74.9,48,80,60,0,0.5,0.6,9,18,9,4,27
Frauen-Bundesliga,2023-11-13,Frauen-Bundesliga (Matchweek 7),Köln,4-2-3-1,1,0.6,Dóra Zeller · 13&rsquor;,0,0,Hoffenheim,4-3-3,2,1,Mara Alber · 1&rsquor; Gia Corley · 62&rsquor;,1,0,Hoffenheim,Away,NA,990,435,548,79.4,7969,2856,177,206,85.9,208,242,86,44,77,57.1,1,0.9,1.1,12,33,8,3,40
Frauen-Bundesliga,2023-11-17,Frauen-Bundesliga (Matchweek 8),Hoffenheim,4-2-3-1,0,1.2,NA,1,0,Essen,4-3-3,3,1,Marta Cazalla (OG) · 13&rsquor; Laureta Elmazi · 14&rsquor; Ramona Maier · 87&rsquor;,1,0,Hoffenheim,Home,NA,990,605,724,83.6,10750,3639,222,248,89.5,349,385,90.6,27,62,43.5,0,0.6,0.5,4,32,3,0,56
Frauen-Bundesliga,2023-11-17,Frauen-Bundesliga (Matchweek 8),Hoffenheim,4-2-3-1,0,1.2,NA,1,0,Essen,4-3-3,3,1,Marta Cazalla (OG) · 13&rsquor; Laureta Elmazi · 14&rsquor; Ramona Maier · 87&rsquor;,1,0,Essen,Away,NA,990,217,320,67.8,4613,2168,69,87,79.3,106,139,76.3,42,85,49.4,2,0.9,1,11,17,5,3,28
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),1. FC Nürnberg,3-4-1-2,0,0.6,NA,3,0,Eintracht Frankfurt,4-3-1-2,2,2.1,Laura Freigang · 23&rsquor; Lara Prašnikar · 67&rsquor;,2,0,1. FC Nürnberg,Home,NA,990,195,323,60.4,3209,1537,95,124,76.6,77,114,67.5,15,55,27.3,0,0.3,0.2,5,10,3,0,16
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),1. FC Nürnberg,3-4-1-2,0,0.6,NA,3,0,Eintracht Frankfurt,4-3-1-2,2,2.1,Laura Freigang · 23&rsquor; Lara Prašnikar · 67&rsquor;,2,0,Eintracht Frankfurt,Away,NA,990,395,526,75.1,6962,3032,194,214,90.7,150,194,77.3,45,90,50,2,2,1.2,18,38,11,3,45
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),Wolfsburg,4-2-3-1,2,1.8,Fenna Kalma · 7&rsquor; Ewa Pajor · 40&rsquor;,1,0,MSV Duisburg,5-4-1,0,0.1,NA,1,0,Wolfsburg,Home,NA,990,656,788,83.2,12369,4230,244,285,85.6,350,405,86.4,61,85,71.8,2,1.4,1.8,15,64,12,6,78
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),Wolfsburg,4-2-3-1,2,1.8,Fenna Kalma · 7&rsquor; Ewa Pajor · 40&rsquor;,1,0,MSV Duisburg,5-4-1,0,0.1,NA,1,0,MSV Duisburg,Away,NA,990,162,285,56.8,3595,1875,50,72,69.4,76,110,69.1,34,96,35.4,0,0.1,0.1,1,8,1,1,4
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Bayer Leverkusen,3-4-3,1,0.8,Verena Wieder · 90+3&rsquor;,1,0,RB Leipzig,4-4-2,1,0.9,Vanessa Fudalla · 78&rsquor;,2,0,Bayer Leverkusen,Home,NA,990,419,589,71.1,8218,2798,145,187,77.5,192,240,80,67,121,55.4,1,0.7,0.8,9,25,2,0,41
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Bayer Leverkusen,3-4-3,1,0.8,Verena Wieder · 90+3&rsquor;,1,0,RB Leipzig,4-4-2,1,0.9,Vanessa Fudalla · 78&rsquor;,2,0,RB Leipzig,Away,NA,990,169,317,53.3,2837,1614,77,106,72.6,63,106,59.4,18,74,24.3,1,0.9,1.1,7,20,1,0,24
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Werder Bremen,5-3-2,0,0.1,NA,4,0,Bayern Munich,4-2-3-1,2,1.1,Magdalena Eriksson · 2&rsquor; Katharina Naschenweng · 24&rsquor;,2,0,Werder Bremen,Home,NA,990,259,383,67.6,5342,1913,77,108,71.3,143,181,79,36,79,45.6,0,0,0.3,1,14,2,1,20
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Werder Bremen,5-3-2,0,0.1,NA,4,0,Bayern Munich,4-2-3-1,2,1.1,Magdalena Eriksson · 2&rsquor; Katharina Naschenweng · 24&rsquor;,2,0,Bayern Munich,Away,NA,990,396,506,78.3,7376,3119,160,184,87,193,234,82.5,42,73,57.5,1,0.9,0.8,5,35,0,0,45
Frauen-Bundesliga,2023-11-20,Frauen-Bundesliga (Matchweek 8),Freiburg,4-2-3-1,3,1.7,Marie Müller (P) · 34&rsquor; Hasret Kayikci · 39&rsquor; Giovanna Hoffmann · 83&rsquor;,0,0,Köln,4-2-3-1,3,1.7,Martyna Wiankowska (P) · 45+2&rsquor; Meike Meßmer · 72&rsquor; Adriana Achcińska · 76&rsquor;,3,0,Freiburg,Home,NA,990,355,509,69.7,6171,2644,147,190,77.4,171,212,80.7,28,69,40.6,1,0.5,0.7,10,26,5,1,39
Frauen-Bundesliga,2023-11-20,Frauen-Bundesliga (Matchweek 8),Freiburg,4-2-3-1,3,1.7,Marie Müller (P) · 34&rsquor; Hasret Kayikci · 39&rsquor; Giovanna Hoffmann · 83&rsquor;,0,0,Köln,4-2-3-1,3,1.7,Martyna Wiankowska (P) · 45+2&rsquor; Meike Meßmer · 72&rsquor; Adriana Achcińska · 76&rsquor;,3,0,Köln,Away,NA,990,273,393,69.5,5117,2396,117,144,81.3,117,156,75,34,74,45.9,1,0.9,0.9,10,15,5,2,32
Frauen-Bundesliga,2023-12-08,Frauen-Bundesliga (Matchweek 9),RB Leipzig,4-4-2,0,1,NA,2,0,1. FC Nürnberg,3-5-2,0,1.3,NA,4,0,RB Leipzig,Home,NA,990,219,369,59.3,4338,2150,72,107,67.3,112,155,72.3,30,87,34.5,0,0.3,0.4,5,19,3,0,20
Frauen-Bundesliga,2023-12-08,Frauen-Bundesliga (Matchweek 9),RB Leipzig,4-4-2,0,1,NA,2,0,1. FC Nürnberg,3-5-2,0,1.3,NA,4,0,1. FC Nürnberg,Away,NA,990,205,333,61.6,3966,1916,74,106,69.8,105,145,72.4,24,76,31.6,0,0.8,0.7,5,14,2,2,25
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Essen,4-2-3-1,0,1.3,NA,1,0,Freiburg,4-2-3-1,1,1.6,Lisa Kolb · 30&rsquor;,4,0,Essen,Home,NA,990,274,405,67.7,6113,2832,68,99,68.7,145,185,78.4,60,105,57.1,0,1.1,1.3,9,33,8,4,42
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Essen,4-2-3-1,0,1.3,NA,1,0,Freiburg,4-2-3-1,1,1.6,Lisa Kolb · 30&rsquor;,4,0,Freiburg,Away,NA,990,328,458,71.6,5620,2665,146,181,80.7,149,181,82.3,23,58,39.7,1,1.5,0.8,6,20,3,2,23
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Köln,4-2-3-1,1,1.9,Anna Gerhardt · 25&rsquor;,0,0,Wolfsburg,4-2-3-1,4,1.7,Svenja Huth · 21&rsquor; Dominique Janssen (P) · 45+3&rsquor; Vivien Endemann · 53&rsquor; Joelle Wedemeyer · 85&rsquor;,1,0,Köln,Home,NA,990,195,324,60.2,3778,2052,85,123,69.1,81,113,71.7,28,74,37.8,1,0.5,0.6,7,15,1,1,10
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Köln,4-2-3-1,1,1.9,Anna Gerhardt · 25&rsquor;,0,0,Wolfsburg,4-2-3-1,4,1.7,Svenja Huth · 21&rsquor; Dominique Janssen (P) · 45+3&rsquor; Vivien Endemann · 53&rsquor; Joelle Wedemeyer · 85&rsquor;,1,0,Wolfsburg,Away,NA,990,467,593,78.8,8059,3070,199,227,87.7,185,226,81.9,52,86,60.5,2,0.3,0.4,4,29,5,1,40
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),Eintracht Frankfurt,4-3-1-2,3,2.7,Lara Prašnikar · 41&rsquor; Nicole Anyomi · 48&rsquor; Shekiera Martinez · 90+1&rsquor;,2,0,Hoffenheim,4-3-3,1,1,Julia Hickelsberger-Füller · 4&rsquor;,0,0,Eintracht Frankfurt,Home,NA,990,465,585,79.5,7900,3278,203,229,88.6,225,256,87.9,30,65,46.2,2,2,1,18,36,12,1,59
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),Eintracht Frankfurt,4-3-1-2,3,2.7,Lara Prašnikar · 41&rsquor; Nicole Anyomi · 48&rsquor; Shekiera Martinez · 90+1&rsquor;,2,0,Hoffenheim,4-3-3,1,1,Julia Hickelsberger-Füller · 4&rsquor;,0,0,Hoffenheim,Away,NA,990,265,386,68.7,5441,2620,94,121,77.7,128,167,76.6,42,75,56,1,1,0.3,3,17,1,0,22
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),MSV Duisburg,4-2-3-1,0,0.9,Paula Flach · 55&rsquor;,3,1,Werder Bremen,5-3-2,2,1.6,Maja Sternad · 34&rsquor; Sophie Weidauer · 83&rsquor;,2,0,MSV Duisburg,Home,NA,954,186,317,58.7,3613,1707,80,114,70.2,69,98,70.4,33,79,41.8,0,0.4,0.2,2,10,1,1,8
