"Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","PlayerURL","LeagueName","LeagueURL","StatType"
"2022-2023","Wolfsburg","Frauen-Bundesliga","Pauline Bremer","GER","FW,MF","26",3.1,5,15,11,73.3,4.86,3.56,0.27,0.36,12.4,0,1,1,2.7,1.9,0.13,2.3,2.1,"https://fbref.com/en/players/ef20b0e8/Pauline-Bremer","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Wolfsburg","Frauen-Bundesliga","Sara Agrež","SVN","DF","21",2.8,0,2,1,50,0.72,0.36,0,0,7.3,0,0,0,0.4,0.4,0.21,-0.4,-0.4,"https://fbref.com/en/players/f4321ccd/Sara-Agrez","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Wolfsburg","Frauen-Bundesliga","Lisa Weiß","GER","GK","34",1.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/8699d87d/Lisa-Weiss","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Wolfsburg","Frauen-Bundesliga","Pia-Sophie Wolter","GER","DF,FW","24",2.1,0,2,1,50,0.95,0.48,0,0,12.1,0,0,0,0.3,0.3,0.16,-0.3,-0.3,"https://fbref.com/en/players/8ddc3ad5/Pia-Sophie-Wolter","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Wolfsburg","Frauen-Bundesliga","Sandra Starke","GER","MF","29",0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/60c22595/Sandra-Starke","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Wolfsburg","Frauen-Bundesliga","Tessa Blumenberg","GER","MF","17",0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/e7ce33e7/Tessa-Blumenberg","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Stina Johannes","GER","GK","22",22,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/d8f1def3/Stina-Johannes","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Sjoeke Nüsken","GER","DF,MF","21",21.8,2,26,8,30.8,1.19,0.37,0.08,0.25,13.3,0,0,0,1.8,1.8,0.07,0.2,0.2,"https://fbref.com/en/players/0050cd30/Sjoeke-Nusken","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Sophia Kleinherne","GER","DF","22",21.3,1,5,2,40,0.23,0.09,0.2,0.5,19.5,0,0,0,0.4,0.4,0.07,0.6,0.6,"https://fbref.com/en/players/843822a5/Sophia-Kleinherne","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Lara Prašnikar","SVN","FW","23",19.9,14,66,36,54.5,3.32,1.81,0.21,0.39,14.2,7,0,0,9.5,9.5,0.14,4.5,4.5,"https://fbref.com/en/players/08a0adb8/Lara-Prasnikar","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Barbara Dunst","AUT","MF","24",19.1,1,32,13,40.6,1.67,0.68,0.03,0.08,26,1,0,0,1.4,1.4,0.04,-0.4,-0.4,"https://fbref.com/en/players/ef22977e/Barbara-Dunst","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Sara Doorsoun","GER","DF","30",19.9,1,7,1,14.3,0.35,0.05,0.14,1,26.6,0,0,0,0.3,0.3,0.04,0.7,0.7,"https://fbref.com/en/players/cdb82d35/Sara-Doorsoun","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Tanja Pawollek","POL","MF","23",19.2,3,24,6,25,1.25,0.31,0.13,0.5,18.7,1,0,0,1.9,1.9,0.08,1.1,1.1,"https://fbref.com/en/players/7737e984/Tanja-Pawollek","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Verena Aschauer","AUT","DF","28",19,0,27,8,29.6,1.42,0.42,0,0,26.6,1,0,0,0.8,0.8,0.03,-0.8,-0.8,"https://fbref.com/en/players/81bc6c20/Verena-Aschauer","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Géraldine Reuteler","SUI","MF,FW","23",17,6,32,15,46.9,1.88,0.88,0.19,0.4,15.8,0,0,0,4.8,4.8,0.16,1.2,1.2,"https://fbref.com/en/players/f64daf84/Geraldine-Reuteler","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Laura Freigang","GER","MF,FW","24",17.6,10,52,17,32.7,2.95,0.96,0.15,0.47,14.9,3,2,3,10.4,8,0.15,-0.4,0,"https://fbref.com/en/players/8898987d/Laura-Freigang","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Nicole Anyomi","GER","FW","22",13.5,8,31,19,61.3,2.29,1.41,0.26,0.42,13.6,0,0,0,4.6,4.6,0.15,3.4,3.4,"https://fbref.com/en/players/83b0b998/Nicole-Anyomi","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Laura Feiersinger","AUT","MF","29",11.5,1,12,5,41.7,1.04,0.43,0.08,0.2,16.8,0,0,0,1.5,1.5,0.12,-0.5,-0.5,"https://fbref.com/en/players/1b4b3721/Laura-Feiersinger","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Camilla Küver","GER","DF","19",4.9,1,3,3,100,0.62,0.62,0.33,0.33,8.4,0,0,0,0.3,0.3,0.11,0.7,0.7,"https://fbref.com/en/players/63b899d4/Camilla-Kuver","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Shekiera Martinez","GER","FW","21",5.4,5,14,6,42.9,2.59,1.11,0.36,0.83,14.8,0,0,0,2.1,2.1,0.15,2.9,2.9,"https://fbref.com/en/players/7fe47b81/Shekiera-Martinez","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Anna Aehling","GER","DF","21",2.2,0,2,1,50,0.9,0.45,0,0,7.3,0,0,0,0.3,0.3,0.14,-0.3,-0.3,"https://fbref.com/en/players/55d88268/Anna-Aehling","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Letícia Santos","BRA","DF","27",1.2,0,4,3,75,3.4,2.55,0,0,18.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,"https://fbref.com/en/players/c07cd3bc/Leticia-Santos","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Carlotta Wamser","GER","FW,MF","18",3.8,2,14,6,42.9,3.66,1.57,0.14,0.33,17.1,0,0,0,1.4,1.4,0.1,0.6,0.6,"https://fbref.com/en/players/e2b70fe7/Carlotta-Wamser","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Leonie Köster","GER","MF,FW","21",1.4,0,9,0,0,6.53,0,0,NA,17.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,"https://fbref.com/en/players/2fdab516/Leonie-Koster","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Virginia Kirchberger","AUT","DF,MF","29",0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/efa5ca44/Virginia-Kirchberger","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Dilara Acikgöz","GER","DF","18",0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/1ce96186/Dilara-Acikgoz","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Ilayda Acikgöz","GER","MF,FW","18",0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/2de08078/Ilayda-Acikgoz","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Jonna Brengel","GER","FW","17",0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ada7b4f0/Jonna-Brengel","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Eintracht Frankfurt","Frauen-Bundesliga","Janina Hechler","GER","DF","23",0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b841b93e/Janina-Hechler","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Katharina Naschenweng","AUT","DF","24",21,6,23,12,52.2,1.1,0.57,0.26,0.5,19.7,4,0,0,1.7,1.7,0.07,4.3,4.3,"https://fbref.com/en/players/ea029c1b/Katharina-Naschenweng","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Ereleta Memeti","KVX","FW","23",19.3,8,41,16,39,2.12,0.83,0.2,0.5,16.3,0,0,0,5.3,5.3,0.13,2.7,2.7,"https://fbref.com/en/players/d782c918/Ereleta-Memeti","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Chantal Hagel","GER","MF,DF","24",19.1,3,38,15,39.5,1.99,0.78,0.05,0.13,21.7,0,1,1,4.6,3.8,0.1,-1.6,-1.8,"https://fbref.com/en/players/1c2bbcc4/Chantal-Hagel","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Sarai Linder","GER","DF","22",18.2,0,8,2,25,0.44,0.11,0,0,19,0,0,0,0.7,0.7,0.09,-0.7,-0.7,"https://fbref.com/en/players/bedec045/Sarai-Linder","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Martina Tufeković","CRO","GK","28",18,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b78aef8b/Martina-Tufekovic","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Jana Feldkamp","GER","DF","24",16.2,3,8,3,37.5,0.5,0.19,0.25,0.67,17.5,2,1,1,2.1,1.3,0.16,0.9,0.7,"https://fbref.com/en/players/11bb564b/Jana-Feldkamp","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Fabienne Dongus","GER","MF","28",16.1,1,20,2,10,1.24,0.12,0.05,0.5,19.2,0,0,0,1.2,1.2,0.06,-0.2,-0.2,"https://fbref.com/en/players/b8e9a9d3/Fabienne-Dongus","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Luana Bühler","SUI","DF","26",15.7,0,10,2,20,0.64,0.13,0,0,11.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8,"https://fbref.com/en/players/c539c765/Luana-Buhler","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Franziska Harsch","GER","MF","25",15.3,0,18,3,16.7,1.18,0.2,0,0,18.5,0,0,0,1,1,0.06,-1,-1,"https://fbref.com/en/players/d69ff348/Franziska-Harsch","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Nicole Billa","AUT","FW","26",11.9,7,34,15,44.1,2.85,1.26,0.21,0.47,15.1,2,0,1,5.9,5.1,0.15,1.1,1.9,"https://fbref.com/en/players/f8d26c9a/Nicole-Billa","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Gia Corley","GER","MF,FW","20",12.8,5,21,12,57.1,1.64,0.94,0.24,0.42,13.4,0,0,0,3.7,3.7,0.18,1.3,1.3,"https://fbref.com/en/players/0ae418c9/Gia-Corley","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Melissa Kössler","GER","FW","22",12.2,9,43,17,39.5,3.53,1.39,0.21,0.53,15.3,0,0,0,5.1,5.1,0.12,3.9,3.9,"https://fbref.com/en/players/b1a198c6/Melissa-Kossler","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Paulina Krumbiegel","GER","FW,DF","21",10.6,4,14,7,50,1.32,0.66,0.29,0.57,21.7,0,0,0,1.5,1.5,0.11,2.5,2.5,"https://fbref.com/en/players/a2101f03/Paulina-Krumbiegel","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Julia Hickelsberger-Füller","AUT","FW","22",9.5,6,22,13,59.1,2.31,1.37,0.27,0.46,11.1,0,0,0,5.1,5.1,0.23,0.9,0.9,"https://fbref.com/en/players/4e76a319/Julia-Hickelsberger-Fuller","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Michaela Specht","GER","DF","25",7.2,0,1,1,100,0.14,0.14,0,0,33.1,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/06a0b963/Michaela-Specht","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Isabella Hartig","GER","MF","24",6,0,10,2,20,1.67,0.33,0,0,16.5,0,0,0,0.7,0.7,0.07,-0.7,-0.7,"https://fbref.com/en/players/9e30ae90/Isabella-Hartig","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Laura Dick","GER","GK","19",4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/2d43333a/Laura-Dick","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Tine De Caigny","BEL","MF,FW","25",4.3,1,10,3,30,2.34,0.7,0.1,0.33,12.4,0,0,0,0.7,0.7,0.07,0.3,0.3,"https://fbref.com/en/players/cf531f9d/Tine-De-Caigny","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Mara Alber","GER","FW,MF","16",1.6,0,6,3,50,3.67,1.84,0,0,16.5,0,0,0,0.8,0.8,0.16,-0.8,-0.8,"https://fbref.com/en/players/bd7d8d1b/Mara-Alber","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Vanessa Leimenstoll","GER","FW,DF","21",1.5,1,7,3,42.9,4.7,2.01,0.14,0.33,13.3,0,0,0,0.7,0.7,0.1,0.3,0.3,"https://fbref.com/en/players/81b66ed2/Vanessa-Leimenstoll","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Vanessa Diehm","GER","MF","18",0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ff6f5249/Vanessa-Diehm","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Linette Hofmann","GER","DF","17",0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/d2634d08/Linette-Hofmann","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Petra Kocsán","HUN","MF","24",0.1,0,1,1,100,6.92,6.92,0,0,14,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/00ecedc1/Petra-Kocsan","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Hoffenheim","Frauen-Bundesliga","Lisann Kaut","GER","DF","21",0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/e118e53b/Lisann-Kaut","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Elisa Senß","GER","MF","24",21.4,1,26,6,23.1,1.21,0.28,0.04,0.17,25.9,2,0,0,1,1,0.04,0,0,"https://fbref.com/en/players/30bfca52/Elisa-Senss","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Jill Baijings","NED","MF,FW","21",21.3,7,50,19,38,2.35,0.89,0.12,0.32,21.1,5,1,2,5.4,3.8,0.08,1.6,2.2,"https://fbref.com/en/players/d91ac8d5/Jill-Baijings","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Friederike Abt","GER","GK","28",19,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/7c51bea4/Friederike-Abt","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Lilla Turányi","HUN","DF","23",19,1,5,1,20,0.26,0.05,0.2,1,14.2,0,0,0,0.6,0.6,0.13,0.4,0.4,"https://fbref.com/en/players/747aebe4/Lilla-Turanyi","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Lara Marti","SUI","DF,FW","22",17.1,1,7,2,28.6,0.41,0.12,0.14,0.5,23.7,0,0,0,0.3,0.3,0.04,0.7,0.7,"https://fbref.com/en/players/e22dd915/Lara-Marti","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Kristin Kögel","GER","FW,MF","22",15.7,4,29,9,31,1.85,0.57,0.14,0.44,17,0,0,1,3.7,2.9,0.1,0.3,1.1,"https://fbref.com/en/players/24460a6a/Kristin-Kogel","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Amira Arfaoui","SUI","FW","22",14.8,4,19,9,47.4,1.29,0.61,0.16,0.33,17.5,0,1,1,4.5,3.8,0.2,-0.5,-0.8,"https://fbref.com/en/players/43b64ff1/Amira-Arfaoui","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Melissa Friedrich","GER","DF","25",15.5,0,6,0,0,0.39,0,0,NA,8.4,0,0,0,0.6,0.6,0.1,-0.6,-0.6,"https://fbref.com/en/players/551733b0/Melissa-Friedrich","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Selina Ostermeier","GER","DF","23",14.3,1,6,2,33.3,0.42,0.14,0.17,0.5,20.7,0,0,0,0.6,0.6,0.1,0.4,0.4,"https://fbref.com/en/players/9f140482/Selina-Ostermeier","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Sylwia Matysik","POL","DF","25",9.7,0,4,0,0,0.41,0,0,NA,22.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/b2d4690f/Sylwia-Matysik","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Juliane Wirtz","GER","DF,FW","20",11.1,1,13,2,15.4,1.17,0.18,0.08,0.5,16.9,0,0,0,1.7,1.7,0.13,-0.7,-0.7,"https://fbref.com/en/players/f9482141/Juliane-Wirtz","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Caroline Siems","GER","DF,FW","23",8.1,3,7,5,71.4,0.86,0.62,0.43,0.6,18.6,0,0,0,0.7,0.7,0.1,2.3,2.3,"https://fbref.com/en/players/aa747108/Caroline-Siems","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Ivana Fuso","BRA","FW,MF","21",8.1,1,8,6,75,0.99,0.74,0.13,0.17,15.9,0,0,0,1.1,1.1,0.14,-0.1,-0.1,"https://fbref.com/en/players/d2d4b1f4/Ivana-Fuso","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Lisanne Gräwe","GER","MF","20",7.4,0,11,7,63.6,1.48,0.94,0,0,30.8,0,0,0,0.4,0.4,0.03,-0.4,-0.4,"https://fbref.com/en/players/2e902693/Lisanne-Grawe","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Sofie Zdebel","GER","MF","17",6.1,0,7,3,42.9,1.16,0.5,0,0,23.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5,"https://fbref.com/en/players/d081f844/Sofie-Zdebel","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
"2022-2023","Bayer Leverkusen","Frauen-Bundesliga","Dina Blagojević","SRB","MF","25",5.6,0,4,0,0,0.71,0,0,NA,17.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/174a8658/Dina-Blagojevic","2022 2023 Frauen Bundesliga","https://fbref.com/en/comps/183/2022-2023/2022-2023-Frauen-Bundesliga-Stats","shooting"
