"Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","PlayerURL","LeagueName","LeagueURL","StatType"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Julia Landenberger","GER","DF,MF","19",16.7,0,5,0,0,0.3,0,0,NA,18.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,"https://fbref.com/en/players/2ff444b6/Julia-Landenberger","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Sandra Starke","GER","MF,FW","30",17.2,2,25,7,28,1.45,0.41,0.08,0.29,19.6,0,0,0,2.1,2.1,0.08,-0.1,-0.1,"https://fbref.com/en/players/60c22595/Sandra-Starke","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Lydia Andrade","SUI","MF,FW","24",14.6,4,22,6,27.3,1.51,0.41,0.18,0.67,17.5,0,0,0,3.2,3.2,0.14,0.8,0.8,"https://fbref.com/en/players/221e533d/Lydia-Andrade","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Julia Pollak","GER","DF","21",13.4,0,1,0,0,0.07,0,0,NA,10.8,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/c639a95f/Julia-Pollak","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Frederike Kempe","GER","DF","26",13.4,2,10,3,30,0.74,0.22,0.2,0.67,22.5,0,0,0,0.5,0.5,0.05,1.5,1.5,"https://fbref.com/en/players/81bf271f/Frederike-Kempe","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Luca Maria Graf","GER","MF","24",13.8,0,6,2,33.3,0.44,0.15,0,0,24,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/571efbd6/Luca-Maria-Graf","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Mimmi Larsson","SWE","FW,MF","29",9.6,3,20,10,50,2.07,1.04,0.15,0.3,15,0,0,0,2.6,2.6,0.13,0.4,0.4,"https://fbref.com/en/players/eef59345/Mimmi-Larsson","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Nina Räcke","GER","DF","21",7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/d0d2c2f8/Nina-Racke","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Barbara Brecht","GER","FW,MF","24",6.6,1,9,3,33.3,1.36,0.45,0.11,0.33,24.7,1,0,0,0.3,0.3,0.04,0.7,0.7,"https://fbref.com/en/players/293cdd62/Barbara-Brecht","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Josefine Schaller","GER","DF,FW","20",5.2,0,6,3,50,1.15,0.57,0,0,22.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4,"https://fbref.com/en/players/6f513fe1/Josefine-Schaller","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Michela Croatto","AUT","DF","21",5.8,0,1,0,0,0.17,0,0,NA,34.4,0,0,0,0,0,0.01,0,0,"https://fbref.com/en/players/94fc952e/Michela-Croatto","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Lara Marti","SUI","DF","23",4.5,0,2,1,50,0.45,0.22,0,0,30.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/e22dd915/Lara-Marti","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Korina Lara Janež","SVN","MF","19",4.2,0,4,0,0,0.94,0,0,NA,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/6acbeec8/Korina-Lara-Janez","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Gianna Rackow","GER","FW,MF","22",4.2,0,7,1,14.3,1.65,0.24,0,0,18.5,0,0,0,1,1,0.14,-1,-1,"https://fbref.com/en/players/92c90078/Gianna-Rackow","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Kyra Spitzner","GER","FW,MF","18",2.4,0,1,0,0,0.42,0,0,NA,10.3,0,0,0,0.2,0.2,0.2,-0.2,-0.2,"https://fbref.com/en/players/fb0d8904/Kyra-Spitzner","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Mia Werner","GER","FW,DF","17",1.1,0,1,0,0,0.89,0,0,NA,23.6,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/16d3a946/Mia-Werner","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Fatma Sakar","TUR","DF","24",1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/3191b9fe/Fatma-Sakar","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","RB Leipzig","Frauen-Bundesliga","Julia Magerl","AUT","DF,MF","20",0.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/87be9b9d/Julia-Magerl","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Janina Minge","GER","DF,MF","24",21.9,3,37,9,24.3,1.69,0.41,0.08,0.33,15.9,0,0,0,3.1,3.1,0.09,-0.1,-0.1,"https://fbref.com/en/players/7c63ff02/Janina-Minge","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Annabel Schasching","AUT","MF","21",20.8,1,19,3,15.8,0.91,0.14,0.05,0.33,22.1,1,0,0,1.3,1.3,0.07,-0.3,-0.3,"https://fbref.com/en/players/021718ce/Annabel-Schasching","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Samantha Steuerwald","GER","MF,DF","24",20.5,1,21,5,23.8,1.02,0.24,0.05,0.2,14.9,0,0,0,1.8,1.8,0.09,-0.8,-0.8,"https://fbref.com/en/players/444e3ae7/Samantha-Steuerwald","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Hasret Kayikci","GER","MF","31",19.1,3,40,8,20,2.1,0.42,0.08,0.38,22,10,0,0,3.9,3.9,0.1,-0.9,-0.9,"https://fbref.com/en/players/b5fa0c44/Hasret-Kayikci","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Lisa Karl","GER","DF","26",15.5,1,5,1,20,0.32,0.06,0.2,1,12.5,0,0,0,0.6,0.6,0.13,0.4,0.4,"https://fbref.com/en/players/3ed2f636/Lisa-Karl","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Judith Steinert","GER","DF,FW","27",15.5,0,13,2,15.4,0.84,0.13,0,0,19.4,0,0,0,0.6,0.6,0.04,-0.6,-0.6,"https://fbref.com/en/players/b34e600e/Judith-Steinert","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Alicia-Sophie Gudorf","GER","FW,DF","22",15.1,0,11,2,18.2,0.73,0.13,0,0,19.5,0,0,0,1.2,1.2,0.11,-1.2,-1.2,"https://fbref.com/en/players/73d01e09/Alicia-Sophie-Gudorf","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Rafaela Borggräfe","GER","GK","23",13.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/1e3345f7/Rafaela-Borggrafe","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Cora Zical","GER","FW",NA,12.8,3,21,8,38.1,1.64,0.63,0.14,0.38,17.6,0,0,0,2.3,2.3,0.11,0.7,0.7,"https://fbref.com/en/players/7b88d1f0/Cora-Zical","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Eileen Campbell","AUT","FW","22",10.7,3,24,11,45.8,2.24,1.03,0.13,0.27,14.3,0,0,0,4,4,0.17,-1,-1,"https://fbref.com/en/players/f36f682e/Eileen-Campbell","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Annie Karich","USA","DF,MF","19",10.8,0,1,0,0,0.09,0,0,NA,28.9,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/ec7edd51/Annie-Karich","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Marie Müller","GER","DF,FW","23",10.2,1,17,3,17.6,1.67,0.3,0,0,29.3,0,1,1,1.2,0.5,0.03,-0.2,-0.5,"https://fbref.com/en/players/5650c52c/Marie-Muller","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Lisa Kolb","AUT","FW","22",8.5,2,13,5,38.5,1.53,0.59,0.15,0.4,16.7,0,0,0,2.1,2.1,0.16,-0.1,-0.1,"https://fbref.com/en/players/1adffcd6/Lisa-Kolb","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Alina Axtmann","GER","DF","18",8,0,3,0,0,0.38,0,0,NA,18,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/f6c00ab8/Alina-Axtmann","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Giovanna Hoffmann","GER","FW","24",8.7,1,13,3,23.1,1.5,0.35,0.08,0.33,16.6,0,0,0,1.1,1.1,0.09,-0.1,-0.1,"https://fbref.com/en/players/e81f194d/Giovanna-Hoffmann","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Greta Stegemann","GER","DF","22",6.5,0,1,0,0,0.15,0,0,NA,53,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/45c1817c/Greta-Stegemann","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Selina Vobian","GER","FW,MF","20",7.4,0,14,5,35.7,1.9,0.68,0,0,21.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,"https://fbref.com/en/players/71f80447/Selina-Vobian","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Julia Kassen","GER","GK","21",5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b4bb0de8/Julia-Kassen","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Svenja Fölmli","SUI","FW","20",4.4,3,9,7,77.8,2.06,1.6,0.33,0.43,14.9,0,0,0,1.2,1.2,0.14,1.8,1.8,"https://fbref.com/en/players/cbb37685/Svenja-Folmli","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Gabrielle Lambert","CAN","GK","29",3.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/c7439fdc/Gabrielle-Lambert","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Milla Punsar","FIN","FW","26",2.2,0,6,1,16.7,2.78,0.46,0,0,8.7,0,0,0,1,1,0.17,-1,-1,"https://fbref.com/en/players/4f1c58ac/Milla-Punsar","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Leela Egli","SUI","FW","16",1.5,2,5,4,80,3.38,2.71,0.4,0.5,17.7,0,0,0,1.5,1.5,0.3,0.5,0.5,"https://fbref.com/en/players/d798a561/Leela-Egli","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Maj Schneider","GER","MF","15",0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/08794339/Maj-Schneider","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Luisa Wensing","GER","DF","30",0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/43ac3f26/Luisa-Wensing","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Freiburg","Frauen-Bundesliga","Chiara Loos","GER","DF","26",0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/e880235f/Chiara-Loos","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Anna Gerhardt","GER","DF","25",20.3,2,6,4,66.7,0.3,0.2,0.33,0.5,13.9,0,0,0,1.1,1.1,0.18,0.9,0.9,"https://fbref.com/en/players/f3794764/Anna-Gerhardt","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Laura Vogt","GER","MF","22",19.3,0,12,2,16.7,0.62,0.1,0,0,20.4,0,0,0,0.8,0.8,0.07,-0.8,-0.8,"https://fbref.com/en/players/99c4eb1a/Laura-Vogt","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Martyna Wiankowska","POL","DF,FW","26",19.1,4,19,4,21.1,0.99,0.21,0.05,0.25,24.1,3,3,3,3.5,1.1,0.06,0.5,-0.1,"https://fbref.com/en/players/83188bdb/Martyna-Wiankowska","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Janina Hechler","GER","DF","24",17.3,0,4,2,50,0.23,0.12,0,0,22.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,"https://fbref.com/en/players/b841b93e/Janina-Hechler","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Dóra Zeller","HUN","FW,MF","28",16.3,2,37,9,24.3,2.27,0.55,0.05,0.22,18,0,0,0,3.4,3.4,0.09,-1.4,-1.4,"https://fbref.com/en/players/dc9f690e/Dora-Zeller","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Celina Degen","AUT","DF,MF","22",16.9,1,17,4,23.5,1.01,0.24,0.06,0.25,15.3,0,0,0,2.3,2.3,0.13,-1.3,-1.3,"https://fbref.com/en/players/eb75cca6/Celina-Degen","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Sharon Beck","ISR","MF","28",14.7,3,31,8,25.8,2.12,0.55,0.1,0.38,16.3,1,0,0,2.6,2.6,0.08,0.4,0.4,"https://fbref.com/en/players/c03890e3/Sharon-Beck","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Marleen Schimmer","GER","FW","22",13.9,3,40,21,52.5,2.88,1.51,0.05,0.1,21.9,0,1,1,3.5,2.7,0.07,-0.5,-0.7,"https://fbref.com/en/players/be36d20c/Marleen-Schimmer","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Jasmin Pal","AUT","GK","26",13.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/9e0a6794/Jasmin-Pal","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Sara Agrež","SVN","DF","22",9.8,0,2,1,50,0.2,0.1,0,0,11.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,"https://fbref.com/en/players/f4321ccd/Sara-Agrez","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Carlotta Wamser","GER","FW","19",9.3,1,10,7,70,1.08,0.75,0.1,0.14,9.3,0,0,0,1.7,1.7,0.17,-0.7,-0.7,"https://fbref.com/en/players/e2b70fe7/Carlotta-Wamser","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Natalia Padilla-Bidas","POL","FW","20",9.9,2,18,8,44.4,1.81,0.81,0.11,0.25,17.9,1,0,0,2.7,2.7,0.15,-0.7,-0.7,"https://fbref.com/en/players/218cf7c1/Natalia-Padilla-Bidas","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Paula Hoppe","GER","GK","17",8.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/39896d43/Paula-Hoppe","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Laura Donhauser","GER","DF,FW","21",7.3,0,1,1,100,0.14,0.14,0,0,22.5,0,0,0,0,0,0.04,0,0,"https://fbref.com/en/players/307ba10b/Laura-Donhauser","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Sofie Vendelbo","DEN","DF","23",7.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/8af93203/Sofie-Vendelbo","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Adriana Achcińska","POL","MF","21",6.9,1,8,2,25,1.16,0.29,0.13,0.5,23.3,1,0,0,0.6,0.6,0.07,0.4,0.4,"https://fbref.com/en/players/d85ee236/Adriana-Achcinska","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Manjou Wilde","GER","MF","28",6.4,0,6,2,33.3,0.93,0.31,0,0,24.8,3,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/ffe55719/Manjou-Wilde","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Lotta Cordes","GER","MF","22",5.8,0,5,2,40,0.86,0.34,0,0,20.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/1543ff64/Lotta-Cordes","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Meike Meßmer","GER","FW,MF","27",5.8,2,8,5,62.5,1.38,0.87,0.25,0.4,12.8,0,0,0,1.3,1.3,0.16,0.7,0.7,"https://fbref.com/en/players/c23cd111/Meike-Messmer","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Alena Bienz","SUI","MF,FW","20",5,0,11,3,27.3,2.2,0.6,0,0,17.6,0,0,0,1,1,0.09,-1,-1,"https://fbref.com/en/players/14f0f5e7/Alena-Bienz","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Carlotta Imping","GER","DF","19",3.3,0,2,0,0,0.6,0,0,NA,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/baf38991/Carlotta-Imping","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Selina Cerci","GER","FW","23",3.2,3,12,7,58.3,3.7,2.16,0.25,0.43,15,0,0,0,2,2,0.17,1,1,"https://fbref.com/en/players/1fa80966/Selina-Cerci","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Lena Uebach","GER","FW,DF","23",1.1,0,1,0,0,0.95,0,0,NA,27.9,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/40599da6/Lena-Uebach","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","Köln","Frauen-Bundesliga","Andrea Gavric","BIH","FW,MF","21",1,1,2,2,100,2.05,2.05,0.5,0.5,16.5,0,0,0,0.2,0.2,0.08,0.8,0.8,"https://fbref.com/en/players/56ad461a/Andrea-Gavric","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","1. FC Nürnberg","Frauen-Bundesliga","Jessica May","GER","DF","23",22,0,5,1,20,0.23,0.05,0,0,29.2,2,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/04e3ad58/Jessica-May","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","1. FC Nürnberg","Frauen-Bundesliga","Madeleine Steck","GER","DF","21",20.8,0,9,2,22.2,0.43,0.1,0,0,19.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5,"https://fbref.com/en/players/235106ff/Madeleine-Steck","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","1. FC Nürnberg","Frauen-Bundesliga","Franziska Mai","GER","MF,DF","23",19.7,1,12,5,41.7,0.61,0.25,0.08,0.2,17.6,0,0,0,0.9,0.9,0.07,0.1,0.1,"https://fbref.com/en/players/915c9aa3/Franziska-Mai","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
"2023-2024","1. FC Nürnberg","Frauen-Bundesliga","Amélie Thöle","GER","DF","19",18.7,0,12,3,25,0.64,0.16,0,0,24.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"https://fbref.com/en/players/f16d1bf3/Amelie-Thole","2023 2024 Frauen Bundesliga","https://fbref.com/en/comps/183/2023-2024/2023-2024-Frauen-Bundesliga-Stats","shooting"
