League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
Championnat de France de Football Féminin,2023-09-17,Championnat de France de Football Féminin (Regular season),Bordeaux,4-1-4-1,0,0.2,NA,0,0,Paris Saint-Germain,4-3-3,3,2.2,Sakina Karchaoui (P) · 31&rsquor; Sandy Baltimore · 33&rsquor; Grace Geyoro · 35&rsquor;,1,0,Bordeaux,Home,NA,990,17,10,7,10,0,12,20,60,8,22,1,21,17,34,14,0
Championnat de France de Football Féminin,2023-09-17,Championnat de France de Football Féminin (Regular season),Bordeaux,4-1-4-1,0,0.2,NA,0,0,Paris Saint-Germain,4-3-3,3,2.2,Sakina Karchaoui (P) · 31&rsquor; Sandy Baltimore · 33&rsquor; Grace Geyoro · 35&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,10,6,4,5,1,5,9,55.6,4,5,2,3,10,20,9,0
Championnat de France de Football Féminin,2023-09-29,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,3,2.1,Mathilde Bourdieu · 14&rsquor; Gaëtane Thiney · 18&rsquor; Clara Matéo · 74&rsquor;,1,0,Fleury,4-3-3,1,0.4,Tianna Harris · 26&rsquor;,1,0,Paris FC,Home,NA,990,16,10,4,10,2,4,12,33.3,8,7,0,7,13,29,10,0
Championnat de France de Football Féminin,2023-09-29,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,3,2.1,Mathilde Bourdieu · 14&rsquor; Gaëtane Thiney · 18&rsquor; Clara Matéo · 74&rsquor;,1,0,Fleury,4-3-3,1,0.4,Tianna Harris · 26&rsquor;,1,0,Fleury,Away,NA,990,19,14,13,6,0,9,14,64.3,5,21,5,16,21,40,10,0
Championnat de France de Football Féminin,2023-09-30,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,0,0.6,NA,1,0,Stade de Reims,4-1-4-1,0,0.4,NA,4,0,Guingamp,Home,NA,990,17,12,4,9,4,13,20,65,7,2,0,2,10,27,18,0
Championnat de France de Football Féminin,2023-09-30,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,0,0.6,NA,1,0,Stade de Reims,4-1-4-1,0,0.4,NA,4,0,Stade de Reims,Away,NA,990,22,16,12,9,1,11,18,61.1,7,16,3,13,17,39,17,0
Championnat de France de Football Féminin,2023-09-30,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,3,0.7,Latifah Abdu · 31&rsquor; Wu Chengshu · 86&rsquor; Wu Chengshu · 90+2&rsquor;,2,0,Lille,4-4-2,3,1.9,Marjorie · 64&rsquor; Maïté Boucly · 75&rsquor; Julie Machart (P) · 90+6&rsquor;,2,0,Dijon,Home,NA,990,17,14,8,7,2,11,18,61.1,7,17,3,14,21,38,14,0
Championnat de France de Football Féminin,2023-09-30,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,3,0.7,Latifah Abdu · 31&rsquor; Wu Chengshu · 86&rsquor; Wu Chengshu · 90+2&rsquor;,2,0,Lille,4-4-2,3,1.9,Marjorie · 64&rsquor; Maïté Boucly · 75&rsquor; Julie Machart (P) · 90+6&rsquor;,2,0,Lille,Away,NA,990,18,13,9,7,2,13,24,54.2,11,7,3,4,15,33,15,0
Championnat de France de Football Féminin,2023-09-30,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,0.9,Andréa Lardez (P) · 10&rsquor;,1,0,Le Havre,4-2-3-1,1,1.6,Laurie Cance · 59&rsquor;,2,0,Bordeaux,Home,NA,990,13,7,8,3,2,7,16,43.8,9,12,4,8,18,31,25,0
Championnat de France de Football Féminin,2023-09-30,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,0.9,Andréa Lardez (P) · 10&rsquor;,1,0,Le Havre,4-2-3-1,1,1.6,Laurie Cance · 59&rsquor;,2,0,Le Havre,Away,NA,990,13,11,2,10,1,8,17,47.1,9,4,2,2,14,27,8,0
Championnat de France de Football Féminin,2023-09-30,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-3-3,1,0.2,Regina Otu · 14&rsquor;,3,0,Montpellier,4-3-1-2,1,0.4,Maelys Mpomé · 69&rsquor;,2,0,Saint-Étienne,Home,NA,990,10,6,8,2,0,6,11,54.5,5,6,3,3,10,20,12,0
Championnat de France de Football Féminin,2023-09-30,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-3-3,1,0.2,Regina Otu · 14&rsquor;,3,0,Montpellier,4-3-1-2,1,0.4,Maelys Mpomé · 69&rsquor;,2,0,Montpellier,Away,NA,990,9,7,5,2,2,4,9,44.4,5,4,0,4,7,16,6,0
Championnat de France de Football Féminin,2023-10-01,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-5-2,0,0.7,NA,1,0,Lyon,4-3-3,1,0.9,Eugénie Le Sommer · 20&rsquor;,3,0,Paris Saint-Germain,Home,NA,990,14,10,9,3,2,7,11,63.6,4,10,2,8,8,22,25,0
Championnat de France de Football Féminin,2023-10-01,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-5-2,0,0.7,NA,1,0,Lyon,4-3-3,1,0.9,Eugénie Le Sommer · 20&rsquor;,3,0,Lyon,Away,NA,990,20,10,4,13,3,5,14,35.7,9,9,2,7,11,31,21,0
Championnat de France de Football Féminin,2023-10-06,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,0,0.3,NA,4,0,Paris Saint-Germain,4-3-3,1,1.3,Tabitha Chawinga · 6&rsquor;,1,0,Saint-Étienne,Home,NA,990,17,12,11,6,0,10,27,37,17,10,3,7,16,33,10,0
Championnat de France de Football Féminin,2023-10-06,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,0,0.3,NA,4,0,Paris Saint-Germain,4-3-3,1,1.3,Tabitha Chawinga · 6&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,17,13,5,12,0,9,12,75,3,8,2,6,13,30,12,0
Championnat de France de Football Féminin,2023-10-06,Championnat de France de Football Féminin (Regular season),Le Havre,4-3-3,1,0.8,Deja Davis · 35&rsquor;,2,0,Paris FC,4-2-3-1,4,2.7,Louna Ribadeira · 4&rsquor; Louise Fleury · 23&rsquor; Louise Fleury · 47&rsquor; Louise Fleury · 76&rsquor;,1,0,Le Havre,Home,NA,990,18,14,5,11,2,8,15,53.3,7,10,2,8,7,25,12,0
Championnat de France de Football Féminin,2023-10-06,Championnat de France de Football Féminin (Regular season),Le Havre,4-3-3,1,0.8,Deja Davis · 35&rsquor;,2,0,Paris FC,4-2-3-1,4,2.7,Louna Ribadeira · 4&rsquor; Louise Fleury · 23&rsquor; Louise Fleury · 47&rsquor; Louise Fleury · 76&rsquor;,1,0,Paris FC,Away,NA,990,11,11,6,5,0,3,9,33.3,6,8,2,6,19,30,11,0
Championnat de France de Football Féminin,2023-10-07,Championnat de France de Football Féminin (Regular season),Montpellier,4-4-2,3,1.4,Faustine Robert · 59&rsquor; Océane Deslandes · 62&rsquor; Nérilia Mondésir · 69&rsquor;,2,0,Guingamp,4-4-2,1,0.5,Marie-Charlotte Léger · 77&rsquor;,5,0,Montpellier,Home,NA,990,25,19,9,11,5,13,17,76.5,4,11,2,9,7,32,11,1
Championnat de France de Football Féminin,2023-10-07,Championnat de France de Football Féminin (Regular season),Montpellier,4-4-2,3,1.4,Faustine Robert · 59&rsquor; Océane Deslandes · 62&rsquor; Nérilia Mondésir · 69&rsquor;,2,0,Guingamp,4-4-2,1,0.5,Marie-Charlotte Léger · 77&rsquor;,5,0,Guingamp,Away,NA,990,17,11,12,3,2,8,19,42.1,11,12,4,8,6,23,23,1
Championnat de France de Football Féminin,2023-10-07,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,0.5,Anaele Le Moguedec · 71&rsquor;,0,0,Dijon,4-3-3,0,0.7,NA,2,0,Stade de Reims,Home,NA,990,13,7,10,2,1,9,14,64.3,5,12,0,12,20,33,16,0
Championnat de France de Football Féminin,2023-10-07,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,0.5,Anaele Le Moguedec · 71&rsquor;,0,0,Dijon,4-3-3,0,0.7,NA,2,0,Dijon,Away,NA,990,17,14,11,2,4,13,20,65,7,12,2,10,16,33,9,0
Championnat de France de Football Féminin,2023-10-07,Championnat de France de Football Féminin (Regular season),Lille,4-3-3,2,1.5,Julie Machart (P) · 50&rsquor; Jessy Roux · 87&rsquor;,1,0,Fleury,4-2-3-1,1,0.2,Léa Le Garrec · 2&rsquor; Mariam Diakité · 86&rsquor;,6,1,Lille,Home,NA,990,17,10,5,9,3,9,16,56.3,7,10,1,9,16,33,18,1
Championnat de France de Football Féminin,2023-10-07,Championnat de France de Football Féminin (Regular season),Lille,4-3-3,2,1.5,Julie Machart (P) · 50&rsquor; Jessy Roux · 87&rsquor;,1,0,Fleury,4-2-3-1,1,0.2,Léa Le Garrec · 2&rsquor; Mariam Diakité · 86&rsquor;,6,1,Fleury,Away,NA,985,20,17,12,6,2,6,13,46.2,7,8,2,6,17,37,11,0
Championnat de France de Football Féminin,2023-10-08,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,3,Melchie Dumornay · 24&rsquor; Kadidiatou Diani · 26&rsquor; Ada Hegerberg · 77&rsquor; Wendie Renard (P) · 85&rsquor;,1,0,Bordeaux,4-3-3,0,0.1,NA,0,0,Lyon,Home,NA,990,14,8,2,6,6,6,9,66.7,3,11,0,11,16,30,3,0
Championnat de France de Football Féminin,2023-10-08,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,3,Melchie Dumornay · 24&rsquor; Kadidiatou Diani · 26&rsquor; Ada Hegerberg · 77&rsquor; Wendie Renard (P) · 85&rsquor;,1,0,Bordeaux,4-3-3,0,0.1,NA,0,0,Bordeaux,Away,NA,990,15,8,12,1,2,11,16,68.8,5,9,2,7,18,33,35,0
Championnat de France de Football Féminin,2023-10-13,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,1.2,Andréa Lardez (P) · 52&rsquor;,3,0,Montpellier,4-2-3-1,1,1.2,Lea Khelifi · 60&rsquor;,1,0,Bordeaux,Home,NA,990,11,6,5,4,2,4,13,30.8,9,11,1,10,19,30,27,0
Championnat de France de Football Féminin,2023-10-13,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,1.2,Andréa Lardez (P) · 52&rsquor;,3,0,Montpellier,4-2-3-1,1,1.2,Lea Khelifi · 60&rsquor;,1,0,Montpellier,Away,NA,990,17,13,8,7,2,12,21,57.1,9,11,2,9,15,32,16,0
Championnat de France de Football Féminin,2023-10-14,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,2,2,Gaëtane Thiney (P) · 69&rsquor; Julie Dufour · 89&rsquor;,0,0,Guingamp,4-4-2,0,0.1,NA,2,0,Paris FC,Home,NA,990,30,24,9,17,4,11,17,64.7,6,10,2,8,10,40,3,0
Championnat de France de Football Féminin,2023-10-14,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,2,2,Gaëtane Thiney (P) · 69&rsquor; Julie Dufour · 89&rsquor;,0,0,Guingamp,4-4-2,0,0.1,NA,2,0,Guingamp,Away,NA,990,21,16,10,9,2,9,16,56.3,7,7,1,6,22,43,16,0
Championnat de France de Football Féminin,2023-10-14,Championnat de France de Football Féminin (Regular season),Le Havre,4-2-3-1,2,3.1,Chanelle Tchaptchet · 90+2&rsquor; Nesryne El Chad (OG) · 90+8&rsquor;,3,0,Lille,4-2-3-1,2,0.9,Lorena Azzaro · 7&rsquor; Nesryne El Chad · 24&rsquor; Naomie Bamenga · 45+2&rsquor;,3,1,Le Havre,Home,NA,990,21,15,6,8,7,11,15,73.3,4,17,2,15,11,32,9,0
Championnat de France de Football Féminin,2023-10-14,Championnat de France de Football Féminin (Regular season),Le Havre,4-2-3-1,2,3.1,Chanelle Tchaptchet · 90+2&rsquor; Nesryne El Chad (OG) · 90+8&rsquor;,3,0,Lille,4-2-3-1,2,0.9,Lorena Azzaro · 7&rsquor; Nesryne El Chad · 24&rsquor; Naomie Bamenga · 45+2&rsquor;,3,1,Lille,Away,NA,944,20,11,11,6,3,9,14,64.3,5,13,7,6,8,28,21,0
Championnat de France de Football Féminin,2023-10-14,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,2,1.4,Dominika Grabowska · 63&rsquor; Ewelina Kamczyk · 70&rsquor;,1,0,Dijon,4-2-3-1,1,1.3,Sarah Jankovska · 42&rsquor;,2,0,Fleury,Home,NA,990,21,16,12,8,1,13,19,68.4,6,18,6,12,23,44,15,1
Championnat de France de Football Féminin,2023-10-14,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,2,1.4,Dominika Grabowska · 63&rsquor; Ewelina Kamczyk · 70&rsquor;,1,0,Dijon,4-2-3-1,1,1.3,Sarah Jankovska · 42&rsquor;,2,0,Dijon,Away,NA,990,16,15,8,7,1,9,16,56.3,7,14,3,11,19,35,13,1
Championnat de France de Football Féminin,2023-10-14,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,6,3.5,Vanessa Gilles · 15&rsquor; Eugénie Le Sommer · 16&rsquor; Lindsey Heaps · 23&rsquor; Eugénie Le Sommer · 26&rsquor; Lindsey Heaps · 79&rsquor; Lindsey Heaps · 85&rsquor;,3,0,Saint-Étienne,4-2-3-1,0,0.1,Faustine Bataillard · 90&rsquor;,4,1,Lyon,Home,NA,990,17,12,2,11,4,9,10,90,1,4,0,4,8,25,8,0
Championnat de France de Football Féminin,2023-10-14,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,6,3.5,Vanessa Gilles · 15&rsquor; Eugénie Le Sommer · 16&rsquor; Lindsey Heaps · 23&rsquor; Eugénie Le Sommer · 26&rsquor; Lindsey Heaps · 79&rsquor; Lindsey Heaps · 85&rsquor;,3,0,Saint-Étienne,4-2-3-1,0,0.1,Faustine Bataillard · 90&rsquor;,4,1,Saint-Étienne,Away,NA,989,22,12,18,4,0,14,18,77.8,4,7,3,4,13,35,33,0
Championnat de France de Football Féminin,2023-10-20,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,0.8,Faustine Robert · 52&rsquor;,3,0,Fleury,4-2-3-1,1,1.3,Marine Dafeur (P) · 90+5&rsquor;,1,0,Montpellier,Home,NA,990,21,13,9,11,1,7,13,53.8,6,14,0,14,8,29,13,0
Championnat de France de Football Féminin,2023-10-20,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,0.8,Faustine Robert · 52&rsquor;,3,0,Fleury,4-2-3-1,1,1.3,Marine Dafeur (P) · 90+5&rsquor;,1,0,Fleury,Away,NA,990,14,9,5,8,1,1,6,16.7,5,16,6,10,3,17,34,0
Championnat de France de Football Féminin,2023-10-21,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,1,0.9,Leila Peneau · 62&rsquor; Aissata Traoré · 76&rsquor;,4,1,Bordeaux,4-3-3,0,0.7,NA,3,0,Guingamp,Home,NA,975,10,8,5,4,1,2,8,25,6,6,3,3,14,24,24,0
Championnat de France de Football Féminin,2023-10-21,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,1,0.9,Leila Peneau · 62&rsquor; Aissata Traoré · 76&rsquor;,4,1,Bordeaux,4-3-3,0,0.7,NA,3,0,Bordeaux,Away,NA,990,13,11,7,4,2,4,12,33.3,8,7,2,5,10,23,16,0
Championnat de France de Football Féminin,2023-10-21,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-3-3,1,1.1,Phornetia Browne · 14&rsquor;,1,0,Le Havre,4-3-3,2,1.5,Nadjma Ali Nadjim · 69&rsquor; Chancelle Effa Effa · 76&rsquor;,0,0,Saint-Étienne,Home,NA,990,13,10,7,6,0,5,7,71.4,2,4,0,4,6,19,6,0
Championnat de France de Football Féminin,2023-10-21,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-3-3,1,1.1,Phornetia Browne · 14&rsquor;,1,0,Le Havre,4-3-3,2,1.5,Nadjma Ali Nadjim · 69&rsquor; Chancelle Effa Effa · 76&rsquor;,0,0,Le Havre,Away,NA,990,16,15,11,3,2,10,11,90.9,1,6,1,5,4,20,7,0
Championnat de France de Football Féminin,2023-10-21,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.2,NA,1,0,Paris Saint-Germain,4-3-3,4,0.8,Marie-Antoinette Katoto · 12&rsquor; Tabitha Chawinga · 25&rsquor; Sandy Baltimore · 45+1&rsquor; Amalie Vangsgaard · 90+2&rsquor;,2,0,Lille,Home,NA,990,26,18,13,11,2,11,28,39.3,17,4,1,3,11,37,12,0
Championnat de France de Football Féminin,2023-10-21,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.2,NA,1,0,Paris Saint-Germain,4-3-3,4,0.8,Marie-Antoinette Katoto · 12&rsquor; Tabitha Chawinga · 25&rsquor; Sandy Baltimore · 45+1&rsquor; Amalie Vangsgaard · 90+2&rsquor;,2,0,Paris Saint-Germain,Away,NA,990,17,14,8,8,1,4,6,66.7,2,7,1,6,7,24,5,0
Championnat de France de Football Féminin,2023-10-22,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,0,0.4,NA,0,0,Paris FC,4-3-3,6,1.8,Mathilde Bourdieu · 5&rsquor; Daphne Corboz · 30&rsquor; Gaëtane Thiney · 36&rsquor; Julie Dufour · 38&rsquor; Margaux Le Mouël · 54&rsquor; Louna Ribadeira · 79&rsquor;,0,0,Dijon,Home,NA,990,19,13,8,8,3,11,17,64.7,6,9,0,9,14,33,16,1
Championnat de France de Football Féminin,2023-10-22,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,0,0.4,NA,0,0,Paris FC,4-3-3,6,1.8,Mathilde Bourdieu · 5&rsquor; Daphne Corboz · 30&rsquor; Gaëtane Thiney · 36&rsquor; Julie Dufour · 38&rsquor; Margaux Le Mouël · 54&rsquor; Louna Ribadeira · 79&rsquor;,0,0,Paris FC,Away,NA,990,7,7,3,3,1,3,10,30,7,12,3,9,24,31,14,0
Championnat de France de Football Féminin,2023-10-22,Championnat de France de Football Féminin (Regular season),Stade de Reims,5-4-1,1,1,Rofiat Imuran · 27&rsquor;,0,0,Lyon,4-3-3,5,3.5,Alice Sombath · 20&rsquor; Eugénie Le Sommer · 43&rsquor; Melchie Dumornay · 45+1&rsquor; Lindsey Heaps · 87&rsquor; Amel Majri · 89&rsquor;,0,0,Stade de Reims,Home,NA,990,18,12,11,6,1,10,16,62.5,6,7,4,3,16,34,20,0
Championnat de France de Football Féminin,2023-10-22,Championnat de France de Football Féminin (Regular season),Stade de Reims,5-4-1,1,1,Rofiat Imuran · 27&rsquor;,0,0,Lyon,4-3-3,5,3.5,Alice Sombath · 20&rsquor; Eugénie Le Sommer · 43&rsquor; Melchie Dumornay · 45+1&rsquor; Lindsey Heaps · 87&rsquor; Amel Majri · 89&rsquor;,0,0,Lyon,Away,NA,990,23,13,8,10,5,10,19,52.6,9,11,1,10,10,33,8,0
Championnat de France de Football Féminin,2023-11-03,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.6,NA,1,0,Montpellier,4-2-3-1,0,1,NA,3,0,Lille,Home,NA,990,17,12,12,4,1,6,16,37.5,10,11,3,8,11,28,7,0
Championnat de France de Football Féminin,2023-11-03,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.6,NA,1,0,Montpellier,4-2-3-1,0,1,NA,3,0,Montpellier,Away,NA,990,28,17,12,10,6,12,23,52.2,11,14,2,12,10,38,11,0
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,0,1.1,NA,2,0,Stade de Reims,4-3-3,2,1.5,Mélissa Gomes · 61&rsquor; Noémie Mouchon · 90+1&rsquor;,1,0,Bordeaux,Home,NA,990,15,13,6,8,1,12,14,85.7,2,5,1,4,9,24,26,0
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,0,1.1,NA,2,0,Stade de Reims,4-3-3,2,1.5,Mélissa Gomes · 61&rsquor; Noémie Mouchon · 90+1&rsquor;,1,0,Stade de Reims,Away,NA,990,11,8,7,2,2,4,10,40,6,13,5,8,7,18,30,0
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,2,2.5,Batcheba Louis · 2&rsquor; Charlotte Fernandes · 71&rsquor;,3,0,Saint-Étienne,4-3-3,1,0.7,Solene Champagnac · 87&rsquor;,0,0,Fleury,Home,NA,990,15,13,8,7,0,4,9,44.4,5,14,2,12,17,32,12,0
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,2,2.5,Batcheba Louis · 2&rsquor; Charlotte Fernandes · 71&rsquor;,3,0,Saint-Étienne,4-3-3,1,0.7,Solene Champagnac · 87&rsquor;,0,0,Saint-Étienne,Away,NA,990,16,11,10,4,2,10,15,66.7,5,13,5,8,26,42,8,1
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Le Havre,4-3-3,3,1.8,Laurie Cance · 27&rsquor; Salomé Elisor · 37&rsquor; Mickaélla Cardia · 82&rsquor;,0,0,Dijon,4-3-3,3,2.2,Latifah Abdu · 60&rsquor; Léa Declercq (P) · 74&rsquor; Océane Picard · 90+2&rsquor;,0,0,Le Havre,Home,NA,990,22,17,11,9,2,9,10,90,1,6,2,4,22,44,6,0
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Le Havre,4-3-3,3,1.8,Laurie Cance · 27&rsquor; Salomé Elisor · 37&rsquor; Mickaélla Cardia · 82&rsquor;,0,0,Dijon,4-3-3,3,2.2,Latifah Abdu · 60&rsquor; Léa Declercq (P) · 74&rsquor; Océane Picard · 90+2&rsquor;,0,0,Dijon,Away,NA,990,20,15,11,6,3,9,17,52.9,8,12,3,9,14,34,13,1
Championnat de France de Football Féminin,2023-11-05,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,1,1.3,Julie Dufour · 29&rsquor;,0,0,Lyon,4-3-3,6,3.4,Eugénie Le Sommer · 1&rsquor; Ada Hegerberg · 38&rsquor; Eugénie Le Sommer · 40&rsquor; Ada Hegerberg · 48&rsquor; Sara Däbritz · 68&rsquor; Kadidiatou Diani · 90+1&rsquor;,1,0,Paris FC,Home,NA,990,14,10,4,5,5,6,13,46.2,7,17,2,15,13,27,8,1
Championnat de France de Football Féminin,2023-11-05,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,1,1.3,Julie Dufour · 29&rsquor;,0,0,Lyon,4-3-3,6,3.4,Eugénie Le Sommer · 1&rsquor; Ada Hegerberg · 38&rsquor; Eugénie Le Sommer · 40&rsquor; Ada Hegerberg · 48&rsquor; Sara Däbritz · 68&rsquor; Kadidiatou Diani · 90+1&rsquor;,1,0,Lyon,Away,NA,990,8,5,4,4,0,4,5,80,1,20,5,15,19,27,10,0
Championnat de France de Football Féminin,2023-11-10,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,3.8,Maelys Mpomé (OG) · 14&rsquor; Kadidiatou Diani · 17&rsquor; Celeste Boureille (OG) · 60&rsquor; Maëlle Lakrar (OG) · 76&rsquor; Wendie Renard · 90+5&rsquor;,0,0,Montpellier,3-4-3,0,0.6,NA,2,0,Lyon,Home,NA,990,11,9,6,5,0,3,8,37.5,5,17,1,16,23,34,4,0
Championnat de France de Football Féminin,2023-11-10,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,3.8,Maelys Mpomé (OG) · 14&rsquor; Kadidiatou Diani · 17&rsquor; Celeste Boureille (OG) · 60&rsquor; Maëlle Lakrar (OG) · 76&rsquor; Wendie Renard · 90+5&rsquor;,0,0,Montpellier,3-4-3,0,0.6,NA,2,0,Montpellier,Away,NA,990,15,10,9,4,2,12,17,70.6,5,10,4,6,17,32,32,1
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,1.4,Airine Fontaine · 50&rsquor; Léa Le Garrec · 67&rsquor;,2,0,Bordeaux,4-3-3,1,1.2,Hawa Sangare · 39&rsquor;,1,0,Fleury,Home,NA,990,16,16,5,8,3,8,11,72.7,3,5,1,4,10,26,10,0
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,1.4,Airine Fontaine · 50&rsquor; Léa Le Garrec · 67&rsquor;,2,0,Bordeaux,4-3-3,1,1.2,Hawa Sangare · 39&rsquor;,1,0,Bordeaux,Away,NA,990,20,15,11,9,0,10,15,66.7,5,19,4,15,18,38,29,0
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-3-3,0,0.3,NA,2,0,Le Havre,4-2-3-1,0,0.4,Nadjma Ali Nadjim · 70&rsquor;,1,1,Stade de Reims,Home,NA,990,23,18,11,11,1,8,18,44.4,10,9,0,9,21,44,12,2
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-3-3,0,0.3,NA,2,0,Le Havre,4-2-3-1,0,0.4,Nadjma Ali Nadjim · 70&rsquor;,1,1,Le Havre,Away,NA,969,25,17,6,16,3,13,29,44.8,16,11,1,10,6,31,7,0
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-2-2,1,0.6,Alexandria Lamontagne · 19&rsquor;,3,0,Paris FC,4-3-3,6,3,Louna Ribadeira · 14&rsquor; Clara Matéo · 35&rsquor; Louise Fleury · 44&rsquor; Louise Fleury · 67&rsquor; Louise Fleury · 70&rsquor; Julie Dufour · 86&rsquor;,3,0,Saint-Étienne,Home,NA,990,13,7,6,6,1,7,13,53.8,6,8,0,8,20,33,19,1
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-2-2,1,0.6,Alexandria Lamontagne · 19&rsquor;,3,0,Paris FC,4-3-3,6,3,Louna Ribadeira · 14&rsquor; Clara Matéo · 35&rsquor; Louise Fleury · 44&rsquor; Louise Fleury · 67&rsquor; Louise Fleury · 70&rsquor; Julie Dufour · 86&rsquor;,3,0,Paris FC,Away,NA,990,14,11,8,4,2,6,12,50,6,11,1,10,10,24,8,0
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,4,2.7,Emmy Jezequel · 26&rsquor; Laurie Teinturier · 30&rsquor; Laurie Teinturier · 56&rsquor; Agathe Donnary · 68&rsquor;,1,0,Lille,4-2-3-1,3,2.4,Lorena Azzaro (P) · 17&rsquor; Aurore Paprzycki · 20&rsquor; Julie Machart (P) · 73&rsquor;,1,0,Guingamp,Home,NA,990,17,13,8,6,3,6,14,42.9,8,13,3,10,25,42,8,1
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,4,2.7,Emmy Jezequel · 26&rsquor; Laurie Teinturier · 30&rsquor; Laurie Teinturier · 56&rsquor; Agathe Donnary · 68&rsquor;,1,0,Lille,4-2-3-1,3,2.4,Lorena Azzaro (P) · 17&rsquor; Aurore Paprzycki · 20&rsquor; Julie Machart (P) · 73&rsquor;,1,0,Lille,Away,NA,990,9,6,5,4,0,3,8,37.5,5,14,5,9,16,25,10,1
