League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
Frauen-Bundesliga,2023-12-16,Frauen-Bundesliga (Matchweek 10),Köln,4-2-3-1,0,0.4,NA,2,0,Essen,4-3-3,1,0.8,Lena Ostermeier · 27&rsquor;,0,0,Essen,Away,NA,990,23,17,13,6,4,10,21,47.6,11,23,3,20,22,45,16,0
Frauen-Bundesliga,2023-12-16,Frauen-Bundesliga (Matchweek 10),Freiburg,4-2-3-1,0,0.6,NA,2,0,Eintracht Frankfurt,4-3-1-2,4,1.4,Barbara Dunst · 23&rsquor; Alina Axtmann (OG) · 41&rsquor; Lisanne Gräwe · 66&rsquor; Nicole Anyomi · 70&rsquor;,0,0,Freiburg,Home,NA,990,14,11,5,7,2,2,6,33.3,4,12,0,12,17,31,18,1
Frauen-Bundesliga,2023-12-16,Frauen-Bundesliga (Matchweek 10),Freiburg,4-2-3-1,0,0.6,NA,2,0,Eintracht Frankfurt,4-3-1-2,4,1.4,Barbara Dunst · 23&rsquor; Alina Axtmann (OG) · 41&rsquor; Lisanne Gräwe · 66&rsquor; Nicole Anyomi · 70&rsquor;,0,0,Eintracht Frankfurt,Away,NA,990,13,9,6,7,0,6,17,35.3,11,16,2,14,8,21,17,0
Frauen-Bundesliga,2023-12-17,Frauen-Bundesliga (Matchweek 10),Hoffenheim,4-3-3,2,1.2,Marta Cazalla · 6&rsquor; Marta Cazalla · 62&rsquor;,1,0,RB Leipzig,4-2-3-1,1,0.8,Lydia Andrade · 82&rsquor;,1,0,Hoffenheim,Home,NA,990,15,9,6,6,3,4,9,44.4,5,7,3,4,14,29,11,0
Frauen-Bundesliga,2023-12-17,Frauen-Bundesliga (Matchweek 10),Hoffenheim,4-3-3,2,1.2,Marta Cazalla · 6&rsquor; Marta Cazalla · 62&rsquor;,1,0,RB Leipzig,4-2-3-1,1,0.8,Lydia Andrade · 82&rsquor;,1,0,RB Leipzig,Away,NA,990,30,22,12,13,5,20,31,64.5,11,16,2,14,14,44,20,1
Frauen-Bundesliga,2023-12-17,Frauen-Bundesliga (Matchweek 10),1. FC Nürnberg,5-3-2,1,1.1,Medina Dešić (P) · 72&rsquor;,2,0,Bayern Munich,4-2-3-1,1,3.8,Lea Schüller · 11&rsquor;,2,0,1. FC Nürnberg,Home,NA,990,21,12,13,8,0,8,19,42.1,11,20,9,11,10,31,32,1
Frauen-Bundesliga,2023-12-17,Frauen-Bundesliga (Matchweek 10),1. FC Nürnberg,5-3-2,1,1.1,Medina Dešić (P) · 72&rsquor;,2,0,Bayern Munich,4-2-3-1,1,3.8,Lea Schüller · 11&rsquor;,2,0,Bayern Munich,Away,NA,990,7,4,2,5,0,1,6,16.7,5,10,0,10,6,13,15,1
Frauen-Bundesliga,2023-12-18,Frauen-Bundesliga (Matchweek 10),Wolfsburg,4-2-3-1,1,0.8,Dominique Janssen · 83&rsquor;,1,0,Werder Bremen,4-4-2,0,0.3,NA,3,0,Wolfsburg,Home,NA,990,15,10,5,6,4,4,11,36.4,7,18,1,17,6,21,16,0
Frauen-Bundesliga,2023-12-18,Frauen-Bundesliga (Matchweek 10),Wolfsburg,4-2-3-1,1,0.8,Dominique Janssen · 83&rsquor;,1,0,Werder Bremen,4-4-2,0,0.3,NA,3,0,Werder Bremen,Away,NA,990,22,17,14,8,0,13,27,48.1,14,14,3,11,13,35,36,1
Frauen-Bundesliga,2024-01-26,Frauen-Bundesliga (Matchweek 11),Werder Bremen,5-3-2,2,1,Synne Hansen (OG) · 76&rsquor; Jasmin Sehan · 90+2&rsquor;,1,0,Bayer Leverkusen,3-4-1-2,1,0.4,Nikola Karczewska · 21&rsquor;,4,0,Werder Bremen,Home,NA,990,14,5,4,8,2,7,12,58.3,5,9,0,9,11,25,9,0
Frauen-Bundesliga,2024-01-26,Frauen-Bundesliga (Matchweek 11),Werder Bremen,5-3-2,2,1,Synne Hansen (OG) · 76&rsquor; Jasmin Sehan · 90+2&rsquor;,1,0,Bayer Leverkusen,3-4-1-2,1,0.4,Nikola Karczewska · 21&rsquor;,4,0,Bayer Leverkusen,Away,NA,990,14,8,11,2,1,9,16,56.3,7,15,6,9,8,22,29,0
Frauen-Bundesliga,2024-01-27,Frauen-Bundesliga (Matchweek 11),RB Leipzig,4-4-2,0,0.3,NA,1,0,Freiburg,4-2-3-1,2,2.6,Cora Zical · 34&rsquor; Leela Egli · 90+2&rsquor;,1,0,RB Leipzig,Home,NA,990,22,14,10,5,7,6,9,66.7,3,15,1,14,13,35,24,1
Frauen-Bundesliga,2024-01-27,Frauen-Bundesliga (Matchweek 11),RB Leipzig,4-4-2,0,0.3,NA,1,0,Freiburg,4-2-3-1,2,2.6,Cora Zical · 34&rsquor; Leela Egli · 90+2&rsquor;,1,0,Freiburg,Away,NA,990,19,13,5,8,6,5,14,35.7,9,19,1,18,11,30,12,0
Frauen-Bundesliga,2024-01-27,Frauen-Bundesliga (Matchweek 11),Bayern Munich,4-2-3-1,1,1.1,Klara Bühl · 22&rsquor;,1,0,Hoffenheim,4-2-3-1,0,0.2,NA,2,0,Bayern Munich,Home,NA,990,23,16,8,12,3,4,12,33.3,8,12,1,11,7,30,23,0
Frauen-Bundesliga,2024-01-27,Frauen-Bundesliga (Matchweek 11),Bayern Munich,4-2-3-1,1,1.1,Klara Bühl · 22&rsquor;,1,0,Hoffenheim,4-2-3-1,0,0.2,NA,2,0,Hoffenheim,Away,NA,990,18,13,10,7,1,7,12,58.3,5,9,3,6,8,26,23,0
Frauen-Bundesliga,2024-01-28,Frauen-Bundesliga (Matchweek 11),Eintracht Frankfurt,4-3-3,1,1.2,Ilayda Acikgöz · 23&rsquor;,3,0,Köln,4-2-3-1,0,0.4,NA,0,0,Eintracht Frankfurt,Home,NA,990,26,16,12,7,7,6,12,50,6,17,2,15,9,35,13,0
Frauen-Bundesliga,2024-01-28,Frauen-Bundesliga (Matchweek 11),Eintracht Frankfurt,4-3-3,1,1.2,Ilayda Acikgöz · 23&rsquor;,3,0,Köln,4-2-3-1,0,0.4,NA,0,0,Köln,Away,NA,990,27,19,18,6,3,15,19,78.9,4,19,3,16,12,39,27,0
Frauen-Bundesliga,2024-01-28,Frauen-Bundesliga (Matchweek 11),MSV Duisburg,4-2-3-1,1,0.8,Alexandra Emmerling · 54&rsquor;,2,0,1. FC Nürnberg,5-3-2,2,1.7,Medina Dešić · 1&rsquor; Vanessa Haim · 3&rsquor;,5,0,MSV Duisburg,Home,NA,990,23,15,6,12,5,13,17,76.5,4,13,0,13,10,33,21,0
Frauen-Bundesliga,2024-01-28,Frauen-Bundesliga (Matchweek 11),MSV Duisburg,4-2-3-1,1,0.8,Alexandra Emmerling · 54&rsquor;,2,0,1. FC Nürnberg,5-3-2,2,1.7,Medina Dešić · 1&rsquor; Vanessa Haim · 3&rsquor;,5,0,1. FC Nürnberg,Away,NA,990,18,13,6,8,4,5,7,71.4,2,9,4,5,8,26,35,0
Frauen-Bundesliga,2024-01-29,Frauen-Bundesliga (Matchweek 11),Essen,4-2-3-1,1,0.4,Lilli Purtscheller · 51&rsquor;,2,0,Wolfsburg,4-3-3,3,1.2,Vivien Endemann · 56&rsquor; Marina Hegering · 66&rsquor; Ewa Pajor · 69&rsquor;,0,0,Essen,Home,NA,990,23,13,12,10,1,12,20,60,8,22,3,19,10,33,24,0
Frauen-Bundesliga,2024-01-29,Frauen-Bundesliga (Matchweek 11),Essen,4-2-3-1,1,0.4,Lilli Purtscheller · 51&rsquor;,2,0,Wolfsburg,4-3-3,3,1.2,Vivien Endemann · 56&rsquor; Marina Hegering · 66&rsquor; Ewa Pajor · 69&rsquor;,0,0,Wolfsburg,Away,NA,990,30,16,11,13,6,14,23,60.9,9,8,2,6,13,43,9,0
Frauen-Bundesliga,2024-02-02,Frauen-Bundesliga (Matchweek 12),MSV Duisburg,4-2-3-1,0,0.3,NA,0,0,Hoffenheim,4-3-3,2,1.5,Gia Corley · 19&rsquor; Paulina Krumbiegel · 84&rsquor;,1,0,MSV Duisburg,Home,NA,990,31,18,16,13,2,17,26,65.4,9,17,7,10,11,42,46,0
Frauen-Bundesliga,2024-02-02,Frauen-Bundesliga (Matchweek 12),MSV Duisburg,4-2-3-1,0,0.3,NA,0,0,Hoffenheim,4-3-3,2,1.5,Gia Corley · 19&rsquor; Paulina Krumbiegel · 84&rsquor;,1,0,Hoffenheim,Away,NA,990,3,1,0,3,0,1,4,25,3,8,0,8,6,9,12,0
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),RB Leipzig,4-4-2,2,0.9,Vanessa Fudalla · 8&rsquor; Marlene Müller · 75&rsquor;,4,0,Köln,4-2-3-1,1,1.7,Martyna Wiankowska (P) · 90+1&rsquor;,1,0,RB Leipzig,Home,NA,990,27,19,6,17,4,8,20,40,12,23,2,21,23,50,22,0
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),RB Leipzig,4-4-2,2,0.9,Vanessa Fudalla · 8&rsquor; Marlene Müller · 75&rsquor;,4,0,Köln,4-2-3-1,1,1.7,Martyna Wiankowska (P) · 90+1&rsquor;,1,0,Köln,Away,NA,990,33,24,17,15,1,5,16,31.3,11,17,2,15,21,54,11,0
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),Werder Bremen,5-3-2,4,2.7,Michelle Ulbrich (P) · 62&rsquor; Michelle Ulbrich · 72&rsquor; Juliane Wirtz · 82&rsquor; Lara Schmidt (OG) · 89&rsquor;,5,0,1. FC Nürnberg,5-3-2,0,1.1,NA,1,0,Werder Bremen,Home,NA,990,4,3,0,3,1,0,2,0,2,7,1,6,7,11,6,0
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),Werder Bremen,5-3-2,4,2.7,Michelle Ulbrich (P) · 62&rsquor; Michelle Ulbrich · 72&rsquor; Juliane Wirtz · 82&rsquor; Lara Schmidt (OG) · 89&rsquor;,5,0,1. FC Nürnberg,5-3-2,0,1.1,NA,1,0,1. FC Nürnberg,Away,NA,990,13,10,8,4,1,2,9,22.2,7,24,11,13,3,16,34,0
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Bayer Leverkusen,4-1-4-1,1,0.5,Emilie Bragstad · 73&rsquor;,0,0,Wolfsburg,4-3-3,1,2.3,Alexandra Popp · 37&rsquor; Marina Hegering · 72&rsquor;,4,1,Bayer Leverkusen,Home,NA,990,8,6,5,3,0,3,8,37.5,5,12,5,7,10,18,27,1
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Bayer Leverkusen,4-1-4-1,1,0.5,Emilie Bragstad · 73&rsquor;,0,0,Wolfsburg,4-3-3,1,2.3,Alexandra Popp · 37&rsquor; Marina Hegering · 72&rsquor;,4,1,Wolfsburg,Away,NA,971,15,8,5,8,2,5,9,55.6,4,10,0,10,17,32,8,1
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Eintracht Frankfurt,4-3-3,1,1,Sara Doorsoun · 62&rsquor;,3,0,Essen,4-2-3-1,0,0.4,NA,1,0,Eintracht Frankfurt,Home,NA,990,24,15,8,12,4,13,21,61.9,8,14,2,12,15,39,23,0
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Eintracht Frankfurt,4-3-3,1,1,Sara Doorsoun · 62&rsquor;,3,0,Essen,4-2-3-1,0,0.4,NA,1,0,Essen,Away,NA,990,34,24,19,13,2,15,22,68.2,7,9,1,8,8,42,22,0
Frauen-Bundesliga,2024-02-05,Frauen-Bundesliga (Matchweek 12),Bayern Munich,4-2-3-1,4,1.6,Linda Sembrant · 6&rsquor; Lea Schüller · 19&rsquor; Linda Dallmann · 58&rsquor; Katharina Naschenweng · 60&rsquor;,0,0,Freiburg,4-2-3-1,0,0,NA,0,0,Bayern Munich,Home,NA,990,17,12,2,12,3,12,17,70.6,5,13,0,13,8,25,5,0
Frauen-Bundesliga,2024-02-05,Frauen-Bundesliga (Matchweek 12),Bayern Munich,4-2-3-1,4,1.6,Linda Sembrant · 6&rsquor; Lea Schüller · 19&rsquor; Linda Dallmann · 58&rsquor; Katharina Naschenweng · 60&rsquor;,0,0,Freiburg,4-2-3-1,0,0,NA,0,0,Freiburg,Away,NA,990,20,17,11,7,2,16,23,69.6,7,13,2,11,9,29,30,0
Frauen-Bundesliga,2024-02-09,Frauen-Bundesliga (Matchweek 13),Essen,4-2-3-1,4,3.9,Laureta Elmazi · 3&rsquor; Natasha Kowalski (P) · 25&rsquor; Natasha Kowalski · 51&rsquor; Annalena Rieke · 59&rsquor;,1,0,RB Leipzig,4-4-2,4,0.7,Mimmi Larsson · 14&rsquor; Vanessa Fudalla · 26&rsquor; Vanessa Fudalla · 28&rsquor; Frederike Kempe · 39&rsquor;,4,0,Essen,Home,NA,990,26,21,6,13,7,10,13,76.9,3,20,2,18,12,38,17,0
Frauen-Bundesliga,2024-02-09,Frauen-Bundesliga (Matchweek 13),Essen,4-2-3-1,4,3.9,Laureta Elmazi · 3&rsquor; Natasha Kowalski (P) · 25&rsquor; Natasha Kowalski · 51&rsquor; Annalena Rieke · 59&rsquor;,1,0,RB Leipzig,4-4-2,4,0.7,Mimmi Larsson · 14&rsquor; Vanessa Fudalla · 26&rsquor; Vanessa Fudalla · 28&rsquor; Frederike Kempe · 39&rsquor;,4,0,RB Leipzig,Away,NA,990,39,26,20,14,5,23,42,54.8,19,16,6,10,8,47,56,1
Frauen-Bundesliga,2024-02-10,Frauen-Bundesliga (Matchweek 13),Hoffenheim,4-2-3-1,1,1.5,Jill Janssens · 45+4&rsquor;,1,0,Werder Bremen,3-5-2,1,1.4,Rieke Dieckmann · 45&rsquor;,2,0,Hoffenheim,Home,NA,990,18,18,13,5,0,13,15,86.7,2,15,5,10,6,24,26,0
Frauen-Bundesliga,2024-02-10,Frauen-Bundesliga (Matchweek 13),Hoffenheim,4-2-3-1,1,1.5,Jill Janssens · 45+4&rsquor;,1,0,Werder Bremen,3-5-2,1,1.4,Rieke Dieckmann · 45&rsquor;,2,0,Werder Bremen,Away,NA,990,18,12,8,5,5,11,15,73.3,4,15,2,13,10,28,19,0
Frauen-Bundesliga,2024-02-10,Frauen-Bundesliga (Matchweek 13),Köln,4-2-3-1,0,0.3,NA,1,0,Bayern Munich,4-2-3-1,5,3,Linda Dallmann · 18&rsquor; Janina Hechler (OG) · 34&rsquor; Lea Schüller · 45+3&rsquor; Georgia Stanway · 52&rsquor; Jovana Damnjanović · 64&rsquor;,2,0,Köln,Home,NA,990,21,13,16,3,2,4,13,30.8,9,10,6,4,8,29,15,0
Frauen-Bundesliga,2024-02-10,Frauen-Bundesliga (Matchweek 13),Köln,4-2-3-1,0,0.3,NA,1,0,Bayern Munich,4-2-3-1,5,3,Linda Dallmann · 18&rsquor; Janina Hechler (OG) · 34&rsquor; Lea Schüller · 45+3&rsquor; Georgia Stanway · 52&rsquor; Jovana Damnjanović · 64&rsquor;,2,0,Bayern Munich,Away,NA,990,15,13,6,7,2,3,9,33.3,6,12,2,10,15,30,11,0
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),Wolfsburg,4-3-3,3,1.4,Stina Johannes (OG) · 57&rsquor; Lena Lattwein · 85&rsquor; Vivien Endemann · 90+3&rsquor;,2,0,Eintracht Frankfurt,4-1-3-2,0,0.6,NA,1,0,Wolfsburg,Home,NA,990,19,11,7,9,3,7,18,38.9,11,19,2,17,11,30,10,0
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),Wolfsburg,4-3-3,3,1.4,Stina Johannes (OG) · 57&rsquor; Lena Lattwein · 85&rsquor; Vivien Endemann · 90+3&rsquor;,2,0,Eintracht Frankfurt,4-1-3-2,0,0.6,NA,1,0,Eintracht Frankfurt,Away,NA,990,10,8,4,6,0,3,3,100,0,15,2,13,13,23,22,0
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),Freiburg,4-3-3,1,2.5,Janina Minge · 90+4&rsquor;,1,0,MSV Duisburg,4-2-3-1,1,0.3,Taryn Ries · 65&rsquor; Natalie Muth · 90+6&rsquor;,5,1,Freiburg,Home,NA,990,17,11,4,10,3,7,17,41.2,10,9,0,9,8,25,8,0
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),Freiburg,4-3-3,1,2.5,Janina Minge · 90+4&rsquor;,1,0,MSV Duisburg,4-2-3-1,1,0.3,Taryn Ries · 65&rsquor; Natalie Muth · 90+6&rsquor;,5,1,MSV Duisburg,Away,NA,989,18,11,14,4,0,8,16,50,8,9,2,7,17,35,32,0
Frauen-Bundesliga,2024-02-12,Frauen-Bundesliga (Matchweek 13),1. FC Nürnberg,3-4-1-2,1,0.5,Selma Sól Magnúsdóttir · 49&rsquor;,4,0,Bayer Leverkusen,4-1-4-1,2,0.8,Melissa Friedrich · 28&rsquor; Emilie Bragstad · 59&rsquor;,2,0,1. FC Nürnberg,Home,NA,990,15,10,7,6,2,3,10,30,7,8,3,5,9,24,11,0
Frauen-Bundesliga,2024-02-12,Frauen-Bundesliga (Matchweek 13),1. FC Nürnberg,3-4-1-2,1,0.5,Selma Sól Magnúsdóttir · 49&rsquor;,4,0,Bayer Leverkusen,4-1-4-1,2,0.8,Melissa Friedrich · 28&rsquor; Emilie Bragstad · 59&rsquor;,2,0,Bayer Leverkusen,Away,NA,990,11,7,2,9,0,5,9,55.6,4,12,4,8,10,21,20,0
Frauen-Bundesliga,2024-02-16,Frauen-Bundesliga (Matchweek 14),RB Leipzig,4-4-2,2,0.5,Vanessa Fudalla · 11&rsquor; Vanessa Fudalla · 90+1&rsquor;,0,0,Eintracht Frankfurt,4-1-3-2,1,2.3,Remina Chiba · 90+2&rsquor;,1,0,RB Leipzig,Home,NA,990,15,13,7,7,1,10,19,52.6,9,13,1,12,11,26,25,0
Frauen-Bundesliga,2024-02-16,Frauen-Bundesliga (Matchweek 14),RB Leipzig,4-4-2,2,0.5,Vanessa Fudalla · 11&rsquor; Vanessa Fudalla · 90+1&rsquor;,0,0,Eintracht Frankfurt,4-1-3-2,1,2.3,Remina Chiba · 90+2&rsquor;,1,0,Eintracht Frankfurt,Away,NA,990,11,10,4,4,3,9,19,47.4,10,12,1,11,10,21,13,0
Frauen-Bundesliga,2024-02-17,Frauen-Bundesliga (Matchweek 14),1. FC Nürnberg,5-3-2,1,0.7,Vanessa Haim · 12&rsquor;,4,0,Wolfsburg,4-3-3,9,5.3,Vivien Endemann · 7&rsquor; Alexandra Popp · 34&rsquor; Ewa Pajor · 36&rsquor; Alexandra Popp · 38&rsquor; Chantal Hagel · 52&rsquor; Ewa Pajor (P) · 71&rsquor; Ewa Pajor · 79&rsquor; Fenna Kalma · 81&rsquor; Ewa Pajor · 90+1&rsquor;,2,0,1. FC Nürnberg,Home,NA,990,19,15,15,4,0,14,24,58.3,10,8,3,5,6,25,22,1
Frauen-Bundesliga,2024-02-17,Frauen-Bundesliga (Matchweek 14),1. FC Nürnberg,5-3-2,1,0.7,Vanessa Haim · 12&rsquor;,4,0,Wolfsburg,4-3-3,9,5.3,Vivien Endemann · 7&rsquor; Alexandra Popp · 34&rsquor; Ewa Pajor · 36&rsquor; Alexandra Popp · 38&rsquor; Chantal Hagel · 52&rsquor; Ewa Pajor (P) · 71&rsquor; Ewa Pajor · 79&rsquor; Fenna Kalma · 81&rsquor; Ewa Pajor · 90+1&rsquor;,2,0,Wolfsburg,Away,NA,990,8,8,2,5,1,2,5,40,3,5,1,4,6,14,3,0
Frauen-Bundesliga,2024-02-17,Frauen-Bundesliga (Matchweek 14),Werder Bremen,3-5-2,0,0.6,NA,1,0,Freiburg,4-3-3,3,1.5,Samantha Steuerwald · 33&rsquor; Lisa Kolb · 35&rsquor; Eileen Campbell · 50&rsquor;,2,0,Werder Bremen,Home,NA,990,23,9,9,12,2,16,23,69.6,7,8,1,7,12,35,16,0
Frauen-Bundesliga,2024-02-17,Frauen-Bundesliga (Matchweek 14),Werder Bremen,3-5-2,0,0.6,NA,1,0,Freiburg,4-3-3,3,1.5,Samantha Steuerwald · 33&rsquor; Lisa Kolb · 35&rsquor; Eileen Campbell · 50&rsquor;,2,0,Freiburg,Away,NA,990,13,9,4,9,0,3,10,30,7,12,2,10,16,29,16,0
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),Bayer Leverkusen,3-4-3,1,0.7,Nikola Karczewska · 38&rsquor;,0,0,Hoffenheim,4-2-3-1,2,1.1,Sylwia Matysik (OG) · 1&rsquor; Fabienne Dongus · 75&rsquor;,3,0,Bayer Leverkusen,Home,NA,990,14,11,8,4,2,10,18,55.6,8,9,4,5,13,27,9,0
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),Bayer Leverkusen,3-4-3,1,0.7,Nikola Karczewska · 38&rsquor;,0,0,Hoffenheim,4-2-3-1,2,1.1,Sylwia Matysik (OG) · 1&rsquor; Fabienne Dongus · 75&rsquor;,3,0,Hoffenheim,Away,NA,990,16,13,9,2,5,4,17,23.5,13,19,3,16,18,34,16,0
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),Bayern Munich,4-2-3-1,2,2.6,Glódís Perla Viggósdóttir · 54&rsquor; Jovana Damnjanović · 79&rsquor;,0,0,Essen,4-3-3,0,0.4,NA,1,0,Bayern Munich,Home,NA,990,30,20,13,14,3,8,18,44.4,10,13,1,12,8,38,19,0
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),Bayern Munich,4-2-3-1,2,2.6,Glódís Perla Viggósdóttir · 54&rsquor; Jovana Damnjanović · 79&rsquor;,0,0,Essen,4-3-3,0,0.4,NA,1,0,Essen,Away,NA,990,24,20,3,17,4,7,17,41.2,10,13,0,13,14,38,11,0
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),MSV Duisburg,4-4-2,0,0.1,NA,1,0,Köln,4-2-3-1,0,1.3,NA,2,0,MSV Duisburg,Home,NA,990,25,16,17,6,2,15,27,55.6,12,14,2,12,25,50,16,0
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),MSV Duisburg,4-4-2,0,0.1,NA,1,0,Köln,4-2-3-1,0,1.3,NA,2,0,Köln,Away,NA,990,16,14,2,12,2,7,18,38.9,11,9,1,8,13,29,10,0
Frauen-Bundesliga,2024-03-08,Frauen-Bundesliga (Matchweek 15),Essen,3-5-2,4,2.3,Natasha Kowalski (P) · 24&rsquor; Beke Sterner · 57&rsquor; Ramona Maier · 72&rsquor; Annika Enderle · 90+2&rsquor;,1,0,MSV Duisburg,4-3-3,1,0.9,Natalie Muth · 76&rsquor;,1,0,Essen,Home,NA,990,12,11,2,8,2,7,13,53.8,6,15,6,9,11,23,18,0
Frauen-Bundesliga,2024-03-08,Frauen-Bundesliga (Matchweek 15),Essen,3-5-2,4,2.3,Natasha Kowalski (P) · 24&rsquor; Beke Sterner · 57&rsquor; Ramona Maier · 72&rsquor; Annika Enderle · 90+2&rsquor;,1,0,MSV Duisburg,4-3-3,1,0.9,Natalie Muth · 76&rsquor;,1,0,MSV Duisburg,Away,NA,990,22,19,13,8,1,6,15,40,9,9,2,7,18,40,29,1
Frauen-Bundesliga,2024-03-09,Frauen-Bundesliga (Matchweek 15),Eintracht Frankfurt,4-3-1-2,1,1.5,Laura Freigang · 67&rsquor;,1,0,Bayern Munich,4-2-3-1,2,1.3,Klara Bühl · 21&rsquor; Lea Schüller · 77&rsquor;,1,0,Eintracht Frankfurt,Home,NA,990,17,15,10,6,1,12,14,85.7,2,8,2,6,12,29,10,0
Frauen-Bundesliga,2024-03-09,Frauen-Bundesliga (Matchweek 15),Eintracht Frankfurt,4-3-1-2,1,1.5,Laura Freigang · 67&rsquor;,1,0,Bayern Munich,4-2-3-1,2,1.3,Klara Bühl · 21&rsquor; Lea Schüller · 77&rsquor;,1,0,Bayern Munich,Away,NA,990,28,20,13,12,3,9,13,69.2,4,25,7,18,14,42,21,0
Frauen-Bundesliga,2024-03-09,Frauen-Bundesliga (Matchweek 15),Hoffenheim,4-3-3,2,2.2,Mara Alber · 14&rsquor; Mara Alber · 39&rsquor;,1,0,1. FC Nürnberg,5-3-2,0,0.7,NA,1,0,Hoffenheim,Home,NA,990,13,13,2,8,3,6,10,60,4,11,5,6,1,14,8,0
Frauen-Bundesliga,2024-03-09,Frauen-Bundesliga (Matchweek 15),Hoffenheim,4-3-3,2,2.2,Mara Alber · 14&rsquor; Mara Alber · 39&rsquor;,1,0,1. FC Nürnberg,5-3-2,0,0.7,NA,1,0,1. FC Nürnberg,Away,NA,990,15,10,8,6,1,3,8,37.5,5,16,5,11,4,19,25,1
Frauen-Bundesliga,2024-03-10,Frauen-Bundesliga (Matchweek 15),Köln,4-2-3-1,2,2.5,Marleen Schimmer (P) · 32&rsquor; Carlotta Wamser · 81&rsquor;,1,0,Werder Bremen,4-4-2,1,2.4,Jasmin Sehan · 76&rsquor;,3,0,Köln,Home,NA,990,22,12,13,8,1,14,23,60.9,9,14,5,9,14,36,34,1
Frauen-Bundesliga,2024-03-10,Frauen-Bundesliga (Matchweek 15),Köln,4-2-3-1,2,2.5,Marleen Schimmer (P) · 32&rsquor; Carlotta Wamser · 81&rsquor;,1,0,Werder Bremen,4-4-2,1,2.4,Jasmin Sehan · 76&rsquor;,3,0,Werder Bremen,Away,NA,990,30,23,17,11,2,12,29,41.4,17,12,4,8,9,39,18,0
Frauen-Bundesliga,2024-03-10,Frauen-Bundesliga (Matchweek 15),Freiburg,4-3-3,0,0.7,NA,1,0,Bayer Leverkusen,3-4-3,0,0.7,NA,0,0,Freiburg,Home,NA,990,20,15,8,10,2,7,11,63.6,4,13,3,10,16,36,11,0
Frauen-Bundesliga,2024-03-10,Frauen-Bundesliga (Matchweek 15),Freiburg,4-3-3,0,0.7,NA,1,0,Bayer Leverkusen,3-4-3,0,0.7,NA,0,0,Bayer Leverkusen,Away,NA,990,26,20,12,10,4,11,14,78.6,3,18,5,13,21,47,20,0
Frauen-Bundesliga,2024-03-11,Frauen-Bundesliga (Matchweek 15),Wolfsburg,4-3-3,4,3.9,Marina Hegering · 24&rsquor; Jule Brand · 40&rsquor; Sveindís Jane Jónsdóttir · 56&rsquor; Jule Brand · 89&rsquor;,1,0,RB Leipzig,4-4-2,0,0.2,NA,1,0,Wolfsburg,Home,NA,990,22,16,5,10,7,12,17,70.6,5,13,1,12,15,37,10,0
Frauen-Bundesliga,2024-03-11,Frauen-Bundesliga (Matchweek 15),Wolfsburg,4-3-3,4,3.9,Marina Hegering · 24&rsquor; Jule Brand · 40&rsquor; Sveindís Jane Jónsdóttir · 56&rsquor; Jule Brand · 89&rsquor;,1,0,RB Leipzig,4-4-2,0,0.2,NA,1,0,RB Leipzig,Away,NA,990,23,15,13,8,2,18,29,62.1,11,14,4,10,10,33,19,0
