League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons
Championnat de France de Football Féminin,2023-10-21,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.2,NA,1,0,Paris Saint-Germain,4-3-3,4,0.8,Marie-Antoinette Katoto · 12&rsquor; Tabitha Chawinga · 25&rsquor; Sandy Baltimore · 45+1&rsquor; Amalie Vangsgaard · 90+2&rsquor;,2,0,Paris Saint-Germain,Away,NA,990,4,4,0,0,13,6,2,0,695,17,7,7,0.8,0.8,0.7,25,8,535,627,85.3,40,488,19,28,17
Championnat de France de Football Féminin,2023-10-22,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,0,0.4,NA,0,0,Paris FC,4-3-3,6,1.8,Mathilde Bourdieu · 5&rsquor; Daphne Corboz · 30&rsquor; Gaëtane Thiney · 36&rsquor; Julie Dufour · 38&rsquor; Margaux Le Mouël · 54&rsquor; Louna Ribadeira · 79&rsquor;,0,0,Dijon,Home,NA,990,0,0,0,0,10,4,0,0,485,19,14,9,0.4,0.4,0.3,16,0,255,386,66.1,28,203,10,10,7
Championnat de France de Football Féminin,2023-10-22,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,0,0.4,NA,0,0,Paris FC,4-3-3,6,1.8,Mathilde Bourdieu · 5&rsquor; Daphne Corboz · 30&rsquor; Gaëtane Thiney · 36&rsquor; Julie Dufour · 38&rsquor; Margaux Le Mouël · 54&rsquor; Louna Ribadeira · 79&rsquor;,0,0,Paris FC,Away,NA,990,6,5,0,0,13,9,0,0,634,7,24,12,1.9,1.9,1.5,21,11,397,524,75.8,49,272,8,17,6
Championnat de France de Football Féminin,2023-10-22,Championnat de France de Football Féminin (Regular season),Stade de Reims,5-4-1,1,1,Rofiat Imuran · 27&rsquor;,0,0,Lyon,4-3-3,5,3.5,Alice Sombath · 20&rsquor; Eugénie Le Sommer · 43&rsquor; Melchie Dumornay · 45+1&rsquor; Lindsey Heaps · 87&rsquor; Amel Majri · 89&rsquor;,0,0,Stade de Reims,Home,NA,990,1,0,0,0,5,2,0,0,383,18,16,7,1.1,1.1,0.2,8,2,173,274,63.1,16,173,7,19,9
Championnat de France de Football Féminin,2023-10-22,Championnat de France de Football Féminin (Regular season),Stade de Reims,5-4-1,1,1,Rofiat Imuran · 27&rsquor;,0,0,Lyon,4-3-3,5,3.5,Alice Sombath · 20&rsquor; Eugénie Le Sommer · 43&rsquor; Melchie Dumornay · 45+1&rsquor; Lindsey Heaps · 87&rsquor; Amel Majri · 89&rsquor;,0,0,Lyon,Away,NA,990,5,5,0,0,26,11,0,0,687,23,10,11,3.5,3.5,3.2,47,10,491,578,84.9,76,414,27,16,6
Championnat de France de Football Féminin,2023-11-03,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.6,NA,1,0,Montpellier,4-2-3-1,0,1,NA,3,0,Lille,Home,NA,990,0,0,0,0,10,1,1,0,494,17,11,11,0.6,0.6,0.4,15,0,244,375,65.1,30,171,13,23,11
Championnat de France de Football Féminin,2023-11-03,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.6,NA,1,0,Montpellier,4-2-3-1,0,1,NA,3,0,Montpellier,Away,NA,990,0,0,0,0,13,1,3,0,583,28,10,14,1,1,0.9,21,0,339,464,73.1,47,336,17,16,10
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,0,1.1,NA,2,0,Stade de Reims,4-3-3,2,1.5,Mélissa Gomes · 61&rsquor; Noémie Mouchon · 90+1&rsquor;,1,0,Bordeaux,Home,NA,990,0,0,0,0,11,0,2,0,487,15,9,5,1.1,1.1,0.9,19,0,229,381,60.1,38,178,14,10,6
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,0,1.1,NA,2,0,Stade de Reims,4-3-3,2,1.5,Mélissa Gomes · 61&rsquor; Noémie Mouchon · 90+1&rsquor;,1,0,Stade de Reims,Away,NA,990,2,1,0,0,13,5,1,0,450,11,7,13,1.5,1.5,1.2,23,4,172,314,54.8,22,129,6,14,2
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,2,2.5,Batcheba Louis · 2&rsquor; Charlotte Fernandes · 71&rsquor;,3,0,Saint-Étienne,4-3-3,1,0.7,Solene Champagnac · 87&rsquor;,0,0,Fleury,Home,NA,990,2,2,0,0,13,5,3,0,493,15,17,14,2.5,2.5,1.9,20,4,230,385,59.7,28,198,13,15,5
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,2,2.5,Batcheba Louis · 2&rsquor; Charlotte Fernandes · 71&rsquor;,3,0,Saint-Étienne,4-3-3,1,0.7,Solene Champagnac · 87&rsquor;,0,0,Saint-Étienne,Away,NA,990,1,1,0,0,9,3,0,0,541,16,26,13,0.7,0.7,0.4,14,1,297,448,66.3,30,270,8,9,5
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Le Havre,4-3-3,3,1.8,Laurie Cance · 27&rsquor; Salomé Elisor · 37&rsquor; Mickaélla Cardia · 82&rsquor;,0,0,Dijon,4-3-3,3,2.2,Latifah Abdu · 60&rsquor; Léa Declercq (P) · 74&rsquor; Océane Picard · 90+2&rsquor;,0,0,Le Havre,Home,NA,990,3,2,0,0,10,6,0,0,731,22,22,6,1.8,1.8,1.4,17,5,507,627,80.9,44,210,7,17,8
Championnat de France de Football Féminin,2023-11-04,Championnat de France de Football Féminin (Regular season),Le Havre,4-3-3,3,1.8,Laurie Cance · 27&rsquor; Salomé Elisor · 37&rsquor; Mickaélla Cardia · 82&rsquor;,0,0,Dijon,4-3-3,3,2.2,Latifah Abdu · 60&rsquor; Léa Declercq (P) · 74&rsquor; Océane Picard · 90+2&rsquor;,0,0,Dijon,Away,NA,990,3,2,1,1,6,4,0,0,425,20,14,12,2.2,1.4,1,10,5,227,323,70.3,24,209,6,10,1
Championnat de France de Football Féminin,2023-11-05,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,1,1.3,Julie Dufour · 29&rsquor;,0,0,Lyon,4-3-3,6,3.4,Eugénie Le Sommer · 1&rsquor; Ada Hegerberg · 38&rsquor; Eugénie Le Sommer · 40&rsquor; Ada Hegerberg · 48&rsquor; Sara Däbritz · 68&rsquor; Kadidiatou Diani · 90+1&rsquor;,1,0,Paris FC,Home,NA,990,1,0,0,0,17,7,0,0,596,14,13,17,1.3,1.3,0.9,23,1,390,510,76.5,38,343,17,5,1
Championnat de France de Football Féminin,2023-11-05,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,1,1.3,Julie Dufour · 29&rsquor;,0,0,Lyon,4-3-3,6,3.4,Eugénie Le Sommer · 1&rsquor; Ada Hegerberg · 38&rsquor; Eugénie Le Sommer · 40&rsquor; Ada Hegerberg · 48&rsquor; Sara Däbritz · 68&rsquor; Kadidiatou Diani · 90+1&rsquor;,1,0,Lyon,Away,NA,990,6,5,0,0,19,7,1,0,608,8,19,20,3.5,3.5,2.8,29,10,395,500,79,54,294,15,13,7
Championnat de France de Football Féminin,2023-11-10,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,3.8,Maelys Mpomé (OG) · 14&rsquor; Kadidiatou Diani · 17&rsquor; Celeste Boureille (OG) · 60&rsquor; Maëlle Lakrar (OG) · 76&rsquor; Wendie Renard · 90+5&rsquor;,0,0,Montpellier,3-4-3,0,0.6,NA,2,0,Lyon,Home,NA,990,2,1,0,0,28,12,0,0,687,11,23,17,3.8,3.8,2.4,47,3,452,565,80,66,451,21,17,5
Championnat de France de Football Féminin,2023-11-10,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,3.8,Maelys Mpomé (OG) · 14&rsquor; Kadidiatou Diani · 17&rsquor; Celeste Boureille (OG) · 60&rsquor; Maëlle Lakrar (OG) · 76&rsquor; Wendie Renard · 90+5&rsquor;,0,0,Montpellier,3-4-3,0,0.6,NA,2,0,Montpellier,Away,NA,990,0,0,0,0,7,4,2,0,452,15,17,10,0.6,0.6,0.3,10,0,219,341,64.2,21,180,4,8,5
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,1.4,Airine Fontaine · 50&rsquor; Léa Le Garrec · 67&rsquor;,2,0,Bordeaux,4-3-3,1,1.2,Hawa Sangare · 39&rsquor;,1,0,Fleury,Home,NA,990,2,1,0,0,17,7,2,0,614,16,10,5,1.4,1.4,1,32,4,394,524,75.2,53,384,23,15,5
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,1.4,Airine Fontaine · 50&rsquor; Léa Le Garrec · 67&rsquor;,2,0,Bordeaux,4-3-3,1,1.2,Hawa Sangare · 39&rsquor;,1,0,Bordeaux,Away,NA,990,1,1,0,0,10,6,1,0,490,20,18,19,1.2,1.2,1.1,19,2,256,362,70.7,28,279,5,11,3
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-3-3,0,0.3,NA,2,0,Le Havre,4-2-3-1,0,0.4,Nadjma Ali Nadjim · 70&rsquor;,1,1,Stade de Reims,Home,NA,990,0,0,0,0,8,2,2,0,527,23,21,9,0.3,0.3,0.2,10,0,294,397,74.1,30,285,13,30,16
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-3-3,0,0.3,NA,2,0,Le Havre,4-2-3-1,0,0.4,Nadjma Ali Nadjim · 70&rsquor;,1,1,Le Havre,Away,NA,969,0,0,0,0,9,7,1,1,695,25,6,11,0.4,0.4,0.2,11,0,463,579,80,27,449,7,19,10
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-2-2,1,0.6,Alexandria Lamontagne · 19&rsquor;,3,0,Paris FC,4-3-3,6,3,Louna Ribadeira · 14&rsquor; Clara Matéo · 35&rsquor; Louise Fleury · 44&rsquor; Louise Fleury · 67&rsquor; Louise Fleury · 70&rsquor; Julie Dufour · 86&rsquor;,3,0,Saint-Étienne,Home,NA,990,1,1,0,0,8,2,3,0,367,13,20,8,0.6,0.6,0.5,16,2,178,281,63.3,17,203,8,13,6
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-2-2,1,0.6,Alexandria Lamontagne · 19&rsquor;,3,0,Paris FC,4-3-3,6,3,Louna Ribadeira · 14&rsquor; Clara Matéo · 35&rsquor; Louise Fleury · 44&rsquor; Louise Fleury · 67&rsquor; Louise Fleury · 70&rsquor; Julie Dufour · 86&rsquor;,3,0,Paris FC,Away,NA,990,6,6,0,0,10,8,3,0,480,14,10,11,3,3,3,20,12,282,417,67.6,31,219,17,13,6
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,4,2.7,Emmy Jezequel · 26&rsquor; Laurie Teinturier · 30&rsquor; Laurie Teinturier · 56&rsquor; Agathe Donnary · 68&rsquor;,1,0,Lille,4-2-3-1,3,2.4,Lorena Azzaro (P) · 17&rsquor; Aurore Paprzycki · 20&rsquor; Julie Machart (P) · 73&rsquor;,1,0,Guingamp,Home,NA,990,4,3,0,0,15,6,1,0,488,17,25,13,2.7,2.7,2.2,25,6,249,371,67.1,18,266,6,8,5
Championnat de France de Football Féminin,2023-11-11,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,4,2.7,Emmy Jezequel · 26&rsquor; Laurie Teinturier · 30&rsquor; Laurie Teinturier · 56&rsquor; Agathe Donnary · 68&rsquor;,1,0,Lille,4-2-3-1,3,2.4,Lorena Azzaro (P) · 17&rsquor; Aurore Paprzycki · 20&rsquor; Julie Machart (P) · 73&rsquor;,1,0,Lille,Away,NA,990,3,1,2,2,10,3,1,0,598,9,16,14,2.4,0.8,0.6,17,6,372,506,73.5,35,268,7,14,8
Championnat de France de Football Féminin,2023-11-12,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,2,0.6,Malou Rylov · 59&rsquor; Wu Chengshu · 65&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,5,3.4,Grace Geyoro · 12&rsquor; Tabitha Chawinga · 25&rsquor; Tabitha Chawinga · 47&rsquor; Tabitha Chawinga · 71&rsquor; Amalie Vangsgaard · 73&rsquor;,0,0,Dijon,Home,NA,990,2,1,0,0,7,5,1,0,391,36,12,13,0.6,0.6,0.4,10,2,178,265,67.2,26,145,9,15,8
Championnat de France de Football Féminin,2023-11-12,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,2,0.6,Malou Rylov · 59&rsquor; Wu Chengshu · 65&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,5,3.4,Grace Geyoro · 12&rsquor; Tabitha Chawinga · 25&rsquor; Tabitha Chawinga · 47&rsquor; Tabitha Chawinga · 71&rsquor; Amalie Vangsgaard · 73&rsquor;,0,0,Paris Saint-Germain,Away,NA,990,5,4,0,0,18,8,0,0,876,17,10,4,3.4,3.4,2,31,9,688,769,89.5,73,676,23,44,20
Championnat de France de Football Féminin,2023-11-17,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,4,Alice Sombath · 34&rsquor; Melchie Dumornay · 70&rsquor; Ada Hegerberg · 73&rsquor; Sara Däbritz · 89&rsquor;,1,0,Dijon,5-4-1,1,0.1,Maria Diaz · 25&rsquor;,1,0,Lyon,Home,NA,990,4,1,0,0,26,11,1,0,856,5,8,9,4,4,2.2,44,6,633,756,83.7,92,495,28,14,7
Championnat de France de Football Féminin,2023-11-17,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,4,Alice Sombath · 34&rsquor; Melchie Dumornay · 70&rsquor; Ada Hegerberg · 73&rsquor; Sara Däbritz · 89&rsquor;,1,0,Dijon,5-4-1,1,0.1,Maria Diaz · 25&rsquor;,1,0,Dijon,Away,NA,990,1,0,0,0,2,1,1,0,368,21,17,18,0.1,0.1,0,1,1,131,251,52.2,10,164,6,3,1
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Le Havre,4-2-3-1,2,2.3,Inès Benyahia (P) · 30&rsquor; Deja Davis · 44&rsquor;,2,0,Guingamp,4-4-2,0,0.2,NA,2,0,Le Havre,Home,NA,990,2,0,1,1,21,8,2,0,572,20,20,13,2.3,1.6,1.2,34,3,341,464,73.5,47,263,15,15,6
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Le Havre,4-2-3-1,2,2.3,Inès Benyahia (P) · 30&rsquor; Deja Davis · 44&rsquor;,2,0,Guingamp,4-4-2,0,0.2,NA,2,0,Guingamp,Away,NA,990,0,0,0,0,4,4,2,0,501,19,14,16,0.2,0.2,0.2,7,0,272,408,66.7,15,226,6,11,3
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Montpellier,3-4-3,2,2,Kethna Louis · 51&rsquor; Sonia Ouchene · 53&rsquor;,3,0,Stade de Reims,4-3-3,1,1.2,Rofiat Imuran · 69&rsquor;,2,0,Montpellier,Home,NA,990,2,0,0,0,13,6,3,0,576,17,10,4,2.1,2.1,1.2,22,3,366,480,76.3,55,239,13,21,12
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Montpellier,3-4-3,2,2,Kethna Louis · 51&rsquor; Sonia Ouchene · 53&rsquor;,3,0,Stade de Reims,4-3-3,1,1.2,Rofiat Imuran · 69&rsquor;,2,0,Stade de Reims,Away,NA,990,1,0,0,0,6,3,2,0,346,22,14,8,1.2,1.2,0.4,10,2,137,247,55.5,14,142,9,14,10
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,1,0.7,Jessy Roux · 2&rsquor;,0,0,Saint-Étienne,4-4-2,2,1.8,Phornetia Browne (P) · 57&rsquor; Kess Elmore · 72&rsquor;,0,0,Lille,Home,NA,990,1,1,0,0,11,3,0,0,609,15,18,6,0.7,0.7,0.5,16,2,379,496,76.4,28,323,15,20,10
Championnat de France de Football Féminin,2023-11-18,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,1,0.7,Jessy Roux · 2&rsquor;,0,0,Saint-Étienne,4-4-2,2,1.8,Phornetia Browne (P) · 57&rsquor; Kess Elmore · 72&rsquor;,0,0,Saint-Étienne,Away,NA,990,2,1,1,1,11,6,0,0,510,23,17,12,1.8,1,0.7,20,3,279,392,71.2,21,264,17,15,8
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,2,1.7,Marie-Antoinette Katoto · 13&rsquor; Jackie Groenen · 90+7&rsquor;,3,0,Fleury,4-2-3-1,1,1.2,Ewelina Kamczyk · 40&rsquor;,1,0,Paris Saint-Germain,Home,NA,990,2,2,0,0,19,9,3,0,830,13,13,16,1.7,1.7,1.3,32,4,589,696,84.6,55,416,26,39,19
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,2,1.7,Marie-Antoinette Katoto · 13&rsquor; Jackie Groenen · 90+7&rsquor;,3,0,Fleury,4-2-3-1,1,1.2,Ewelina Kamczyk · 40&rsquor;,1,0,Fleury,Away,NA,990,1,1,0,0,15,4,1,0,420,46,12,21,1.3,1.3,0.8,17,2,161,266,60.5,14,124,10,9,5
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris FC,4-4-1-1,1,1.9,Clara Matéo · 41&rsquor;,0,0,Bordeaux,4-3-3,0,0.1,NA,0,0,Paris FC,Home,NA,990,1,1,0,0,18,7,0,0,802,25,12,7,2.2,2.2,1.2,25,2,523,669,78.2,64,369,16,27,13
Championnat de France de Football Féminin,2023-11-19,Championnat de France de Football Féminin (Regular season),Paris FC,4-4-1-1,1,1.9,Clara Matéo · 41&rsquor;,0,0,Bordeaux,4-3-3,0,0.1,NA,0,0,Bordeaux,Away,NA,990,0,0,0,0,3,2,0,0,442,25,33,18,0.1,0.1,0,5,0,145,276,52.5,16,137,8,18,4
Championnat de France de Football Féminin,2023-11-24,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,NA,0,Ewelina Kamczyk · 8&rsquor; Dominika Grabowska · 25&rsquor;,2,0,Le Havre,4-2-3-1,0,0,Inès Benyahia · 33&rsquor; Inès Benyahia (P) · 58&rsquor;,2,0,Fleury,Home,NA,990,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
Championnat de France de Football Féminin,2023-11-24,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,NA,0,Ewelina Kamczyk · 8&rsquor; Dominika Grabowska · 25&rsquor;,2,0,Le Havre,4-2-3-1,0,0,Inès Benyahia · 33&rsquor; Inès Benyahia (P) · 58&rsquor;,2,0,Le Havre,Away,NA,990,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,3,1.3,Abi Kim · 21&rsquor; Hawa Sangare · 62&rsquor; Abi Kim · 66&rsquor;,3,0,Lille,4-2-3-1,0,0.6,NA,1,0,Bordeaux,Home,NA,990,3,2,0,0,10,7,3,0,407,20,11,14,1.3,1.3,1,17,5,183,305,60,31,203,10,8,4
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,3,1.3,Abi Kim · 21&rsquor; Hawa Sangare · 62&rsquor; Abi Kim · 66&rsquor;,3,0,Lille,4-2-3-1,0,0.6,NA,1,0,Lille,Away,NA,990,0,0,0,0,8,4,1,0,482,12,12,10,0.6,0.6,0.6,14,0,253,394,64.2,23,224,8,20,11
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,3,2.8,Maria Diaz · 47&rsquor; Léa Declercq (P) · 51&rsquor; Klaudia Jedlińska · 58&rsquor;,3,0,Saint-Étienne,4-1-3-2,2,1.2,Kess Elmore · 30&rsquor; Cindy Caputo · 65&rsquor;,3,0,Dijon,Home,NA,990,3,2,1,1,16,6,3,0,490,10,18,7,2.8,2.1,1.4,29,6,270,394,68.5,39,277,15,12,6
Championnat de France de Football Féminin,2023-11-25,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,3,2.8,Maria Diaz · 47&rsquor; Léa Declercq (P) · 51&rsquor; Klaudia Jedlińska · 58&rsquor;,3,0,Saint-Étienne,4-1-3-2,2,1.2,Kess Elmore · 30&rsquor; Cindy Caputo · 65&rsquor;,3,0,Saint-Étienne,Away,NA,990,2,1,0,0,9,6,3,0,515,13,20,7,1.2,1.2,0.3,17,3,302,417,72.4,22,290,20,13,6
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,0.8,Rachel Corboz (P) · 8&rsquor;,2,0,Paris FC,4-2-3-1,1,2.3,Margaux Le Mouël · 75&rsquor;,2,0,Stade de Reims,Home,NA,990,1,0,1,1,1,0,2,0,437,21,23,22,0.8,0,0,4,2,139,271,51.3,13,135,12,9,4
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,0.8,Rachel Corboz (P) · 8&rsquor;,2,0,Paris FC,4-2-3-1,1,2.3,Margaux Le Mouël · 75&rsquor;,2,0,Paris FC,Away,NA,990,1,1,0,0,27,5,2,0,727,19,12,12,2.3,2.3,1.1,39,2,457,616,74.2,82,415,24,18,8
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,4,4.1,Marie-Antoinette Katoto · 2&rsquor; Grace Geyoro · 42&rsquor; Amalie Vangsgaard · 65&rsquor; Tabitha Chawinga · 90+3&rsquor;,1,0,Montpellier,4-2-3-1,1,2.4,Faustine Robert (P) · 27&rsquor;,0,0,Paris Saint-Germain,Home,NA,990,4,3,0,1,20,7,1,0,694,11,12,13,4.2,3.4,2.6,33,6,491,582,84.4,67,488,19,22,13
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-2-3-1,4,4.1,Marie-Antoinette Katoto · 2&rsquor; Grace Geyoro · 42&rsquor; Amalie Vangsgaard · 65&rsquor; Tabitha Chawinga · 90+3&rsquor;,1,0,Montpellier,4-2-3-1,1,2.4,Faustine Robert (P) · 27&rsquor;,0,0,Montpellier,Away,NA,990,1,0,1,1,12,6,0,0,525,22,16,16,2.4,1.7,1.5,21,0,307,409,75.1,45,324,16,10,5
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Guingamp,5-4-1,1,0.1,Sarah Cambot · 45+1&rsquor;,1,0,Lyon,4-3-3,5,4,Lindsey Heaps · 4&rsquor; Emmy Jezequel (OG) · 15&rsquor; Daniëlle van de Donk · 29&rsquor; Ada Hegerberg · 71&rsquor; Ada Hegerberg · 90+5&rsquor;,1,0,Guingamp,Home,NA,990,1,0,0,0,1,1,1,0,510,12,14,13,0.1,0.1,0,1,1,241,342,70.5,7,186,5,8,2
Championnat de France de Football Féminin,2023-11-26,Championnat de France de Football Féminin (Regular season),Guingamp,5-4-1,1,0.1,Sarah Cambot · 45+1&rsquor;,1,0,Lyon,4-3-3,5,4,Lindsey Heaps · 4&rsquor; Emmy Jezequel (OG) · 15&rsquor; Daniëlle van de Donk · 29&rsquor; Ada Hegerberg · 71&rsquor; Ada Hegerberg · 90+5&rsquor;,1,0,Lyon,Away,NA,990,4,2,0,0,31,17,1,0,778,13,15,11,4.2,4.2,3.1,51,6,534,661,80.8,98,489,28,13,8
Championnat de France de Football Féminin,2023-12-08,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,4,Wendie Renard · 17&rsquor; Ada Hegerberg (P) · 28&rsquor; Damaris Egurrola · 57&rsquor; Griedge Mbock Bathy · 59&rsquor; Amel Majri · 90+2&rsquor;,1,0,Lille,5-4-1,0,0,NA,0,0,Lyon,Home,NA,990,5,2,1,1,27,13,1,0,768,22,12,9,4.2,3.4,2.3,50,8,575,673,85.4,96,543,23,20,11
Championnat de France de Football Féminin,2023-12-08,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,5,4,Wendie Renard · 17&rsquor; Ada Hegerberg (P) · 28&rsquor; Damaris Egurrola · 57&rsquor; Griedge Mbock Bathy · 59&rsquor; Amel Majri · 90+2&rsquor;,1,0,Lille,5-4-1,0,0,NA,0,0,Lille,Away,NA,990,0,0,0,0,1,0,0,0,492,24,9,11,0,0,0,1,0,282,386,73.1,4,170,2,15,7
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-1-4-1,2,1.4,Solene Champagnac · 33&rsquor; Cindy Caputo · 61&rsquor;,1,0,Guingamp,4-4-2,1,0.7,Laurie Teinturier · 57&rsquor;,2,0,Saint-Étienne,Home,NA,990,2,2,0,0,7,4,1,0,474,14,9,8,1.4,1.4,1.4,11,4,273,390,70,32,239,13,14,8
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-1-4-1,2,1.4,Solene Champagnac · 33&rsquor; Cindy Caputo · 61&rsquor;,1,0,Guingamp,4-4-2,1,0.7,Laurie Teinturier · 57&rsquor;,2,0,Guingamp,Away,NA,990,1,1,0,0,8,5,2,0,567,16,8,9,0.7,0.7,0.7,16,2,364,484,75.2,41,326,15,16,8
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,0.9,Nérilia Mondésir · 62&rsquor;,3,0,Paris FC,4-2-3-1,4,3.5,Gaëtane Thiney · 12&rsquor; Daphne Corboz · 24&rsquor; Mathilde Bourdieu · 41&rsquor; Louna Ribadeira · 87&rsquor;,1,0,Montpellier,Home,NA,990,1,0,0,0,9,5,3,0,462,13,15,12,0.9,0.9,0.3,13,1,243,379,64.1,29,279,11,15,9
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,0.9,Nérilia Mondésir · 62&rsquor;,3,0,Paris FC,4-2-3-1,4,3.5,Gaëtane Thiney · 12&rsquor; Daphne Corboz · 24&rsquor; Mathilde Bourdieu · 41&rsquor; Louna Ribadeira · 87&rsquor;,1,0,Paris FC,Away,NA,990,4,3,0,0,19,12,1,0,618,17,10,18,3.5,3.5,2.7,33,6,397,512,77.5,48,274,19,11,9
Championnat de France de Football Féminin,2023-12-09,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,2,2.4,Mélissa Gomes (P) · 61&rsquor; Noémie Mouchon · 67&rsquor;,0,0,Fleury,3-4-1-2,0,1.6,NA,3,0,Stade de Reims,Home,NA,990,2,0,1,1,13,1,0,0,476,17,17,17,2.5,1.7,1,24,4,232,328,70.7,24,192,16,24,9
