League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take_Ons,Succ_Take_Ons,Succ_percent_Take_Ons,Tkld_Take_Ons,Tkld_percent_Take_Ons,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Guingamp,3-4-1-2,0,0.7,Jeannette Yango · 66&rsquor;,4,1,Montpellier,4-2-3-1,1,0.9,Lea Khelifi · 40&rsquor; Maelys Mpomé · 83&rsquor;,5,1,Guingamp,Home,NA,965,482,78,243,155,95,8,482,13,9,69.2,4,30.8,222,1647,859,16,7,2,25,8,257,25
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Guingamp,3-4-1-2,0,0.7,Jeannette Yango · 66&rsquor;,4,1,Montpellier,4-2-3-1,1,0.9,Lea Khelifi · 40&rsquor; Maelys Mpomé · 83&rsquor;,5,1,Montpellier,Away,NA,982,653,44,194,294,170,19,653,14,10,71.4,4,28.6,371,1900,905,16,15,3,25,6,423,47
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,0,1.2,NA,1,0,Fleury,4-3-3,5,3,Dominika Grabowska · 51&rsquor; Rosemonde Kouassi · 65&rsquor; Rosemonde Kouassi · 80&rsquor; Léa Declercq (OG) · 88&rsquor; Tianna Harris · 90&rsquor;,0,0,Dijon,Home,NA,990,488,70,186,205,103,16,488,11,2,18.2,9,81.8,207,1232,684,9,7,5,17,12,236,31
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Dijon,4-3-3,0,1.2,NA,1,0,Fleury,4-3-3,5,3,Dominika Grabowska · 51&rsquor; Rosemonde Kouassi · 65&rsquor; Rosemonde Kouassi · 80&rsquor; Léa Declercq (OG) · 88&rsquor; Tianna Harris · 90&rsquor;,0,0,Fleury,Away,NA,990,691,73,301,209,190,32,691,24,9,37.5,15,62.5,272,1369,670,23,12,8,20,4,446,49
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,1,0.8,Ada Hegerberg · 84&rsquor;,1,0,Paris FC,4-2-3-1,0,0.2,NA,0,0,Lyon,Home,NA,990,716,44,205,298,221,25,716,19,10,52.6,9,47.4,405,2460,1253,23,13,6,22,9,496,60
Championnat de France de Football Féminin,2024-01-10,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,1,0.8,Ada Hegerberg · 84&rsquor;,1,0,Paris FC,4-2-3-1,0,0.2,NA,0,0,Paris FC,Away,NA,990,586,94,329,191,73,6,586,10,5,50,5,50,397,1958,1039,11,12,1,24,14,363,30
Championnat de France de Football Féminin,2024-01-17,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-1-4-1,4,4.8,Lieke Martens · 31&rsquor; Marie-Antoinette Katoto · 48&rsquor; Lieke Martens · 62&rsquor; Grace Geyoro · 90&rsquor;,1,0,Stade de Reims,5-4-1,0,0.1,NA,1,0,Paris Saint-Germain,Home,NA,990,907,21,110,486,314,48,907,11,9,81.8,2,18.2,528,2964,1469,28,20,6,18,19,721,80
Championnat de France de Football Féminin,2024-01-17,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-1-4-1,4,4.8,Lieke Martens · 31&rsquor; Marie-Antoinette Katoto · 48&rsquor; Lieke Martens · 62&rsquor; Grace Geyoro · 90&rsquor;,1,0,Stade de Reims,5-4-1,0,0.1,NA,1,0,Stade de Reims,Away,NA,990,409,102,271,118,26,4,409,14,4,28.6,10,71.4,205,1460,650,5,6,2,28,12,210,11
Championnat de France de Football Féminin,2024-01-20,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,2,1.5,Amandine Henry · 52&rsquor; Anaïs Ribeyra · 66&rsquor; Anaïs Ribeyra · 85&rsquor;,0,1,Dijon,4-2-3-1,2,1.4,Klaudia Jedlińska · 21&rsquor; Malou Rylov · 34&rsquor;,3,0,Lille,Home,NA,951,555,65,198,232,129,14,555,21,11,52.4,10,47.6,267,1214,396,6,5,0,19,15,333,40
Championnat de France de Football Féminin,2024-01-20,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,2,1.5,Amandine Henry · 52&rsquor; Anaïs Ribeyra · 66&rsquor; Anaïs Ribeyra · 85&rsquor;,0,1,Dijon,4-2-3-1,2,1.4,Klaudia Jedlińska · 21&rsquor; Malou Rylov · 34&rsquor;,3,0,Dijon,Away,NA,990,482,56,204,209,77,24,482,21,12,57.1,9,42.9,191,973,426,10,8,7,24,8,219,27
Championnat de France de Football Féminin,2024-01-20,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,2.1,Mélissa Gomes (P) · 90&rsquor;,1,0,Guingamp,4-2-3-1,0,1,NA,3,0,Stade de Reims,Home,NA,990,504,47,166,147,198,38,503,30,13,43.3,17,56.7,211,1156,572,15,8,7,31,15,214,27
Championnat de France de Football Féminin,2024-01-20,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,1,2.1,Mélissa Gomes (P) · 90&rsquor;,1,0,Guingamp,4-2-3-1,0,1,NA,3,0,Guingamp,Away,NA,990,531,86,230,170,134,11,531,15,7,46.7,8,53.3,239,1371,678,6,8,0,24,14,244,27
Championnat de France de Football Féminin,2024-01-20,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-3-3,8,7,Grace Geyoro (P) · 28&rsquor; Amalie Vangsgaard · 36&rsquor; Marie-Antoinette Katoto · 40&rsquor; Marie-Antoinette Katoto · 45+2&rsquor; Sandy Baltimore · 62&rsquor; Tabitha Chawinga · 71&rsquor; Amalie Vangsgaard · 84&rsquor; Tabitha Chawinga · 88&rsquor;,0,0,Bordeaux,4-3-3,1,0.9,Hawa Sangare · 72&rsquor;,0,0,Paris Saint-Germain,Home,NA,990,870,36,195,415,268,50,869,21,11,52.4,10,47.6,476,3089,1467,18,20,7,10,6,672,75
Championnat de France de Football Féminin,2024-01-20,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,4-3-3,8,7,Grace Geyoro (P) · 28&rsquor; Amalie Vangsgaard · 36&rsquor; Marie-Antoinette Katoto · 40&rsquor; Marie-Antoinette Katoto · 45+2&rsquor; Sandy Baltimore · 62&rsquor; Tabitha Chawinga · 71&rsquor; Amalie Vangsgaard · 84&rsquor; Tabitha Chawinga · 88&rsquor;,0,0,Bordeaux,4-3-3,1,0.9,Hawa Sangare · 72&rsquor;,0,0,Bordeaux,Away,NA,990,485,104,302,131,59,7,485,10,6,60,4,40,218,1256,619,10,7,2,24,7,260,11
Championnat de France de Football Féminin,2024-01-21,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-1-4-1,1,1.2,Amandine Pierre-Louis · 29&rsquor;,2,0,Fleury,4-3-3,0,0.7,NA,0,0,Saint-Étienne,Home,NA,990,446,68,222,165,70,14,446,16,10,62.5,6,37.5,172,1033,516,16,5,5,21,4,192,18
Championnat de France de Football Féminin,2024-01-21,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-1-4-1,1,1.2,Amandine Pierre-Louis · 29&rsquor;,2,0,Fleury,4-3-3,0,0.7,NA,0,0,Fleury,Away,NA,990,587,39,180,274,139,20,587,15,9,60,6,40,243,1755,1085,20,8,6,22,14,361,51
Championnat de France de Football Féminin,2024-01-21,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,1.2,Océane Deslandes · 35&rsquor;,2,0,Lyon,4-3-3,2,2.7,Vanessa Gilles · 12&rsquor; Ada Hegerberg · 27&rsquor;,1,0,Montpellier,Home,NA,990,514,73,287,168,67,6,514,29,16,55.2,13,44.8,263,1242,570,8,6,1,20,7,240,13
Championnat de France de Football Féminin,2024-01-21,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,1.2,Océane Deslandes · 35&rsquor;,2,0,Lyon,4-3-3,2,2.7,Vanessa Gilles · 12&rsquor; Ada Hegerberg · 27&rsquor;,1,0,Lyon,Away,NA,990,743,37,172,320,256,26,743,13,6,46.2,7,53.8,380,2014,923,12,10,1,23,19,496,80
Championnat de France de Football Féminin,2024-02-02,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,1,0.4,Dominika Grabowska · 19&rsquor;,3,0,Paris Saint-Germain,4-5-1,1,2.6,Sakina Karchaoui · 61&rsquor;,1,0,Fleury,Home,NA,990,460,100,243,173,54,9,460,18,7,38.9,11,61.1,194,1010,502,6,7,3,26,10,204,12
Championnat de France de Football Féminin,2024-02-02,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,1,0.4,Dominika Grabowska · 19&rsquor;,3,0,Paris Saint-Germain,4-5-1,1,2.6,Sakina Karchaoui · 61&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,725,34,145,321,267,41,725,28,15,53.6,13,46.4,517,2654,1414,28,25,4,22,7,503,68
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Le Havre,4-1-4-1,4,1.9,Inès Benyahia · 18&rsquor; Silke Demeyere · 27&rsquor; Nadjma Ali Nadjim · 53&rsquor; Christy Gavory · 73&rsquor;,1,0,Saint-Étienne,4-2-3-1,2,0.5,Amandine Pierre-Louis · 62&rsquor; Alexandria Lamontagne · 90+2&rsquor;,1,0,Le Havre,Home,NA,990,664,58,289,329,51,10,664,13,6,46.2,7,53.8,471,2133,1146,10,7,4,28,4,444,29
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Le Havre,4-1-4-1,4,1.9,Inès Benyahia · 18&rsquor; Silke Demeyere · 27&rsquor; Nadjma Ali Nadjim · 53&rsquor; Christy Gavory · 73&rsquor;,1,0,Saint-Étienne,4-2-3-1,2,0.5,Amandine Pierre-Louis · 62&rsquor; Alexandria Lamontagne · 90+2&rsquor;,1,0,Saint-Étienne,Away,NA,990,601,43,191,320,96,8,601,14,8,57.1,6,42.9,281,1485,805,11,9,1,19,12,406,28
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,1,1,Klaudia Jedlińska · 2&rsquor;,0,0,Montpellier,4-1-4-1,0,0.6,NA,0,0,Dijon,Home,NA,990,521,61,196,221,110,17,521,25,9,36,16,64,269,1626,785,16,12,4,12,6,249,36
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,1,1,Klaudia Jedlińska · 2&rsquor;,0,0,Montpellier,4-1-4-1,0,0.6,NA,0,0,Montpellier,Away,NA,990,642,73,245,251,154,21,642,30,16,53.3,14,46.7,165,1065,459,10,4,3,20,15,379,47
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,3.1,Eugénie Le Sommer · 13&rsquor; Eugénie Le Sommer · 18&rsquor; Sara Däbritz · 34&rsquor; Ada Hegerberg · 49&rsquor;,0,0,Stade de Reims,4-4-1-1,1,0.5,Shana Chossenotte · 45&rsquor;,1,0,Lyon,Home,NA,990,828,36,179,308,345,57,828,21,9,42.9,10,47.6,492,2787,1250,18,18,14,20,13,585,89
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,3.1,Eugénie Le Sommer · 13&rsquor; Eugénie Le Sommer · 18&rsquor; Sara Däbritz · 34&rsquor; Ada Hegerberg · 49&rsquor;,0,0,Stade de Reims,4-4-1-1,1,0.5,Shana Chossenotte · 45&rsquor;,1,0,Stade de Reims,Away,NA,990,380,117,249,87,51,4,380,11,4,36.4,7,63.6,141,833,402,8,7,3,32,9,140,9
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,2.2,Laura Bourgouin · 36&rsquor;,1,0,Guingamp,5-4-1,1,0.4,Antonie Stárová · 8&rsquor;,2,0,Bordeaux,Home,NA,990,603,41,200,274,141,18,603,22,9,40.9,13,59.1,297,1761,788,15,18,4,27,8,334,39
Championnat de France de Football Féminin,2024-02-03,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,1,2.2,Laura Bourgouin · 36&rsquor;,1,0,Guingamp,5-4-1,1,0.4,Antonie Stárová · 8&rsquor;,2,0,Guingamp,Away,NA,990,411,48,166,185,68,14,411,20,7,35,13,65,127,878,401,10,3,5,15,16,157,19
Championnat de France de Football Féminin,2024-02-04,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,3,3.4,Kaja Korošec · 70&rsquor; Kessya Bussy · 76&rsquor; Kaja Korošec · 90+6&rsquor;,3,0,Lille,4-4-2,2,0.8,Anaïs Ribeyra · 65&rsquor; Lorena Azzaro · 71&rsquor;,1,0,Paris FC,Home,NA,990,693,31,143,320,236,36,693,28,10,35.7,18,64.3,339,1845,886,13,8,4,15,15,428,77
Championnat de France de Football Féminin,2024-02-04,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,3,3.4,Kaja Korošec · 70&rsquor; Kessya Bussy · 76&rsquor; Kaja Korošec · 90+6&rsquor;,3,0,Lille,4-4-2,2,0.8,Anaïs Ribeyra · 65&rsquor; Lorena Azzaro · 71&rsquor;,1,0,Lille,Away,NA,990,448,77,247,160,53,6,448,16,4,25,12,75,216,1040,460,8,7,0,17,11,167,15
Championnat de France de Football Féminin,2024-02-09,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,0,0.3,NA,2,0,Montpellier,4-5-1,3,3.3,Faustine Robert · 19&rsquor; Soufiya Ngueleu · 62&rsquor; Lea Khelifi · 90+2&rsquor;,1,0,Stade de Reims,Home,NA,990,552,72,207,238,117,16,552,32,13,40.6,19,59.4,226,1454,749,13,11,2,26,15,247,33
Championnat de France de Football Féminin,2024-02-09,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-2-3-1,0,0.3,NA,2,0,Montpellier,4-5-1,3,3.3,Faustine Robert · 19&rsquor; Soufiya Ngueleu · 62&rsquor; Lea Khelifi · 90+2&rsquor;,1,0,Montpellier,Away,NA,990,589,43,186,272,136,27,589,23,13,56.5,10,43.5,275,1563,704,9,9,3,16,15,329,33
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,2,1.8,Hillary Diaz · 16&rsquor; Abi Kim · 29&rsquor;,1,0,Paris FC,4-2-3-1,6,3.2,Daphne Corboz · 27&rsquor; Julie Dufour · 48&rsquor; Clara Matéo · 49&rsquor; Clara Matéo · 52&rsquor; Julie Dufour · 68&rsquor; Clara Matéo · 72&rsquor;,1,0,Bordeaux,Home,NA,990,426,79,203,172,56,11,426,12,6,50,6,50,154,1168,503,13,5,4,15,6,196,18
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,2,1.8,Hillary Diaz · 16&rsquor; Abi Kim · 29&rsquor;,1,0,Paris FC,4-2-3-1,6,3.2,Daphne Corboz · 27&rsquor; Julie Dufour · 48&rsquor; Clara Matéo · 49&rsquor; Clara Matéo · 52&rsquor; Julie Dufour · 68&rsquor; Clara Matéo · 72&rsquor;,1,0,Paris FC,Away,NA,990,591,51,190,254,154,37,591,15,6,40,9,60,335,1836,803,17,5,8,23,6,375,60
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,2,3.8,Noémie Carage · 59&rsquor; Cindy Caputo · 87&rsquor;,3,0,Dijon,4-2-3-1,0,0.2,NA,2,0,Saint-Étienne,Home,NA,990,515,49,235,220,71,17,515,24,10,41.7,14,58.3,310,1573,718,16,8,6,23,6,268,24
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,2,3.8,Noémie Carage · 59&rsquor; Cindy Caputo · 87&rsquor;,3,0,Dijon,4-2-3-1,0,0.2,NA,2,0,Dijon,Away,NA,990,528,48,182,246,107,8,528,17,9,52.9,8,47.1,158,1053,534,12,4,1,17,7,290,36
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,3,1.5,Anaïs Ribeyra · 25&rsquor; Julie Machart · 48&rsquor; Julie Pian · 57&rsquor;,3,0,Le Havre,4-1-4-1,3,2.1,Romane Enguehard · 4&rsquor; Mickaélla Cardia · 45&rsquor; Inès Benyahia (P) · 86&rsquor;,1,0,Lille,Home,NA,990,397,45,177,142,81,9,397,9,7,77.8,2,22.2,148,1105,648,11,6,2,14,17,186,12
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,3,1.5,Anaïs Ribeyra · 25&rsquor; Julie Machart · 48&rsquor; Julie Pian · 57&rsquor;,3,0,Le Havre,4-1-4-1,3,2.1,Romane Enguehard · 4&rsquor; Mickaélla Cardia · 45&rsquor; Inès Benyahia (P) · 86&rsquor;,1,0,Le Havre,Away,NA,990,481,41,183,206,100,16,480,20,11,55,9,45,273,1378,522,10,7,0,25,5,248,31
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,3,1.8,Sarah Cambot · 45&rsquor; Antonie Stárová (P) · 48&rsquor; Alison Peniguel · 73&rsquor;,5,0,Fleury,4-2-3-1,1,1.6,Airine Fontaine · 88&rsquor;,3,0,Guingamp,Home,NA,990,378,79,175,127,79,14,377,2,1,50,1,50,116,663,343,7,9,3,22,6,155,22
Championnat de France de Football Féminin,2024-02-10,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,3,1.8,Sarah Cambot · 45&rsquor; Antonie Stárová (P) · 48&rsquor; Alison Peniguel · 73&rsquor;,5,0,Fleury,4-2-3-1,1,1.6,Airine Fontaine · 88&rsquor;,3,0,Fleury,Away,NA,990,593,37,180,215,201,34,593,11,9,81.8,2,18.2,314,1699,892,15,2,9,17,5,379,51
Championnat de France de Football Féminin,2024-02-11,Championnat de France de Football Féminin (Regular season),Lyon,4-2-3-1,1,1.2,Élisa De Almeida (OG) · 90&rsquor;,2,0,Paris Saint-Germain,3-4-1-2,1,0.8,Tabitha Chawinga · 66&rsquor;,3,0,Lyon,Home,NA,990,535,23,112,253,178,28,535,22,11,50,10,45.5,338,2279,842,7,21,3,26,19,301,56
Championnat de France de Football Féminin,2024-02-11,Championnat de France de Football Féminin (Regular season),Lyon,4-2-3-1,1,1.2,Élisa De Almeida (OG) · 90&rsquor;,2,0,Paris Saint-Germain,3-4-1-2,1,0.8,Tabitha Chawinga · 66&rsquor;,3,0,Paris Saint-Germain,Away,NA,990,623,67,225,334,72,7,623,19,6,31.6,12,63.2,437,2610,1059,12,16,3,22,16,383,33
Championnat de France de Football Féminin,2024-02-17,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-5-2,5,3,Élisa De Almeida · 3&rsquor; Tabitha Chawinga · 30&rsquor; Grace Geyoro · 69&rsquor; Maïwen Renard (OG) · 75&rsquor; Grace Geyoro · 87&rsquor;,1,0,Guingamp,3-5-2,0,0.2,NA,0,0,Paris Saint-Germain,Home,NA,990,726,43,199,325,210,40,726,23,13,56.5,10,43.5,523,2835,1427,29,17,8,20,5,546,55
Championnat de France de Football Féminin,2024-02-17,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-5-2,5,3,Élisa De Almeida · 3&rsquor; Tabitha Chawinga · 30&rsquor; Grace Geyoro · 69&rsquor; Maïwen Renard (OG) · 75&rsquor; Grace Geyoro · 87&rsquor;,1,0,Guingamp,3-5-2,0,0.2,NA,0,0,Guingamp,Away,NA,990,351,79,167,116,69,10,351,3,0,0,3,100,127,765,274,2,4,1,19,9,161,11
Championnat de France de Football Féminin,2024-02-17,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,4,3.3,Amanda Uju · 40&rsquor; Cindy Caputo · 69&rsquor; Solene Champagnac · 84&rsquor; Phornetia Browne · 86&rsquor;,2,0,Stade de Reims,4-2-3-1,3,2.5,Charlène Meyong · 32&rsquor; Noémie Mouchon · 51&rsquor; Anaele Le Moguedec · 77&rsquor;,1,0,Saint-Étienne,Home,NA,990,563,57,197,228,144,21,563,27,13,48.1,14,51.9,370,1865,912,15,13,6,23,11,335,39
Championnat de France de Football Féminin,2024-02-17,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,4,3.3,Amanda Uju · 40&rsquor; Cindy Caputo · 69&rsquor; Solene Champagnac · 84&rsquor; Phornetia Browne · 86&rsquor;,2,0,Stade de Reims,4-2-3-1,3,2.5,Charlène Meyong · 32&rsquor; Noémie Mouchon · 51&rsquor; Anaele Le Moguedec · 77&rsquor;,1,0,Stade de Reims,Away,NA,990,479,50,227,191,67,18,479,17,8,47.1,9,52.9,255,1364,798,14,5,7,25,5,233,18
Championnat de France de Football Féminin,2024-02-17,Championnat de France de Football Féminin (Regular season),Le Havre,4-1-4-1,1,1.5,Nadjma Ali Nadjim · 88&rsquor;,1,0,Bordeaux,4-3-3,1,1.4,Laura Bourgouin (P) · 73&rsquor;,1,0,Le Havre,Home,NA,990,661,52,212,282,175,28,661,11,8,72.7,3,27.3,469,2412,969,11,9,5,26,3,440,50
Championnat de France de Football Féminin,2024-02-17,Championnat de France de Football Féminin (Regular season),Le Havre,4-1-4-1,1,1.5,Nadjma Ali Nadjim · 88&rsquor;,1,0,Bordeaux,4-3-3,1,1.4,Laura Bourgouin (P) · 73&rsquor;,1,0,Bordeaux,Away,NA,990,524,79,267,191,70,11,523,15,8,53.3,7,46.7,231,1555,687,13,6,4,26,6,288,19
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,1,3.5,Ewelina Kamczyk · 53&rsquor;,2,0,Stade de Reims,4-1-4-1,0,0.3,NA,1,0,Fleury,Home,NA,990,588,40,163,254,180,32,588,28,14,50,14,50,338,1878,886,17,7,9,19,10,330,47
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Fleury,4-2-3-1,1,3.5,Ewelina Kamczyk · 53&rsquor;,2,0,Stade de Reims,4-1-4-1,0,0.3,NA,1,0,Stade de Reims,Away,NA,990,552,82,237,250,76,8,552,23,10,43.5,13,56.5,246,1398,623,11,7,5,23,13,294,25
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-4-3,4,2.3,Jade Le Guilly · 44&rsquor; Tabitha Chawinga · 46&rsquor; Tabitha Chawinga · 75&rsquor; Amalie Vangsgaard · 78&rsquor;,3,0,Le Havre,4-1-4-1,0,0.1,NA,0,0,Paris Saint-Germain,Home,NA,990,772,43,217,341,220,34,772,28,16,57.1,12,42.9,541,2234,1163,17,9,10,18,11,586,56
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-4-3,4,2.3,Jade Le Guilly · 44&rsquor; Tabitha Chawinga · 46&rsquor; Tabitha Chawinga · 75&rsquor; Amalie Vangsgaard · 78&rsquor;,3,0,Le Havre,4-1-4-1,0,0.1,NA,0,0,Le Havre,Away,NA,990,372,62,183,133,64,7,372,6,3,50,3,50,135,794,389,7,5,2,8,9,189,18
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.6,NA,2,0,Guingamp,4-4-2,2,1.9,Antonie Stárová (P) · 52&rsquor; Sabitra Bhandari · 90+1&rsquor;,1,0,Lille,Home,NA,990,541,64,229,170,145,24,541,17,10,58.8,7,41.2,151,947,433,13,8,4,26,17,288,39
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,0,0.6,NA,2,0,Guingamp,4-4-2,2,1.9,Antonie Stárová (P) · 52&rsquor; Sabitra Bhandari · 90+1&rsquor;,1,0,Guingamp,Away,NA,990,470,64,189,164,119,12,469,14,2,14.3,12,85.7,228,1179,581,12,4,2,16,8,194,20
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Montpellier,4-1-4-1,2,2.4,Nérilia Mondésir · 69&rsquor; Faustine Robert · 73&rsquor;,1,0,Bordeaux,5-3-2,1,0.4,Carla Lecaille · 53&rsquor;,0,0,Montpellier,Home,NA,990,745,39,263,288,198,30,745,22,10,45.5,12,54.5,477,2770,1034,14,11,8,22,10,507,40
Championnat de France de Football Féminin,2024-03-02,Championnat de France de Football Féminin (Regular season),Montpellier,4-1-4-1,2,2.4,Nérilia Mondésir · 69&rsquor; Faustine Robert · 73&rsquor;,1,0,Bordeaux,5-3-2,1,0.4,Carla Lecaille · 53&rsquor;,0,0,Bordeaux,Away,NA,990,481,67,241,155,91,10,481,18,8,44.4,10,55.6,268,1415,810,16,9,4,12,13,240,26
Championnat de France de Football Féminin,2024-03-03,Championnat de France de Football Féminin (Regular season),Dijon,5-4-1,1,0.3,Lena Goetsch · 38&rsquor;,0,0,Lyon,4-3-3,3,3.2,Sara Däbritz · 6&rsquor; Ada Hegerberg · 44&rsquor; Sara Däbritz · 90&rsquor;,1,0,Dijon,Home,NA,990,368,73,230,106,38,3,368,11,5,45.5,6,54.5,132,697,225,4,4,1,17,10,127,5
Championnat de France de Football Féminin,2024-03-03,Championnat de France de Football Féminin (Regular season),Dijon,5-4-1,1,0.3,Lena Goetsch · 38&rsquor;,0,0,Lyon,4-3-3,3,3.2,Sara Däbritz · 6&rsquor; Ada Hegerberg · 44&rsquor; Sara Däbritz · 90&rsquor;,1,0,Lyon,Away,NA,990,893,22,134,490,278,42,893,25,12,48,13,52,642,3181,1668,29,17,8,25,6,642,77
Championnat de France de Football Féminin,2024-03-06,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,3,1.8,Louna Ribadeira · 61&rsquor; Louna Ribadeira · 67&rsquor; Louna Ribadeira · 89&rsquor;,1,0,Le Havre,4-4-2,2,2.2,Inès Benyahia · 16&rsquor; Inès Benyahia · 45&rsquor;,1,0,Paris FC,Home,NA,990,591,56,180,286,131,16,591,11,10,90.9,1,9.1,328,2215,1252,21,11,7,14,13,358,58
Championnat de France de Football Féminin,2024-03-06,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,3,1.8,Louna Ribadeira · 61&rsquor; Louna Ribadeira · 67&rsquor; Louna Ribadeira · 89&rsquor;,1,0,Le Havre,4-4-2,2,2.2,Inès Benyahia · 16&rsquor; Inès Benyahia · 45&rsquor;,1,0,Le Havre,Away,NA,990,582,60,239,250,104,18,581,11,7,63.6,4,36.4,375,2009,1060,22,16,9,16,14,344,30
Championnat de France de Football Féminin,2024-03-15,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,4,1.4,Sara Däbritz · 10&rsquor; Griedge Mbock Bathy · 13&rsquor; Sara Däbritz · 83&rsquor; Melchie Dumornay · 86&rsquor;,3,0,Fleury,4-3-3,0,0.1,NA,4,0,Lyon,Home,NA,990,668,53,178,253,239,29,668,19,11,57.9,8,42.1,288,1501,654,7,4,3,19,10,454,62
