League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take_Ons,Succ_Take_Ons,Succ_percent_Take_Ons,Tkld_Take_Ons,Tkld_percent_Take_Ons,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Paris FC,4-4-2,0,0.2,NA,2,0,Dijon,4-2-3-1,1,0.6,Léa Declercq · 79&rsquor;,1,0,Paris FC,Home,NA,990,660,63,293,265,112,5,660,33,14,42.4,19,57.6,305,1953,945,15,11,2,21,6,457,30
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Paris FC,4-4-2,0,0.2,NA,2,0,Dijon,4-2-3-1,1,0.6,Léa Declercq · 79&rsquor;,1,0,Dijon,Away,NA,990,519,39,167,241,115,12,519,14,7,50,7,50,248,1508,703,16,6,5,9,8,299,37
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,1,1.6,Cindy Caputo (P) · 20&rsquor;,2,0,Lille,4-2-3-1,1,1.2,Anaïs Ribeyra · 53&rsquor;,2,0,Saint-Étienne,Home,NA,990,495,82,257,168,77,12,494,17,7,41.2,10,58.8,239,1272,628,11,6,4,12,4,317,24
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,1,1.6,Cindy Caputo (P) · 20&rsquor;,2,0,Lille,4-2-3-1,1,1.2,Anaïs Ribeyra · 53&rsquor;,2,0,Lille,Away,NA,990,455,44,186,182,91,17,455,16,8,50,8,50,254,1539,945,19,10,1,15,10,280,34
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,3,2,Laurie Teinturier · 2&rsquor; Alison Peniguel · 58&rsquor; Marie-Charlotte Léger · 88&rsquor;,0,0,Le Havre,3-4-3,4,3.9,Chancelle Effa Effa · 32&rsquor; Inès Benyahia · 56&rsquor; Inès Benyahia · 60&rsquor; Chancelle Effa Effa · 67&rsquor;,1,0,Guingamp,Home,NA,990,498,75,243,162,97,17,497,20,5,25,15,75,198,1104,400,7,9,3,20,6,263,23
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,3,2,Laurie Teinturier · 2&rsquor; Alison Peniguel · 58&rsquor; Marie-Charlotte Léger · 88&rsquor;,0,0,Le Havre,3-4-3,4,3.9,Chancelle Effa Effa · 32&rsquor; Inès Benyahia · 56&rsquor; Inès Benyahia · 60&rsquor; Chancelle Effa Effa · 67&rsquor;,1,0,Le Havre,Away,NA,990,629,57,243,202,192,36,629,26,15,57.7,11,42.3,354,1786,790,17,10,6,27,11,389,59
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,3.7,Batcheba Louis · 46&rsquor; Léa Le Garrec · 56&rsquor;,2,0,Montpellier,4-2-3-1,3,2.4,Nérilia Mondésir (P) · 4&rsquor; Maëlle Lakrar · 35&rsquor; Lea Khelifi · 78&rsquor;,3,0,Fleury,Home,NA,990,556,56,158,246,158,41,556,20,11,55,9,45,243,1590,924,22,11,11,19,13,297,39
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,3.7,Batcheba Louis · 46&rsquor; Léa Le Garrec · 56&rsquor;,2,0,Montpellier,4-2-3-1,3,2.4,Nérilia Mondésir (P) · 4&rsquor; Maëlle Lakrar · 35&rsquor; Lea Khelifi · 78&rsquor;,3,0,Montpellier,Away,NA,990,471,72,199,169,112,18,469,24,12,50,12,50,197,1136,499,15,9,5,14,23,231,31
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-3-3,2,1.2,Rofiat Imuran · 15&rsquor; Anaele Le Moguedec · 27&rsquor;,0,0,Paris Saint-Germain,3-5-2,1,0.5,Fanny Rossi · 28&rsquor;,2,0,Stade de Reims,Home,NA,990,492,32,147,197,150,30,492,14,8,57.1,6,42.9,232,1504,681,19,13,10,24,18,246,45
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-3-3,2,1.2,Rofiat Imuran · 15&rsquor; Anaele Le Moguedec · 27&rsquor;,0,0,Paris Saint-Germain,3-5-2,1,0.5,Fanny Rossi · 28&rsquor;,2,0,Paris Saint-Germain,Away,NA,990,594,80,273,224,101,8,594,18,9,50,9,50,330,2270,990,15,9,3,18,31,364,25
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Bordeaux,4-1-4-1,2,3,Laura Bourgouin · 45+5&rsquor; Laura Bourgouin (P) · 85&rsquor;,1,0,Lyon,3-5-2,1,0.6,Alice Marques · 33&rsquor;,0,0,Bordeaux,Home,NA,990,367,46,144,132,96,24,365,8,3,37.5,5,62.5,145,879,458,8,5,2,6,5,164,18
Championnat de France de Football Féminin,2024-05-08,Championnat de France de Football Féminin (Regular season),Bordeaux,4-1-4-1,2,3,Laura Bourgouin · 45+5&rsquor; Laura Bourgouin (P) · 85&rsquor;,1,0,Lyon,3-5-2,1,0.6,Alice Marques · 33&rsquor;,0,0,Lyon,Away,NA,990,504,67,209,177,125,20,504,18,10,55.6,8,44.4,275,1295,587,7,7,3,19,7,303,30
Championnat de France de Football Féminin,2024-05-11,Championnat de France de Football Féminin (Semi-finals),Paris Saint-Germain,3-5-2,2,3.5,Grace Geyoro (P) · 52&rsquor; Marie-Antoinette Katoto · 72&rsquor;,1,0,Paris FC,4-2-3-1,2,1.2,Clara Matéo · 36&rsquor; Daphne Corboz · 56&rsquor;,1,0,Paris Saint-Germain,Home,NA,990,764,42,156,367,245,43,763,17,11,64.7,6,35.3,403,2164,1091,19,10,13,16,13,582,61
Championnat de France de Football Féminin,2024-05-11,Championnat de France de Football Féminin (Semi-finals),Paris Saint-Germain,3-5-2,2,3.5,Grace Geyoro (P) · 52&rsquor; Marie-Antoinette Katoto · 72&rsquor;,1,0,Paris FC,4-2-3-1,2,1.2,Clara Matéo · 36&rsquor; Daphne Corboz · 56&rsquor;,1,0,Paris FC,Away,NA,990,404,74,165,169,75,20,404,11,4,36.4,7,63.6,167,970,476,10,7,5,22,10,201,20
Championnat de France de Football Féminin,2024-05-12,Championnat de France de Football Féminin (Semi-finals),Lyon,4-3-3,6,4.4,Wendie Renard · 12&rsquor; Daniëlle van de Donk · 36&rsquor; Amel Majri · 43&rsquor; Kadidiatou Diani · 57&rsquor; Melchie Dumornay · 58&rsquor; Kadidiatou Diani · 66&rsquor;,1,0,Stade de Reims,5-3-2,0,0.2,NA,0,0,Lyon,Home,NA,990,744,19,74,349,327,50,744,18,13,72.2,5,27.8,380,2264,1264,34,21,11,21,14,526,70
Championnat de France de Football Féminin,2024-05-12,Championnat de France de Football Féminin (Semi-finals),Lyon,4-3-3,6,4.4,Wendie Renard · 12&rsquor; Daniëlle van de Donk · 36&rsquor; Amel Majri · 43&rsquor; Kadidiatou Diani · 57&rsquor; Melchie Dumornay · 58&rsquor; Kadidiatou Diani · 66&rsquor;,1,0,Stade de Reims,5-3-2,0,0.2,NA,0,0,Stade de Reims,Away,NA,990,415,102,259,115,43,3,415,17,12,70.6,5,29.4,146,940,375,5,5,1,17,10,188,9
Championnat de France de Football Féminin,2024-05-17,Championnat de France de Football Féminin (Third-place match),Paris FC,4-2-3-1,1,1,Clara Matéo · 83&rsquor;,1,0,Stade de Reims,4-2-3-1,1,1.1,Rachel Corboz (P) · 87&rsquor;,2,0,Paris FC,Home,NA,1320,568,55,170,232,168,34,568,19,6,31.6,13,68.4,313,1780,1066,12,8,7,21,9,333,47
Championnat de France de Football Féminin,2024-05-17,Championnat de France de Football Féminin (Third-place match),Paris FC,4-2-3-1,1,1,Clara Matéo · 83&rsquor;,1,0,Stade de Reims,4-2-3-1,1,1.1,Rachel Corboz (P) · 87&rsquor;,2,0,Stade de Reims,Away,NA,1320,469,78,219,177,80,15,468,19,5,26.3,14,73.7,204,1352,690,13,6,4,16,10,223,23
Championnat de France de Football Féminin,2024-05-17,Championnat de France de Football Féminin (Final),Lyon,4-3-3,2,0.5,Delphine Cascarino · 18&rsquor; Kadidiatou Diani · 22&rsquor;,2,0,Paris Saint-Germain,4-1-2-1-2,1,1.1,Tabitha Chawinga · 73&rsquor;,1,0,Lyon,Home,NA,990,511,53,175,205,135,20,511,13,5,38.5,8,61.5,221,1280,579,13,10,6,15,24,286,30
Championnat de France de Football Féminin,2024-05-17,Championnat de France de Football Féminin (Final),Lyon,4-3-3,2,0.5,Delphine Cascarino · 18&rsquor; Kadidiatou Diani · 22&rsquor;,2,0,Paris Saint-Germain,4-1-2-1-2,1,1.1,Tabitha Chawinga · 73&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,710,61,221,297,195,19,710,27,10,37,17,63,293,1549,803,15,15,6,27,19,484,44
Première Ligue,2024-09-20,Première Ligue (Regular season),Fleury,4-4-2,2,0.9,Ewelina Kamczyk · 1&rsquor; Ewelina Kamczyk · 46&rsquor;,0,0,Lyon,3-3-3-1,6,3.3,Melchie Dumornay · 22&rsquor; Lindsey Heaps (P) · 32&rsquor; Melchie Dumornay · 43&rsquor; Lindsey Heaps · 57&rsquor; Vanessa Gilles · 75&rsquor; Kadidiatou Diani · 80&rsquor;,2,0,Fleury,Home,NA,990,376,92,219,128,39,6,376,8,4,50,4,50,137,964,440,7,3,0,13,9,176,16
Première Ligue,2024-09-20,Première Ligue (Regular season),Fleury,4-4-2,2,0.9,Ewelina Kamczyk · 1&rsquor; Ewelina Kamczyk · 46&rsquor;,0,0,Lyon,3-3-3-1,6,3.3,Melchie Dumornay · 22&rsquor; Lindsey Heaps (P) · 32&rsquor; Melchie Dumornay · 43&rsquor; Lindsey Heaps · 57&rsquor; Vanessa Gilles · 75&rsquor; Kadidiatou Diani · 80&rsquor;,2,0,Lyon,Away,NA,990,766,23,81,385,304,49,765,11,1,9.1,10,90.9,254,1488,684,14,5,5,14,9,593,97
Première Ligue,2024-09-21,Première Ligue (Regular season),Strasbourg,5-3-2,1,0.9,Laurine Hannequin · 12&rsquor;,3,0,Dijon,4-3-3,1,0.9,Wu Chengshu · 59&rsquor;,2,0,Strasbourg,Home,NA,990,527,72,272,195,64,11,527,16,6,37.5,10,62.5,249,1227,558,6,5,2,14,5,298,21
Première Ligue,2024-09-21,Première Ligue (Regular season),Strasbourg,5-3-2,1,0.9,Laurine Hannequin · 12&rsquor;,3,0,Dijon,4-3-3,1,0.9,Wu Chengshu · 59&rsquor;,2,0,Dijon,Away,NA,990,604,33,140,308,160,19,604,6,2,33.3,4,66.7,261,1252,535,10,12,0,18,10,380,34
Première Ligue,2024-09-21,Première Ligue (Regular season),Le Havre,4-4-2,0,0.7,NA,1,0,Nantes,3-4-3,1,0.8,Manon Uffren · 8&rsquor;,3,0,Le Havre,Home,NA,990,589,40,156,274,163,14,589,12,9,75,3,25,173,969,557,8,6,1,13,4,296,40
Première Ligue,2024-09-21,Première Ligue (Regular season),Le Havre,4-4-2,0,0.7,NA,1,0,Nantes,3-4-3,1,0.8,Manon Uffren · 8&rsquor;,3,0,Nantes,Away,NA,990,637,87,286,256,102,13,637,12,7,58.3,5,41.7,327,1437,724,16,8,5,26,9,339,22
Première Ligue,2024-09-21,Première Ligue (Regular season),Stade de Reims,4-4-2,1,0.9,Jade Nassi · 45&rsquor;,3,0,Saint-Étienne,3-4-3,2,0.6,Amandine Pierre-Louis · 20&rsquor; Lisa Martinez · 22&rsquor;,1,0,Stade de Reims,Home,NA,990,542,33,188,234,124,14,542,9,7,77.8,2,22.2,232,1667,809,10,8,3,17,12,337,38
Première Ligue,2024-09-21,Première Ligue (Regular season),Stade de Reims,4-4-2,1,0.9,Jade Nassi · 45&rsquor;,3,0,Saint-Étienne,3-4-3,2,0.6,Amandine Pierre-Louis · 20&rsquor; Lisa Martinez · 22&rsquor;,1,0,Saint-Étienne,Away,NA,990,394,61,190,147,58,12,394,19,7,36.8,12,63.2,131,964,470,9,3,2,24,8,199,16
Première Ligue,2024-09-21,Première Ligue (Regular season),Montpellier,4-2-3-1,1,0.4,Ella Palis · 90+3&rsquor;,2,0,Paris Saint-Germain,4-3-3,3,1.9,Marie-Antoinette Katoto · 20&rsquor; Grace Geyoro · 43&rsquor; Korbin Albert · 86&rsquor;,2,0,Montpellier,Home,NA,990,418,70,229,142,51,7,418,9,2,22.2,7,77.8,174,844,388,5,3,0,14,8,231,16
Première Ligue,2024-09-21,Première Ligue (Regular season),Montpellier,4-2-3-1,1,0.4,Ella Palis · 90+3&rsquor;,2,0,Paris Saint-Germain,4-3-3,3,1.9,Marie-Antoinette Katoto · 20&rsquor; Grace Geyoro · 43&rsquor; Korbin Albert · 86&rsquor;,2,0,Paris Saint-Germain,Away,NA,990,630,31,143,303,195,25,630,18,8,44.4,10,55.6,325,1730,927,17,15,1,20,9,429,62
Première Ligue,2024-09-22,Première Ligue (Regular season),Guingamp,4-2-3-1,0,0.5,NA,2,0,Paris FC,4-2-3-1,6,2.9,Clara Matéo · 7&rsquor; Clara Matéo · 11&rsquor; Kessya Bussy · 16&rsquor; Maëlle Garbino · 20&rsquor; Gaëtane Thiney · 43&rsquor; Maëlle Garbino · 71&rsquor;,1,0,Guingamp,Home,NA,990,475,91,273,145,62,1,475,10,5,50,5,50,226,1271,641,7,7,0,18,6,266,11
Première Ligue,2024-09-22,Première Ligue (Regular season),Guingamp,4-2-3-1,0,0.5,NA,2,0,Paris FC,4-2-3-1,6,2.9,Clara Matéo · 7&rsquor; Clara Matéo · 11&rsquor; Kessya Bussy · 16&rsquor; Maëlle Garbino · 20&rsquor; Gaëtane Thiney · 43&rsquor; Maëlle Garbino · 71&rsquor;,1,0,Paris FC,Away,NA,990,700,47,212,281,213,38,700,11,4,36.4,7,63.6,416,2208,942,21,11,9,17,6,502,64
Première Ligue,2024-09-27,Première Ligue (Regular season),Lyon,3-3-3-1,6,2.2,Daniëlle van de Donk · 17&rsquor; Lindsey Heaps · 38&rsquor; Kadidiatou Diani · 45&rsquor; Tabitha Chawinga · 52&rsquor; Melchie Dumornay · 58&rsquor; Lindsey Heaps · 90+3&rsquor;,0,0,Strasbourg,5-4-1,0,0.1,NA,1,0,Lyon,Home,NA,990,813,27,111,325,381,59,813,26,11,42.3,15,57.7,408,2087,1063,24,19,7,18,9,614,88
Première Ligue,2024-09-27,Première Ligue (Regular season),Lyon,3-3-3-1,6,2.2,Daniëlle van de Donk · 17&rsquor; Lindsey Heaps · 38&rsquor; Kadidiatou Diani · 45&rsquor; Tabitha Chawinga · 52&rsquor; Melchie Dumornay · 58&rsquor; Lindsey Heaps · 90+3&rsquor;,0,0,Strasbourg,5-4-1,0,0.1,NA,1,0,Strasbourg,Away,NA,990,445,102,297,106,44,4,445,9,3,33.3,6,66.7,178,1033,507,8,7,1,12,8,242,16
Première Ligue,2024-09-28,Première Ligue (Regular season),Nantes,3-4-3,0,0.7,NA,3,0,Saint-Étienne,4-2-3-1,1,0.5,Cindy Caputo · 2&rsquor;,5,0,Nantes,Home,NA,990,523,37,156,217,158,17,523,18,9,50,9,50,206,1399,771,14,6,0,21,6,297,33
Première Ligue,2024-09-28,Première Ligue (Regular season),Nantes,3-4-3,0,0.7,NA,3,0,Saint-Étienne,4-2-3-1,1,0.5,Cindy Caputo · 2&rsquor;,5,0,Saint-Étienne,Away,NA,990,400,65,179,154,72,7,400,13,2,15.4,11,84.6,116,767,246,6,1,0,20,5,181,16
Première Ligue,2024-09-28,Première Ligue (Regular season),Dijon,4-1-4-1,2,2.5,Viktoria Pinther · 76&rsquor; Viktoria Pinther · 88&rsquor;,3,0,Fleury,4-4-2,2,0.5,Claudine Meffometou · 4&rsquor; Sarah Kassi · 58&rsquor;,2,0,Dijon,Home,NA,990,565,37,119,274,175,30,565,11,8,72.7,3,27.3,312,1536,896,24,22,5,16,19,343,42
Première Ligue,2024-09-28,Première Ligue (Regular season),Dijon,4-1-4-1,2,2.5,Viktoria Pinther · 76&rsquor; Viktoria Pinther · 88&rsquor;,3,0,Fleury,4-4-2,2,0.5,Claudine Meffometou · 4&rsquor; Sarah Kassi · 58&rsquor;,2,0,Fleury,Away,NA,990,603,108,355,195,60,7,603,19,11,57.9,8,42.1,220,1158,642,10,8,1,27,9,353,18
Première Ligue,2024-09-28,Première Ligue (Regular season),Montpellier,4-2-3-1,1,0.8,Judith Coquet · 3&rsquor;,2,0,Stade de Reims,4-4-2,0,0.3,NA,0,0,Montpellier,Home,NA,990,633,65,263,282,94,17,633,13,5,38.5,8,61.5,296,1574,692,10,7,1,33,5,386,26
Première Ligue,2024-09-28,Première Ligue (Regular season),Montpellier,4-2-3-1,1,0.8,Judith Coquet · 3&rsquor;,2,0,Stade de Reims,4-4-2,0,0.3,NA,0,0,Stade de Reims,Away,NA,990,644,40,201,290,160,13,644,16,5,31.3,11,68.8,330,1957,985,15,10,2,25,6,406,40
Première Ligue,2024-09-29,Première Ligue (Regular season),Paris FC,4-2-3-1,8,3.2,Julie Dufour · 18&rsquor; Clara Matéo · 26&rsquor; Maëlle Garbino · 32&rsquor; Clara Matéo · 45&rsquor; Clara Matéo · 45+2&rsquor; Maëlle Garbino · 45+4&rsquor; Clara Matéo · 62&rsquor; Julie Dufour · 67&rsquor;,1,0,Le Havre,4-4-2,0,0.9,NA,1,0,Paris FC,Home,NA,990,758,86,320,329,114,33,758,10,5,50,5,50,346,1746,730,18,5,9,18,7,502,50
Première Ligue,2024-09-29,Première Ligue (Regular season),Paris FC,4-2-3-1,8,3.2,Julie Dufour · 18&rsquor; Clara Matéo · 26&rsquor; Maëlle Garbino · 32&rsquor; Clara Matéo · 45&rsquor; Clara Matéo · 45+2&rsquor; Maëlle Garbino · 45+4&rsquor; Clara Matéo · 62&rsquor; Julie Dufour · 67&rsquor;,1,0,Le Havre,4-4-2,0,0.9,NA,1,0,Le Havre,Away,NA,990,442,55,159,193,97,12,442,13,8,61.5,5,38.5,160,835,395,12,8,5,24,9,201,22
Première Ligue,2024-09-29,Première Ligue (Regular season),Paris Saint-Germain,4-1-4-1,4,2.7,Romée Leuchter · 51&rsquor; Romée Leuchter · 61&rsquor; Sakina Karchaoui · 64&rsquor; Agueissa Diarra · 87&rsquor;,2,0,Guingamp,4-4-1-1,0,0,NA,6,0,Paris Saint-Germain,Home,NA,990,750,12,79,377,300,43,750,29,11,37.9,18,62.1,334,1823,904,21,17,5,8,5,570,78
Première Ligue,2024-09-29,Première Ligue (Regular season),Paris Saint-Germain,4-1-4-1,4,2.7,Romée Leuchter · 51&rsquor; Romée Leuchter · 61&rsquor; Sakina Karchaoui · 64&rsquor; Agueissa Diarra · 87&rsquor;,2,0,Guingamp,4-4-1-1,0,0,NA,6,0,Guingamp,Away,NA,990,418,111,288,112,18,1,418,12,4,33.3,8,66.7,142,706,307,3,2,0,20,13,228,9
Première Ligue,2024-10-04,Première Ligue (Regular season),Paris Saint-Germain,4-1-4-1,3,1,Élisa De Almeida · 37&rsquor; Grace Geyoro · 65&rsquor; Romée Leuchter · 67&rsquor;,1,0,Le Havre,5-4-1,0,0.3,NA,4,0,Paris Saint-Germain,Home,NA,990,837,47,172,409,262,32,837,30,12,40,18,60,406,1704,784,15,7,4,15,7,592,88
Première Ligue,2024-10-04,Première Ligue (Regular season),Paris Saint-Germain,4-1-4-1,3,1,Élisa De Almeida · 37&rsquor; Grace Geyoro · 65&rsquor; Romée Leuchter · 67&rsquor;,1,0,Le Havre,5-4-1,0,0.3,NA,4,0,Le Havre,Away,NA,990,430,80,235,126,70,13,430,12,1,8.3,11,91.7,107,396,179,4,1,3,15,1,167,13
Première Ligue,2024-10-05,Première Ligue (Regular season),Saint-Étienne,4-2-3-1,1,0.9,Cindy Caputo · 90+2&rsquor;,4,0,Paris FC,4-2-3-1,0,1.3,NA,3,0,Saint-Étienne,Home,NA,990,392,86,220,120,53,10,392,8,3,37.5,5,62.5,103,682,260,6,3,1,15,7,173,16
Première Ligue,2024-10-05,Première Ligue (Regular season),Saint-Étienne,4-2-3-1,1,0.9,Cindy Caputo · 90+2&rsquor;,4,0,Paris FC,4-2-3-1,0,1.3,NA,3,0,Paris FC,Away,NA,990,554,26,108,267,181,33,554,12,4,33.3,8,66.7,299,1508,634,13,10,7,16,8,335,53
Première Ligue,2024-10-05,Première Ligue (Regular season),Strasbourg,5-3-2,0,0.7,NA,3,0,Fleury,4-4-2,2,1.2,Aissata Traoré · 18&rsquor; Faustine Robert · 27&rsquor;,1,0,Strasbourg,Home,NA,990,728,53,234,348,148,14,728,12,5,41.7,7,58.3,349,1813,943,11,4,0,28,11,496,47
Première Ligue,2024-10-05,Première Ligue (Regular season),Strasbourg,5-3-2,0,0.7,NA,3,0,Fleury,4-4-2,2,1.2,Aissata Traoré · 18&rsquor; Faustine Robert · 27&rsquor;,1,0,Fleury,Away,NA,990,546,51,213,231,111,13,546,14,2,14.3,12,85.7,246,1155,514,12,9,1,15,7,306,28
Première Ligue,2024-10-05,Première Ligue (Regular season),Guingamp,4-4-1-1,0,0.3,Sofia Guellati · 26&rsquor;,4,1,Nantes,3-4-3,1,1,Kelly Gago · 20&rsquor; Maureen Cosson · 70&rsquor;,4,1,Guingamp,Home,NA,925,461,78,230,186,52,6,461,8,4,50,4,50,174,981,407,13,4,1,12,3,283,8
Première Ligue,2024-10-05,Première Ligue (Regular season),Guingamp,4-4-1-1,0,0.3,Sofia Guellati · 26&rsquor;,4,1,Nantes,3-4-3,1,1,Kelly Gago · 20&rsquor; Maureen Cosson · 70&rsquor;,4,1,Nantes,Away,NA,969,582,32,188,264,136,12,582,8,2,25,5,62.5,301,1720,903,13,6,1,8,6,411,43
Première Ligue,2024-10-05,Première Ligue (Regular season),Stade de Reims,4-4-2,0,0.3,NA,2,0,Dijon,4-2-3-1,2,0.9,Rose Lavaud · 14&rsquor; Wu Chengshu · 20&rsquor;,4,0,Stade de Reims,Home,NA,990,637,57,248,259,139,8,637,19,4,21.1,15,78.9,362,2253,923,15,13,3,32,7,383,39
Première Ligue,2024-10-05,Première Ligue (Regular season),Stade de Reims,4-4-2,0,0.3,NA,2,0,Dijon,4-2-3-1,2,0.9,Rose Lavaud · 14&rsquor; Wu Chengshu · 20&rsquor;,4,0,Dijon,Away,NA,990,499,52,191,207,106,16,499,12,5,41.7,7,58.3,212,1255,485,17,13,2,20,10,243,27
Première Ligue,2024-10-05,Première Ligue (Regular season),Lyon,4-2-3-1,4,4.5,Wendie Renard · 38&rsquor; Lindsey Heaps · 63&rsquor; Melchie Dumornay · 64&rsquor; Sara Däbritz · 78&rsquor;,1,0,Montpellier,4-2-3-1,0,0,NA,2,0,Lyon,Home,NA,990,742,10,105,282,358,52,741,12,1,8.3,11,91.7,405,1789,771,20,13,8,14,7,540,91
Première Ligue,2024-10-05,Première Ligue (Regular season),Lyon,4-2-3-1,4,4.5,Wendie Renard · 38&rsquor; Lindsey Heaps · 63&rsquor; Melchie Dumornay · 64&rsquor; Sara Däbritz · 78&rsquor;,1,0,Montpellier,4-2-3-1,0,0,NA,2,0,Montpellier,Away,NA,990,405,114,265,120,24,3,405,6,2,33.3,4,66.7,109,702,352,6,2,0,16,8,211,7
Première Ligue,2024-10-11,Première Ligue (Regular season),Le Havre,5-4-1,5,3.7,Laurie Cance · 15&rsquor; Madeline Roth · 25&rsquor; Zoé Stiévenart · 33&rsquor; Laurie Cance · 83&rsquor; Silke Demeyere · 88&rsquor;,3,0,Saint-Étienne,4-2-3-1,1,1.6,Fiona Bogi · 22&rsquor;,2,0,Le Havre,Home,NA,990,564,54,204,267,101,31,564,20,14,70,6,30,208,1356,791,20,5,7,18,4,324,35
Première Ligue,2024-10-11,Première Ligue (Regular season),Le Havre,5-4-1,5,3.7,Laurie Cance · 15&rsquor; Madeline Roth · 25&rsquor; Zoé Stiévenart · 33&rsquor; Laurie Cance · 83&rsquor; Silke Demeyere · 88&rsquor;,3,0,Saint-Étienne,4-2-3-1,1,1.6,Fiona Bogi · 22&rsquor;,2,0,Saint-Étienne,Away,NA,990,669,59,168,389,117,12,669,36,19,52.8,17,47.2,330,1510,786,12,5,2,17,7,445,70
Première Ligue,2024-10-12,Première Ligue (Regular season),Fleury,4-4-2,4,3.5,Batcheba Louis · 55&rsquor; Faustine Robert · 67&rsquor; Aissata Traoré · 84&rsquor; Charlotte Fernandes · 86&rsquor;,1,0,Guingamp,4-4-1-1,1,0.7,Adélie Fourre · 32&rsquor; Maureen Bigot · 38&rsquor;,7,1,Fleury,Home,NA,990,628,18,139,320,175,43,628,12,6,50,6,50,382,2185,1063,31,16,6,15,9,438,53
Première Ligue,2024-10-12,Première Ligue (Regular season),Fleury,4-4-2,4,3.5,Batcheba Louis · 55&rsquor; Faustine Robert · 67&rsquor; Aissata Traoré · 84&rsquor; Charlotte Fernandes · 86&rsquor;,1,0,Guingamp,4-4-1-1,1,0.7,Adélie Fourre · 32&rsquor; Maureen Bigot · 38&rsquor;,7,1,Guingamp,Away,NA,931,468,103,267,169,35,6,468,14,4,28.6,10,71.4,161,888,426,4,4,1,22,10,272,9
Première Ligue,2024-10-12,Première Ligue (Regular season),Montpellier,4-2-3-1,0,0.6,NA,1,0,Strasbourg,5-3-2,0,0.6,NA,1,0,Montpellier,Home,NA,990,682,39,209,317,158,22,682,21,11,52.4,9,42.9,264,1427,675,9,7,3,19,14,477,37
Première Ligue,2024-10-12,Première Ligue (Regular season),Montpellier,4-2-3-1,0,0.6,NA,1,0,Strasbourg,5-3-2,0,0.6,NA,1,0,Strasbourg,Away,NA,990,551,73,254,218,88,7,551,23,12,52.2,10,43.5,281,1909,764,11,13,2,18,9,334,23
Première Ligue,2024-10-12,Première Ligue (Regular season),Dijon,5-4-1,0,0.4,NA,0,0,Lyon,3-1-4-2,3,1.9,Tegan McGrady (OG) · 14&rsquor; Kadidiatou Diani · 25&rsquor; Eugénie Le Sommer · 73&rsquor;,0,0,Dijon,Home,NA,990,436,101,232,150,58,9,436,19,7,36.8,12,63.2,145,936,478,7,5,2,19,2,193,17
Première Ligue,2024-10-12,Première Ligue (Regular season),Dijon,5-4-1,0,0.4,NA,0,0,Lyon,3-1-4-2,3,1.9,Tegan McGrady (OG) · 14&rsquor; Kadidiatou Diani · 25&rsquor; Eugénie Le Sommer · 73&rsquor;,0,0,Lyon,Away,NA,990,801,27,142,395,274,46,801,24,12,50,12,50,390,2349,1179,32,19,9,10,9,575,69
Première Ligue,2024-10-12,Première Ligue (Regular season),Paris FC,4-2-3-1,3,1.5,Julie Dufour · 24&rsquor; Gaëtane Thiney · 41&rsquor; Kessya Bussy · 89&rsquor;,0,0,Stade de Reims,4-2-3-1,2,0.3,Mélissa Gomes · 67&rsquor; Lucie Calba · 90+1&rsquor;,1,0,Paris FC,Home,NA,990,713,48,226,286,204,37,713,17,5,29.4,12,70.6,298,1881,809,21,9,10,12,4,478,53
