season,competition,player_id,player_name,team,matches_played,starts,total_minutes,avg_rating,total_goals,total_assists,age,position,country,start_percentage,avg_minutes_per_game,goals_per_90
2025,Frauen-Bundesliga,1734898,Larissa Rusek,Nürnberg,10,10,900,6.42,0,0,20,Goalkeeper,Austria,100.0,90.0,0.0
2025,Frauen-Bundesliga,1805530,Rieke Tietz,FC Carl Zeiss Jena,9,9,652,6.422222222222222,1,1,23,Unknown,Germany,100.0,72.4,0.138
2025,Frauen-Bundesliga,1805567,Annalena Wucher,Hamburger SV,3,3,192,6.033333333333334,0,0,26,Unknown,Austria,100.0,64.0,0.0
2025,Frauen-Bundesliga,1805575,Leni Eggert,Hamburger SV,10,10,895,6.5200000000000005,0,0,17,Midfielder,Germany,100.0,89.5,0.0
2025,Frauen-Bundesliga,1805577,Lotta Wrede,Hamburger SV,6,6,365,7.05,0,0,17,Forward,Germany,100.0,60.8,0.0
2025,Frauen-Bundesliga,1805578,Larissa Haidner,Hamburger SV,4,4,360,6.55,0,0,20,Goalkeeper,Austria,100.0,90.0,0.0
2025,Frauen-Bundesliga,1805595,Sanja Homann,Nürnberg,10,10,833,7.159999999999999,2,0,23,Midfielder,Germany,100.0,83.3,0.216
2025,Frauen-Bundesliga,1805596,Jacqueline Baumgaertel,Nürnberg,2,2,142,6.6,0,0,23,Forward,Germany,100.0,71.0,0.0
2025,Frauen-Bundesliga,1805603,Mia-Lena Maas,Freiburg,1,1,74,7.2,0,0,17,Defender,Germany,100.0,74.0,0.0
2025,Frauen-Bundesliga,1806031,Katja Orschmann,Union Berlin,7,7,542,6.7,1,1,27,Defender,Germany,100.0,77.4,0.166
2025,Frauen-Bundesliga,1806032,Celine Frank,Union Berlin,2,2,180,6.4,0,0,27,Unknown,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1806033,Lisa Heiseler,Union Berlin,10,10,721,6.88,3,1,27,Unknown,Germany,100.0,72.1,0.374
2025,Frauen-Bundesliga,1806048,Naika Reissner,Union Berlin,5,5,332,6.659999999999999,0,0,20,Midfielder,Austria,100.0,66.4,0.0
2025,Frauen-Bundesliga,1806096,Linda Natter,TSG 1899 Hoffenheim,2,2,90,6.6,0,0,20,Forward,Austria,100.0,45.0,0.0
2025,Frauen-Bundesliga,1806102,Janna Grimm,TSG 1899 Hoffenheim,3,3,226,6.466666666666666,0,0,20,Midfielder,Germany,100.0,75.3,0.0
2025,Frauen-Bundesliga,1810245,Irina Fuchs,FC Köln,6,6,540,6.74,0,0,20,Goalkeeper,Switzerland,100.0,90.0,0.0
