League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won_Aerial_Duels,Lost_Aerial_Duels,Won_percent_Aerial_Duels
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Bayer Leverkusen,3-4-3,1,0.8,Verena Wieder · 90+3&rsquor;,1,0,RB Leipzig,4-4-2,1,0.9,Vanessa Fudalla · 78&rsquor;,2,0,RB Leipzig,Away,NA,990,2,0,0,9,15,3,14,13,15,0,0,0,63,10,13,43.5
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Werder Bremen,5-3-2,0,0.1,NA,4,0,Bayern Munich,4-2-3-1,2,1.1,Magdalena Eriksson · 2&rsquor; Katharina Naschenweng · 24&rsquor;,2,0,Werder Bremen,Home,NA,990,4,0,0,19,9,1,17,12,10,0,0,0,55,5,12,29.4
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Werder Bremen,5-3-2,0,0.1,NA,4,0,Bayern Munich,4-2-3-1,2,1.1,Magdalena Eriksson · 2&rsquor; Katharina Naschenweng · 24&rsquor;,2,0,Bayern Munich,Away,NA,990,2,0,0,9,19,5,18,6,12,0,0,0,57,12,5,70.6
Frauen-Bundesliga,2023-11-20,Frauen-Bundesliga (Matchweek 8),Freiburg,4-2-3-1,3,1.7,Marie Müller (P) · 34&rsquor; Hasret Kayikci · 39&rsquor; Giovanna Hoffmann · 83&rsquor;,0,0,Köln,4-2-3-1,3,1.7,Martyna Wiankowska (P) · 45+2&rsquor; Meike Meßmer · 72&rsquor; Adriana Achcińska · 76&rsquor;,3,0,Freiburg,Home,NA,990,0,0,0,8,13,7,21,7,25,0,1,0,73,8,11,42.1
Frauen-Bundesliga,2023-11-20,Frauen-Bundesliga (Matchweek 8),Freiburg,4-2-3-1,3,1.7,Marie Müller (P) · 34&rsquor; Hasret Kayikci · 39&rsquor; Giovanna Hoffmann · 83&rsquor;,0,0,Köln,4-2-3-1,3,1.7,Martyna Wiankowska (P) · 45+2&rsquor; Meike Meßmer · 72&rsquor; Adriana Achcińska · 76&rsquor;,3,0,Köln,Away,NA,990,3,0,0,14,8,2,14,8,12,1,1,0,73,11,8,57.9
Frauen-Bundesliga,2023-12-08,Frauen-Bundesliga (Matchweek 9),RB Leipzig,4-4-2,0,1,NA,2,0,1. FC Nürnberg,3-5-2,0,1.3,NA,4,0,RB Leipzig,Home,NA,990,2,0,0,16,14,2,20,4,12,0,0,0,49,7,11,38.9
Frauen-Bundesliga,2023-12-08,Frauen-Bundesliga (Matchweek 9),RB Leipzig,4-4-2,0,1,NA,2,0,1. FC Nürnberg,3-5-2,0,1.3,NA,4,0,1. FC Nürnberg,Away,NA,990,4,0,0,15,16,1,20,7,15,0,0,0,59,11,7,61.1
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Essen,4-2-3-1,0,1.3,NA,1,0,Freiburg,4-2-3-1,1,1.6,Lisa Kolb · 30&rsquor;,4,0,Essen,Home,NA,990,1,0,0,12,12,2,37,11,18,0,0,0,70,8,5,61.5
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Essen,4-2-3-1,0,1.3,NA,1,0,Freiburg,4-2-3-1,1,1.6,Lisa Kolb · 30&rsquor;,4,0,Freiburg,Away,NA,990,4,0,0,12,10,3,8,9,15,0,0,0,56,5,8,38.5
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Köln,4-2-3-1,1,1.9,Anna Gerhardt · 25&rsquor;,0,0,Wolfsburg,4-2-3-1,4,1.7,Svenja Huth · 21&rsquor; Dominique Janssen (P) · 45+3&rsquor; Vivien Endemann · 53&rsquor; Joelle Wedemeyer · 85&rsquor;,1,0,Köln,Home,NA,990,0,0,0,11,9,1,14,11,15,0,1,0,61,10,5,66.7
Frauen-Bundesliga,2023-12-09,Frauen-Bundesliga (Matchweek 9),Köln,4-2-3-1,1,1.9,Anna Gerhardt · 25&rsquor;,0,0,Wolfsburg,4-2-3-1,4,1.7,Svenja Huth · 21&rsquor; Dominique Janssen (P) · 45+3&rsquor; Vivien Endemann · 53&rsquor; Joelle Wedemeyer · 85&rsquor;,1,0,Wolfsburg,Away,NA,990,1,0,0,11,11,4,15,11,13,1,0,0,60,5,10,33.3
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),Eintracht Frankfurt,4-3-1-2,3,2.7,Lara Prašnikar · 41&rsquor; Nicole Anyomi · 48&rsquor; Shekiera Martinez · 90+1&rsquor;,2,0,Hoffenheim,4-3-3,1,1,Julia Hickelsberger-Füller · 4&rsquor;,0,0,Eintracht Frankfurt,Home,NA,990,2,0,0,10,11,2,20,20,19,0,0,0,82,5,7,41.7
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),Eintracht Frankfurt,4-3-1-2,3,2.7,Lara Prašnikar · 41&rsquor; Nicole Anyomi · 48&rsquor; Shekiera Martinez · 90+1&rsquor;,2,0,Hoffenheim,4-3-3,1,1,Julia Hickelsberger-Füller · 4&rsquor;,0,0,Hoffenheim,Away,NA,990,0,0,0,12,10,1,7,19,15,0,0,0,83,7,5,58.3
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),MSV Duisburg,4-2-3-1,0,0.9,Paula Flach · 55&rsquor;,3,1,Werder Bremen,5-3-2,2,1.6,Maja Sternad · 34&rsquor; Sophie Weidauer · 83&rsquor;,2,0,MSV Duisburg,Home,NA,954,2,1,1,10,10,0,8,14,15,0,0,0,53,13,12,52
Frauen-Bundesliga,2023-12-10,Frauen-Bundesliga (Matchweek 9),MSV Duisburg,4-2-3-1,0,0.9,Paula Flach · 55&rsquor;,3,1,Werder Bremen,5-3-2,2,1.6,Maja Sternad · 34&rsquor; Sophie Weidauer · 83&rsquor;,2,0,Werder Bremen,Away,NA,990,2,0,0,10,9,4,32,9,11,0,0,0,75,12,13,48
Frauen-Bundesliga,2023-12-11,Frauen-Bundesliga (Matchweek 9),Bayern Munich,4-2-3-1,3,1.2,Magdalena Eriksson · 6&rsquor; Giulia Gwinn · 52&rsquor; Jovana Damnjanović · 58&rsquor;,0,0,Bayer Leverkusen,3-4-3,0,0.5,NA,2,0,Bayern Munich,Home,NA,990,0,0,0,6,4,1,17,16,12,0,0,0,58,7,4,63.6
Frauen-Bundesliga,2023-12-11,Frauen-Bundesliga (Matchweek 9),Bayern Munich,4-2-3-1,3,1.2,Magdalena Eriksson · 6&rsquor; Giulia Gwinn · 52&rsquor; Jovana Damnjanović · 58&rsquor;,0,0,Bayer Leverkusen,3-4-3,0,0.5,NA,2,0,Bayer Leverkusen,Away,NA,990,2,0,0,4,6,0,14,8,17,0,0,0,45,4,7,36.4
Frauen-Bundesliga,2023-12-15,Frauen-Bundesliga (Matchweek 10),Bayer Leverkusen,3-4-3,4,2.3,Karólína Lea Vilhjálmsdóttir · 5&rsquor; Kristin Kögel · 62&rsquor; Nikola Karczewska · 69&rsquor; Verena Wieder · 90+4&rsquor;,0,0,MSV Duisburg,4-2-3-1,1,1,Natalie Muth · 38&rsquor; Natalie Muth · 90&rsquor;,5,1,Bayer Leverkusen,Home,NA,990,0,0,0,4,15,2,22,22,15,0,0,0,80,13,7,65
Frauen-Bundesliga,2023-12-15,Frauen-Bundesliga (Matchweek 10),Bayer Leverkusen,3-4-3,4,2.3,Karólína Lea Vilhjálmsdóttir · 5&rsquor; Kristin Kögel · 62&rsquor; Nikola Karczewska · 69&rsquor; Verena Wieder · 90+4&rsquor;,0,0,MSV Duisburg,4-2-3-1,1,1,Natalie Muth · 38&rsquor; Natalie Muth · 90&rsquor;,5,1,MSV Duisburg,Away,NA,989,4,1,1,16,4,1,21,17,16,0,0,0,68,7,12,36.8
Frauen-Bundesliga,2023-12-16,Frauen-Bundesliga (Matchweek 10),Köln,4-2-3-1,0,0.4,NA,2,0,Essen,4-3-3,1,0.8,Lena Ostermeier · 27&rsquor;,0,0,Köln,Home,NA,990,2,0,0,6,12,1,15,12,21,0,0,0,77,9,6,60
Frauen-Bundesliga,2023-12-16,Frauen-Bundesliga (Matchweek 10),Köln,4-2-3-1,0,0.4,NA,2,0,Essen,4-3-3,1,0.8,Lena Ostermeier · 27&rsquor;,0,0,Essen,Away,NA,990,0,0,0,12,6,2,26,22,17,0,0,0,78,6,9,40
Frauen-Bundesliga,2023-12-16,Frauen-Bundesliga (Matchweek 10),Freiburg,4-2-3-1,0,0.6,NA,2,0,Eintracht Frankfurt,4-3-1-2,4,1.4,Barbara Dunst · 23&rsquor; Alina Axtmann (OG) · 41&rsquor; Lisanne Gräwe · 66&rsquor; Nicole Anyomi · 70&rsquor;,0,0,Freiburg,Home,NA,990,2,0,0,8,8,4,18,17,11,0,0,1,54,6,9,40
Frauen-Bundesliga,2023-12-16,Frauen-Bundesliga (Matchweek 10),Freiburg,4-2-3-1,0,0.6,NA,2,0,Eintracht Frankfurt,4-3-1-2,4,1.4,Barbara Dunst · 23&rsquor; Alina Axtmann (OG) · 41&rsquor; Lisanne Gräwe · 66&rsquor; Nicole Anyomi · 70&rsquor;,0,0,Eintracht Frankfurt,Away,NA,990,0,0,0,9,8,3,17,8,9,0,0,0,58,9,6,60
Frauen-Bundesliga,2023-12-17,Frauen-Bundesliga (Matchweek 10),Hoffenheim,4-3-3,2,1.2,Marta Cazalla · 6&rsquor; Marta Cazalla · 62&rsquor;,1,0,RB Leipzig,4-2-3-1,1,0.8,Lydia Andrade · 82&rsquor;,1,0,Hoffenheim,Home,NA,990,1,0,0,5,11,4,23,14,9,0,0,0,65,7,6,53.8
Frauen-Bundesliga,2023-12-17,Frauen-Bundesliga (Matchweek 10),Hoffenheim,4-3-3,2,1.2,Marta Cazalla · 6&rsquor; Marta Cazalla · 62&rsquor;,1,0,RB Leipzig,4-2-3-1,1,0.8,Lydia Andrade · 82&rsquor;,1,0,RB Leipzig,Away,NA,990,1,0,0,11,4,1,11,14,22,0,0,0,73,6,7,46.2
Frauen-Bundesliga,2023-12-17,Frauen-Bundesliga (Matchweek 10),1. FC Nürnberg,5-3-2,1,1.1,Medina Dešić (P) · 72&rsquor;,2,0,Bayern Munich,4-2-3-1,1,3.8,Lea Schüller · 11&rsquor;,2,0,1. FC Nürnberg,Home,NA,990,2,0,0,9,12,2,10,10,12,1,0,0,55,6,11,35.3
Frauen-Bundesliga,2023-12-17,Frauen-Bundesliga (Matchweek 10),1. FC Nürnberg,5-3-2,1,1.1,Medina Dešić (P) · 72&rsquor;,2,0,Bayern Munich,4-2-3-1,1,3.8,Lea Schüller · 11&rsquor;,2,0,Bayern Munich,Away,NA,990,2,0,0,12,8,2,34,6,4,0,1,0,65,11,6,64.7
Frauen-Bundesliga,2023-12-18,Frauen-Bundesliga (Matchweek 10),Wolfsburg,4-2-3-1,1,0.8,Dominique Janssen · 83&rsquor;,1,0,Werder Bremen,4-4-2,0,0.3,NA,3,0,Wolfsburg,Home,NA,990,1,0,0,10,16,2,20,6,10,0,0,0,88,19,11,63.3
Frauen-Bundesliga,2023-12-18,Frauen-Bundesliga (Matchweek 10),Wolfsburg,4-2-3-1,1,0.8,Dominique Janssen · 83&rsquor;,1,0,Werder Bremen,4-4-2,0,0.3,NA,3,0,Werder Bremen,Away,NA,990,3,0,0,18,9,0,7,13,17,0,0,0,63,11,19,36.7
Frauen-Bundesliga,2024-01-26,Frauen-Bundesliga (Matchweek 11),Werder Bremen,5-3-2,2,1,Synne Hansen (OG) · 76&rsquor; Jasmin Sehan · 90+2&rsquor;,1,0,Bayer Leverkusen,3-4-1-2,1,0.4,Nikola Karczewska · 21&rsquor;,4,0,Werder Bremen,Home,NA,990,1,0,0,14,13,1,27,11,5,0,0,0,54,5,14,26.3
Frauen-Bundesliga,2024-01-26,Frauen-Bundesliga (Matchweek 11),Werder Bremen,5-3-2,2,1,Synne Hansen (OG) · 76&rsquor; Jasmin Sehan · 90+2&rsquor;,1,0,Bayer Leverkusen,3-4-1-2,1,0.4,Nikola Karczewska · 21&rsquor;,4,0,Bayer Leverkusen,Away,NA,990,4,0,0,14,14,1,8,8,8,0,0,1,49,13,5,72.2
Frauen-Bundesliga,2024-01-27,Frauen-Bundesliga (Matchweek 11),RB Leipzig,4-4-2,0,0.3,NA,1,0,Freiburg,4-2-3-1,2,2.6,Cora Zical · 34&rsquor; Leela Egli · 90+2&rsquor;,1,0,RB Leipzig,Home,NA,990,1,0,0,10,13,1,7,13,14,0,0,0,63,10,3,76.9
Frauen-Bundesliga,2024-01-27,Frauen-Bundesliga (Matchweek 11),RB Leipzig,4-4-2,0,0.3,NA,1,0,Freiburg,4-2-3-1,2,2.6,Cora Zical · 34&rsquor; Leela Egli · 90+2&rsquor;,1,0,Freiburg,Away,NA,990,1,0,0,13,10,4,15,11,13,0,0,0,69,3,10,23.1
Frauen-Bundesliga,2024-01-27,Frauen-Bundesliga (Matchweek 11),Bayern Munich,4-2-3-1,1,1.1,Klara Bühl · 22&rsquor;,1,0,Hoffenheim,4-2-3-1,0,0.2,NA,2,0,Bayern Munich,Home,NA,990,1,0,0,7,14,2,20,7,16,0,0,0,50,5,8,38.5
Frauen-Bundesliga,2024-01-27,Frauen-Bundesliga (Matchweek 11),Bayern Munich,4-2-3-1,1,1.1,Klara Bühl · 22&rsquor;,1,0,Hoffenheim,4-2-3-1,0,0.2,NA,2,0,Hoffenheim,Away,NA,990,2,0,0,14,7,0,21,8,13,0,0,0,48,8,5,61.5
Frauen-Bundesliga,2024-01-28,Frauen-Bundesliga (Matchweek 11),Eintracht Frankfurt,4-3-3,1,1.2,Ilayda Acikgöz · 23&rsquor;,3,0,Köln,4-2-3-1,0,0.4,NA,0,0,Eintracht Frankfurt,Home,NA,990,3,0,0,14,10,2,26,9,16,0,0,0,71,7,5,58.3
Frauen-Bundesliga,2024-01-28,Frauen-Bundesliga (Matchweek 11),Eintracht Frankfurt,4-3-3,1,1.2,Ilayda Acikgöz · 23&rsquor;,3,0,Köln,4-2-3-1,0,0.4,NA,0,0,Köln,Away,NA,990,0,0,0,10,14,1,15,12,19,0,0,0,73,5,7,41.7
Frauen-Bundesliga,2024-01-28,Frauen-Bundesliga (Matchweek 11),MSV Duisburg,4-2-3-1,1,0.8,Alexandra Emmerling · 54&rsquor;,2,0,1. FC Nürnberg,5-3-2,2,1.7,Medina Dešić · 1&rsquor; Vanessa Haim · 3&rsquor;,5,0,MSV Duisburg,Home,NA,990,2,0,0,18,13,0,25,10,15,0,0,0,58,14,9,60.9
Frauen-Bundesliga,2024-01-28,Frauen-Bundesliga (Matchweek 11),MSV Duisburg,4-2-3-1,1,0.8,Alexandra Emmerling · 54&rsquor;,2,0,1. FC Nürnberg,5-3-2,2,1.7,Medina Dešić · 1&rsquor; Vanessa Haim · 3&rsquor;,5,0,1. FC Nürnberg,Away,NA,990,5,0,0,13,18,3,13,8,13,0,0,0,46,9,14,39.1
Frauen-Bundesliga,2024-01-29,Frauen-Bundesliga (Matchweek 11),Essen,4-2-3-1,1,0.4,Lilli Purtscheller · 51&rsquor;,2,0,Wolfsburg,4-3-3,3,1.2,Vivien Endemann · 56&rsquor; Marina Hegering · 66&rsquor; Ewa Pajor · 69&rsquor;,0,0,Essen,Home,NA,990,2,0,0,10,9,4,5,10,13,0,0,0,62,3,15,16.7
Frauen-Bundesliga,2024-01-29,Frauen-Bundesliga (Matchweek 11),Essen,4-2-3-1,1,0.4,Lilli Purtscheller · 51&rsquor;,2,0,Wolfsburg,4-3-3,3,1.2,Vivien Endemann · 56&rsquor; Marina Hegering · 66&rsquor; Ewa Pajor · 69&rsquor;,0,0,Wolfsburg,Away,NA,990,0,0,0,9,9,6,29,13,16,0,0,0,86,15,3,83.3
Frauen-Bundesliga,2024-02-02,Frauen-Bundesliga (Matchweek 12),MSV Duisburg,4-2-3-1,0,0.3,NA,0,0,Hoffenheim,4-3-3,2,1.5,Gia Corley · 19&rsquor; Paulina Krumbiegel · 84&rsquor;,1,0,MSV Duisburg,Home,NA,990,0,0,0,9,10,0,12,11,18,0,0,0,47,18,8,69.2
Frauen-Bundesliga,2024-02-02,Frauen-Bundesliga (Matchweek 12),MSV Duisburg,4-2-3-1,0,0.3,NA,0,0,Hoffenheim,4-3-3,2,1.5,Gia Corley · 19&rsquor; Paulina Krumbiegel · 84&rsquor;,1,0,Hoffenheim,Away,NA,990,1,0,0,10,9,1,30,6,1,0,0,0,58,8,18,30.8
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),RB Leipzig,4-4-2,2,0.9,Vanessa Fudalla · 8&rsquor; Marlene Müller · 75&rsquor;,4,0,Köln,4-2-3-1,1,1.7,Martyna Wiankowska (P) · 90+1&rsquor;,1,0,RB Leipzig,Home,NA,990,4,0,0,12,6,1,8,23,19,0,1,0,57,9,8,52.9
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),RB Leipzig,4-4-2,2,0.9,Vanessa Fudalla · 8&rsquor; Marlene Müller · 75&rsquor;,4,0,Köln,4-2-3-1,1,1.7,Martyna Wiankowska (P) · 90+1&rsquor;,1,0,Köln,Away,NA,990,1,0,0,6,12,2,24,21,24,1,0,0,69,8,9,47.1
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),Werder Bremen,5-3-2,4,2.7,Michelle Ulbrich (P) · 62&rsquor; Michelle Ulbrich · 72&rsquor; Juliane Wirtz · 82&rsquor; Lara Schmidt (OG) · 89&rsquor;,5,0,1. FC Nürnberg,5-3-2,0,1.1,NA,1,0,Werder Bremen,Home,NA,990,5,0,0,15,10,2,28,7,3,0,0,0,49,11,11,50
Frauen-Bundesliga,2024-02-03,Frauen-Bundesliga (Matchweek 12),Werder Bremen,5-3-2,4,2.7,Michelle Ulbrich (P) · 62&rsquor; Michelle Ulbrich · 72&rsquor; Juliane Wirtz · 82&rsquor; Lara Schmidt (OG) · 89&rsquor;,5,0,1. FC Nürnberg,5-3-2,0,1.1,NA,1,0,1. FC Nürnberg,Away,NA,990,1,0,0,13,15,1,4,3,10,0,1,1,29,11,11,50
Frauen-Bundesliga,2024-02-04,Frauen-Bundesliga (Matchweek 12),Bayer Leverkusen,4-1-4-1,1,0.5,Emilie Bragstad · 73&rsquor;,0,0,Wolfsburg,4-3-3,1,2.3,Alexandra Popp · 37&rsquor; Marina Hegering · 72&rsquor;,4,1,Bayer Leverkusen,Home,NA,990,0,0,0,10,11,2,7,10,6,0,0,0,50,8,13,38.1
