League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won_Aerial_Duels,Lost_Aerial_Duels,Won_percent_Aerial_Duels
Frauen-Bundesliga,2023-10-01,Frauen-Bundesliga (Matchweek 2),MSV Duisburg,4-3-3,2,0.3,Vanessa Furst · 37&rsquor; Antonia Halverkamps · 90+4&rsquor;,4,0,Freiburg,4-2-3-1,2,0.6,Cora Zical · 27&rsquor; Ena Mahmutovic (OG) · 73&rsquor;,0,0,MSV Duisburg,Home,NA,990,4,0,0,7,5,2,14,21,22,0,0,1,69,9,8,52.9
Frauen-Bundesliga,2023-10-01,Frauen-Bundesliga (Matchweek 2),MSV Duisburg,4-3-3,2,0.3,Vanessa Furst · 37&rsquor; Antonia Halverkamps · 90+4&rsquor;,4,0,Freiburg,4-2-3-1,2,0.6,Cora Zical · 27&rsquor; Ena Mahmutovic (OG) · 73&rsquor;,0,0,Freiburg,Away,NA,990,0,0,0,5,7,3,9,8,10,0,0,0,68,9,8,52.9
Frauen-Bundesliga,2023-10-02,Frauen-Bundesliga (Matchweek 2),Bayern Munich,4-2-3-1,2,1.6,Pernille Harder · 45&rsquor; Linda Dallmann · 57&rsquor;,1,0,Köln,4-2-3-1,0,0.3,NA,4,0,Bayern Munich,Home,NA,990,1,0,0,8,10,3,25,4,11,0,0,0,64,10,10,50
Frauen-Bundesliga,2023-10-02,Frauen-Bundesliga (Matchweek 2),Bayern Munich,4-2-3-1,2,1.6,Pernille Harder · 45&rsquor; Linda Dallmann · 57&rsquor;,1,0,Köln,4-2-3-1,0,0.3,NA,4,0,Köln,Away,NA,990,4,0,0,10,8,0,12,15,12,0,0,0,47,10,10,50
Frauen-Bundesliga,2023-10-06,Frauen-Bundesliga (Matchweek 3),Wolfsburg,4-2-3-1,1,1.5,Fenna Kalma · 12&rsquor;,0,0,1. FC Nürnberg,3-4-1-2,0,0.3,NA,2,0,Wolfsburg,Home,NA,990,0,0,0,4,13,1,30,9,13,0,0,0,73,10,5,66.7
Frauen-Bundesliga,2023-10-06,Frauen-Bundesliga (Matchweek 3),Wolfsburg,4-2-3-1,1,1.5,Fenna Kalma · 12&rsquor;,0,0,1. FC Nürnberg,3-4-1-2,0,0.3,NA,2,0,1. FC Nürnberg,Away,NA,990,2,0,0,15,4,1,5,6,16,0,0,0,53,5,10,33.3
Frauen-Bundesliga,2023-10-07,Frauen-Bundesliga (Matchweek 3),Köln,4-2-3-1,4,1.9,Sharon Beck · 29&rsquor; Martyna Wiankowska · 59&rsquor; Andrea Gavric · 69&rsquor; Martyna Wiankowska (P) · 78&rsquor;,2,0,MSV Duisburg,4-3-3,1,0.7,Yvonne Zielinski · 47&rsquor;,1,0,Köln,Home,NA,990,2,0,0,7,9,0,11,14,9,0,0,0,73,8,6,57.1
Frauen-Bundesliga,2023-10-07,Frauen-Bundesliga (Matchweek 3),Köln,4-2-3-1,4,1.9,Sharon Beck · 29&rsquor; Martyna Wiankowska · 59&rsquor; Andrea Gavric · 69&rsquor; Martyna Wiankowska (P) · 78&rsquor;,2,0,MSV Duisburg,4-3-3,1,0.7,Yvonne Zielinski · 47&rsquor;,1,0,MSV Duisburg,Away,NA,990,1,0,0,10,7,0,20,19,13,0,1,0,74,6,8,42.9
Frauen-Bundesliga,2023-10-07,Frauen-Bundesliga (Matchweek 3),Eintracht Frankfurt,4-3-3,3,3.7,Barbara Dunst · 71&rsquor; Laura Freigang (P) · 86&rsquor; Carlotta Wamser · 90+2&rsquor;,1,0,RB Leipzig,5-4-1,1,0.7,Lydia Andrade · 27&rsquor;,4,0,Eintracht Frankfurt,Home,NA,990,1,0,0,11,10,7,25,10,15,1,0,0,88,10,13,43.5
Frauen-Bundesliga,2023-10-07,Frauen-Bundesliga (Matchweek 3),Eintracht Frankfurt,4-3-3,3,3.7,Barbara Dunst · 71&rsquor; Laura Freigang (P) · 86&rsquor; Carlotta Wamser · 90+2&rsquor;,1,0,RB Leipzig,5-4-1,1,0.7,Lydia Andrade · 27&rsquor;,4,0,RB Leipzig,Away,NA,990,4,0,0,10,10,0,7,12,22,0,1,0,53,13,10,56.5
Frauen-Bundesliga,2023-10-08,Frauen-Bundesliga (Matchweek 3),Essen,4-2-3-1,0,0.2,NA,1,0,Bayern Munich,4-2-3-1,2,1.8,Pernille Harder · 13&rsquor; Lea Schüller · 24&rsquor;,4,0,Essen,Home,NA,990,1,0,0,9,9,1,5,11,21,0,0,0,55,5,7,41.7
Frauen-Bundesliga,2023-10-08,Frauen-Bundesliga (Matchweek 3),Essen,4-2-3-1,0,0.2,NA,1,0,Bayern Munich,4-2-3-1,2,1.8,Pernille Harder · 13&rsquor; Lea Schüller · 24&rsquor;,4,0,Bayern Munich,Away,NA,990,4,0,0,10,9,8,24,10,21,0,0,0,60,8,5,61.5
Frauen-Bundesliga,2023-10-08,Frauen-Bundesliga (Matchweek 3),Freiburg,4-2-3-1,2,0.6,Hanna Németh (OG) · 61&rsquor; Svenja Fölmli · 67&rsquor;,1,0,Werder Bremen,3-5-2,1,0.6,Sophie Weidauer · 25&rsquor;,3,0,Freiburg,Home,NA,990,1,0,0,14,12,2,12,13,22,0,0,0,60,11,12,47.8
Frauen-Bundesliga,2023-10-08,Frauen-Bundesliga (Matchweek 3),Freiburg,4-2-3-1,2,0.6,Hanna Németh (OG) · 61&rsquor; Svenja Fölmli · 67&rsquor;,1,0,Werder Bremen,3-5-2,1,0.6,Sophie Weidauer · 25&rsquor;,3,0,Werder Bremen,Away,NA,990,3,0,0,13,12,1,19,10,9,0,0,1,61,12,12,50
Frauen-Bundesliga,2023-10-09,Frauen-Bundesliga (Matchweek 3),Hoffenheim,4-3-3,2,2.3,Mara Alber · 74&rsquor; Ereleta Memeti · 78&rsquor;,1,0,Bayer Leverkusen,3-5-2,2,1.8,Karólína Lea Vilhjálmsdóttir · 34&rsquor; Kristin Kögel · 62&rsquor;,0,0,Hoffenheim,Home,NA,990,1,0,0,9,9,1,22,8,11,0,1,0,72,13,12,52
Frauen-Bundesliga,2023-10-09,Frauen-Bundesliga (Matchweek 3),Hoffenheim,4-3-3,2,2.3,Mara Alber · 74&rsquor; Ereleta Memeti · 78&rsquor;,1,0,Bayer Leverkusen,3-5-2,2,1.8,Karólína Lea Vilhjálmsdóttir · 34&rsquor; Kristin Kögel · 62&rsquor;,0,0,Bayer Leverkusen,Away,NA,990,0,0,0,9,9,1,12,7,17,1,0,0,66,12,13,48
Frauen-Bundesliga,2023-10-13,Frauen-Bundesliga (Matchweek 4),1. FC Nürnberg,3-4-1-2,0,0.2,NA,2,0,Hoffenheim,4-3-3,3,3.2,Jill Janssens · 24&rsquor; Jana Feldkamp (P) · 42&rsquor; Gia Corley · 72&rsquor;,0,0,1. FC Nürnberg,Home,NA,990,2,0,0,11,6,2,10,11,4,0,1,0,61,6,14,30
Frauen-Bundesliga,2023-10-13,Frauen-Bundesliga (Matchweek 4),1. FC Nürnberg,3-4-1-2,0,0.2,NA,2,0,Hoffenheim,4-3-3,3,3.2,Jill Janssens · 24&rsquor; Jana Feldkamp (P) · 42&rsquor; Gia Corley · 72&rsquor;,0,0,Hoffenheim,Away,NA,990,0,0,0,6,10,4,23,11,4,1,0,0,74,14,6,70
Frauen-Bundesliga,2023-10-14,Frauen-Bundesliga (Matchweek 4),Werder Bremen,3-5-2,3,1.6,Celina Degen (OG) · 32&rsquor; Lina Hausicke · 83&rsquor; Melina Kunkel · 90+3&rsquor;,0,0,Köln,4-2-3-1,0,0.2,NA,1,0,Werder Bremen,Home,NA,990,0,0,0,13,10,0,27,14,12,0,0,0,69,20,14,58.8
Frauen-Bundesliga,2023-10-14,Frauen-Bundesliga (Matchweek 4),Werder Bremen,3-5-2,3,1.6,Celina Degen (OG) · 32&rsquor; Lina Hausicke · 83&rsquor; Melina Kunkel · 90+3&rsquor;,0,0,Köln,4-2-3-1,0,0.2,NA,1,0,Köln,Away,NA,990,1,0,0,11,13,2,10,11,13,0,0,1,51,12,20,37.5
Frauen-Bundesliga,2023-10-14,Frauen-Bundesliga (Matchweek 4),Bayern Munich,4-2-3-1,0,0.7,NA,0,0,Eintracht Frankfurt,4-3-3,0,0.3,NA,1,0,Bayern Munich,Home,NA,990,0,0,0,9,9,2,14,10,17,0,0,0,66,7,5,58.3
Frauen-Bundesliga,2023-10-14,Frauen-Bundesliga (Matchweek 4),Bayern Munich,4-2-3-1,0,0.7,NA,0,0,Eintracht Frankfurt,4-3-3,0,0.3,NA,1,0,Eintracht Frankfurt,Away,NA,990,1,0,0,9,9,0,7,5,14,0,0,0,55,5,7,41.7
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),RB Leipzig,4-1-2-1-2,0,0.9,NA,0,0,Wolfsburg,4-3-3,2,1.7,Ewa Pajor · 38&rsquor; Vivien Endemann · 79&rsquor;,0,0,RB Leipzig,Home,NA,990,0,0,0,9,8,2,6,32,13,0,0,0,62,9,13,40.9
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),RB Leipzig,4-1-2-1-2,0,0.9,NA,0,0,Wolfsburg,4-3-3,2,1.7,Ewa Pajor · 38&rsquor; Vivien Endemann · 79&rsquor;,0,0,Wolfsburg,Away,NA,990,0,0,0,8,8,8,21,14,10,0,0,0,76,11,8,57.9
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),Bayer Leverkusen,4-2-3-1,3,0.9,Nikola Karczewska · 32&rsquor; Kristin Kögel · 45+1&rsquor; Karólína Lea Vilhjálmsdóttir · 60&rsquor;,2,0,Freiburg,4-2-3-1,0,0.7,NA,1,0,Bayer Leverkusen,Home,NA,990,2,0,0,8,8,0,12,24,11,0,0,0,73,14,5,73.7
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),Bayer Leverkusen,4-2-3-1,3,0.9,Nikola Karczewska · 32&rsquor; Kristin Kögel · 45+1&rsquor; Karólína Lea Vilhjálmsdóttir · 60&rsquor;,2,0,Freiburg,4-2-3-1,0,0.7,NA,1,0,Freiburg,Away,NA,990,1,0,0,8,7,1,11,16,14,0,0,0,76,5,14,26.3
Frauen-Bundesliga,2023-10-16,Frauen-Bundesliga (Matchweek 4),MSV Duisburg,5-4-1,0,0.4,NA,2,0,Essen,4-3-3,1,1.2,Annalena Rieke · 40&rsquor;,0,0,MSV Duisburg,Home,NA,990,2,0,0,4,3,1,12,14,13,0,0,0,66,5,13,27.8
Frauen-Bundesliga,2023-10-16,Frauen-Bundesliga (Matchweek 4),MSV Duisburg,5-4-1,0,0.4,NA,2,0,Essen,4-3-3,1,1.2,Annalena Rieke · 40&rsquor;,0,0,Essen,Away,NA,990,0,0,0,3,4,1,20,10,12,0,0,0,92,13,5,72.2
Frauen-Bundesliga,2023-10-20,Frauen-Bundesliga (Matchweek 5),Köln,4-2-3-1,0,0.3,NA,1,0,Bayer Leverkusen,4-2-3-1,1,1.4,Janou Levels · 36&rsquor;,1,0,Köln,Home,NA,990,1,0,0,6,13,0,12,9,23,0,0,0,66,8,5,61.5
Frauen-Bundesliga,2023-10-20,Frauen-Bundesliga (Matchweek 5),Köln,4-2-3-1,0,0.3,NA,1,0,Bayer Leverkusen,4-2-3-1,1,1.4,Janou Levels · 36&rsquor;,1,0,Bayer Leverkusen,Away,NA,990,1,0,0,13,5,1,17,7,12,0,0,0,71,5,8,38.5
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,0,2.4,NA,0,0,1. FC Nürnberg,3-4-3,2,1.9,Nadja Burkard · 6&rsquor; Weronika Kaczor · 90+4&rsquor;,5,0,Freiburg,Home,NA,990,0,0,0,14,10,3,48,12,8,0,0,0,79,15,8,65.2
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,0,2.4,NA,0,0,1. FC Nürnberg,3-4-3,2,1.9,Nadja Burkard · 6&rsquor; Weronika Kaczor · 90+4&rsquor;,5,0,1. FC Nürnberg,Away,NA,990,5,0,0,11,14,1,8,11,13,0,0,0,66,8,15,34.8
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Essen,4-3-3,1,1.1,Ramona Maier · 90&rsquor;,1,0,Werder Bremen,5-3-2,1,0.4,Lina Hausicke · 55&rsquor;,4,0,Essen,Home,NA,990,1,0,0,11,14,2,19,11,5,0,0,0,72,12,14,46.2
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Essen,4-3-3,1,1.1,Ramona Maier · 90&rsquor;,1,0,Werder Bremen,5-3-2,1,0.4,Lina Hausicke · 55&rsquor;,4,0,Werder Bremen,Away,NA,990,4,0,0,14,10,3,9,23,20,0,0,0,62,14,11,56
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Wolfsburg,4-2-3-1,2,2.5,Dominique Janssen (P) · 55&rsquor; Alexandra Popp · 89&rsquor;,2,0,Hoffenheim,4-3-3,2,0.9,Ereleta Memeti · 18&rsquor; Dominique Janssen (OG) · 45+1&rsquor;,2,0,Wolfsburg,Home,NA,990,2,0,0,13,16,3,27,14,16,1,0,1,87,21,16,56.8
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Wolfsburg,4-2-3-1,2,2.5,Dominique Janssen (P) · 55&rsquor; Alexandra Popp · 89&rsquor;,2,0,Hoffenheim,4-3-3,2,0.9,Ereleta Memeti · 18&rsquor; Dominique Janssen (OG) · 45+1&rsquor;,2,0,Hoffenheim,Away,NA,990,2,0,0,17,12,1,15,11,16,0,1,0,69,16,21,43.2
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Eintracht Frankfurt,4-3-3,5,4.6,Sara Doorsoun · 5&rsquor; Lara Prašnikar · 28&rsquor; Laura Freigang · 40&rsquor; Barbara Dunst · 42&rsquor; Laura Freigang (P) · 64&rsquor;,1,0,MSV Duisburg,4-3-3,1,1.5,Meret Günster (P) · 90+2&rsquor;,1,0,Eintracht Frankfurt,Home,NA,990,1,0,0,8,8,4,20,16,9,1,1,0,72,7,8,46.7
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Eintracht Frankfurt,4-3-3,5,4.6,Sara Doorsoun · 5&rsquor; Lara Prašnikar · 28&rsquor; Laura Freigang · 40&rsquor; Barbara Dunst · 42&rsquor; Laura Freigang (P) · 64&rsquor;,1,0,MSV Duisburg,4-3-3,1,1.5,Meret Günster (P) · 90+2&rsquor;,1,0,MSV Duisburg,Away,NA,990,1,0,0,8,7,1,13,12,13,0,1,0,55,8,7,53.3
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),RB Leipzig,4-1-2-1-2,0,0.4,NA,1,0,Bayern Munich,4-2-3-1,3,2.7,Giulia Gwinn · 8&rsquor; Jovana Damnjanović · 14&rsquor; Jovana Damnjanović · 42&rsquor;,1,0,RB Leipzig,Home,NA,990,1,0,0,13,7,2,8,16,19,0,0,0,59,3,10,23.1
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),RB Leipzig,4-1-2-1-2,0,0.4,NA,1,0,Bayern Munich,4-2-3-1,3,2.7,Giulia Gwinn · 8&rsquor; Jovana Damnjanović · 14&rsquor; Jovana Damnjanović · 42&rsquor;,1,0,Bayern Munich,Away,NA,990,1,0,0,8,13,11,24,11,10,0,0,0,80,10,3,76.9
Frauen-Bundesliga,2023-11-03,Frauen-Bundesliga (Matchweek 6),MSV Duisburg,4-2-3-1,1,0.7,Antonia Halverkamps · 90+1&rsquor;,2,0,RB Leipzig,4-3-1-2,1,0.7,Lydia Andrade · 9&rsquor;,2,0,MSV Duisburg,Home,NA,990,2,0,0,7,11,4,20,23,21,0,0,0,79,10,7,58.8
Frauen-Bundesliga,2023-11-03,Frauen-Bundesliga (Matchweek 6),MSV Duisburg,4-2-3-1,1,0.7,Antonia Halverkamps · 90+1&rsquor;,2,0,RB Leipzig,4-3-1-2,1,0.7,Lydia Andrade · 9&rsquor;,2,0,RB Leipzig,Away,NA,990,2,0,0,11,7,1,12,18,7,0,0,0,64,7,10,41.2
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Hoffenheim,4-3-3,2,1.4,Nicole Billa · 60&rsquor; Ereleta Memeti · 90+3&rsquor;,0,0,Freiburg,4-2-3-1,3,1.2,Svenja Fölmli · 14&rsquor; Hasret Kayikci · 47&rsquor; Cora Zical · 82&rsquor;,2,0,Hoffenheim,Home,NA,990,0,0,0,5,11,0,17,13,13,0,0,0,77,11,6,64.7
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Hoffenheim,4-3-3,2,1.4,Nicole Billa · 60&rsquor; Ereleta Memeti · 90+3&rsquor;,0,0,Freiburg,4-2-3-1,3,1.2,Svenja Fölmli · 14&rsquor; Hasret Kayikci · 47&rsquor; Cora Zical · 82&rsquor;,2,0,Freiburg,Away,NA,990,2,0,0,11,5,4,16,18,22,0,0,0,85,6,11,35.3
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Bayer Leverkusen,4-2-3-1,0,0.5,NA,1,0,Essen,4-3-3,0,1.2,NA,2,0,Bayer Leverkusen,Home,NA,990,1,0,0,13,15,0,6,12,16,0,0,0,59,7,8,46.7
Frauen-Bundesliga,2023-11-04,Frauen-Bundesliga (Matchweek 6),Bayer Leverkusen,4-2-3-1,0,0.5,NA,1,0,Essen,4-3-3,0,1.2,NA,2,0,Essen,Away,NA,990,2,0,0,17,13,4,24,16,18,0,0,0,63,8,7,53.3
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),Bayern Munich,4-2-3-1,2,2.1,Linda Dallmann · 29&rsquor; Klara Bühl · 37&rsquor;,2,0,Wolfsburg,4-2-3-1,1,0.6,Lena Oberdorf · 63&rsquor;,6,0,Bayern Munich,Home,NA,990,2,0,0,10,19,2,18,7,10,0,0,0,74,9,8,52.9
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),Bayern Munich,4-2-3-1,2,2.1,Linda Dallmann · 29&rsquor; Klara Bühl · 37&rsquor;,2,0,Wolfsburg,4-2-3-1,1,0.6,Lena Oberdorf · 63&rsquor;,6,0,Wolfsburg,Away,NA,990,6,0,0,21,8,4,8,7,15,0,1,0,73,8,9,47.1
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),1. FC Nürnberg,3-4-1-2,1,0.4,Vanessa Haim · 81&rsquor;,1,0,Köln,4-2-3-1,3,2.8,Dóra Zeller · 5&rsquor; Marleen Schimmer · 67&rsquor; Sharon Beck · 72&rsquor;,1,0,1. FC Nürnberg,Home,NA,990,1,0,0,11,11,1,7,9,18,0,0,0,59,4,15,21.1
Frauen-Bundesliga,2023-11-05,Frauen-Bundesliga (Matchweek 6),1. FC Nürnberg,3-4-1-2,1,0.4,Vanessa Haim · 81&rsquor;,1,0,Köln,4-2-3-1,3,2.8,Dóra Zeller · 5&rsquor; Marleen Schimmer · 67&rsquor; Sharon Beck · 72&rsquor;,1,0,Köln,Away,NA,990,1,0,0,14,11,1,28,18,16,0,0,0,79,12,3,80
Frauen-Bundesliga,2023-11-06,Frauen-Bundesliga (Matchweek 6),Werder Bremen,5-3-2,0,0.2,NA,4,0,Eintracht Frankfurt,4-1-3-2,1,1.6,Nicole Anyomi · 26&rsquor;,0,0,Werder Bremen,Home,NA,990,4,0,0,13,8,1,14,22,11,0,0,0,49,12,3,80
Frauen-Bundesliga,2023-11-06,Frauen-Bundesliga (Matchweek 6),Werder Bremen,5-3-2,0,0.2,NA,4,0,Eintracht Frankfurt,4-1-3-2,1,1.6,Nicole Anyomi · 26&rsquor;,0,0,Eintracht Frankfurt,Away,NA,990,0,0,0,8,13,3,5,6,14,0,0,0,59,3,12,20
Frauen-Bundesliga,2023-11-10,Frauen-Bundesliga (Matchweek 7),Eintracht Frankfurt,4-3-1-2,2,0.8,Nicole Anyomi · 19&rsquor; Nicole Anyomi · 66&rsquor;,1,0,Bayer Leverkusen,4-2-3-1,2,1,Synne Hansen · 17&rsquor; Estrella Gonzalez · 88&rsquor;,2,0,Eintracht Frankfurt,Home,NA,990,1,0,0,8,13,4,26,15,7,0,0,0,59,5,7,41.7
Frauen-Bundesliga,2023-11-10,Frauen-Bundesliga (Matchweek 7),Eintracht Frankfurt,4-3-1-2,2,0.8,Nicole Anyomi · 19&rsquor; Nicole Anyomi · 66&rsquor;,1,0,Bayer Leverkusen,4-2-3-1,2,1,Synne Hansen · 17&rsquor; Estrella Gonzalez · 88&rsquor;,2,0,Bayer Leverkusen,Away,NA,990,2,0,0,13,8,2,18,9,5,0,0,0,61,7,5,58.3
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),RB Leipzig,3-4-1-2,0,0.4,NA,3,0,Werder Bremen,5-3-2,5,2.5,Saskia Matheis · 2&rsquor; Sophie Weidauer · 31&rsquor; Nina Lührßen · 40&rsquor; Sophie Weidauer · 81&rsquor; Sophie Weidauer · 86&rsquor;,0,0,RB Leipzig,Home,NA,990,3,0,0,8,6,0,7,8,21,0,0,0,69,4,10,28.6
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),RB Leipzig,3-4-1-2,0,0.4,NA,3,0,Werder Bremen,5-3-2,5,2.5,Saskia Matheis · 2&rsquor; Sophie Weidauer · 31&rsquor; Nina Lührßen · 40&rsquor; Sophie Weidauer · 81&rsquor; Sophie Weidauer · 86&rsquor;,0,0,Werder Bremen,Away,NA,990,0,0,0,6,8,4,13,8,11,0,0,0,77,10,4,71.4
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),Essen,4-2-3-1,5,2.8,Laureta Elmazi · 5&rsquor; Laureta Elmazi · 9&rsquor; Natasha Kowalski (P) · 28&rsquor; Natasha Kowalski · 36&rsquor; Ramona Maier · 64&rsquor;,4,0,1. FC Nürnberg,3-4-1-2,0,0.2,NA,3,0,Essen,Home,NA,990,4,0,0,10,10,2,35,8,7,1,0,0,67,3,4,42.9
Frauen-Bundesliga,2023-11-11,Frauen-Bundesliga (Matchweek 7),Essen,4-2-3-1,5,2.8,Laureta Elmazi · 5&rsquor; Laureta Elmazi · 9&rsquor; Natasha Kowalski (P) · 28&rsquor; Natasha Kowalski · 36&rsquor; Ramona Maier · 64&rsquor;,4,0,1. FC Nürnberg,3-4-1-2,0,0.2,NA,3,0,1. FC Nürnberg,Away,NA,990,3,0,0,11,9,1,6,11,16,0,1,0,52,4,3,57.1
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Wolfsburg,4-2-3-1,4,3.4,Ewa Pajor · 36&rsquor; Vivien Endemann · 39&rsquor; Ewa Pajor · 50&rsquor; Lena Lattwein · 60&rsquor;,0,0,Freiburg,4-2-3-1,0,0.3,NA,2,0,Wolfsburg,Home,NA,990,0,0,0,8,9,0,31,11,11,0,0,0,70,19,9,67.9
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Wolfsburg,4-2-3-1,4,3.4,Ewa Pajor · 36&rsquor; Vivien Endemann · 39&rsquor; Ewa Pajor · 50&rsquor; Lena Lattwein · 60&rsquor;,0,0,Freiburg,4-2-3-1,0,0.3,NA,2,0,Freiburg,Away,NA,990,2,0,0,9,8,3,12,17,12,0,0,0,71,9,19,32.1
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Bayern Munich,4-2-3-1,2,4.2,Jovana Damnjanović · 8&rsquor; Georgia Stanway (P) · 72&rsquor;,0,0,MSV Duisburg,5-4-1,0,0,NA,2,0,Bayern Munich,Home,NA,990,0,0,0,4,9,7,21,7,7,1,0,0,75,2,2,50
Frauen-Bundesliga,2023-11-12,Frauen-Bundesliga (Matchweek 7),Bayern Munich,4-2-3-1,2,4.2,Jovana Damnjanović · 8&rsquor; Georgia Stanway (P) · 72&rsquor;,0,0,MSV Duisburg,5-4-1,0,0,NA,2,0,MSV Duisburg,Away,NA,990,2,0,0,9,4,1,2,11,16,0,1,0,62,1,3,25
Frauen-Bundesliga,2023-11-13,Frauen-Bundesliga (Matchweek 7),Köln,4-2-3-1,1,0.6,Dóra Zeller · 13&rsquor;,0,0,Hoffenheim,4-3-3,2,1,Mara Alber · 1&rsquor; Gia Corley · 62&rsquor;,1,0,Köln,Home,NA,990,0,0,0,11,12,0,19,9,20,0,0,1,57,9,9,50
Frauen-Bundesliga,2023-11-13,Frauen-Bundesliga (Matchweek 7),Köln,4-2-3-1,1,0.6,Dóra Zeller · 13&rsquor;,0,0,Hoffenheim,4-3-3,2,1,Mara Alber · 1&rsquor; Gia Corley · 62&rsquor;,1,0,Hoffenheim,Away,NA,990,1,0,0,12,9,2,25,9,9,0,0,0,60,9,9,50
Frauen-Bundesliga,2023-11-17,Frauen-Bundesliga (Matchweek 8),Hoffenheim,4-2-3-1,0,1.2,NA,1,0,Essen,4-3-3,3,1,Marta Cazalla (OG) · 13&rsquor; Laureta Elmazi · 14&rsquor; Ramona Maier · 87&rsquor;,1,0,Hoffenheim,Home,NA,990,1,0,0,7,7,2,18,6,12,0,0,1,63,5,9,35.7
Frauen-Bundesliga,2023-11-17,Frauen-Bundesliga (Matchweek 8),Hoffenheim,4-2-3-1,0,1.2,NA,1,0,Essen,4-3-3,3,1,Marta Cazalla (OG) · 13&rsquor; Laureta Elmazi · 14&rsquor; Ramona Maier · 87&rsquor;,1,0,Essen,Away,NA,990,1,0,0,8,7,0,14,12,20,0,0,0,65,9,5,64.3
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),1. FC Nürnberg,3-4-1-2,0,0.6,NA,3,0,Eintracht Frankfurt,4-3-1-2,2,2.1,Laura Freigang · 23&rsquor; Lara Prašnikar · 67&rsquor;,2,0,1. FC Nürnberg,Home,NA,990,3,0,0,13,7,1,6,6,15,0,0,0,58,7,12,36.8
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),1. FC Nürnberg,3-4-1-2,0,0.6,NA,3,0,Eintracht Frankfurt,4-3-1-2,2,2.1,Laura Freigang · 23&rsquor; Lara Prašnikar · 67&rsquor;,2,0,Eintracht Frankfurt,Away,NA,990,2,0,0,9,13,2,24,10,12,0,0,0,74,12,7,63.2
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),Wolfsburg,4-2-3-1,2,1.8,Fenna Kalma · 7&rsquor; Ewa Pajor · 40&rsquor;,1,0,MSV Duisburg,5-4-1,0,0.1,NA,1,0,Wolfsburg,Home,NA,990,1,0,0,10,5,3,23,12,11,0,0,0,84,13,5,72.2
Frauen-Bundesliga,2023-11-18,Frauen-Bundesliga (Matchweek 8),Wolfsburg,4-2-3-1,2,1.8,Fenna Kalma · 7&rsquor; Ewa Pajor · 40&rsquor;,1,0,MSV Duisburg,5-4-1,0,0.1,NA,1,0,MSV Duisburg,Away,NA,990,1,0,0,5,10,1,4,20,15,0,0,0,61,5,13,27.8
Frauen-Bundesliga,2023-11-19,Frauen-Bundesliga (Matchweek 8),Bayer Leverkusen,3-4-3,1,0.8,Verena Wieder · 90+3&rsquor;,1,0,RB Leipzig,4-4-2,1,0.9,Vanessa Fudalla · 78&rsquor;,2,0,Bayer Leverkusen,Home,NA,990,1,0,0,15,8,2,24,9,12,0,0,0,71,14,11,56
