League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take_Ons,Succ_Take_Ons,Succ_percent_Take_Ons,Tkld_Take_Ons,Tkld_percent_Take_Ons,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving
Frauen-Bundesliga,2023-09-15,Frauen-Bundesliga (Matchweek 1),Freiburg,4-2-3-1,2,1.1,Janina Minge · 6&rsquor; Svenja Fölmli · 90+7&rsquor;,1,0,Bayern Munich,4-2-3-1,2,2.6,Lea Schüller · 21&rsquor; Katharina Naschenweng · 90&rsquor;,2,0,Freiburg,Home,NA,990,613,114,323,202,93,14,613,26,11,42.3,15,57.7,295,1489,718,10,8,3,23,12,326,20
Frauen-Bundesliga,2023-09-15,Frauen-Bundesliga (Matchweek 1),Freiburg,4-2-3-1,2,1.1,Janina Minge · 6&rsquor; Svenja Fölmli · 90+7&rsquor;,1,0,Bayern Munich,4-2-3-1,2,2.6,Lea Schüller · 21&rsquor; Katharina Naschenweng · 90&rsquor;,2,0,Bayern Munich,Away,NA,990,734,39,188,303,246,35,734,27,15,55.6,11,40.7,457,1885,973,22,12,8,15,16,465,68
Frauen-Bundesliga,2023-09-16,Frauen-Bundesliga (Matchweek 1),Hoffenheim,4-3-3,9,3.2,Jana Feldkamp · 17&rsquor; Melissa Kössler · 32&rsquor; Mara Alber · 45+1&rsquor; Melissa Kössler · 46&rsquor; Melissa Kössler · 52&rsquor; Emilie Henriksen (OG) · 58&rsquor; Vanessa Leimenstoll · 80&rsquor; Nicole Billa · 84&rsquor; Nicole Billa · 89&rsquor;,0,0,MSV Duisburg,5-4-1,0,0.2,NA,4,0,Hoffenheim,Home,NA,990,616,59,233,213,177,48,616,19,6,31.6,13,68.4,235,1312,665,18,6,7,22,19,401,48
Frauen-Bundesliga,2023-09-16,Frauen-Bundesliga (Matchweek 1),Hoffenheim,4-3-3,9,3.2,Jana Feldkamp · 17&rsquor; Melissa Kössler · 32&rsquor; Mara Alber · 45+1&rsquor; Melissa Kössler · 46&rsquor; Melissa Kössler · 52&rsquor; Emilie Henriksen (OG) · 58&rsquor; Vanessa Leimenstoll · 80&rsquor; Nicole Billa · 84&rsquor; Nicole Billa · 89&rsquor;,0,0,MSV Duisburg,5-4-1,0,0.2,NA,4,0,MSV Duisburg,Away,NA,990,388,84,183,162,48,3,388,6,3,50,3,50,145,615,240,6,5,2,20,5,154,23
Frauen-Bundesliga,2023-09-16,Frauen-Bundesliga (Matchweek 1),1. FC Nürnberg,3-4-3,1,0.1,Franziska Mai · 17&rsquor;,0,0,Werder Bremen,3-3-3-1,5,3.2,Sophie Weidauer · 41&rsquor; Lina Hausicke · 47&rsquor; Lina Hausicke · 55&rsquor; Maja Sternad · 59&rsquor; Amira Dahl · 74&rsquor;,2,0,1. FC Nürnberg,Home,NA,990,444,102,291,127,28,5,444,5,2,40,3,60,222,833,441,5,1,0,26,8,222,8
Frauen-Bundesliga,2023-09-16,Frauen-Bundesliga (Matchweek 1),1. FC Nürnberg,3-4-3,1,0.1,Franziska Mai · 17&rsquor;,0,0,Werder Bremen,3-3-3-1,5,3.2,Sophie Weidauer · 41&rsquor; Lina Hausicke · 47&rsquor; Lina Hausicke · 55&rsquor; Maja Sternad · 59&rsquor; Amira Dahl · 74&rsquor;,2,0,Werder Bremen,Away,NA,990,600,28,111,265,224,46,600,17,10,58.8,7,41.2,276,1740,817,17,7,6,22,14,399,62
Frauen-Bundesliga,2023-09-17,Frauen-Bundesliga (Matchweek 1),Köln,4-4-2,2,0.7,Marleen Schimmer · 5&rsquor; Sharon Beck · 62&rsquor; Martyna Wiankowska · 81&rsquor;,3,1,RB Leipzig,4-2-3-1,1,0.6,Sandra Starke · 12&rsquor; Julia Landenberger · 66&rsquor;,6,1,Köln,Home,NA,980,500,47,207,183,116,17,500,16,6,37.5,10,62.5,226,1367,585,17,6,7,14,7,246,19
Frauen-Bundesliga,2023-09-17,Frauen-Bundesliga (Matchweek 1),Köln,4-4-2,2,0.7,Marleen Schimmer · 5&rsquor; Sharon Beck · 62&rsquor; Martyna Wiankowska · 81&rsquor;,3,1,RB Leipzig,4-2-3-1,1,0.6,Sandra Starke · 12&rsquor; Julia Landenberger · 66&rsquor;,6,1,RB Leipzig,Away,NA,965,479,68,200,171,112,9,479,8,4,50,4,50,174,920,474,7,3,1,19,6,227,17
Frauen-Bundesliga,2023-09-17,Frauen-Bundesliga (Matchweek 1),Wolfsburg,4-2-3-1,3,2.1,Lena Oberdorf · 15&rsquor; Lena Lattwein · 21&rsquor; Sveindís Jane Jónsdóttir · 48&rsquor;,0,0,Bayer Leverkusen,5-3-2,0,0.4,NA,2,0,Wolfsburg,Home,NA,990,690,44,198,329,165,31,690,16,12,75,4,25,337,1463,693,12,8,5,12,16,472,41
Frauen-Bundesliga,2023-09-17,Frauen-Bundesliga (Matchweek 1),Wolfsburg,4-2-3-1,3,2.1,Lena Oberdorf · 15&rsquor; Lena Lattwein · 21&rsquor; Sveindís Jane Jónsdóttir · 48&rsquor;,0,0,Bayer Leverkusen,5-3-2,0,0.4,NA,2,0,Bayer Leverkusen,Away,NA,990,414,72,181,164,72,3,414,13,9,69.2,4,30.8,240,1359,475,14,6,1,16,13,198,26
Frauen-Bundesliga,2023-09-17,Frauen-Bundesliga (Matchweek 1),Essen,4-3-3,2,0.6,Annalena Rieke · 50&rsquor; Laureta Elmazi · 78&rsquor;,1,0,Eintracht Frankfurt,4-3-3,0,0.8,NA,2,0,Essen,Home,NA,990,399,49,156,153,100,21,399,33,15,45.5,18,54.5,154,1343,785,22,12,11,18,7,137,22
Frauen-Bundesliga,2023-09-17,Frauen-Bundesliga (Matchweek 1),Essen,4-3-3,2,0.6,Annalena Rieke · 50&rsquor; Laureta Elmazi · 78&rsquor;,1,0,Eintracht Frankfurt,4-3-3,0,0.8,NA,2,0,Eintracht Frankfurt,Away,NA,990,764,55,197,412,160,19,764,12,6,50,5,41.7,466,2373,1148,15,12,6,26,18,510,70
Frauen-Bundesliga,2023-09-29,Frauen-Bundesliga (Matchweek 2),RB Leipzig,4-1-3-2,3,0.2,Vanessa Fudalla · 15&rsquor; Frederike Kempe · 23&rsquor; Vanessa Fudalla · 77&rsquor;,3,0,Essen,4-3-3,2,1.1,Natasha Kowalski · 6&rsquor; Ramona Maier · 90+7&rsquor;,1,0,RB Leipzig,Home,NA,990,489,57,187,223,86,10,489,25,10,40,15,60,207,1489,617,10,14,2,20,10,230,27
Frauen-Bundesliga,2023-09-29,Frauen-Bundesliga (Matchweek 2),RB Leipzig,4-1-3-2,3,0.2,Vanessa Fudalla · 15&rsquor; Frederike Kempe · 23&rsquor; Vanessa Fudalla · 77&rsquor;,3,0,Essen,4-3-3,2,1.1,Natasha Kowalski · 6&rsquor; Ramona Maier · 90+7&rsquor;,1,0,Essen,Away,NA,990,638,46,261,233,153,21,638,37,19,51.4,17,45.9,329,1884,942,18,10,2,30,14,375,42
Frauen-Bundesliga,2023-09-30,Frauen-Bundesliga (Matchweek 2),Bayer Leverkusen,3-4-1-2,6,3.1,Nikola Karczewska · 8&rsquor; Nikola Karczewska · 13&rsquor; Karólína Lea Vilhjálmsdóttir · 23&rsquor; Nikola Karczewska · 49&rsquor; Karólína Lea Vilhjálmsdóttir · 54&rsquor; Eva Van Deursen · 73&rsquor;,1,0,1. FC Nürnberg,3-4-1-2,0,0.2,NA,2,0,Bayer Leverkusen,Home,NA,990,607,27,110,274,230,45,607,19,18,94.7,1,5.3,425,2219,1206,23,16,12,13,19,430,65
Frauen-Bundesliga,2023-09-30,Frauen-Bundesliga (Matchweek 2),Bayer Leverkusen,3-4-1-2,6,3.1,Nikola Karczewska · 8&rsquor; Nikola Karczewska · 13&rsquor; Karólína Lea Vilhjálmsdóttir · 23&rsquor; Nikola Karczewska · 49&rsquor; Karólína Lea Vilhjálmsdóttir · 54&rsquor; Eva Van Deursen · 73&rsquor;,1,0,1. FC Nürnberg,3-4-1-2,0,0.2,NA,2,0,1. FC Nürnberg,Away,NA,990,386,104,272,95,23,2,386,4,4,100,0,0,224,912,391,2,3,1,10,12,206,8
Frauen-Bundesliga,2023-09-30,Frauen-Bundesliga (Matchweek 2),Werder Bremen,3-5-2,1,1.5,Michelle Ulbrich · 70&rsquor;,3,0,Hoffenheim,4-3-3,3,3.1,Melissa Kössler · 13&rsquor; Mara Alber · 74&rsquor; Jill Janssens · 90+4&rsquor;,2,0,Werder Bremen,Home,NA,990,532,61,197,192,152,22,532,21,5,23.8,16,76.2,143,939,480,8,6,2,21,8,237,34
Frauen-Bundesliga,2023-09-30,Frauen-Bundesliga (Matchweek 2),Werder Bremen,3-5-2,1,1.5,Michelle Ulbrich · 70&rsquor;,3,0,Hoffenheim,4-3-3,3,3.1,Melissa Kössler · 13&rsquor; Mara Alber · 74&rsquor; Jill Janssens · 90+4&rsquor;,2,0,Hoffenheim,Away,NA,990,524,84,256,150,127,29,523,12,7,58.3,5,41.7,181,967,471,7,7,4,11,15,230,15
Frauen-Bundesliga,2023-10-01,Frauen-Bundesliga (Matchweek 2),Eintracht Frankfurt,4-3-3,2,1.4,Laura Freigang (P) · 9&rsquor; Barbara Dunst · 46&rsquor;,0,0,Wolfsburg,4-2-3-1,4,1.8,Alexandra Popp · 28&rsquor; Lena Oberdorf · 53&rsquor; Joelle Wedemeyer · 73&rsquor; Ewa Pajor · 84&rsquor;,1,0,Eintracht Frankfurt,Home,NA,990,516,53,188,243,89,13,515,21,9,42.9,12,57.1,152,774,266,6,8,3,20,18,265,29
Frauen-Bundesliga,2023-10-01,Frauen-Bundesliga (Matchweek 2),Eintracht Frankfurt,4-3-3,2,1.4,Laura Freigang (P) · 9&rsquor; Barbara Dunst · 46&rsquor;,0,0,Wolfsburg,4-2-3-1,4,1.8,Alexandra Popp · 28&rsquor; Lena Oberdorf · 53&rsquor; Joelle Wedemeyer · 73&rsquor; Ewa Pajor · 84&rsquor;,1,0,Wolfsburg,Away,NA,990,629,57,233,268,134,31,629,14,11,78.6,2,14.3,243,1508,650,11,13,5,21,13,335,40
Frauen-Bundesliga,2023-10-01,Frauen-Bundesliga (Matchweek 2),MSV Duisburg,4-3-3,2,0.3,Vanessa Furst · 37&rsquor; Antonia Halverkamps · 90+4&rsquor;,4,0,Freiburg,4-2-3-1,2,0.6,Cora Zical · 27&rsquor; Ena Mahmutovic (OG) · 73&rsquor;,0,0,MSV Duisburg,Home,NA,990,445,61,241,145,63,4,445,7,2,28.6,5,71.4,230,1123,459,7,9,1,23,8,195,16
Frauen-Bundesliga,2023-10-01,Frauen-Bundesliga (Matchweek 2),MSV Duisburg,4-3-3,2,0.3,Vanessa Furst · 37&rsquor; Antonia Halverkamps · 90+4&rsquor;,4,0,Freiburg,4-2-3-1,2,0.6,Cora Zical · 27&rsquor; Ena Mahmutovic (OG) · 73&rsquor;,0,0,Freiburg,Away,NA,990,799,47,223,425,155,12,799,9,2,22.2,7,77.8,530,2647,1110,9,12,1,18,20,579,59
Frauen-Bundesliga,2023-10-02,Frauen-Bundesliga (Matchweek 2),Bayern Munich,4-2-3-1,2,1.6,Pernille Harder · 45&rsquor; Linda Dallmann · 57&rsquor;,1,0,Köln,4-2-3-1,0,0.3,NA,4,0,Bayern Munich,Home,NA,990,799,48,203,408,197,27,799,20,8,40,12,60,350,1719,823,9,6,2,17,8,570,59
Frauen-Bundesliga,2023-10-02,Frauen-Bundesliga (Matchweek 2),Bayern Munich,4-2-3-1,2,1.6,Pernille Harder · 45&rsquor; Linda Dallmann · 57&rsquor;,1,0,Köln,4-2-3-1,0,0.3,NA,4,0,Köln,Away,NA,990,395,60,169,170,60,3,395,16,10,62.5,6,37.5,157,1070,376,7,7,1,15,14,162,17
Frauen-Bundesliga,2023-10-06,Frauen-Bundesliga (Matchweek 3),Wolfsburg,4-2-3-1,1,1.5,Fenna Kalma · 12&rsquor;,0,0,1. FC Nürnberg,3-4-1-2,0,0.3,NA,2,0,Wolfsburg,Home,NA,990,704,58,223,299,185,23,704,17,9,52.9,8,47.1,288,1503,764,7,6,1,24,14,461,52
Frauen-Bundesliga,2023-10-06,Frauen-Bundesliga (Matchweek 3),Wolfsburg,4-2-3-1,1,1.5,Fenna Kalma · 12&rsquor;,0,0,1. FC Nürnberg,3-4-1-2,0,0.3,NA,2,0,1. FC Nürnberg,Away,NA,990,445,80,205,176,67,8,445,5,2,40,3,60,165,742,246,4,6,1,19,16,201,20
Frauen-Bundesliga,2023-10-07,Frauen-Bundesliga (Matchweek 3),Köln,4-2-3-1,4,1.9,Sharon Beck · 29&rsquor; Martyna Wiankowska · 59&rsquor; Andrea Gavric · 69&rsquor; Martyna Wiankowska (P) · 78&rsquor;,2,0,MSV Duisburg,4-3-3,1,0.7,Yvonne Zielinski · 47&rsquor;,1,0,Köln,Home,NA,990,724,87,338,288,101,12,723,12,4,33.3,8,66.7,317,1661,820,8,6,2,29,13,443,30
Frauen-Bundesliga,2023-10-07,Frauen-Bundesliga (Matchweek 3),Köln,4-2-3-1,4,1.9,Sharon Beck · 29&rsquor; Martyna Wiankowska · 59&rsquor; Andrea Gavric · 69&rsquor; Martyna Wiankowska (P) · 78&rsquor;,2,0,MSV Duisburg,4-3-3,1,0.7,Yvonne Zielinski · 47&rsquor;,1,0,MSV Duisburg,Away,NA,990,481,48,181,194,111,7,481,8,5,62.5,3,37.5,235,995,480,7,7,2,26,9,204,28
Frauen-Bundesliga,2023-10-07,Frauen-Bundesliga (Matchweek 3),Eintracht Frankfurt,4-3-3,3,3.7,Barbara Dunst · 71&rsquor; Laura Freigang (P) · 86&rsquor; Carlotta Wamser · 90+2&rsquor;,1,0,RB Leipzig,5-4-1,1,0.7,Lydia Andrade · 27&rsquor;,4,0,Eintracht Frankfurt,Home,NA,990,661,43,162,344,167,24,660,22,11,50,11,50,338,1863,881,15,11,5,15,22,393,50
Frauen-Bundesliga,2023-10-07,Frauen-Bundesliga (Matchweek 3),Eintracht Frankfurt,4-3-3,3,3.7,Barbara Dunst · 71&rsquor; Laura Freigang (P) · 86&rsquor; Carlotta Wamser · 90+2&rsquor;,1,0,RB Leipzig,5-4-1,1,0.7,Lydia Andrade · 27&rsquor;,4,0,RB Leipzig,Away,NA,990,483,61,192,212,82,15,483,17,7,41.2,10,58.8,208,975,374,9,4,3,15,13,215,15
Frauen-Bundesliga,2023-10-08,Frauen-Bundesliga (Matchweek 3),Essen,4-2-3-1,0,0.2,NA,1,0,Bayern Munich,4-2-3-1,2,1.8,Pernille Harder · 13&rsquor; Lea Schüller · 24&rsquor;,4,0,Essen,Home,NA,990,472,87,243,185,49,3,472,10,7,70,3,30,197,1431,634,8,8,2,19,25,254,18
Frauen-Bundesliga,2023-10-08,Frauen-Bundesliga (Matchweek 3),Essen,4-2-3-1,0,0.2,NA,1,0,Bayern Munich,4-2-3-1,2,1.8,Pernille Harder · 13&rsquor; Lea Schüller · 24&rsquor;,4,0,Bayern Munich,Away,NA,990,825,31,170,471,190,37,825,21,9,42.9,12,57.1,448,1977,1015,11,12,4,11,17,626,73
Frauen-Bundesliga,2023-10-08,Frauen-Bundesliga (Matchweek 3),Freiburg,4-2-3-1,2,0.6,Hanna Németh (OG) · 61&rsquor; Svenja Fölmli · 67&rsquor;,1,0,Werder Bremen,3-5-2,1,0.6,Sophie Weidauer · 25&rsquor;,3,0,Freiburg,Home,NA,990,528,78,236,209,92,17,528,14,8,57.1,6,42.9,215,1060,479,12,8,3,18,6,275,24
Frauen-Bundesliga,2023-10-08,Frauen-Bundesliga (Matchweek 3),Freiburg,4-2-3-1,2,0.6,Hanna Németh (OG) · 61&rsquor; Svenja Fölmli · 67&rsquor;,1,0,Werder Bremen,3-5-2,1,0.6,Sophie Weidauer · 25&rsquor;,3,0,Werder Bremen,Away,NA,990,457,56,167,164,131,18,457,13,5,38.5,8,61.5,226,1069,455,12,7,4,13,16,216,22
Frauen-Bundesliga,2023-10-09,Frauen-Bundesliga (Matchweek 3),Hoffenheim,4-3-3,2,2.3,Mara Alber · 74&rsquor; Ereleta Memeti · 78&rsquor;,1,0,Bayer Leverkusen,3-5-2,2,1.8,Karólína Lea Vilhjálmsdóttir · 34&rsquor; Kristin Kögel · 62&rsquor;,0,0,Hoffenheim,Home,NA,990,755,60,215,373,176,29,755,32,12,37.5,20,62.5,375,2278,1204,23,19,2,22,20,490,61
Frauen-Bundesliga,2023-10-09,Frauen-Bundesliga (Matchweek 3),Hoffenheim,4-3-3,2,2.3,Mara Alber · 74&rsquor; Ereleta Memeti · 78&rsquor;,1,0,Bayer Leverkusen,3-5-2,2,1.8,Karólína Lea Vilhjálmsdóttir · 34&rsquor; Kristin Kögel · 62&rsquor;,0,0,Bayer Leverkusen,Away,NA,990,504,59,227,188,99,16,503,29,20,69,9,31,234,1152,579,11,9,2,25,7,220,22
Frauen-Bundesliga,2023-10-13,Frauen-Bundesliga (Matchweek 4),1. FC Nürnberg,3-4-1-2,0,0.2,NA,2,0,Hoffenheim,4-3-3,3,3.2,Jill Janssens · 24&rsquor; Jana Feldkamp (P) · 42&rsquor; Gia Corley · 72&rsquor;,0,0,1. FC Nürnberg,Home,NA,990,478,99,252,177,58,6,478,13,10,76.9,3,23.1,224,1168,531,6,12,2,15,4,229,16
Frauen-Bundesliga,2023-10-13,Frauen-Bundesliga (Matchweek 4),1. FC Nürnberg,3-4-1-2,0,0.2,NA,2,0,Hoffenheim,4-3-3,3,3.2,Jill Janssens · 24&rsquor; Jana Feldkamp (P) · 42&rsquor; Gia Corley · 72&rsquor;,0,0,Hoffenheim,Away,NA,990,656,66,207,263,197,38,655,37,27,73,10,27,277,1896,1110,40,11,14,24,4,414,54
Frauen-Bundesliga,2023-10-14,Frauen-Bundesliga (Matchweek 4),Werder Bremen,3-5-2,3,1.6,Celina Degen (OG) · 32&rsquor; Lina Hausicke · 83&rsquor; Melina Kunkel · 90+3&rsquor;,0,0,Köln,4-2-3-1,0,0.2,NA,1,0,Werder Bremen,Home,NA,990,565,37,164,249,158,24,565,22,6,27.3,16,72.7,208,1011,458,15,13,5,30,3,266,25
Frauen-Bundesliga,2023-10-14,Frauen-Bundesliga (Matchweek 4),Werder Bremen,3-5-2,3,1.6,Celina Degen (OG) · 32&rsquor; Lina Hausicke · 83&rsquor; Melina Kunkel · 90+3&rsquor;,0,0,Köln,4-2-3-1,0,0.2,NA,1,0,Köln,Away,NA,990,500,67,240,171,93,4,500,15,10,66.7,5,33.3,225,1308,503,2,1,0,23,11,228,19
Frauen-Bundesliga,2023-10-14,Frauen-Bundesliga (Matchweek 4),Bayern Munich,4-2-3-1,0,0.7,NA,0,0,Eintracht Frankfurt,4-3-3,0,0.3,NA,1,0,Bayern Munich,Home,NA,990,706,50,209,350,149,21,706,12,1,8.3,11,91.7,287,1538,707,15,8,5,17,11,490,43
Frauen-Bundesliga,2023-10-14,Frauen-Bundesliga (Matchweek 4),Bayern Munich,4-2-3-1,0,0.7,NA,0,0,Eintracht Frankfurt,4-3-3,0,0.3,NA,1,0,Eintracht Frankfurt,Away,NA,990,531,71,208,261,68,5,531,16,10,62.5,6,37.5,326,1634,703,9,3,1,17,15,324,27
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),RB Leipzig,4-1-2-1-2,0,0.9,NA,0,0,Wolfsburg,4-3-3,2,1.7,Ewa Pajor · 38&rsquor; Vivien Endemann · 79&rsquor;,0,0,RB Leipzig,Home,NA,990,531,67,217,235,83,9,531,6,1,16.7,5,83.3,176,1351,585,8,8,3,26,11,256,23
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),RB Leipzig,4-1-2-1-2,0,0.9,NA,0,0,Wolfsburg,4-3-3,2,1.7,Ewa Pajor · 38&rsquor; Vivien Endemann · 79&rsquor;,0,0,Wolfsburg,Away,NA,990,709,61,281,305,127,24,709,21,11,52.4,10,47.6,390,1913,859,17,8,7,22,5,439,40
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),Bayer Leverkusen,4-2-3-1,3,0.9,Nikola Karczewska · 32&rsquor; Kristin Kögel · 45+1&rsquor; Karólína Lea Vilhjálmsdóttir · 60&rsquor;,2,0,Freiburg,4-2-3-1,0,0.7,NA,1,0,Bayer Leverkusen,Home,NA,990,625,60,213,287,131,13,625,17,9,52.9,7,41.2,280,1634,774,11,11,3,24,18,349,41
Frauen-Bundesliga,2023-10-15,Frauen-Bundesliga (Matchweek 4),Bayer Leverkusen,4-2-3-1,3,0.9,Nikola Karczewska · 32&rsquor; Kristin Kögel · 45+1&rsquor; Karólína Lea Vilhjálmsdóttir · 60&rsquor;,2,0,Freiburg,4-2-3-1,0,0.7,NA,1,0,Freiburg,Away,NA,990,672,66,245,327,105,14,672,12,7,58.3,5,41.7,349,1533,823,15,7,3,29,10,394,30
Frauen-Bundesliga,2023-10-16,Frauen-Bundesliga (Matchweek 4),MSV Duisburg,5-4-1,0,0.4,NA,2,0,Essen,4-3-3,1,1.2,Annalena Rieke · 40&rsquor;,0,0,MSV Duisburg,Home,NA,990,467,72,235,165,71,5,467,12,2,16.7,10,83.3,166,936,399,3,2,0,21,6,218,27
Frauen-Bundesliga,2023-10-16,Frauen-Bundesliga (Matchweek 4),MSV Duisburg,5-4-1,0,0.4,NA,2,0,Essen,4-3-3,1,1.2,Annalena Rieke · 40&rsquor;,0,0,Essen,Away,NA,990,696,55,239,332,137,24,696,21,13,61.9,7,33.3,437,2642,1414,23,18,7,28,18,450,41
Frauen-Bundesliga,2023-10-20,Frauen-Bundesliga (Matchweek 5),Köln,4-2-3-1,0,0.3,NA,1,0,Bayer Leverkusen,4-2-3-1,1,1.4,Janou Levels · 36&rsquor;,1,0,Köln,Home,NA,990,580,56,249,218,119,8,580,11,8,72.7,3,27.3,361,1514,841,7,6,1,22,16,330,29
Frauen-Bundesliga,2023-10-20,Frauen-Bundesliga (Matchweek 5),Köln,4-2-3-1,0,0.3,NA,1,0,Bayer Leverkusen,4-2-3-1,1,1.4,Janou Levels · 36&rsquor;,1,0,Bayer Leverkusen,Away,NA,990,572,45,217,239,119,18,572,11,4,36.4,7,63.6,344,1487,599,16,14,3,19,20,326,32
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,0,2.4,NA,0,0,1. FC Nürnberg,3-4-3,2,1.9,Nadja Burkard · 6&rsquor; Weronika Kaczor · 90+4&rsquor;,5,0,Freiburg,Home,NA,990,662,46,162,294,212,51,662,14,7,50,7,50,294,1910,1067,23,11,8,21,10,383,55
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Freiburg,4-2-3-1,0,2.4,NA,0,0,1. FC Nürnberg,3-4-3,2,1.9,Nadja Burkard · 6&rsquor; Weronika Kaczor · 90+4&rsquor;,5,0,1. FC Nürnberg,Away,NA,990,456,111,249,153,58,6,456,8,7,87.5,1,12.5,111,708,297,4,5,2,19,9,162,15
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Essen,4-3-3,1,1.1,Ramona Maier · 90&rsquor;,1,0,Werder Bremen,5-3-2,1,0.4,Lina Hausicke · 55&rsquor;,4,0,Essen,Home,NA,990,552,35,181,249,127,18,552,21,12,57.1,9,42.9,258,1802,914,17,5,5,21,15,288,32
Frauen-Bundesliga,2023-10-21,Frauen-Bundesliga (Matchweek 5),Essen,4-3-3,1,1.1,Ramona Maier · 90&rsquor;,1,0,Werder Bremen,5-3-2,1,0.4,Lina Hausicke · 55&rsquor;,4,0,Werder Bremen,Away,NA,990,560,87,305,211,48,6,560,6,5,83.3,0,0,133,763,344,4,2,4,16,11,289,23
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Wolfsburg,4-2-3-1,2,2.5,Dominique Janssen (P) · 55&rsquor; Alexandra Popp · 89&rsquor;,2,0,Hoffenheim,4-3-3,2,0.9,Ereleta Memeti · 18&rsquor; Dominique Janssen (OG) · 45+1&rsquor;,2,0,Wolfsburg,Home,NA,990,691,62,218,286,197,38,690,30,11,36.7,19,63.3,316,1749,860,19,14,4,22,8,365,41
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Wolfsburg,4-2-3-1,2,2.5,Dominique Janssen (P) · 55&rsquor; Alexandra Popp · 89&rsquor;,2,0,Hoffenheim,4-3-3,2,0.9,Ereleta Memeti · 18&rsquor; Dominique Janssen (OG) · 45+1&rsquor;,2,0,Hoffenheim,Away,NA,990,564,99,269,186,113,13,564,20,5,25,15,75,238,1181,434,6,6,6,19,12,253,31
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Eintracht Frankfurt,4-3-3,5,4.6,Sara Doorsoun · 5&rsquor; Lara Prašnikar · 28&rsquor; Laura Freigang · 40&rsquor; Barbara Dunst · 42&rsquor; Laura Freigang (P) · 64&rsquor;,1,0,MSV Duisburg,4-3-3,1,1.5,Meret Günster (P) · 90+2&rsquor;,1,0,Eintracht Frankfurt,Home,NA,990,622,67,178,288,162,34,621,14,5,35.7,9,64.3,230,1729,974,22,10,7,22,8,415,54
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),Eintracht Frankfurt,4-3-3,5,4.6,Sara Doorsoun · 5&rsquor; Lara Prašnikar · 28&rsquor; Laura Freigang · 40&rsquor; Barbara Dunst · 42&rsquor; Laura Freigang (P) · 64&rsquor;,1,0,MSV Duisburg,4-3-3,1,1.5,Meret Günster (P) · 90+2&rsquor;,1,0,MSV Duisburg,Away,NA,990,495,81,228,193,79,8,494,13,7,53.8,5,38.5,276,1189,664,13,5,1,16,9,284,29
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),RB Leipzig,4-1-2-1-2,0,0.4,NA,1,0,Bayern Munich,4-2-3-1,3,2.7,Giulia Gwinn · 8&rsquor; Jovana Damnjanović · 14&rsquor; Jovana Damnjanović · 42&rsquor;,1,0,RB Leipzig,Home,NA,990,473,87,249,168,61,9,473,8,3,37.5,5,62.5,120,816,331,9,3,2,26,10,223,17
Frauen-Bundesliga,2023-10-22,Frauen-Bundesliga (Matchweek 5),RB Leipzig,4-1-2-1-2,0,0.4,NA,1,0,Bayern Munich,4-2-3-1,3,2.7,Giulia Gwinn · 8&rsquor; Jovana Damnjanović · 14&rsquor; Jovana Damnjanović · 42&rsquor;,1,0,Bayern Munich,Away,NA,990,775,46,248,344,189,31,775,25,9,36,15,60,489,2027,941,12,8,9,22,9,539,60
Frauen-Bundesliga,2023-11-03,Frauen-Bundesliga (Matchweek 6),MSV Duisburg,4-2-3-1,1,0.7,Antonia Halverkamps · 90+1&rsquor;,2,0,RB Leipzig,4-3-1-2,1,0.7,Lydia Andrade · 9&rsquor;,2,0,MSV Duisburg,Home,NA,990,630,49,246,280,112,18,630,18,11,61.1,6,33.3,274,1644,876,9,6,2,16,7,359,25
Frauen-Bundesliga,2023-11-03,Frauen-Bundesliga (Matchweek 6),MSV Duisburg,4-2-3-1,1,0.7,Antonia Halverkamps · 90+1&rsquor;,2,0,RB Leipzig,4-3-1-2,1,0.7,Lydia Andrade · 9&rsquor;,2,0,RB Leipzig,Away,NA,990,590,74,245,249,101,11,590,27,10,37,17,63,231,1203,533,4,8,1,19,11,321,37
