League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take_Ons,Succ_Take_Ons,Succ_percent_Take_Ons,Tkld_Take_Ons,Tkld_percent_Take_Ons,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),Wolfsburg,4-3-3,3,1.4,Stina Johannes (OG) · 57&rsquor; Lena Lattwein · 85&rsquor; Vivien Endemann · 90+3&rsquor;,2,0,Eintracht Frankfurt,4-1-3-2,0,0.6,NA,1,0,Eintracht Frankfurt,Away,NA,990,555,72,201,259,103,11,555,18,11,61.1,7,38.9,317,1565,809,12,10,4,20,12,325,39
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),Freiburg,4-3-3,1,2.5,Janina Minge · 90+4&rsquor;,1,0,MSV Duisburg,4-2-3-1,1,0.3,Taryn Ries · 65&rsquor; Natalie Muth · 90+6&rsquor;,5,1,Freiburg,Home,NA,990,715,34,170,351,198,35,715,16,8,50,8,50,482,2868,1445,26,15,6,25,10,467,53
Frauen-Bundesliga,2024-02-11,Frauen-Bundesliga (Matchweek 13),Freiburg,4-3-3,1,2.5,Janina Minge · 90+4&rsquor;,1,0,MSV Duisburg,4-2-3-1,1,0.3,Taryn Ries · 65&rsquor; Natalie Muth · 90+6&rsquor;,5,1,MSV Duisburg,Away,NA,989,483,85,268,178,41,3,483,17,9,52.9,7,41.2,218,949,465,5,5,0,21,10,226,14
Frauen-Bundesliga,2024-02-12,Frauen-Bundesliga (Matchweek 13),1. FC Nürnberg,3-4-1-2,1,0.5,Selma Sól Magnúsdóttir · 49&rsquor;,4,0,Bayer Leverkusen,4-1-4-1,2,0.8,Melissa Friedrich · 28&rsquor; Emilie Bragstad · 59&rsquor;,2,0,1. FC Nürnberg,Home,NA,990,487,45,164,225,101,13,487,9,4,44.4,5,55.6,272,1133,475,6,3,0,21,6,266,21
Frauen-Bundesliga,2024-02-12,Frauen-Bundesliga (Matchweek 13),1. FC Nürnberg,3-4-1-2,1,0.5,Selma Sól Magnúsdóttir · 49&rsquor;,4,0,Bayer Leverkusen,4-1-4-1,2,0.8,Melissa Friedrich · 28&rsquor; Emilie Bragstad · 59&rsquor;,2,0,Bayer Leverkusen,Away,NA,990,539,61,175,271,97,16,539,10,7,70,3,30,349,1667,744,15,11,5,15,13,320,24
Frauen-Bundesliga,2024-02-16,Frauen-Bundesliga (Matchweek 14),RB Leipzig,4-4-2,2,0.5,Vanessa Fudalla · 11&rsquor; Vanessa Fudalla · 90+1&rsquor;,0,0,Eintracht Frankfurt,4-1-3-2,1,2.3,Remina Chiba · 90+2&rsquor;,1,0,RB Leipzig,Home,NA,990,482,63,211,190,85,14,482,19,10,52.6,9,47.4,217,1122,547,15,9,8,24,2,216,27
Frauen-Bundesliga,2024-02-16,Frauen-Bundesliga (Matchweek 14),RB Leipzig,4-4-2,2,0.5,Vanessa Fudalla · 11&rsquor; Vanessa Fudalla · 90+1&rsquor;,0,0,Eintracht Frankfurt,4-1-3-2,1,2.3,Remina Chiba · 90+2&rsquor;,1,0,Eintracht Frankfurt,Away,NA,990,728,64,241,333,155,29,728,19,9,47.4,10,52.6,454,2139,1160,18,13,4,19,4,470,53
Frauen-Bundesliga,2024-02-17,Frauen-Bundesliga (Matchweek 14),1. FC Nürnberg,5-3-2,1,0.7,Vanessa Haim · 12&rsquor;,4,0,Wolfsburg,4-3-3,9,5.3,Vivien Endemann · 7&rsquor; Alexandra Popp · 34&rsquor; Ewa Pajor · 36&rsquor; Alexandra Popp · 38&rsquor; Chantal Hagel · 52&rsquor; Ewa Pajor (P) · 71&rsquor; Ewa Pajor · 79&rsquor; Fenna Kalma · 81&rsquor; Ewa Pajor · 90+1&rsquor;,2,0,1. FC Nürnberg,Home,NA,990,324,62,190,101,38,4,324,5,3,60,2,40,158,622,252,2,2,0,19,6,143,5
Frauen-Bundesliga,2024-02-17,Frauen-Bundesliga (Matchweek 14),1. FC Nürnberg,5-3-2,1,0.7,Vanessa Haim · 12&rsquor;,4,0,Wolfsburg,4-3-3,9,5.3,Vivien Endemann · 7&rsquor; Alexandra Popp · 34&rsquor; Ewa Pajor · 36&rsquor; Alexandra Popp · 38&rsquor; Chantal Hagel · 52&rsquor; Ewa Pajor (P) · 71&rsquor; Ewa Pajor · 79&rsquor; Fenna Kalma · 81&rsquor; Ewa Pajor · 90+1&rsquor;,2,0,Wolfsburg,Away,NA,990,609,24,123,313,178,43,608,24,10,41.7,14,58.3,398,1943,958,20,12,11,11,5,429,54
Frauen-Bundesliga,2024-02-17,Frauen-Bundesliga (Matchweek 14),Werder Bremen,3-5-2,0,0.6,NA,1,0,Freiburg,4-3-3,3,1.5,Samantha Steuerwald · 33&rsquor; Lisa Kolb · 35&rsquor; Eileen Campbell · 50&rsquor;,2,0,Werder Bremen,Home,NA,990,455,62,218,155,87,17,455,10,7,70,3,30,139,981,503,11,6,7,14,10,203,20
Frauen-Bundesliga,2024-02-17,Frauen-Bundesliga (Matchweek 14),Werder Bremen,3-5-2,0,0.6,NA,1,0,Freiburg,4-3-3,3,1.5,Samantha Steuerwald · 33&rsquor; Lisa Kolb · 35&rsquor; Eileen Campbell · 50&rsquor;,2,0,Freiburg,Away,NA,990,545,45,208,221,121,20,545,23,7,30.4,16,69.6,258,1439,694,12,4,4,11,7,297,31
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),Bayer Leverkusen,3-4-3,1,0.7,Nikola Karczewska · 38&rsquor;,0,0,Hoffenheim,4-2-3-1,2,1.1,Sylwia Matysik (OG) · 1&rsquor; Fabienne Dongus · 75&rsquor;,3,0,Bayer Leverkusen,Home,NA,990,672,69,301,253,125,11,672,17,13,76.5,4,23.5,260,1967,904,14,4,4,15,12,451,35
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),Bayer Leverkusen,3-4-3,1,0.7,Nikola Karczewska · 38&rsquor;,0,0,Hoffenheim,4-2-3-1,2,1.1,Sylwia Matysik (OG) · 1&rsquor; Fabienne Dongus · 75&rsquor;,3,0,Hoffenheim,Away,NA,990,572,63,243,230,104,17,572,18,8,44.4,10,55.6,293,1646,793,18,12,7,13,4,351,36
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),Bayern Munich,4-2-3-1,2,2.6,Glódís Perla Viggósdóttir · 54&rsquor; Jovana Damnjanović · 79&rsquor;,0,0,Essen,4-3-3,0,0.4,NA,1,0,Bayern Munich,Home,NA,990,649,72,241,295,119,21,649,17,10,58.8,7,41.2,342,1764,702,12,6,2,29,17,387,43
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),Bayern Munich,4-2-3-1,2,2.6,Glódís Perla Viggósdóttir · 54&rsquor; Jovana Damnjanović · 79&rsquor;,0,0,Essen,4-3-3,0,0.4,NA,1,0,Essen,Away,NA,990,504,40,166,224,118,14,504,18,10,55.6,8,44.4,256,1230,489,9,8,3,22,22,256,27
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),MSV Duisburg,4-4-2,0,0.1,NA,1,0,Köln,4-2-3-1,0,1.3,NA,2,0,MSV Duisburg,Home,NA,990,546,82,272,221,63,7,546,18,11,61.1,7,38.9,284,1343,670,8,5,0,30,9,283,14
Frauen-Bundesliga,2024-02-18,Frauen-Bundesliga (Matchweek 14),MSV Duisburg,4-4-2,0,0.1,NA,1,0,Köln,4-2-3-1,0,1.3,NA,2,0,Köln,Away,NA,990,682,48,193,348,150,12,682,27,12,44.4,15,55.6,402,2269,1162,17,11,1,18,10,434,40
Frauen-Bundesliga,2024-03-08,Frauen-Bundesliga (Matchweek 15),Essen,3-5-2,4,2.3,Natasha Kowalski (P) · 24&rsquor; Beke Sterner · 57&rsquor; Ramona Maier · 72&rsquor; Annika Enderle · 90+2&rsquor;,1,0,MSV Duisburg,4-3-3,1,0.9,Natalie Muth · 76&rsquor;,1,0,Essen,Home,NA,990,618,77,246,224,155,17,617,15,9,60,6,40,343,1840,863,18,9,4,17,16,378,40
Frauen-Bundesliga,2024-03-08,Frauen-Bundesliga (Matchweek 15),Essen,3-5-2,4,2.3,Natasha Kowalski (P) · 24&rsquor; Beke Sterner · 57&rsquor; Ramona Maier · 72&rsquor; Annika Enderle · 90+2&rsquor;,1,0,MSV Duisburg,4-3-3,1,0.9,Natalie Muth · 76&rsquor;,1,0,MSV Duisburg,Away,NA,990,481,78,223,170,93,14,481,14,7,50,7,50,246,1213,498,9,13,2,23,3,220,15
Frauen-Bundesliga,2024-03-09,Frauen-Bundesliga (Matchweek 15),Eintracht Frankfurt,4-3-1-2,1,1.5,Laura Freigang · 67&rsquor;,1,0,Bayern Munich,4-2-3-1,2,1.3,Klara Bühl · 21&rsquor; Lea Schüller · 77&rsquor;,1,0,Eintracht Frankfurt,Home,NA,990,596,56,215,242,144,25,596,13,4,30.8,9,69.2,374,1685,873,15,12,5,9,19,374,43
Frauen-Bundesliga,2024-03-09,Frauen-Bundesliga (Matchweek 15),Eintracht Frankfurt,4-3-1-2,1,1.5,Laura Freigang · 67&rsquor;,1,0,Bayern Munich,4-2-3-1,2,1.3,Klara Bühl · 21&rsquor; Lea Schüller · 77&rsquor;,1,0,Bayern Munich,Away,NA,990,513,83,180,203,136,20,513,14,2,14.3,12,85.7,219,1100,425,9,6,5,15,5,275,36
Frauen-Bundesliga,2024-03-09,Frauen-Bundesliga (Matchweek 15),Hoffenheim,4-3-3,2,2.2,Mara Alber · 14&rsquor; Mara Alber · 39&rsquor;,1,0,1. FC Nürnberg,5-3-2,0,0.7,NA,1,0,Hoffenheim,Home,NA,990,627,56,169,282,178,35,627,8,5,62.5,3,37.5,410,1495,833,20,4,8,7,12,443,68
Frauen-Bundesliga,2024-03-09,Frauen-Bundesliga (Matchweek 15),Hoffenheim,4-3-3,2,2.2,Mara Alber · 14&rsquor; Mara Alber · 39&rsquor;,1,0,1. FC Nürnberg,5-3-2,0,0.7,NA,1,0,1. FC Nürnberg,Away,NA,990,398,94,201,133,66,10,398,10,4,40,6,60,231,1045,678,13,4,2,11,7,208,19
Frauen-Bundesliga,2024-03-10,Frauen-Bundesliga (Matchweek 15),Köln,4-2-3-1,2,2.5,Marleen Schimmer (P) · 32&rsquor; Carlotta Wamser · 81&rsquor;,1,0,Werder Bremen,4-4-2,1,2.4,Jasmin Sehan · 76&rsquor;,3,0,Köln,Home,NA,990,498,77,249,156,101,19,497,38,17,44.7,12,31.6,225,1339,576,12,10,6,21,18,212,26
Frauen-Bundesliga,2024-03-10,Frauen-Bundesliga (Matchweek 15),Köln,4-2-3-1,2,2.5,Marleen Schimmer (P) · 32&rsquor; Carlotta Wamser · 81&rsquor;,1,0,Werder Bremen,4-4-2,1,2.4,Jasmin Sehan · 76&rsquor;,3,0,Werder Bremen,Away,NA,990,529,55,184,165,188,31,529,25,9,36,14,56,193,1154,572,10,15,6,22,8,245,40
Frauen-Bundesliga,2024-03-10,Frauen-Bundesliga (Matchweek 15),Freiburg,4-3-3,0,0.7,NA,1,0,Bayer Leverkusen,3-4-3,0,0.7,NA,0,0,Freiburg,Home,NA,990,640,54,220,265,159,14,640,14,3,21.4,11,78.6,236,1323,678,10,6,2,13,13,369,43
Frauen-Bundesliga,2024-03-10,Frauen-Bundesliga (Matchweek 15),Freiburg,4-3-3,0,0.7,NA,1,0,Bayer Leverkusen,3-4-3,0,0.7,NA,0,0,Bayer Leverkusen,Away,NA,990,606,66,241,270,99,12,606,13,5,38.5,7,53.8,248,1413,680,14,6,4,17,12,346,32
Frauen-Bundesliga,2024-03-11,Frauen-Bundesliga (Matchweek 15),Wolfsburg,4-3-3,4,3.9,Marina Hegering · 24&rsquor; Jule Brand · 40&rsquor; Sveindís Jane Jónsdóttir · 56&rsquor; Jule Brand · 89&rsquor;,1,0,RB Leipzig,4-4-2,0,0.2,NA,1,0,Wolfsburg,Home,NA,990,720,62,281,288,154,42,720,29,11,37.9,18,62.1,435,1758,894,19,5,13,21,5,451,36
Frauen-Bundesliga,2024-03-11,Frauen-Bundesliga (Matchweek 15),Wolfsburg,4-3-3,4,3.9,Marina Hegering · 24&rsquor; Jule Brand · 40&rsquor; Sveindís Jane Jónsdóttir · 56&rsquor; Jule Brand · 89&rsquor;,1,0,RB Leipzig,4-4-2,0,0.2,NA,1,0,RB Leipzig,Away,NA,990,499,70,222,218,62,6,499,17,5,29.4,12,70.6,212,1070,494,12,3,2,26,10,238,21
Frauen-Bundesliga,2024-03-15,Frauen-Bundesliga (Matchweek 16),Hoffenheim,4-2-3-1,2,1.1,Paulina Krumbiegel · 21&rsquor; Michaela Specht (P) · 70&rsquor; Franziska Harsch · 77&rsquor;,4,1,Wolfsburg,4-3-3,1,2.5,Jule Brand · 88&rsquor;,3,0,Hoffenheim,Home,NA,976,463,116,265,151,51,13,462,10,7,70,3,30,188,1054,505,4,6,2,20,22,201,12
Frauen-Bundesliga,2024-03-15,Frauen-Bundesliga (Matchweek 16),Hoffenheim,4-2-3-1,2,1.1,Paulina Krumbiegel · 21&rsquor; Michaela Specht (P) · 70&rsquor; Franziska Harsch · 77&rsquor;,4,1,Wolfsburg,4-3-3,1,2.5,Jule Brand · 88&rsquor;,3,0,Wolfsburg,Away,NA,990,656,34,170,293,197,48,656,20,8,40,12,60,321,1794,1018,27,12,6,22,9,375,60
Frauen-Bundesliga,2024-03-16,Frauen-Bundesliga (Matchweek 16),Bayern Munich,4-2-3-1,5,4,Pernille Harder · 2&rsquor; Lea Schüller · 4&rsquor; Lea Schüller · 19&rsquor; Pernille Harder · 64&rsquor; Linda Dallmann · 90+2&rsquor;,2,0,RB Leipzig,4-4-2,0,0.9,NA,2,0,Bayern Munich,Home,NA,990,777,53,229,384,167,27,777,18,12,66.7,6,33.3,272,1632,775,21,3,6,15,1,545,53
Frauen-Bundesliga,2024-03-16,Frauen-Bundesliga (Matchweek 16),Bayern Munich,4-2-3-1,5,4,Pernille Harder · 2&rsquor; Lea Schüller · 4&rsquor; Lea Schüller · 19&rsquor; Pernille Harder · 64&rsquor; Linda Dallmann · 90+2&rsquor;,2,0,RB Leipzig,4-4-2,0,0.9,NA,2,0,RB Leipzig,Away,NA,990,443,75,205,169,71,13,443,5,2,40,3,60,213,790,367,7,4,3,18,10,217,14
Frauen-Bundesliga,2024-03-16,Frauen-Bundesliga (Matchweek 16),Werder Bremen,3-5-2,0,0.7,NA,1,0,Essen,5-3-2,0,1.1,NA,2,0,Werder Bremen,Home,NA,990,553,66,215,248,95,11,553,11,5,45.5,6,54.5,292,1619,574,10,6,4,14,14,308,37
Frauen-Bundesliga,2024-03-16,Frauen-Bundesliga (Matchweek 16),Werder Bremen,3-5-2,0,0.7,NA,1,0,Essen,5-3-2,0,1.1,NA,2,0,Essen,Away,NA,990,447,56,155,183,114,19,447,23,9,39.1,14,60.9,231,1244,690,11,3,1,14,11,219,34
Frauen-Bundesliga,2024-03-17,Frauen-Bundesliga (Matchweek 16),1. FC Nürnberg,5-3-2,0,0.1,NA,3,0,Freiburg,4-3-3,0,1.5,NA,2,0,1. FC Nürnberg,Home,NA,990,420,88,201,173,51,10,420,7,1,14.3,6,85.7,129,551,258,4,4,2,24,8,124,14
Frauen-Bundesliga,2024-03-17,Frauen-Bundesliga (Matchweek 16),1. FC Nürnberg,5-3-2,0,0.1,NA,3,0,Freiburg,4-3-3,0,1.5,NA,2,0,Freiburg,Away,NA,990,678,31,143,310,229,40,678,14,7,50,7,50,338,1663,815,21,13,11,26,15,390,53
Frauen-Bundesliga,2024-03-17,Frauen-Bundesliga (Matchweek 16),MSV Duisburg,3-4-3,1,0,Vanessa Furst · 63&rsquor;,0,0,Eintracht Frankfurt,4-3-1-2,2,2.7,Nicole Anyomi · 1&rsquor; Barbara Dunst · 4&rsquor;,1,0,MSV Duisburg,Home,NA,990,440,83,213,191,43,2,439,8,2,25,6,75,203,1034,428,4,5,0,19,9,205,19
Frauen-Bundesliga,2024-03-17,Frauen-Bundesliga (Matchweek 16),MSV Duisburg,3-4-3,1,0,Vanessa Furst · 63&rsquor;,0,0,Eintracht Frankfurt,4-3-1-2,2,2.7,Nicole Anyomi · 1&rsquor; Barbara Dunst · 4&rsquor;,1,0,Eintracht Frankfurt,Away,NA,990,918,36,196,493,236,34,918,23,11,47.8,12,52.2,513,2810,1569,29,19,4,15,5,690,86
Frauen-Bundesliga,2024-03-18,Frauen-Bundesliga (Matchweek 16),Bayer Leverkusen,4-4-2,2,1.6,Lilla Turányi · 23&rsquor; Kristin Kögel · 73&rsquor;,0,0,Köln,4-2-3-1,0,1.1,NA,1,0,Bayer Leverkusen,Home,NA,990,646,63,201,288,162,23,646,30,15,50,15,50,202,1051,506,13,10,6,20,7,365,43
Frauen-Bundesliga,2024-03-18,Frauen-Bundesliga (Matchweek 16),Bayer Leverkusen,4-4-2,2,1.6,Lilla Turányi · 23&rsquor; Kristin Kögel · 73&rsquor;,0,0,Köln,4-2-3-1,0,1.1,NA,1,0,Köln,Away,NA,990,595,70,237,280,85,20,595,25,18,72,7,28,322,1285,473,8,6,4,23,19,335,29
Frauen-Bundesliga,2024-03-22,Frauen-Bundesliga (Matchweek 17),Freiburg,4-3-3,2,1.9,Lisa Karl · 68&rsquor; Leela Egli · 79&rsquor;,1,0,Hoffenheim,4-2-3-1,4,2.4,Marta Cazalla · 15&rsquor; Marta Cazalla · 47&rsquor; Melissa Kössler · 55&rsquor; Nicole Billa · 80&rsquor;,2,0,Freiburg,Home,NA,990,647,83,241,290,123,19,647,20,9,45,11,55,374,1755,879,18,9,6,21,10,404,53
Frauen-Bundesliga,2024-03-22,Frauen-Bundesliga (Matchweek 17),Freiburg,4-3-3,2,1.9,Lisa Karl · 68&rsquor; Leela Egli · 79&rsquor;,1,0,Hoffenheim,4-2-3-1,4,2.4,Marta Cazalla · 15&rsquor; Marta Cazalla · 47&rsquor; Melissa Kössler · 55&rsquor; Nicole Billa · 80&rsquor;,2,0,Hoffenheim,Away,NA,990,580,64,205,261,121,25,580,19,8,42.1,11,57.9,346,2068,1052,24,13,8,19,9,340,53
Frauen-Bundesliga,2024-03-23,Frauen-Bundesliga (Matchweek 17),Köln,4-2-3-1,3,3.2,Selina Cerci · 80&rsquor; Celina Degen · 88&rsquor; Natalia Padilla-Bidas · 90+1&rsquor;,4,0,1. FC Nürnberg,5-3-2,4,1.8,Lara Schmidt (P) · 28&rsquor; Vanessa Haim · 50&rsquor; Celina Degen (OG) · 54&rsquor; Medina Dešić · 90+2&rsquor;,3,0,Köln,Home,NA,990,615,46,179,252,189,36,615,25,8,32,17,68,253,1361,708,15,8,6,30,8,303,37
Frauen-Bundesliga,2024-03-23,Frauen-Bundesliga (Matchweek 17),Köln,4-2-3-1,3,3.2,Selina Cerci · 80&rsquor; Celina Degen · 88&rsquor; Natalia Padilla-Bidas · 90+1&rsquor;,4,0,1. FC Nürnberg,5-3-2,4,1.8,Lara Schmidt (P) · 28&rsquor; Vanessa Haim · 50&rsquor; Celina Degen (OG) · 54&rsquor; Medina Dešić · 90+2&rsquor;,3,0,1. FC Nürnberg,Away,NA,990,422,62,164,183,82,12,421,15,7,46.7,8,53.3,131,714,327,7,7,6,24,15,124,10
Frauen-Bundesliga,2024-03-23,Frauen-Bundesliga (Matchweek 17),Wolfsburg,4-3-3,0,1.4,NA,0,0,Bayern Munich,4-2-3-1,4,1.4,Pernille Harder · 48&rsquor; Klara Bühl · 57&rsquor; Lea Schüller · 75&rsquor; Georgia Stanway · 87&rsquor;,3,0,Wolfsburg,Home,NA,990,596,59,213,256,131,25,596,10,5,50,5,50,363,1621,992,19,7,6,15,11,359,49
Frauen-Bundesliga,2024-03-23,Frauen-Bundesliga (Matchweek 17),Wolfsburg,4-3-3,0,1.4,NA,0,0,Bayern Munich,4-2-3-1,4,1.4,Pernille Harder · 48&rsquor; Klara Bühl · 57&rsquor; Lea Schüller · 75&rsquor; Georgia Stanway · 87&rsquor;,3,0,Bayern Munich,Away,NA,990,484,73,174,211,103,19,484,11,3,27.3,8,72.7,248,1258,619,14,8,7,15,13,250,21
Frauen-Bundesliga,2024-03-24,Frauen-Bundesliga (Matchweek 17),RB Leipzig,4-1-3-2,3,2.5,Jenny Hipp (P) · 42&rsquor; Lydia Andrade · 62&rsquor; Jenny Hipp · 69&rsquor;,2,0,MSV Duisburg,4-2-3-1,0,1.3,NA,1,0,RB Leipzig,Home,NA,990,605,72,230,238,146,13,603,13,5,38.5,8,61.5,342,1702,909,17,12,4,19,11,358,51
Frauen-Bundesliga,2024-03-24,Frauen-Bundesliga (Matchweek 17),RB Leipzig,4-1-3-2,3,2.5,Jenny Hipp (P) · 42&rsquor; Lydia Andrade · 62&rsquor; Jenny Hipp · 69&rsquor;,2,0,MSV Duisburg,4-2-3-1,0,1.3,NA,1,0,MSV Duisburg,Away,NA,990,565,85,290,170,112,21,565,9,3,33.3,6,66.7,202,1104,438,5,6,0,14,11,306,27
Frauen-Bundesliga,2024-03-24,Frauen-Bundesliga (Matchweek 17),Essen,4-3-3,0,0.5,NA,2,0,Bayer Leverkusen,4-4-2,0,1.3,NA,3,0,Essen,Home,NA,990,520,74,228,200,99,12,520,24,12,50,12,50,242,1359,631,10,3,3,22,21,243,22
Frauen-Bundesliga,2024-03-24,Frauen-Bundesliga (Matchweek 17),Essen,4-3-3,0,0.5,NA,2,0,Bayer Leverkusen,4-4-2,0,1.3,NA,3,0,Bayer Leverkusen,Away,NA,990,612,59,181,311,128,27,612,24,9,37.5,15,62.5,216,1266,590,14,14,5,23,12,326,39
Frauen-Bundesliga,2024-03-25,Frauen-Bundesliga (Matchweek 17),Eintracht Frankfurt,4-3-1-2,2,1.2,Nicole Anyomi · 50&rsquor; Laura Freigang · 60&rsquor;,0,0,Werder Bremen,4-4-1-1,0,0.6,NA,1,0,Eintracht Frankfurt,Home,NA,990,704,34,159,387,164,24,704,38,18,47.4,20,52.6,399,2213,1234,15,15,2,29,11,447,65
Frauen-Bundesliga,2024-03-25,Frauen-Bundesliga (Matchweek 17),Eintracht Frankfurt,4-3-1-2,2,1.2,Nicole Anyomi · 50&rsquor; Laura Freigang · 60&rsquor;,0,0,Werder Bremen,4-4-1-1,0,0.6,NA,1,0,Werder Bremen,Away,NA,990,465,67,233,176,59,6,465,12,6,50,6,50,184,1121,510,12,8,2,22,13,198,14
Frauen-Bundesliga,2024-04-12,Frauen-Bundesliga (Matchweek 18),Werder Bremen,4-3-3,1,0.7,Sophie Weidauer · 56&rsquor;,2,0,RB Leipzig,4-2-3-1,1,0.2,Barbara Brecht · 18&rsquor;,2,0,Werder Bremen,Home,NA,990,650,46,249,260,147,21,650,16,4,25,11,68.8,256,1378,757,14,6,3,19,10,393,33
Frauen-Bundesliga,2024-04-12,Frauen-Bundesliga (Matchweek 18),Werder Bremen,4-3-3,1,0.7,Sophie Weidauer · 56&rsquor;,2,0,RB Leipzig,4-2-3-1,1,0.2,Barbara Brecht · 18&rsquor;,2,0,RB Leipzig,Away,NA,990,496,72,252,200,48,3,496,9,6,66.7,3,33.3,176,981,565,5,2,1,15,14,241,16
Frauen-Bundesliga,2024-04-13,Frauen-Bundesliga (Matchweek 18),Freiburg,4-3-3,1,1.5,Eileen Campbell · 59&rsquor;,0,0,Wolfsburg,4-3-3,4,2.5,Lena Oberdorf · 24&rsquor; Ewa Pajor · 27&rsquor; Ewa Pajor · 31&rsquor; Riola Xhemaili · 62&rsquor;,2,0,Freiburg,Home,NA,990,516,93,223,186,112,15,516,15,4,26.7,11,73.3,196,1129,462,8,7,2,23,11,278,26
Frauen-Bundesliga,2024-04-13,Frauen-Bundesliga (Matchweek 18),Freiburg,4-3-3,1,1.5,Eileen Campbell · 59&rsquor;,0,0,Wolfsburg,4-3-3,4,2.5,Lena Oberdorf · 24&rsquor; Ewa Pajor · 27&rsquor; Ewa Pajor · 31&rsquor; Riola Xhemaili · 62&rsquor;,2,0,Wolfsburg,Away,NA,990,605,47,174,257,177,40,605,18,6,33.3,12,66.7,298,1572,843,17,13,7,16,9,367,52
Frauen-Bundesliga,2024-04-13,Frauen-Bundesliga (Matchweek 18),Bayer Leverkusen,3-4-3,2,1.3,Loreen Bender · 36&rsquor; Nikola Karczewska · 90+3&rsquor;,1,0,Eintracht Frankfurt,4-3-1-2,0,1.6,NA,1,0,Bayer Leverkusen,Home,NA,990,463,78,206,204,57,10,463,9,3,33.3,6,66.7,264,1038,461,8,4,2,15,15,256,13
Frauen-Bundesliga,2024-04-13,Frauen-Bundesliga (Matchweek 18),Bayer Leverkusen,3-4-3,2,1.3,Loreen Bender · 36&rsquor; Nikola Karczewska · 90+3&rsquor;,1,0,Eintracht Frankfurt,4-3-1-2,0,1.6,NA,1,0,Eintracht Frankfurt,Away,NA,990,600,34,160,301,148,29,600,16,7,43.8,9,56.3,429,1891,959,24,7,8,17,10,381,55
Frauen-Bundesliga,2024-04-14,Frauen-Bundesliga (Matchweek 18),1. FC Nürnberg,5-3-2,0,0.2,NA,3,0,Essen,4-2-3-1,4,1.5,Annalena Rieke · 7&rsquor; Lilli Purtscheller · 45+2&rsquor; Lilli Purtscheller · 49&rsquor; Jacqueline Klasen · 54&rsquor;,4,0,1. FC Nürnberg,Home,NA,990,421,62,206,170,47,2,421,13,6,46.2,7,53.8,226,1051,487,3,3,0,20,11,217,16
Frauen-Bundesliga,2024-04-14,Frauen-Bundesliga (Matchweek 18),1. FC Nürnberg,5-3-2,0,0.2,NA,3,0,Essen,4-2-3-1,4,1.5,Annalena Rieke · 7&rsquor; Lilli Purtscheller · 45+2&rsquor; Lilli Purtscheller · 49&rsquor; Jacqueline Klasen · 54&rsquor;,4,0,Essen,Away,NA,990,544,41,170,225,154,34,544,27,7,25.9,20,74.1,351,2246,1067,23,16,5,22,7,332,37
Frauen-Bundesliga,2024-04-14,Frauen-Bundesliga (Matchweek 18),MSV Duisburg,4-4-2,1,0.6,Taryn Ries · 42&rsquor;,2,0,Bayern Munich,4-2-3-1,5,4.7,Giulia Gwinn · 49&rsquor; Georgia Stanway · 52&rsquor; Magdalena Eriksson · 63&rsquor; Jovana Damnjanović · 87&rsquor; Sydney Lohmann · 89&rsquor;,1,0,MSV Duisburg,Home,NA,990,441,98,210,182,59,2,441,18,7,38.9,11,61.1,160,918,373,7,7,0,20,3,185,17
Frauen-Bundesliga,2024-04-14,Frauen-Bundesliga (Matchweek 18),MSV Duisburg,4-4-2,1,0.6,Taryn Ries · 42&rsquor;,2,0,Bayern Munich,4-2-3-1,5,4.7,Giulia Gwinn · 49&rsquor; Georgia Stanway · 52&rsquor; Magdalena Eriksson · 63&rsquor; Jovana Damnjanović · 87&rsquor; Sydney Lohmann · 89&rsquor;,1,0,Bayern Munich,Away,NA,990,786,71,217,357,216,53,786,31,13,41.9,17,54.8,467,2081,1029,26,12,11,14,9,528,64
Frauen-Bundesliga,2024-04-15,Frauen-Bundesliga (Matchweek 18),Hoffenheim,4-3-3,1,1,Paulina Krumbiegel · 79&rsquor;,0,0,Köln,4-2-3-1,1,1,Meike Meßmer · 36&rsquor;,2,0,Hoffenheim,Home,NA,990,749,63,244,309,202,26,749,21,12,57.1,9,42.9,336,1591,733,15,12,4,24,18,457,50
